GEO_ID,B17010A_001E,B17010A_001M,B17010A_002E,B17010A_002M,B17010A_003E,B17010A_003M,B17010A_004E,B17010A_004M,B17010A_005E,B17010A_005M,B17010A_006E,B17010A_006M,B17010A_007E,B17010A_007M,B17010A_008E,B17010A_008M,B17010A_009E,B17010A_009M,B17010A_010E,B17010A_010M,B17010A_011E,B17010A_011M,B17010A_012E,B17010A_012M,B17010A_013E,B17010A_013M,B17010A_014E,B17010A_014M,B17010A_015E,B17010A_015M,B17010A_016E,B17010A_016M,B17010A_017E,B17010A_017M,B17010A_018E,B17010A_018M,B17010A_019E,B17010A_019M,B17010A_020E,B17010A_020M,B17010A_021E,B17010A_021M,B17010A_022E,B17010A_022M,B17010A_023E,B17010A_023M,B17010A_024E,B17010A_024M,B17010A_025E,B17010A_025M,B17010A_026E,B17010A_026M,B17010A_027E,B17010A_027M,B17010A_028E,B17010A_028M,B17010A_029E,B17010A_029M,B17010A_030E,B17010A_030M,B17010A_031E,B17010A_031M,B17010A_032E,B17010A_032M,B17010A_033E,B17010A_033M,B17010A_034E,B17010A_034M,B17010A_035E,B17010A_035M,B17010A_036E,B17010A_036M,B17010A_037E,B17010A_037M,B17010A_038E,B17010A_038M,B17010A_039E,B17010A_039M,B17010A_040E,B17010A_040M,B17010A_041E,B17010A_041M,NAME,B17010A_001EA,B17010A_001MA,B17010A_002MA,B17010A_002EA,B17010A_003EA,B17010A_003MA,B17010A_004EA,B17010A_004MA,B17010A_005MA,B17010A_005EA,B17010A_006EA,B17010A_006MA,B17010A_007EA,B17010A_007MA,B17010A_008MA,B17010A_008EA,B17010A_009EA,B17010A_009MA,B17010A_010EA,B17010A_010MA,B17010A_011EA,B17010A_011MA,B17010A_012EA,B17010A_012MA,B17010A_013MA,B17010A_013EA,B17010A_014EA,B17010A_014MA,B17010A_015EA,B17010A_015MA,B17010A_016MA,B17010A_016EA,B17010A_017MA,B17010A_017EA,B17010A_018EA,B17010A_018MA,B17010A_019EA,B17010A_019MA,B17010A_020EA,B17010A_020MA,B17010A_021MA,B17010A_021EA,B17010A_022MA,B17010A_022EA,B17010A_023EA,B17010A_023MA,B17010A_024EA,B17010A_024MA,B17010A_025EA,B17010A_025MA,B17010A_026MA,B17010A_026EA,B17010A_027MA,B17010A_027EA,B17010A_028MA,B17010A_028EA,B17010A_029EA,B17010A_029MA,B17010A_030EA,B17010A_030MA,B17010A_031MA,B17010A_031EA,B17010A_032MA,B17010A_032EA,B17010A_033MA,B17010A_033EA,B17010A_034EA,B17010A_034MA,B17010A_035EA,B17010A_035MA,B17010A_036MA,B17010A_036EA,B17010A_037MA,B17010A_037EA,B17010A_038MA,B17010A_038EA,B17010A_039MA,B17010A_039EA,B17010A_040EA,B17010A_040MA,B17010A_041MA,B17010A_041EA,state
0400000US13,1572714,12275,137548,6378,65244,4765,40050,4019,5736,1555,13509,2034,20805,2649,25194,2752,72304,4235,12601,1998,9215,1436,1528,595,1550,620,6137,1253,3386,993,59703,3713,50190,3645,7680,1524,11418,1751,31092,2995,9513,1332,1435166,11916,1200001,13085,482966,7839,90464,4142,88900,4137,303602,8020,717035,10164,235165,8445,80980,4601,43818,4012,9138,1817,4081,1046,30599,3502,37162,2994,154185,6402,81211,4851,10074,1757,9620,1574,61517,4184,72974,3994,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,98553,2995,5251,1256,2291,690,1204,515,118,141,168,129,918,467,1087,419,2960,957,722,405,567,339,246,222,46,75,275,301,155,228,2238,816,2215,815,409,401,743,455,1063,510,23,39,93302,2966,80504,2897,32169,2311,9107,1286,5838,1303,17224,1776,48335,2798,12798,1976,4846,1356,2277,945,1134,728,301,310,842,373,2569,901,7952,1340,4004,1050,800,404,205,181,2999,894,3948,934,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,375753,6646,39930,3441,19669,2413,10152,1725,2623,918,2700,721,4829,1150,9517,1811,20261,2647,3123,867,2446,796,839,485,333,228,1274,639,677,472,17138,2474,15658,2348,2830,988,4320,1415,8508,1857,1480,592,335823,6617,285285,6436,115735,4962,19171,1880,28918,2562,67646,3484,169550,4817,50538,3768,17225,2063,10529,1796,2133,770,880,550,7516,1608,6696,1195,33313,3146,20504,2507,3952,1286,2516,772,14036,2021,12809,1795,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2340039,14121,158364,6192,65236,3856,38930,3007,5296,1265,12834,2075,20800,1787,26306,2168,93128,4727,15145,2008,10622,1711,2659,726,2824,835,5139,1175,4523,857,77983,4172,67513,4057,12580,1805,18193,2048,36740,2998,10470,1414,2181675,13864,1796558,14222,714995,11165,135059,5365,132813,4896,447123,9318,1081563,10778,385117,10059,128051,5994,66742,4057,12745,1748,10346,1607,43651,2837,61309,3747,257066,7953,133422,5448,19775,1937,14652,2009,98995,4925,123644,4941,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1426032,11117,119517,6450,41502,2907,24473,2086,3491,756,8760,1482,12222,1495,17029,1959,78015,5476,12441,1975,10057,1735,2370,853,2517,843,5170,1315,2384,681,65574,4507,57937,4406,12452,2059,15498,2174,29987,3393,7637,1221,1306515,11334,1063522,11742,415109,8458,73290,3907,76869,4131,264950,7123,648413,8860,242993,7566,84590,4479,49138,3525,12036,1919,5863,1328,31239,2882,35452,2485,158403,5575,84229,4405,13105,1839,10682,1570,60442,3945,74174,3939,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,739475,7602,48010,3225,16567,1685,8628,1331,1142,539,3647,945,3839,748,7939,998,31443,2820,6401,1600,5341,1568,1011,514,1130,545,3200,1304,1060,488,25042,2243,22620,2167,4490,968,5079,1021,13051,1726,2422,599,691465,7089,577457,7369,217666,4880,37912,2884,47264,2674,132490,4301,359791,6102,114008,4837,41066,3044,25063,2443,5729,1156,2444,761,16890,1945,16003,1550,72942,3364,43317,2684,6727,1290,5454,1010,31136,2435,29625,2351,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,636608,7547,46204,3046,17954,1578,11584,1458,1598,573,5004,1110,4982,879,6370,904,28250,2599,5279,1236,4307,1171,936,486,939,433,2432,927,972,424,22971,2473,20803,2477,4355,1026,5755,1373,10693,1885,2168,549,590404,7215,490903,7634,198057,5527,37724,2703,40175,2558,120158,4254,292846,5930,99501,4228,34711,2598,20613,2170,3533,854,3512,1025,13568,1826,14098,1577,64790,3123,39749,2659,7315,1262,4843,944,27591,2256,25041,1979,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1016676,10610,131138,5530,57246,3654,32694,2992,4734,1395,9421,1677,18539,1977,24552,2298,73892,4616,14766,1942,10520,1659,2042,762,1305,696,7173,1267,4246,871,59126,4274,49355,3679,10449,1969,11451,1935,27455,2577,9771,1592,885538,9420,712719,9404,267468,6822,47140,2997,49514,3015,170814,6145,445251,7259,172819,6081,57903,3697,29990,2721,6365,1372,3012,1084,20613,1956,27913,2743,114916,5285,58256,4092,9056,1596,6311,1312,42889,3340,56660,3012,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,737695,8422,65167,4831,24940,2704,12208,1819,1545,713,3788,1031,6875,1354,12732,1840,40227,3571,7156,1623,5595,1506,633,357,1004,514,3958,1335,1561,607,33071,3186,27645,2868,6097,1357,5762,1368,15786,2256,5426,1136,672528,9079,554512,9819,215649,6869,43255,3672,40717,3510,131677,5499,338863,6428,118016,5953,40768,3143,21499,2170,5148,1406,1879,806,14472,1616,19269,2427,77248,5191,42350,3921,6684,1743,5578,1307,30088,3297,34898,3187,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,329905,5619,27532,2234,9686,1315,4024,996,985,496,875,565,2164,600,5662,887,17846,1911,4394,885,3281,773,570,288,725,557,1986,680,1113,558,13452,1854,11831,1805,2110,870,2379,950,7342,1217,1621,666,302373,5289,246510,5094,77279,3476,15570,1826,12173,1540,49536,2662,169231,3947,55863,3245,18897,1772,11602,1570,1894,648,1386,598,8322,1271,7295,1116,36966,2951,21570,2350,3424,988,1558,622,16588,1866,15396,1922,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,883011,9384,36970,2860,16238,1844,8145,1395,1133,429,3117,1013,3895,1016,8093,1301,20732,2390,4191,964,2564,802,937,552,546,420,1081,417,1627,655,16541,2098,13842,2043,2333,915,4374,1186,7135,1241,2699,818,846041,9392,698965,8925,286220,6268,59313,2852,48620,3470,178287,5555,412745,7362,147076,6056,47226,3006,23184,1928,4993,1294,1951,688,16240,1594,24042,2281,99850,5657,51990,3832,6226,1401,5773,1268,39991,3492,47860,3552,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1320823,11557,78073,4661,24354,2185,8971,1481,1167,494,2705,870,5099,1028,15383,2099,53719,3934,7788,1623,5544,1416,1274,672,1502,888,2768,909,2244,807,45931,3583,39692,3503,7876,1542,9689,1690,22127,2523,6239,1283,1242750,11378,999250,11071,391306,8101,79101,4173,58336,4378,253869,6333,607944,8966,243500,8064,67741,3858,28946,3075,5491,1048,2900,934,20555,2428,38795,2706,175759,6385,89987,5396,11602,1650,7897,1437,70488,4692,85772,4321,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2038645,10491,167957,5417,68827,3564,39818,2927,5346,1087,15067,1803,19405,1886,29009,2103,99130,4322,19172,2113,14754,1861,3210,996,2783,808,8761,1380,4418,905,79958,3970,67340,3747,12970,1702,14959,2104,39411,2833,12618,1840,1870688,11386,1538867,11550,554158,8058,97650,3863,101542,4515,354966,7318,984709,9095,331821,9106,117573,5445,60029,3594,13660,1920,5834,1170,40535,2513,57544,3517,214248,5999,106708,4060,16446,1708,8865,1462,81397,4055,107540,4193,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1219241,8284,55207,2926,20943,1600,9731,1258,1246,438,3969,793,4516,759,11212,933,34264,2586,6385,1103,5231,1062,1295,585,966,486,2970,686,1154,365,27879,2325,25099,2128,5689,1010,7687,1487,11723,1270,2780,707,1164034,8428,976188,8022,378050,5879,78359,3323,71872,3308,227819,5003,598138,6325,187846,5218,71889,3628,42758,3305,9508,1581,4373,910,28877,2645,29131,2171,115957,3709,68705,3097,10803,1724,7997,1391,49905,2971,47252,2855,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,467912,7291,44241,3975,19474,2645,10541,2062,1714,783,3003,874,5824,1586,8933,1499,24767,3004,5261,1380,4306,1210,634,425,1157,686,2515,925,955,515,19506,2625,15885,2217,3999,1210,4271,1116,7615,1793,3621,1189,423671,7424,348198,7100,130216,5083,23710,2412,26978,2462,79528,4164,217982,5478,75473,4520,25797,3033,14213,2191,2083,707,1030,722,11100,1942,11584,2118,49676,3395,26298,2374,2867,985,3981,1122,19450,2065,23378,2556,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1292798,10880,105490,5087,44905,3232,23645,2536,3887,987,7939,1492,11819,1795,21260,1969,60585,4257,11196,1783,8622,1476,2120,874,2080,647,4422,1104,2574,864,49389,3883,43596,3716,10627,1870,9799,1644,23170,2446,5793,903,1187308,10331,980011,11033,373037,8770,73258,4104,70860,3853,228919,6926,606974,6900,207297,6940,69377,4118,40105,3311,7881,1323,3789,788,28435,2893,29272,2913,137920,4919,73864,4145,10939,1862,7244,1135,55681,3548,64056,3362,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,233552,3959,18397,2059,7713,1247,3754,964,1044,485,1182,695,1528,566,3959,783,10684,1608,1753,722,1527,673,249,265,502,352,776,406,226,246,8931,1443,7882,1391,2718,796,1342,577,3822,977,1049,429,215155,4029,183086,4291,63858,2487,10877,1419,13601,1769,39380,2217,119228,3340,32069,2648,11862,1674,6617,1240,1075,588,475,286,5067,1127,5245,1109,20207,1865,10629,1458,1540,608,1268,459,7821,1366,9578,1254,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
