GEO_ID,C08406_001E,C08406_001M,C08406_002E,C08406_002M,C08406_003E,C08406_003M,C08406_004E,C08406_004M,C08406_005E,C08406_005M,C08406_006E,C08406_006M,C08406_007E,C08406_007M,C08406_008E,C08406_008M,C08406_009E,C08406_009M,C08406_010E,C08406_010M,C08406_011E,C08406_011M,C08406_012E,C08406_012M,C08406_013E,C08406_013M,C08406_014E,C08406_014M,C08406_015E,C08406_015M,C08406_016E,C08406_016M,C08406_017E,C08406_017M,C08406_018E,C08406_018M,C08406_019E,C08406_019M,C08406_020E,C08406_020M,C08406_021E,C08406_021M,C08406_022E,C08406_022M,C08406_023E,C08406_023M,C08406_024E,C08406_024M,C08406_025E,C08406_025M,C08406_026E,C08406_026M,C08406_027E,C08406_027M,C08406_028E,C08406_028M,C08406_029E,C08406_029M,C08406_030E,C08406_030M,C08406_031E,C08406_031M,C08406_032E,C08406_032M,C08406_033E,C08406_033M,NAME,C08406_001MA,C08406_001EA,C08406_002MA,C08406_002EA,C08406_003MA,C08406_003EA,C08406_004EA,C08406_004MA,C08406_005MA,C08406_005EA,C08406_006MA,C08406_006EA,C08406_007MA,C08406_007EA,C08406_008MA,C08406_008EA,C08406_009EA,C08406_009MA,C08406_010EA,C08406_010MA,C08406_011EA,C08406_011MA,C08406_012MA,C08406_012EA,C08406_013MA,C08406_013EA,C08406_014EA,C08406_014MA,C08406_015EA,C08406_015MA,C08406_016MA,C08406_016EA,C08406_017MA,C08406_017EA,C08406_018MA,C08406_018EA,C08406_019EA,C08406_019MA,C08406_020EA,C08406_020MA,C08406_021EA,C08406_021MA,C08406_022EA,C08406_022MA,C08406_023MA,C08406_023EA,C08406_024MA,C08406_024EA,C08406_025EA,C08406_025MA,C08406_026EA,C08406_026MA,C08406_027MA,C08406_027EA,C08406_028MA,C08406_028EA,C08406_029EA,C08406_029MA,C08406_030EA,C08406_030MA,C08406_031EA,C08406_031MA,C08406_032EA,C08406_032MA,C08406_033EA,C08406_033MA,state
0400000US01,1964105,15947,1854149,17016,1677578,18087,176571,8805,135601,8260,24879,3261,16091,2159,5882,1434,22215,3026,18102,2438,63757,4204,1031600,10863,971433,11209,875826,11127,95607,6348,72270,5441,13812,2846,9525,1765,3418,1268,12494,2238,11416,1932,32839,3041,932505,11519,882716,12376,801752,12758,80964,5166,63331,4511,11067,1556,6566,1169,2464,791,9721,1654,6686,1434,30918,2728,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,371382,5372,295750,5538,249521,5701,46229,3668,36866,3386,5706,1201,3657,940,5676,1240,29597,2659,24264,1926,16095,2050,212620,4219,164088,3810,140197,4067,23891,2503,18428,2242,2974,844,2489,838,3771,992,18107,1908,18545,1961,8109,1330,158762,3307,131662,3722,109324,3560,22338,2112,18438,1935,2732,694,1168,387,1905,762,11490,1441,5719,789,7986,1316,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2872284,18674,2519711,19984,2214950,18622,304761,9793,231724,8823,43780,3840,29257,3293,58998,4747,58989,3888,74905,4242,159681,5505,1536909,11742,1341275,12432,1179410,12357,161865,6466,121528,5776,23764,3180,16573,2396,32978,3645,31377,3493,52040,3468,79239,4175,1335375,13539,1178436,14716,1035540,13093,142896,5953,110196,5053,20016,2022,12684,1949,26020,3094,27612,2926,22865,2211,80442,4018,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249200,11927,1167913,12811,1034815,13127,133098,6612,100128,5438,19625,2496,13345,2186,5537,1325,21606,2356,15774,2274,38370,2875,661902,8462,616428,9248,545776,10094,70652,4426,52312,3695,9220,1453,9120,1793,2547,809,11910,1835,10653,1811,20364,2126,587298,8569,551485,8784,489039,8408,62446,3692,47816,3178,10405,1600,4225,962,2990,988,9696,1451,5121,1194,18006,1880,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17630992,45581,14802103,48550,13031458,44167,1770645,23375,1311338,18174,261833,8885,197474,7520,923092,17850,473409,12168,462349,10901,970039,14583,9629801,30150,8115666,32462,7161035,30977,954631,16015,700119,13606,140588,5861,113924,5216,467765,12478,254547,9724,315694,9470,476129,10541,8001191,32713,6686437,32986,5870423,30631,816014,14833,611219,11989,121245,5788,83550,4366,455327,10491,218862,7362,146655,5511,493910,9647,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2731235,18274,2320397,18911,2089507,15608,230890,9577,176938,7784,31776,3662,22176,2573,80556,5086,77233,4311,58145,3586,194904,7005,1481955,11314,1257153,12226,1129639,10389,127514,6346,96702,4962,17133,2302,13679,2174,42813,3762,44384,3418,38257,2883,99348,5231,1249280,12559,1063244,11940,959868,11396,103376,4909,80236,4398,14643,2159,8497,1273,37743,3404,32849,3294,19888,1859,95556,4454,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1741224,12778,1526240,15153,1389816,14284,136424,8492,111874,7840,13790,2336,10760,2191,60388,4654,52088,4272,17629,2212,84879,4806,893497,10150,785989,10490,713111,10460,72878,5337,59835,4639,7668,1832,5375,1329,29715,3515,27210,2769,10421,1719,40162,2826,847727,9438,740251,9497,676705,9082,63546,4971,52039,4560,6122,1213,5385,1196,30673,2845,24878,2832,7208,1376,44717,3118,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,440156,7251,395061,8562,359048,8389,36013,3538,29971,3289,2876,934,3166,868,9432,1593,9577,1517,5208,1164,20878,2186,222860,5429,199961,5770,182525,5817,17436,1966,14347,1837,1237,490,1852,737,4265,1013,5210,1287,3316,947,10108,1530,217296,5034,195100,5380,176523,5382,18577,2494,15624,2303,1639,641,1314,439,5167,1155,4367,974,1892,850,10770,1649,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,839206,12936,424211,10008,350625,9708,73586,4271,48832,3844,14671,1913,10083,2085,319153,8187,48442,4121,25871,2488,21529,2463,440511,8540,234485,6988,196592,6966,37893,3019,24143,2548,7396,1308,6354,1589,155029,5423,23651,2912,17022,2046,10324,1782,398695,7805,189726,5747,154033,5397,35693,2583,24689,2306,7275,1188,3729,1039,164124,6290,24791,2731,8849,1341,11205,1768,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8827805,36427,7835174,37042,7042650,36939,792524,18247,613243,14007,112913,7660,66368,5648,192889,8964,125834,6793,180601,7398,493307,15108,4600384,23753,4059280,27243,3637418,27464,421862,11638,321000,9042,59871,4823,40991,4703,93644,6767,70544,5468,121758,6051,255158,10681,4227421,24127,3775894,24261,3405232,22891,370662,11539,292243,10366,53042,4777,25377,2236,99245,7517,55290,4709,58843,4516,238149,9121,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
