GEO_ID,C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,NAME,C17015_001MA,C17015_001EA,C17015_002EA,C17015_002MA,C17015_003MA,C17015_003EA,C17015_004EA,C17015_004MA,C17015_005EA,C17015_005MA,C17015_006EA,C17015_006MA,C17015_007EA,C17015_007MA,C17015_008MA,C17015_008EA,C17015_009EA,C17015_009MA,C17015_010EA,C17015_010MA,C17015_011EA,C17015_011MA,C17015_012MA,C17015_012EA,C17015_013EA,C17015_013MA,C17015_014EA,C17015_014MA,C17015_015EA,C17015_015MA,state
0400000US01,1213540,13821,166755,6801,37608,3094,8322,1329,29286,3045,129147,5213,21966,2023,107181,5353,1046785,12834,361302,7361,32624,2659,328678,7004,685483,10741,31738,2760,653745,10320,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,1202,312,529,248,673,298,10328,1392,1645,441,8683,1336,152270,3239,29999,1648,4900,756,25099,1493,122271,3119,6354,1014,115917,3216,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,31514,2769,4879,937,26635,2612,167587,6263,20050,2259,147537,5991,1399313,13718,471657,7544,32877,2637,438780,7079,927656,11649,39468,3237,888188,11546,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,23748,2292,6368,1283,17380,1905,80809,5045,15090,2058,65719,4410,656937,9657,220052,4681,20118,1847,199934,4745,436885,8472,21966,2331,414919,8606,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,136449,5340,33742,2309,102707,4428,862869,14153,199472,7868,663397,12489,7836588,26834,2074090,15149,257461,6362,1816629,15882,5762498,24532,355965,9202,5406533,24426,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,14084,2010,3177,850,10907,1827,87192,4103,11679,1654,75513,4025,1230585,10898,293669,5491,21721,1809,271948,5369,936916,10033,30513,2749,906403,10397,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,11505,1651,3754,1010,7751,1630,53649,3678,11312,1726,42337,3273,811034,9505,222645,5007,19101,2062,203544,4756,588389,8846,27038,2399,561351,8451,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,3239,969,621,352,2618,898,17185,2266,2535,842,14650,2044,214961,4577,72547,2994,6012,1096,66535,2955,142414,4518,6375,1171,136039,4355,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,3574,894,1210,540,2364,740,13920,1831,6067,1447,7853,1297,107684,3823,21724,1604,2560,589,19164,1518,85960,3509,4951,1134,81009,3491,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,105364,5229,19576,2078,85788,4923,435978,11508,66427,4987,369551,10898,4265269,27423,1565789,16388,129417,4441,1436372,15261,2699480,22219,130960,6509,2568520,21257,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2466415,18717,321564,10162,49361,3334,9725,1393,39636,3154,272203,10191,36571,4020,235632,8878,2144851,17728,612950,9774,52710,3396,560240,9622,1531901,15352,61145,4029,1470756,15896,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309386,5548,21219,2256,4640,941,1163,549,3477,807,16579,1884,2764,812,13815,1764,288167,5332,100152,3491,9586,1392,90566,3200,188015,4880,7669,1294,180346,4767,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,400347,7093,43746,3497,7627,1469,1301,458,6326,1361,36119,3311,6077,1606,30042,3059,356601,6930,110128,3210,9502,1407,100626,3178,246473,6681,13414,2065,233059,6605,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099463,16945,304063,7705,47656,3410,10654,1523,37002,2921,256407,6926,41994,3278,214413,6293,2795400,17541,743298,8066,63450,3822,679848,8017,2052102,17889,89303,4761,1962799,16823,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
