GEO_ID,B09002_001E,B09002_001M,B09002_002E,B09002_002M,B09002_003E,B09002_003M,B09002_004E,B09002_004M,B09002_005E,B09002_005M,B09002_006E,B09002_006M,B09002_007E,B09002_007M,B09002_008E,B09002_008M,B09002_009E,B09002_009M,B09002_010E,B09002_010M,B09002_011E,B09002_011M,B09002_012E,B09002_012M,B09002_013E,B09002_013M,B09002_014E,B09002_014M,B09002_015E,B09002_015M,B09002_016E,B09002_016M,B09002_017E,B09002_017M,B09002_018E,B09002_018M,B09002_019E,B09002_019M,B09002_020E,B09002_020M,NAME,B09002_001MA,B09002_001EA,B09002_002EA,B09002_002MA,B09002_003EA,B09002_003MA,B09002_004EA,B09002_004MA,B09002_005MA,B09002_005EA,B09002_006MA,B09002_006EA,B09002_007EA,B09002_007MA,B09002_008EA,B09002_008MA,B09002_009EA,B09002_009MA,B09002_010EA,B09002_010MA,B09002_011MA,B09002_011EA,B09002_012EA,B09002_012MA,B09002_013EA,B09002_013MA,B09002_014EA,B09002_014MA,B09002_015EA,B09002_015MA,B09002_016MA,B09002_016EA,B09002_017EA,B09002_017MA,B09002_018EA,B09002_018MA,B09002_019EA,B09002_019MA,B09002_020EA,B09002_020MA,state
0400000US01,941110,8986,605909,10189,91875,3665,64551,3668,31325,3012,206515,7547,211643,6771,335201,11034,53825,5511,9902,2076,6091,1561,3423,942,16439,2745,17970,3030,281376,10878,38341,3087,27869,3177,16195,2524,98988,5383,99983,6320,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162834,2467,113187,4002,20014,1717,13551,1219,7345,1320,36466,2383,35811,2303,49647,4065,16061,2376,2183,554,2201,896,617,413,5443,1501,5617,1162,33586,3658,4557,1190,3387,966,1821,671,11633,1641,12188,2097,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1386138,11398,919535,15259,143438,5641,96607,3982,46019,3341,320331,7716,313140,8461,466603,14283,121248,8550,20431,2810,13437,2310,5686,1382,41723,4071,39971,3895,345355,14764,45480,3381,38404,3124,18159,2433,119132,7600,124180,6950,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,599681,6693,406789,9100,63311,2804,41231,3161,22473,2718,143560,5823,136214,5763,192892,8743,43262,4674,9358,2045,4988,1366,2445,1066,13948,2541,12523,2335,149630,8457,22213,2632,16523,2194,7423,1429,53604,4191,49867,4092,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7802162,23933,5555507,35742,870323,15095,621536,12793,292784,7952,1900733,19312,1870131,19626,2246655,32473,618601,19351,105172,6221,72995,5186,34276,3361,206355,9140,199803,9466,1628054,30443,212315,7381,160186,7527,79576,5023,567465,14937,608512,14088,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1132099,7850,851782,11765,137929,4908,93569,3836,47469,3010,295243,6756,277572,7974,280317,9450,77928,6329,10512,2032,6538,1603,4377,1121,27013,2932,29488,2988,202389,8594,27391,2922,19759,2562,10425,1768,71278,4865,73536,5104,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,693796,5380,490021,9265,71132,3438,49914,2874,25355,2435,168474,5983,175146,5534,203775,8625,39460,4893,7060,1927,3463,1103,1407,685,11829,1981,15701,2650,164315,7686,17456,2255,15768,2519,9197,1864,58918,4009,62976,4139,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,177185,3247,114012,5886,19049,1873,13784,1752,5476,1015,35289,3076,40414,3241,63173,5524,12135,2765,1856,1062,1348,726,692,408,3703,1189,4536,1325,51038,5532,5788,1419,5532,1238,2999,983,17517,2954,19202,3100,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,97067,2552,50716,3956,14425,1373,7142,1313,3013,750,15116,2157,11020,2013,46351,4353,6156,1889,964,829,507,337,458,414,2200,879,2027,787,40195,4525,6599,1380,4619,1473,3008,858,12657,2269,13312,1937,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3542153,18930,2254125,22769,342634,9237,249365,8171,119533,6146,764736,14745,777857,13503,1288028,25523,290766,13067,56501,5129,31687,3576,14459,2494,94545,7149,93574,6812,997262,26857,135639,6865,96397,7152,51796,4095,338714,13034,374716,13711,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2148173,14665,1414707,17269,216916,7908,148684,6116,78383,4071,481643,11400,489081,9909,733466,16762,140147,9443,27814,3996,13102,2441,5985,1450,46096,5143,47150,5069,593319,17115,73252,4823,54986,5330,32301,3395,217341,10586,215439,7504,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,237711,5114,181488,5677,29737,2568,19542,1901,10001,1602,61555,3262,60653,3486,56223,4822,15697,2642,2748,894,1896,671,986,490,4992,1266,5075,1234,40526,4413,7670,1681,4334,1120,3648,1128,12282,1754,12592,2206,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,387433,5287,301486,7714,45814,2606,33374,2185,16255,2028,107796,4674,98247,3927,85947,7203,24120,3955,3935,1063,2805,976,1037,440,8015,1674,8328,1942,61827,5850,9181,1831,4938,1186,3349,1003,23552,3304,20807,3122,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2628372,11583,1846388,17513,276060,6724,201547,5595,96975,4424,631123,10512,640683,10494,781984,17204,167001,9791,28593,3278,20933,2421,7908,1375,56564,4783,53003,4266,614983,18106,76618,5487,64229,4071,35914,3685,212354,7982,225868,9506,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1406923,8861,963192,15153,146921,4947,102497,4331,48087,3019,324751,8844,340936,8723,443731,14667,112473,8134,21602,2962,12104,2091,6280,1364,35319,4050,37168,3915,331258,11494,48636,3566,36385,3471,15942,2344,114291,6394,116004,6811,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,668216,5067,483699,8337,78874,3031,54755,2629,28139,2024,165600,5018,156331,5190,184517,8518,52460,5578,9056,1628,4121,1057,3241,918,17634,2739,18408,2665,132057,7821,17468,2237,13374,1837,6563,1170,47546,3648,47106,3888,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,654140,5438,475604,9847,77606,3342,52339,2717,24472,2256,160735,5451,160452,5702,178536,9121,49014,5201,7575,1614,5493,1233,3040,799,15474,2098,17432,2833,129522,7254,19151,2427,14861,2193,6705,1198,41793,3258,47012,4472,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,865459,7985,590195,10519,93596,4064,63742,3607,32459,2890,193321,7179,207077,5877,275264,10593,65760,5887,10061,1871,8051,1737,3069,1013,20395,2501,24184,2808,209504,9890,30019,3410,22157,2664,11668,1767,71891,4726,73769,4781,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,960867,9179,570221,13835,89390,4928,63177,4986,31793,3429,193949,8043,191912,6769,390646,13815,70624,7127,12625,2074,9374,1671,4503,1403,25834,3808,18288,3082,320022,13160,48877,3758,35023,3199,16176,2341,115436,6961,104510,6197,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,226202,2832,152949,4453,22886,1676,17585,1543,7687,1280,50484,2779,54307,2762,73253,4109,21409,2616,3466,839,1959,730,2037,1049,6860,1381,7087,1224,51844,3860,5539,1409,4423,1133,2904,1220,18694,2379,20284,2562,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1155477,9652,805855,14106,127818,4750,91362,4318,44071,3294,270655,6880,271949,7352,349622,13044,80236,6504,14888,2319,8459,1551,5774,1433,25019,2896,26096,2904,269386,10978,31717,3490,27518,2997,13333,2039,96061,4877,100757,6212,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1251802,8802,886750,14448,142624,5060,98292,4980,47022,3350,292785,8429,306027,7990,365052,11977,67207,5833,9769,1897,8126,1553,2630,750,22652,2961,24030,3329,297845,10564,35120,3817,29162,3276,13980,2373,101775,5981,117808,6381,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1963847,9357,1343216,14329,195928,5919,142368,4599,65485,3528,456882,8404,482553,8008,620631,13898,144864,7786,26011,3176,14764,1906,6841,1294,47021,3585,50227,3424,475767,12947,65664,3950,45157,3012,20811,2469,168858,8010,175277,6410,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
