GEO_ID,B19081_001E,B19081_001M,B19081_002E,B19081_002M,B19081_003E,B19081_003M,B19081_004E,B19081_004M,B19081_005E,B19081_005M,B19081_006E,B19081_006M,NAME,B19081_001EA,B19081_001MA,B19081_002EA,B19081_002MA,B19081_003MA,B19081_003EA,B19081_004MA,B19081_004EA,B19081_005MA,B19081_005EA,B19081_006EA,B19081_006MA,state
0400000US01,9456,231,25610,438,44845,634,72160,878,159466,2958,278929,10166,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,18458,982,45286,1642,73491,2044,108123,2534,219022,11924,380194,40034,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,11593,275,31138,353,51612,526,80418,731,178429,2841,317737,9495,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,9803,317,25196,455,42291,549,67253,744,151830,3919,274045,13257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13826,116,37304,206,64721,274,104312,406,238624,1615,424878,5178,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,15334,341,39105,502,64031,666,98394,799,212709,3327,377232,10851,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,14821,410,41544,710,71627,950,113453,1301,265290,4474,494347,14292,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,14900,810,37469,1143,61563,1497,92863,1933,198807,8953,351074,31014,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11486,990,39076,1700,75204,2419,126677,3435,320559,21645,600317,74328,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11520,129,29671,213,49237,273,77532,416,184351,2009,347408,7000,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,11011,218,30299,362,51380,459,81463,566,183620,2715,327068,9081,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,16453,683,45373,1261,73382,1503,109589,2024,217683,5982,363630,17260,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,11509,637,29301,874,48216,1023,74696,1525,155884,5654,272566,20386,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12783,195,34705,302,59389,393,93969,546,212652,2217,385449,7317,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,12339,216,31019,333,50386,452,77531,658,164050,2714,288126,9185,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,13263,313,33480,468,54770,622,81771,901,166895,3171,290746,10035,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,12896,356,33356,569,54296,705,83725,978,181074,4948,327016,17678,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,10003,219,26414,322,45099,452,71685,658,159776,3285,288877,11644,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,9092,241,25270,437,45706,661,76207,938,168199,3111,290701,9743,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12043,440,30190,692,51472,980,78480,1372,163489,6376,282853,21559,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,17198,422,46039,580,76036,640,116843,927,243669,3039,417571,10181,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,13630,309,39862,535,70843,756,113107,923,250489,3446,443704,10621,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
