GEO_ID,B25081_001E,B25081_001M,B25081_002E,B25081_002M,B25081_003E,B25081_003M,B25081_004E,B25081_004M,B25081_005E,B25081_005M,B25081_006E,B25081_006M,B25081_007E,B25081_007M,B25081_008E,B25081_008M,NAME,B25081_001MA,B25081_001EA,B25081_002MA,B25081_002EA,B25081_003MA,B25081_003EA,B25081_004EA,B25081_004MA,B25081_005EA,B25081_005MA,B25081_006EA,B25081_006MA,B25081_007MA,B25081_007EA,B25081_008MA,B25081_008EA,state
0400000US01,1253595,13117,712544,11099,83829,4084,23665,2489,60164,3621,2624,723,626091,10397,541051,10124,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159922,3409,104097,3504,8940,1324,1569,512,7371,1186,367,245,94790,3561,55825,2421,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524828,12566,979425,13413,115594,4460,29193,2487,86401,3901,5214,1165,858617,13243,545403,8805,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,746000,10027,408732,8549,25964,2047,9742,1616,16222,1661,796,448,381972,8933,337268,7752,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6910823,27840,4918415,27917,770560,10745,177926,6217,592634,8647,38295,3069,4109560,25798,1992408,17890,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1322618,9565,953749,9215,148587,4337,46974,2806,101613,3821,5937,983,799225,9911,368869,6425,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,889035,8413,616925,8577,123096,4265,23622,2383,99474,3694,3625,853,490204,8856,272110,6303,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,249681,4261,163216,4707,25539,2030,5060,1089,20479,1801,1058,370,136619,4652,86465,3684,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112555,3556,85687,3563,14644,1735,3590,852,11054,1528,517,291,70526,3444,26868,2013,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4760071,23483,2720156,19847,363565,9604,78011,4624,285554,8032,15175,2371,2341416,20960,2039915,17473,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2261166,19480,1496199,17033,197957,6510,62856,3822,135101,5032,6229,1298,1292013,16778,764967,13927,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,252435,5537,166018,5296,33718,2328,5361,1055,28357,2151,1166,496,131134,4853,86417,4271,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,411958,6794,269192,7259,36757,3039,9526,1366,27231,2666,2226,911,230209,7095,142766,5681,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3129641,16316,2013018,15790,304716,6868,61372,3764,243344,6236,10608,1806,1697694,15552,1116623,11644,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1714880,13299,1136967,11511,154403,6067,34032,2654,120371,5173,4855,1076,977709,11609,577913,8764,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,881480,8544,527408,7537,76034,3530,20678,1999,55356,2887,2560,680,448814,7176,354072,5766,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,738336,7661,444283,6903,47881,2889,12272,1271,35609,2643,2158,730,394244,7284,294053,6249,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1138253,12189,659302,9489,93361,4579,17378,2014,75983,3902,2655,546,563286,8620,478951,7423,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1122294,10824,587929,10500,52726,3006,14809,1861,37917,2530,2620,686,532583,10538,534365,9029,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,387101,5032,240701,4924,41652,2482,5201,1022,36451,2209,1226,448,197823,4793,146400,4101,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436159,11090,1061376,10425,189039,5324,40180,2858,148859,4479,9263,1357,863074,10594,374783,7102,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1579953,12525,1105274,13289,210658,5652,32603,2462,178055,5427,6415,1009,888201,13057,474679,8701,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2717217,13903,1648618,12707,243489,5891,46400,2580,197089,5576,5934,883,1399195,12714,1068599,11138,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1523273,9834,1011325,9223,174222,5585,47177,2981,127045,4885,6710,975,830393,9295,511948,6991,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,744203,8716,368624,8106,31989,2431,8014,1364,23975,1992,808,443,335827,7746,375579,7537,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1570137,13846,978669,11910,111787,4491,28025,2072,83762,4045,3099,906,863783,11759,591468,8346,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,276490,4576,156863,4097,17179,1918,4773,967,12406,1432,896,410,138788,4198,119627,3497,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,490394,5329,302527,5234,35744,2424,10581,1287,25163,2084,1362,470,265421,5066,187867,4474,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,562960,8151,383713,7578,44502,2651,13589,1776,30913,2181,1581,607,337630,7582,179247,4785,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,366739,5787,245829,6391,41847,2708,6527,1076,35320,2399,1257,423,202725,6174,120910,4085,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2009034,12864,1355695,14353,233762,7177,35360,2821,198402,6119,7041,1224,1114892,14468,653339,10595,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,513843,6398,287452,6864,26156,2481,9033,1323,17123,1822,755,362,260541,7066,226391,5639,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3838902,20752,2384448,17648,368606,7750,49362,3428,319244,7016,15779,1838,2000063,15530,1454454,14635,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2455141,15671,1565959,13794,242261,7316,41024,3144,201237,6215,7812,1566,1315886,13339,889182,11647,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,193342,4346,101178,3650,10929,1504,2750,609,8179,1337,727,391,89522,3482,92164,3017,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3013093,17798,1918802,15327,327466,7381,64663,3567,262803,6327,8834,1281,1582502,14408,1094291,13506,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,957858,7425,532396,7763,34784,2160,14115,1338,20669,1671,1932,672,495680,7589,425462,5844,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,948891,9420,626571,9643,92137,4417,22708,1973,69429,4027,3622,732,530812,8457,322320,6793,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3405756,16407,2063338,16418,356161,7467,54731,3071,301430,6578,12487,1539,1694690,15503,1342418,13317,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,240618,5236,166697,5017,29911,1824,5248,1140,24663,2026,937,611,135849,5021,73921,3017,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1265627,11974,742852,11611,85379,3704,19561,2368,65818,3185,3063,959,654410,10552,522775,8551,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,231452,4098,127098,3504,13656,1283,3143,700,10513,1186,572,409,112870,3459,104354,3141,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
