GEO_ID,B25081_001E,B25081_001M,B25081_002E,B25081_002M,B25081_003E,B25081_003M,B25081_004E,B25081_004M,B25081_005E,B25081_005M,B25081_006E,B25081_006M,B25081_007E,B25081_007M,B25081_008E,B25081_008M,NAME,B25081_001MA,B25081_001EA,B25081_002MA,B25081_002EA,B25081_003MA,B25081_003EA,B25081_004EA,B25081_004MA,B25081_005EA,B25081_005MA,B25081_006EA,B25081_006MA,B25081_007MA,B25081_007EA,B25081_008MA,B25081_008EA,state
0400000US47,1665498,14709,992453,12575,108863,4686,26999,2235,81864,3978,3534,981,880056,12178,673045,10596,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5752826,28478,3334400,24861,197110,6479,73274,3926,123836,5392,5854,1429,3131436,23781,2418426,19674,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,641215,6863,451431,6601,62817,2968,20550,1951,42267,2543,2691,760,385923,6273,189784,5125,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,180212,3547,113269,3236,20012,1581,2074,458,17938,1497,497,206,92760,3409,66943,2541,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2019869,15507,1398239,12901,239014,6662,51988,3483,187026,5707,8104,1327,1151121,12188,621630,9323,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1703269,13837,1170191,12556,176350,5598,42502,3074,133848,5236,5379,1173,988462,12157,533078,8797,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,531151,6909,246761,6744,25539,1983,4134,845,21405,1796,392,318,220830,6232,284390,5808,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1549143,11056,1003999,9828,175384,4931,38418,2456,136966,3925,6673,1148,821942,8912,545144,6442,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,155575,3816,90726,3567,8115,1037,3111,832,5004,725,260,199,82351,3674,64849,3077,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,836820,8764,331261,7797,8108,1255,6192,1164,1916,517,651,267,322502,7618,505559,7906,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
