GEO_ID,B10056_001E,B10056_001M,B10056_002E,B10056_002M,B10056_003E,B10056_003M,B10056_004E,B10056_004M,B10056_005E,B10056_005M,B10056_006E,B10056_006M,B10056_007E,B10056_007M,B10056_008E,B10056_008M,B10056_009E,B10056_009M,B10056_010E,B10056_010M,B10056_011E,B10056_011M,NAME,B10056_001EA,B10056_001MA,B10056_002EA,B10056_002MA,B10056_003EA,B10056_003MA,B10056_004EA,B10056_004MA,B10056_005MA,B10056_005EA,B10056_006MA,B10056_006EA,B10056_007EA,B10056_007MA,B10056_008EA,B10056_008MA,B10056_009EA,B10056_009MA,B10056_010MA,B10056_010EA,B10056_011MA,B10056_011EA,state
0400000US13,268304,11462,88861,4867,38030,3269,23087,2501,14943,2119,50831,3808,179443,8480,74490,4945,51253,4020,23237,2641,104953,6194,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,54501,4090,21685,1824,4172,923,1672,531,2500,725,17513,1564,32816,2704,5718,974,3039,713,2679,667,27098,2592,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,30159,3949,11530,1960,4475,1145,2032,737,2443,809,7055,1565,18629,2503,6657,1365,3927,988,2730,801,11972,1957,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,261565,9896,92452,5127,28232,2742,14877,2180,13355,1628,64220,3876,169113,5922,48865,3635,31789,2950,17076,1773,120248,4634,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,124433,6535,45394,3187,21476,2039,12249,1531,9227,1283,23918,2204,79039,4609,34871,2931,23029,2281,11842,1833,44168,3253,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40209,2539,14977,1453,6052,916,3003,689,3049,715,8925,1252,25232,1795,10158,1216,6590,991,3568,818,15074,1460,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,46864,3841,17846,1826,7861,1465,4743,1133,3118,685,9985,1582,29018,2540,12421,1819,7538,1448,4883,1056,16597,1896,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,100681,6373,36962,3386,20510,2509,11693,1894,8817,1288,16452,1834,63719,3535,34563,3092,23635,2640,10928,1353,29156,2371,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,111707,6808,37251,3408,19712,2215,11127,1599,8585,1557,17539,2441,74456,4508,35334,3227,22426,2499,12908,1709,39122,3640,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20432,2463,8169,1425,3044,714,2061,548,983,431,5125,1313,12263,1537,5009,1069,3309,859,1700,684,7254,1114,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,153635,7483,51879,3756,15829,2049,9397,1618,6432,1210,36050,3245,101756,5116,29219,2701,19094,2500,10125,1335,72537,4477,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124288,6933,43368,3397,10911,1689,5704,1387,5207,1027,32457,2890,80920,4454,22914,2408,13770,1895,9144,1471,58006,3336,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,173219,6803,60999,3372,23621,2286,14312,1786,9309,1466,37378,2562,112220,4625,40198,2883,25018,2453,15180,1625,72022,3804,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,68916,3765,25954,2037,8466,1270,4816,1098,3650,644,17488,1681,42962,2666,12872,1371,8356,1324,4516,673,30090,2599,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,93327,6280,31317,3074,16529,2308,9243,1713,7286,1397,14788,2135,62010,4038,32686,2891,23283,2326,9403,1556,29324,3004,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,111404,6811,41214,2857,20298,1861,11013,1653,9285,1475,20916,2151,70190,4754,28792,2587,18013,2163,10779,1657,41398,3513,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15051,1677,5932,1050,2406,577,1255,448,1151,372,3526,861,9119,1117,4257,820,2616,649,1641,549,4862,894,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25578,2224,9260,1105,3257,623,1995,525,1262,399,6003,918,16318,1694,5335,892,3405,726,1930,506,10983,1489,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,71968,5788,25240,2649,9281,1497,5597,1248,3684,713,15959,1987,46728,3904,15268,2031,10149,1737,5119,1046,31460,3220,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21852,2989,8788,1678,2647,908,1562,583,1085,620,6141,1248,13064,1792,4279,1089,2637,789,1642,666,8785,1280,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,197449,8344,68654,3981,16366,2005,7593,1426,8773,1391,52288,3328,128795,5826,30752,3575,16656,2468,14096,2237,98043,4718,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,50864,3597,18633,2041,8437,1054,3947,944,4490,957,10196,1736,32231,2393,15286,1777,9347,1372,5939,1138,16945,1951,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,438160,12626,146135,6210,37462,3019,18890,2157,18572,1968,108673,5214,292025,8788,79184,4891,46889,3244,32295,3137,212841,6988,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,208835,9617,73835,4414,33603,3154,18118,2301,15485,2128,40232,3084,135000,6118,56980,3566,34296,3056,22684,2249,78020,4932,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7227,1532,3017,842,1202,425,683,325,519,272,1815,710,4210,840,1876,452,1226,340,650,295,2334,709,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,221796,9180,81075,4449,34546,2642,20333,2223,14213,1561,46529,3415,140721,6059,58848,3672,38525,3331,20323,1885,81873,4111,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,89155,4619,32102,2356,19104,1523,10415,1073,8689,1005,12998,1631,57053,2939,28991,1957,18593,1663,10398,1169,28062,2173,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,68376,4898,25374,2462,8134,1464,3899,1020,4235,888,17240,1884,43002,3087,15237,2048,9028,1566,6209,1168,27765,2607,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,245344,9034,87076,4340,31580,2215,17750,1862,13830,1290,55496,3691,158268,6041,56915,3788,37394,3201,19521,2036,101353,4942,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20320,2599,7053,1008,1910,557,985,387,925,382,5143,1041,13267,1933,4309,1120,2293,732,2016,775,8958,1534,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119079,7137,41235,3255,19463,2369,11090,1848,8373,1318,21772,2379,77844,4862,35455,3080,23546,2643,11909,1498,42389,3729,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11593,1736,3897,771,2223,602,1155,408,1068,428,1674,487,7696,1157,3866,725,2457,543,1409,430,3830,866,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,160160,8333,57949,3939,29800,2494,15190,1885,14610,2140,28149,2945,102211,5722,49718,3382,31139,2500,18579,2322,52493,4318,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,792515,19144,292334,8400,124019,5862,75733,4964,48286,3530,168315,5958,500181,13754,187801,7450,128106,6321,59695,4498,312380,11113,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,69354,5093,28392,2559,7233,1192,3517,749,3716,815,21159,2257,40962,3218,11505,1672,5907,1162,5598,1173,29457,2824,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8558,1322,3072,648,1221,467,389,187,832,446,1851,506,5486,979,1826,612,1431,613,395,189,3660,753,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,186819,9751,67376,4330,24520,2001,13344,1677,11176,1535,42856,3634,119443,6568,42202,3208,28163,2731,14039,1918,77241,5140,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,132915,7248,48426,3644,16093,1914,8509,1611,7584,1332,32333,2971,84489,4747,26882,2688,15213,1889,11669,1769,57607,4203,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44097,3633,16794,1826,9680,1495,5965,1184,3715,975,7114,1117,27303,2501,14324,1775,10489,1542,3835,986,12979,1674,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,73201,4900,26831,2280,9599,1480,5979,1162,3620,886,17232,1972,46370,3111,16484,1507,11853,1392,4631,724,29886,2568,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8984,1843,3203,910,2384,824,1442,667,942,480,819,372,5781,1265,2810,838,1722,706,1088,535,2971,1028,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,97287,5846,34897,2595,16472,2016,7735,1472,8737,1372,18425,1915,62390,3848,27832,2970,17771,2290,10061,1570,34558,2702,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
