GEO_ID,B08011_001E,B08011_001M,B08011_002E,B08011_002M,B08011_003E,B08011_003M,B08011_004E,B08011_004M,B08011_005E,B08011_005M,B08011_006E,B08011_006M,B08011_007E,B08011_007M,B08011_008E,B08011_008M,B08011_009E,B08011_009M,B08011_010E,B08011_010M,B08011_011E,B08011_011M,B08011_012E,B08011_012M,B08011_013E,B08011_013M,B08011_014E,B08011_014M,B08011_015E,B08011_015M,B08011_016E,B08011_016M,B08011_017E,B08011_017M,B08011_018E,B08011_018M,B08011_019E,B08011_019M,B08011_020E,B08011_020M,B08011_021E,B08011_021M,B08011_022E,B08011_022M,B08011_023E,B08011_023M,B08011_024E,B08011_024M,B08011_025E,B08011_025M,B08011_026E,B08011_026M,B08011_027E,B08011_027M,B08011_028E,B08011_028M,B08011_029E,B08011_029M,B08011_030E,B08011_030M,B08011_031E,B08011_031M,B08011_032E,B08011_032M,B08011_033E,B08011_033M,B08011_034E,B08011_034M,B08011_035E,B08011_035M,B08011_036E,B08011_036M,B08011_037E,B08011_037M,B08011_038E,B08011_038M,B08011_039E,B08011_039M,B08011_040E,B08011_040M,B08011_041E,B08011_041M,B08011_042E,B08011_042M,B08011_043E,B08011_043M,B08011_044E,B08011_044M,B08011_045E,B08011_045M,NAME,B08011_001EA,B08011_001MA,B08011_002MA,B08011_002EA,B08011_003MA,B08011_003EA,B08011_004EA,B08011_004MA,B08011_005EA,B08011_005MA,B08011_006EA,B08011_006MA,B08011_007MA,B08011_007EA,B08011_008MA,B08011_008EA,B08011_009MA,B08011_009EA,B08011_010EA,B08011_010MA,B08011_011EA,B08011_011MA,B08011_012EA,B08011_012MA,B08011_013MA,B08011_013EA,B08011_014MA,B08011_014EA,B08011_015EA,B08011_015MA,B08011_016EA,B08011_016MA,B08011_017EA,B08011_017MA,B08011_018MA,B08011_018EA,B08011_019MA,B08011_019EA,B08011_020MA,B08011_020EA,B08011_021EA,B08011_021MA,B08011_022EA,B08011_022MA,B08011_023EA,B08011_023MA,B08011_024MA,B08011_024EA,B08011_025EA,B08011_025MA,B08011_026MA,B08011_026EA,B08011_027EA,B08011_027MA,B08011_028EA,B08011_028MA,B08011_029MA,B08011_029EA,B08011_030MA,B08011_030EA,B08011_031MA,B08011_031EA,B08011_032MA,B08011_032EA,B08011_033EA,B08011_033MA,B08011_034EA,B08011_034MA,B08011_035MA,B08011_035EA,B08011_036MA,B08011_036EA,B08011_037MA,B08011_037EA,B08011_038EA,B08011_038MA,B08011_039EA,B08011_039MA,B08011_040MA,B08011_040EA,B08011_041MA,B08011_041EA,B08011_042MA,B08011_042EA,B08011_043EA,B08011_043MA,B08011_044EA,B08011_044MA,B08011_045EA,B08011_045MA,state
0400000US01,1947966,14926,115501,4880,93219,5308,117046,6109,192304,7446,226584,7400,327059,9388,244848,9013,150450,6281,60766,4486,82780,5222,43483,4040,19593,2340,133988,6882,140345,7511,1026298,9786,80173,3654,69585,4064,80702,5149,120549,6210,118680,5250,152761,6487,104259,6381,70551,4239,26635,3390,35515,3327,18317,2609,7445,1526,67151,5322,73975,5209,921668,11677,35328,3354,23634,2631,36344,3352,71755,4116,107904,5336,174298,7102,140589,5343,79899,4540,34131,2889,47265,3784,25166,2692,12148,1840,66837,3834,66370,4355,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,346980,5415,12736,1844,12910,1683,19860,1893,28165,3154,30260,3004,47882,3256,56697,4039,31813,2801,24621,2117,22679,1956,10932,1627,4274,959,21844,2616,22307,2001,196779,3821,9352,1549,10198,1502,14733,1550,19408,2345,18259,2064,27197,2691,28312,2479,16665,2005,11626,1713,10264,1301,5176,1180,2336,749,11432,1776,11821,1575,150201,3376,3384,912,2712,973,5127,1005,8757,1518,12001,1682,20685,2040,28385,2467,15148,1687,12995,1454,12415,1639,5756,1199,1938,693,10412,1742,10486,1521,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2740046,18153,192057,6951,162510,6447,151653,6572,271561,7890,264656,8286,396757,10900,287889,7522,259465,8612,117545,5701,151134,6733,70618,4168,37217,3087,182608,7465,194376,7323,1475267,10470,138253,6397,116120,6003,95891,5342,160967,6562,135792,5386,190566,6066,132479,5009,124109,6293,52140,4025,72693,4815,30191,2969,18931,2434,98327,5000,108808,4761,1264779,14371,53804,3561,46390,3355,55762,3686,110594,5652,128864,6349,206191,8779,155410,6044,135356,5785,65405,4351,78441,4346,40427,2856,18286,2022,84281,4890,85568,5181,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1214918,11919,58473,3840,44774,3358,66270,4482,117982,5677,136091,5299,212443,7117,179895,6895,99439,6082,34401,3012,51700,4150,25293,3025,10625,1785,86177,5060,91355,5366,644186,8432,40441,3208,29766,2743,43565,3203,77772,4428,76020,4632,102293,5125,73367,3766,46541,3460,13894,2011,24203,2813,12552,2113,5491,1295,44572,3521,53709,4238,570732,8577,18032,2101,15008,2049,22705,2715,40210,3616,60071,3501,110150,4814,106528,5009,52898,3996,20507,2220,27497,2715,12741,1921,5134,1050,41605,3309,37646,3344,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16663807,46995,959425,17933,779081,15263,781592,13779,1461864,19167,1369010,20370,2273238,26537,1748875,21843,1955047,23305,953400,15244,1371110,18102,630323,14081,260580,8269,1107753,15296,1012509,17212,9155892,29519,695565,15223,567361,12636,529895,12735,935302,14567,756202,15393,1176293,17691,807723,13275,984078,15057,438419,10829,680483,12684,308845,8311,130314,6540,589746,11431,555666,12139,7507915,32672,263860,7691,211720,7476,251697,7914,526562,13752,612808,14740,1096945,17229,941152,16130,970969,17697,514981,11236,690627,14548,321478,9184,130266,5485,518007,10874,456843,9805,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2545464,17944,99192,5969,92319,5077,130490,6269,246110,8840,263955,8039,403917,9403,322193,7239,275400,8894,135370,5912,163932,6028,78862,4526,36053,2760,145093,6622,152578,5944,1387657,11400,70571,5002,67198,3813,87487,5064,159228,6732,148146,4922,215377,7086,150676,5143,136745,6043,61850,3915,77519,4381,37119,3087,16921,1874,77224,4942,81596,4570,1157807,11733,28621,2722,25121,2589,43003,3735,86882,4867,115809,5373,188540,5922,171517,5567,138655,6244,73520,3932,86413,4435,41743,3214,19132,2017,67869,4077,70982,4100,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1688242,12089,42272,3456,43928,3471,70761,4643,138073,6139,182961,6371,252686,7150,229561,6585,223812,7732,116828,5446,101651,5129,43941,3739,25971,2947,112137,5830,103660,5496,875477,8908,29800,2913,34612,3310,49558,3374,84397,5184,105053,4703,134514,5505,103783,4281,101608,5445,49146,4014,43989,3395,20067,2708,11760,1973,54253,4467,52937,4343,812765,8767,12472,2080,9316,1439,21203,2560,53676,3075,77908,4520,118172,4969,125778,5279,122204,5783,67682,3655,57662,3738,23874,2230,14211,2100,57884,4095,50723,3796,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,420305,6516,16085,2330,16529,2015,18201,2130,31400,2291,41536,3634,64720,4445,52281,3743,51108,3922,23033,2231,28123,2901,13031,2004,5840,1289,26807,2738,31611,2918,214496,4260,11469,1800,12356,1781,11954,1713,17836,1876,23189,2527,30425,2693,22861,2202,22390,2390,9611,1303,11842,1833,5498,1215,3359,1003,13881,2103,17825,2438,205809,4762,4616,1373,4173,1108,6247,1194,13564,1789,18347,2089,34295,3083,29420,2480,28718,2689,13422,1824,16281,2322,7533,1704,2481,749,12926,1595,13786,1993,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,336621,4813,5947,1287,7495,1723,8269,1619,17315,2475,18208,1933,44306,4132,41894,3466,64460,3638,48330,3530,36090,2754,11293,2145,4408,1123,12972,1714,15634,2075,166267,3465,3279,893,4717,1322,4884,1228,8714,1777,8561,1452,20639,2817,20518,2801,31542,2352,22561,2258,17877,1935,6917,1843,2185,846,6232,1190,7641,1433,170354,3991,2668,804,2778,852,3385,1155,8601,1503,9647,1439,23667,2632,21376,2155,32918,2766,25769,2544,18213,1810,4376,906,2223,624,6740,1161,7993,1392,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8386795,35312,318821,11129,258796,9907,306462,10245,747788,18334,763143,15392,1307038,21012,973298,19203,1090041,20978,478578,12159,633379,13378,268886,8176,130063,7274,552629,15459,557873,13480,4384654,24542,212431,8707,180612,8201,200608,8410,462163,14549,413753,12076,668621,14671,442901,12873,525903,13441,209941,8906,296219,8715,124983,6970,64411,5173,290897,10181,291211,9591,4002141,24530,106390,6971,78184,5318,105854,5581,285625,10417,349390,10997,638417,15218,530397,12241,564138,13152,268637,8223,337160,9691,143903,6645,65652,5647,261732,9836,266662,10360,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
