GEO_ID,B17019_001E,B17019_001M,B17019_002E,B17019_002M,B17019_003E,B17019_003M,B17019_004E,B17019_004M,B17019_005E,B17019_005M,B17019_006E,B17019_006M,B17019_007E,B17019_007M,B17019_008E,B17019_008M,B17019_009E,B17019_009M,B17019_010E,B17019_010M,B17019_011E,B17019_011M,B17019_012E,B17019_012M,B17019_013E,B17019_013M,B17019_014E,B17019_014M,B17019_015E,B17019_015M,B17019_016E,B17019_016M,B17019_017E,B17019_017M,B17019_018E,B17019_018M,B17019_019E,B17019_019M,B17019_020E,B17019_020M,B17019_021E,B17019_021M,B17019_022E,B17019_022M,B17019_023E,B17019_023M,NAME,B17019_001MA,B17019_001EA,B17019_002EA,B17019_002MA,B17019_003EA,B17019_003MA,B17019_004MA,B17019_004EA,B17019_005MA,B17019_005EA,B17019_006MA,B17019_006EA,B17019_007MA,B17019_007EA,B17019_008EA,B17019_008MA,B17019_009EA,B17019_009MA,B17019_010MA,B17019_010EA,B17019_011MA,B17019_011EA,B17019_012MA,B17019_012EA,B17019_013EA,B17019_013MA,B17019_014EA,B17019_014MA,B17019_015EA,B17019_015MA,B17019_016EA,B17019_016MA,B17019_017EA,B17019_017MA,B17019_018MA,B17019_018EA,B17019_019EA,B17019_019MA,B17019_020EA,B17019_020MA,B17019_021EA,B17019_021MA,B17019_022EA,B17019_022MA,B17019_023MA,B17019_023EA,state
0400000US01,1213540,13821,166755,6801,51515,3368,31856,2672,19659,2167,115240,5398,15555,2239,5298,1063,10257,1845,99685,4939,26003,2340,73682,4555,1046785,12834,812159,10469,695382,10020,116777,5098,234626,8295,62684,3968,40580,3093,22104,2680,171942,7122,102084,4610,69858,5126,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,1617,351,1572,555,8341,1315,2523,610,1029,298,1494,555,5818,1135,1813,562,4005,907,152270,3239,117159,3002,89989,2700,27170,1985,35111,2578,12586,1379,7260,1158,5326,1013,22525,2030,11603,1503,10922,1772,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,38485,2808,41302,3224,119314,5013,24356,2486,7830,1156,16526,2296,94958,4438,24682,2172,70276,3807,1399313,13718,1073755,12123,845798,9722,227957,8633,325558,8812,112872,6185,59102,4151,53770,4358,212686,5862,108431,4763,104255,4669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,19328,1879,19327,2681,65902,4376,11374,1579,3763,1066,7611,1494,54528,4216,13063,1909,41465,3512,656937,9657,522642,8812,432276,8465,90366,4999,134295,6408,38750,3755,23097,2720,15653,2115,95545,5784,51751,3556,43794,4053,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,136274,6051,289617,8884,573427,11172,117468,6222,23290,2113,94178,5904,455959,10138,75194,4449,380765,9371,7836588,26834,5916402,26819,4100430,22306,1815972,19730,1920186,22771,659093,11826,299896,8284,359197,10091,1261093,18354,594169,10970,666924,14700,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,19973,1764,21749,2305,59554,3570,9389,1512,2436,660,6953,1482,50165,3430,10922,1558,39243,3067,1230585,10898,996318,9392,804014,8043,192304,6510,234267,7561,83635,4720,48098,3268,35537,3583,150632,6065,85130,4213,65502,3868,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,7637,1465,10331,1537,47186,3413,6767,1467,1261,579,5506,1250,40419,3140,5973,1298,34446,2989,811034,9505,629621,8823,537032,8207,92589,4621,181413,7191,51239,4046,30539,2892,20700,2824,130174,5643,70017,4277,60157,4172,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,3019,627,3102,998,14303,2168,2225,897,739,515,1486,741,12078,1911,2427,854,9651,1694,214961,4577,164295,4510,141514,3527,22781,2397,50666,3573,13958,1852,9388,1488,4570,1262,36708,2954,22790,2228,13918,1909,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,558,317,1976,963,14960,1860,1774,879,354,248,1420,863,13186,1741,1226,571,11960,1677,107684,3823,69323,3446,45496,2691,23827,2453,38361,3157,9060,1655,3581,797,5479,1328,29301,2662,12474,1498,16827,2079,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,110457,5054,100024,5944,330861,10172,60275,4337,19481,2375,40794,3126,270586,9197,65514,4030,205072,7763,4265269,27423,3234295,25245,2554058,22503,680237,14360,1030974,14937,299386,8623,159376,6106,140010,6808,731588,14779,388805,10284,342783,11550,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
