GEO_ID,C17024_001E,C17024_001M,C17024_002E,C17024_002M,C17024_003E,C17024_003M,C17024_004E,C17024_004M,C17024_005E,C17024_005M,C17024_006E,C17024_006M,C17024_007E,C17024_007M,C17024_008E,C17024_008M,C17024_009E,C17024_009M,C17024_010E,C17024_010M,C17024_011E,C17024_011M,C17024_012E,C17024_012M,C17024_013E,C17024_013M,C17024_014E,C17024_014M,C17024_015E,C17024_015M,C17024_016E,C17024_016M,C17024_017E,C17024_017M,C17024_018E,C17024_018M,C17024_019E,C17024_019M,C17024_020E,C17024_020M,C17024_021E,C17024_021M,C17024_022E,C17024_022M,C17024_023E,C17024_023M,C17024_024E,C17024_024M,C17024_025E,C17024_025M,C17024_026E,C17024_026M,C17024_027E,C17024_027M,C17024_028E,C17024_028M,NAME,C17024_001EA,C17024_001MA,C17024_002MA,C17024_002EA,C17024_003EA,C17024_003MA,C17024_004EA,C17024_004MA,C17024_005EA,C17024_005MA,C17024_006EA,C17024_006MA,C17024_007EA,C17024_007MA,C17024_008EA,C17024_008MA,C17024_009MA,C17024_009EA,C17024_010EA,C17024_010MA,C17024_011EA,C17024_011MA,C17024_012EA,C17024_012MA,C17024_013MA,C17024_013EA,C17024_014MA,C17024_014EA,C17024_015EA,C17024_015MA,C17024_016EA,C17024_016MA,C17024_017EA,C17024_017MA,C17024_018EA,C17024_018MA,C17024_019MA,C17024_019EA,C17024_020MA,C17024_020EA,C17024_021EA,C17024_021MA,C17024_022EA,C17024_022MA,C17024_023EA,C17024_023MA,C17024_024MA,C17024_024EA,C17024_025MA,C17024_025EA,C17024_026MA,C17024_026EA,C17024_027EA,C17024_027MA,C17024_028EA,C17024_028MA,state
0400000US01,4736333,2309,1092958,4045,138381,9123,152444,8639,71019,7273,179772,10021,178312,8318,135696,8584,84022,5808,153312,8008,2900101,4074,226647,8737,284964,11765,139299,9825,410388,13994,473181,15340,411421,14502,293728,12647,660473,16858,743274,2863,20705,2521,52875,3469,42946,2969,131946,5735,143924,6556,106585,4758,73542,4895,170751,5359,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720765,857,183239,1048,10253,2239,17596,2854,8690,2485,27456,3625,35889,3401,25519,3127,19323,2955,38513,3395,467440,1297,19289,2086,24256,2463,14714,2488,46379,3441,72612,4848,58695,4951,54121,4415,177374,6775,70086,1161,525,297,2613,723,2486,663,8878,1153,9430,1432,8737,1280,7381,1263,30036,2162,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6671705,3550,1595584,3669,178353,13049,215505,13032,106488,7663,286226,14524,281871,11614,190598,11366,117080,6375,219463,8278,3968234,2125,331664,13676,334305,13686,177656,9424,553084,17012,677227,16230,542444,17721,387787,14409,964067,19885,1107887,1814,37851,3114,61365,4427,47175,3665,163347,6198,211358,6687,165091,7133,121053,5496,300647,7270,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2887337,2988,689881,3343,78086,6856,109607,8858,49846,5951,127669,8585,114890,7197,81929,5116,48670,4191,79184,5291,1736233,2231,136217,7380,179315,9192,99959,6269,259519,9993,310449,11352,237885,8821,167351,8353,345538,11284,461223,1744,13716,1842,33567,2862,29661,2434,84864,3924,97630,5259,66686,4042,45828,3515,89271,4739,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38398057,6625,8981881,7281,795846,23983,1105659,29022,594876,21455,1520541,31901,1400167,28295,985975,23937,668546,18312,1910271,25235,24321545,3856,1622021,31694,1862193,34283,1045922,26925,3254330,39700,3753916,40366,2905376,43081,2350968,37717,7526819,57346,5094631,3307,151092,6452,354867,9321,236174,7906,732178,13582,816814,13288,619137,11876,491446,10524,1692923,20182,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5339618,2635,1239869,3177,77207,7375,105334,7819,60913,7395,188257,11656,208348,11005,174460,10254,133380,7104,291970,8476,3403652,3056,180487,9127,201543,8376,113780,8196,369945,13113,533302,14520,472498,13320,406170,11522,1125927,13165,696097,2574,15807,1905,33171,2716,24311,2462,90753,4821,120213,5632,99603,4876,80492,4543,231747,6065,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480932,2053,751881,2276,51920,6012,57373,6012,30772,4995,80474,6411,99193,7139,88894,7295,80133,6178,263122,8736,2185639,1591,111181,5985,107063,7881,64327,5529,173810,8083,263985,11614,268981,11104,250880,11392,945412,18081,543412,1341,11585,1771,27787,3182,16542,1731,66702,3948,81488,4764,68138,4457,58898,3412,212272,6707,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920355,878,201276,955,15438,3544,23534,5109,8845,2459,30690,4314,34066,4747,28338,3338,22695,3027,37670,3857,562329,807,33543,3580,32079,4328,19068,2573,59677,6346,80275,7433,81599,6432,78265,6014,177823,7875,156750,724,4468,1008,5298,1010,4339,990,19942,1823,28381,2900,23147,2590,18530,2262,52645,3481,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,638027,441,116058,538,15141,2809,14588,3273,6473,1759,15761,3119,8769,2277,10965,2275,6122,1726,38239,2720,448292,888,40097,4697,29507,3374,15173,2747,36128,4161,42786,4561,49404,4730,40678,4017,194519,5803,73677,900,3373,985,7794,1447,4176,1074,6756,994,8422,1680,7282,1226,4992,890,30882,1874,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19850054,6121,4034202,6594,384662,18534,546939,19621,305347,16941,743099,22159,700013,19062,465797,16617,292869,12336,595476,16923,11937271,4893,813660,18908,972469,22219,588002,20518,1769443,38035,2156660,36786,1638549,30781,1215869,28513,2782619,35044,3878581,4401,131599,6569,267557,8483,183828,8616,615584,14389,737819,14169,530696,13539,387598,10981,1023900,16963,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
