GEO_ID,B25043_001E,B25043_001M,B25043_002E,B25043_002M,B25043_003E,B25043_003M,B25043_004E,B25043_004M,B25043_005E,B25043_005M,B25043_006E,B25043_006M,B25043_007E,B25043_007M,B25043_008E,B25043_008M,B25043_009E,B25043_009M,B25043_010E,B25043_010M,B25043_011E,B25043_011M,B25043_012E,B25043_012M,B25043_013E,B25043_013M,B25043_014E,B25043_014M,B25043_015E,B25043_015M,B25043_016E,B25043_016M,B25043_017E,B25043_017M,B25043_018E,B25043_018M,B25043_019E,B25043_019M,NAME,B25043_001MA,B25043_001EA,B25043_002EA,B25043_002MA,B25043_003EA,B25043_003MA,B25043_004MA,B25043_004EA,B25043_005MA,B25043_005EA,B25043_006MA,B25043_006EA,B25043_007MA,B25043_007EA,B25043_008EA,B25043_008MA,B25043_009EA,B25043_009MA,B25043_010EA,B25043_010MA,B25043_011EA,B25043_011MA,B25043_012MA,B25043_012EA,B25043_013EA,B25043_013MA,B25043_014EA,B25043_014MA,B25043_015EA,B25043_015MA,B25043_016MA,B25043_016EA,B25043_017EA,B25043_017MA,B25043_018EA,B25043_018MA,B25043_019EA,B25043_019MA,state
0400000US01,1846390,11341,1253595,13117,1227483,12895,118394,4924,712908,9020,396181,5740,26112,2182,2803,681,16884,1799,6425,1256,592795,11428,567034,10965,211224,6731,275645,7627,80165,4088,25761,3035,6648,1320,16550,2469,2563,707,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,159922,3409,156947,3438,20424,1841,102986,3203,33537,1749,2975,647,445,253,2170,670,360,197,90263,3323,86568,3058,38622,2599,40917,2808,7029,1016,3695,1130,1772,852,1687,591,236,254,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,1524828,12566,1494516,12565,141505,5922,823610,9357,529401,6755,30312,2301,3680,754,16861,1805,9771,1118,938180,12431,903779,12582,327935,7480,455557,10387,120287,4915,34401,2785,11295,1497,18019,2023,5087,1012,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,746000,10027,727844,9617,77477,4118,409772,7390,240595,3888,18156,2159,3125,805,11456,1703,3575,756,398663,8123,375856,7920,140888,5533,179162,5695,55806,2969,22807,2744,9707,2128,10791,1855,2309,646,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,6910823,27840,6818301,27421,533502,10996,4174065,24542,2110734,14714,92522,4452,12738,1367,60772,3235,19012,2007,5985534,26745,5793937,28058,1800393,14947,3215564,22572,777980,13324,191597,7354,62805,4186,97357,4690,31435,2769,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,1322618,9565,1304515,9541,148999,5178,809995,7245,345521,4717,18103,1827,3372,647,11796,1363,2935,761,752117,9473,725926,9582,300723,7996,338812,6730,86391,4166,26191,2234,10448,1425,12020,1694,3723,913,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,889035,8413,880706,8292,65877,3700,557179,7040,257650,4306,8329,1110,1354,470,5768,1007,1207,417,454668,8901,442325,9055,131316,5132,231664,7743,79345,3510,12343,1421,3732,857,7062,1230,1549,534,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,249681,4261,246858,4368,22120,2193,144934,3371,79804,2343,2823,572,441,312,1535,440,847,379,102914,4301,99775,4090,33871,2424,50177,3143,15727,1885,3139,982,1024,541,1530,693,585,389,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,112555,3556,110806,3567,14701,1894,65815,2598,30290,1610,1749,454,478,300,856,355,415,229,169232,4150,162962,4271,65770,2665,77409,3409,19783,1800,6270,1179,1985,672,3006,918,1279,485,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,4760071,23483,4661159,23065,318193,9365,2494700,18640,1848266,13275,98912,5108,9778,1682,61521,3906,27613,2551,2703113,22882,2586000,23845,800020,15086,1389935,18668,396045,10079,117113,6585,34947,3276,62640,5244,19526,2323,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3656407,14418,2261166,19480,2220265,19051,210095,8154,1382750,13410,627420,8701,40901,3074,5136,964,28455,2567,7310,1165,1395241,15955,1338732,16224,487779,10522,698950,12735,152003,5646,56509,4094,17199,1925,33722,3245,5588,1145,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445936,4817,252435,5537,248738,5574,14972,1933,139921,4429,93845,3096,3697,846,232,132,2232,574,1233,527,193501,4944,186969,4866,63403,3151,93542,3820,30024,2606,6532,1024,1965,727,3399,789,1168,439,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,597421,4571,411958,6794,401758,6611,46429,3050,231052,5324,124277,3227,10200,1833,979,442,7198,1654,2023,602,185463,6126,179604,6117,73335,3998,83541,5098,22728,2301,5859,948,2637,655,2156,515,1066,550,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4794523,12954,3129641,16316,3081239,15829,304719,7600,1884059,12746,892461,8232,48402,2679,7932,1232,32690,2178,7780,1259,1664882,16458,1599969,16154,570286,9697,795819,12742,233864,6427,64913,3459,21563,2220,32514,2775,10836,1645,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2515143,11611,1714880,13299,1681845,13683,190255,6042,1007232,10142,484358,6317,33035,2529,6720,1126,20167,2113,6148,1025,800263,10613,767056,10735,289813,7227,367244,8710,109999,4244,33207,3078,11317,1895,15968,1995,5922,1301,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1247249,6782,881480,8544,865121,8286,109806,3870,502349,6025,252966,3226,16359,1640,2537,685,10790,1353,3032,574,365769,7852,350804,7790,148562,5119,145761,6030,56481,3175,14965,1824,6920,1257,6215,1102,1830,554,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1111582,6565,738336,7661,723890,7607,91088,3401,427105,6068,205697,3627,14446,1538,2311,708,10000,1371,2135,547,373246,7105,355156,6827,143102,4696,156588,5296,55466,3802,18090,2010,6612,1111,8837,1556,2641,735,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1716168,8844,1138253,12189,1115885,12129,117158,4820,653512,8825,345215,4462,22368,2337,2831,635,14432,1895,5105,1126,577915,9596,553331,9432,198759,5939,283712,7637,70860,3553,24584,2491,7031,1251,14290,2050,3263,803,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737908,9569,1122294,10824,1100052,10851,123712,5722,641493,8844,334847,5639,22242,2230,3042,744,14671,1845,4529,879,615614,11160,589326,10865,226464,6835,290142,8677,72720,4153,26288,3024,7862,1517,15242,2285,3184,874,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,387101,5032,380896,4933,32308,2344,229704,4212,118884,2731,6205,975,1111,478,4069,777,1025,336,158125,4266,151362,4269,43011,2881,73023,3802,35328,2286,6763,1118,2092,704,3760,934,911,445,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2177934,7798,1436159,11090,1416065,10462,127172,4838,893007,8765,395886,5741,20094,2325,3847,1126,13284,1922,2963,766,741775,10581,711405,10418,223499,5678,378879,8450,109027,4498,30370,2349,10802,1594,16469,1916,3099,867,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2559951,9181,1579953,12525,1563149,12311,122445,5557,986158,10148,454546,5855,16804,1884,2717,772,10948,1622,3139,664,979998,12799,949255,12453,302897,7271,471619,9780,174739,5310,30743,2959,11358,1698,14455,2070,4930,1074,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
