GEO_ID,B05003H_001E,B05003H_001M,B05003H_002E,B05003H_002M,B05003H_003E,B05003H_003M,B05003H_004E,B05003H_004M,B05003H_005E,B05003H_005M,B05003H_006E,B05003H_006M,B05003H_007E,B05003H_007M,B05003H_008E,B05003H_008M,B05003H_009E,B05003H_009M,B05003H_010E,B05003H_010M,B05003H_011E,B05003H_011M,B05003H_012E,B05003H_012M,B05003H_013E,B05003H_013M,B05003H_014E,B05003H_014M,B05003H_015E,B05003H_015M,B05003H_016E,B05003H_016M,B05003H_017E,B05003H_017M,B05003H_018E,B05003H_018M,B05003H_019E,B05003H_019M,B05003H_020E,B05003H_020M,B05003H_021E,B05003H_021M,B05003H_022E,B05003H_022M,B05003H_023E,B05003H_023M,NAME,B05003H_001MA,B05003H_001EA,B05003H_002EA,B05003H_002MA,B05003H_003EA,B05003H_003MA,B05003H_004MA,B05003H_004EA,B05003H_005MA,B05003H_005EA,B05003H_006MA,B05003H_006EA,B05003H_007MA,B05003H_007EA,B05003H_008EA,B05003H_008MA,B05003H_009EA,B05003H_009MA,B05003H_010EA,B05003H_010MA,B05003H_011MA,B05003H_011EA,B05003H_012MA,B05003H_012EA,B05003H_013EA,B05003H_013MA,B05003H_014EA,B05003H_014MA,B05003H_015EA,B05003H_015MA,B05003H_016EA,B05003H_016MA,B05003H_017MA,B05003H_017EA,B05003H_018MA,B05003H_018EA,B05003H_019EA,B05003H_019MA,B05003H_020EA,B05003H_020MA,B05003H_021EA,B05003H_021MA,B05003H_022MA,B05003H_022EA,B05003H_023MA,B05003H_023EA,state
0400000US01,3204076,917,1567232,1874,330930,1796,329578,1821,1352,666,712,421,640,481,1236302,674,1224637,1935,11665,1773,5905,1181,5760,1454,1636844,2017,312607,1945,311781,2005,826,478,520,274,306,394,1324237,326,1310395,1886,13842,1836,7873,1330,5969,1065,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452472,1051,242264,668,47949,527,47729,569,220,230,220,230,0,149,194315,449,189110,1323,5205,1220,2944,788,2261,870,210208,764,44492,665,44353,661,139,142,139,142,0,149,165716,408,158737,1220,6979,1169,4292,1003,2687,632,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3802263,2149,1878554,1186,333172,860,330852,1156,2320,783,652,371,1668,683,1545382,807,1468965,4875,76417,4657,44456,3479,31961,3020,1923709,1711,316986,1160,314793,1539,2193,896,493,383,1700,702,1606723,1028,1525092,5044,81631,5077,50763,3599,30868,3037,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2174934,1792,1069571,1658,231772,1556,231321,1661,451,429,95,124,356,417,837799,474,829191,1573,8608,1441,4001,873,4607,1147,1105363,1756,217033,1528,216692,1518,341,223,243,192,98,115,888330,699,879845,1695,8485,1461,5388,1053,3097,992,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14815122,7888,7401043,4377,1216807,2934,1183148,4228,33659,3743,8424,1827,25235,3351,6184236,2824,5530193,12762,654043,12749,412553,10546,241490,8385,7414079,4524,1153488,2272,1123479,4104,30009,3369,5461,987,24548,3286,6260591,3249,5567587,15477,693004,15169,466698,12587,226306,7905,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3737243,4050,1871187,3010,362630,1900,360954,1938,1676,648,388,218,1288,637,1508557,1772,1459572,3911,48985,3610,26156,2369,22829,2494,1866056,2136,344108,1691,341046,2151,3062,1034,588,273,2474,1055,1521948,956,1465786,3801,56162,3475,36272,2453,19890,2306,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2439796,2532,1188046,1612,221909,613,218317,1136,3592,994,892,419,2700,916,966137,1248,886095,4995,80042,4878,46609,3970,33433,3613,1251750,1472,210307,446,207072,1104,3235,1045,1672,919,1563,579,1041443,1309,952338,5076,89105,4648,56474,3616,32631,2925,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,596375,969,289081,457,52621,241,52293,427,328,355,328,355,0,190,236460,354,230385,987,6075,1001,4104,872,1971,700,307294,710,50185,414,49780,572,405,340,312,295,93,109,257109,597,249498,1284,7611,1084,5032,1035,2579,755,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,241855,788,120817,293,12939,121,11962,667,977,680,109,180,868,666,107878,257,96156,1784,11722,1714,4334,941,7388,1476,121038,736,12668,117,12332,330,336,302,0,200,336,302,108370,721,95581,2184,12789,2106,5292,1269,7497,1964,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11170487,5912,5477449,3494,904675,2204,892259,3220,12416,2475,3425,994,8991,2180,4572774,2360,4271196,9215,301578,8978,169677,5774,131901,7132,5693038,4393,859157,2599,845614,3280,13543,2343,4015,1152,9528,2031,4833881,3042,4495423,10529,338458,10032,205584,7656,132874,7219,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5482711,4561,2703469,3272,575912,2823,569988,2967,5924,1554,2054,724,3870,1362,2127557,1229,2057562,5075,69995,4764,34214,3166,35781,4260,2779242,3552,541632,2692,537125,2942,4507,1013,1392,618,3115,1038,2237610,1871,2160227,5133,77383,4522,40980,3094,36403,3713,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,326152,606,179766,644,21262,470,20586,689,676,537,0,182,676,537,158504,404,150150,1306,8354,1224,4736,944,3618,808,146386,664,21923,511,21496,592,427,287,49,82,378,316,124463,416,114379,1417,10084,1366,4848,870,5236,1112,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1367034,978,681305,1220,166789,1044,165809,1208,980,549,204,263,776,491,514516,400,503005,2203,11511,2157,5506,1327,6005,1484,685729,1057,158847,920,157880,1123,967,553,418,400,549,405,526882,529,516607,1945,10275,1869,5772,1269,4503,1205,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7948431,3009,3901931,2060,783407,1359,773318,2479,10089,2022,3181,926,6908,1743,3118524,1557,2909707,7269,208817,7533,132472,6681,76345,4729,4046500,2090,744605,1539,734484,2275,10121,1806,3516,1174,6605,1316,3301895,1057,3067954,5838,233941,5753,157824,5133,76117,4320,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5288882,2892,2598419,2018,579980,1902,578545,2035,1435,579,444,319,991,472,2018439,831,1990615,2705,27824,2714,17578,1935,10246,2012,2690463,2607,556615,2195,555002,2238,1613,588,807,396,806,431,2133848,1082,2103927,2882,29921,2795,20588,2205,9333,1506,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2710477,1493,1338677,1430,296216,953,295855,973,361,199,272,191,89,94,1042461,903,1030773,2498,11688,2126,7818,1675,3870,848,1371800,1090,280226,828,279636,946,590,346,406,308,184,173,1091574,604,1078087,2577,13487,2390,7446,1442,6041,1913,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2223659,822,1099690,1254,246340,1159,245363,1281,977,460,372,274,605,363,853350,441,841266,1834,12084,1782,6825,1205,5259,1114,1123969,1246,234539,1238,233118,1407,1421,677,299,306,1122,602,889430,505,874881,2353,14549,2300,9297,1713,5252,1172,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3768120,1483,1845133,1695,409816,1533,407696,1783,2120,1311,298,301,1822,1127,1435317,513,1417255,2480,18062,2467,9039,1743,9023,1924,1922987,1622,392702,1485,391491,1783,1211,712,451,289,760,664,1530285,623,1510607,2631,19678,2520,10639,1739,9039,1622,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
