GEO_ID,B24010I_001E,B24010I_001M,B24010I_002E,B24010I_002M,B24010I_003E,B24010I_003M,B24010I_004E,B24010I_004M,B24010I_005E,B24010I_005M,B24010I_006E,B24010I_006M,B24010I_007E,B24010I_007M,B24010I_008E,B24010I_008M,B24010I_009E,B24010I_009M,B24010I_010E,B24010I_010M,B24010I_011E,B24010I_011M,B24010I_012E,B24010I_012M,B24010I_013E,B24010I_013M,B24010I_014E,B24010I_014M,B24010I_015E,B24010I_015M,B24010I_016E,B24010I_016M,B24010I_017E,B24010I_017M,B24010I_018E,B24010I_018M,B24010I_019E,B24010I_019M,B24010I_020E,B24010I_020M,B24010I_021E,B24010I_021M,B24010I_022E,B24010I_022M,B24010I_023E,B24010I_023M,B24010I_024E,B24010I_024M,B24010I_025E,B24010I_025M,B24010I_026E,B24010I_026M,B24010I_027E,B24010I_027M,B24010I_028E,B24010I_028M,B24010I_029E,B24010I_029M,B24010I_030E,B24010I_030M,B24010I_031E,B24010I_031M,B24010I_032E,B24010I_032M,B24010I_033E,B24010I_033M,B24010I_034E,B24010I_034M,B24010I_035E,B24010I_035M,B24010I_036E,B24010I_036M,B24010I_037E,B24010I_037M,B24010I_038E,B24010I_038M,B24010I_039E,B24010I_039M,B24010I_040E,B24010I_040M,B24010I_041E,B24010I_041M,B24010I_042E,B24010I_042M,B24010I_043E,B24010I_043M,B24010I_044E,B24010I_044M,B24010I_045E,B24010I_045M,B24010I_046E,B24010I_046M,B24010I_047E,B24010I_047M,B24010I_048E,B24010I_048M,B24010I_049E,B24010I_049M,B24010I_050E,B24010I_050M,B24010I_051E,B24010I_051M,B24010I_052E,B24010I_052M,B24010I_053E,B24010I_053M,B24010I_054E,B24010I_054M,B24010I_055E,B24010I_055M,B24010I_056E,B24010I_056M,B24010I_057E,B24010I_057M,B24010I_058E,B24010I_058M,B24010I_059E,B24010I_059M,B24010I_060E,B24010I_060M,B24010I_061E,B24010I_061M,B24010I_062E,B24010I_062M,B24010I_063E,B24010I_063M,B24010I_064E,B24010I_064M,B24010I_065E,B24010I_065M,B24010I_066E,B24010I_066M,B24010I_067E,B24010I_067M,B24010I_068E,B24010I_068M,B24010I_069E,B24010I_069M,B24010I_070E,B24010I_070M,B24010I_071E,B24010I_071M,B24010I_072E,B24010I_072M,B24010I_073E,B24010I_073M,NAME,B24010I_001MA,B24010I_001EA,B24010I_002EA,B24010I_002MA,B24010I_003EA,B24010I_003MA,B24010I_004EA,B24010I_004MA,B24010I_005MA,B24010I_005EA,B24010I_006MA,B24010I_006EA,B24010I_007EA,B24010I_007MA,B24010I_008EA,B24010I_008MA,B24010I_009EA,B24010I_009MA,B24010I_010MA,B24010I_010EA,B24010I_011MA,B24010I_011EA,B24010I_012MA,B24010I_012EA,B24010I_013EA,B24010I_013MA,B24010I_014EA,B24010I_014MA,B24010I_015EA,B24010I_015MA,B24010I_016MA,B24010I_016EA,B24010I_017MA,B24010I_017EA,B24010I_018EA,B24010I_018MA,B24010I_019EA,B24010I_019MA,B24010I_020EA,B24010I_020MA,B24010I_021MA,B24010I_021EA,B24010I_022MA,B24010I_022EA,B24010I_023MA,B24010I_023EA,B24010I_024EA,B24010I_024MA,B24010I_025EA,B24010I_025MA,B24010I_026MA,B24010I_026EA,B24010I_027MA,B24010I_027EA,B24010I_028MA,B24010I_028EA,B24010I_029EA,B24010I_029MA,B24010I_030EA,B24010I_030MA,B24010I_031MA,B24010I_031EA,B24010I_032MA,B24010I_032EA,B24010I_033MA,B24010I_033EA,B24010I_034MA,B24010I_034EA,B24010I_035EA,B24010I_035MA,B24010I_036MA,B24010I_036EA,B24010I_037MA,B24010I_037EA,B24010I_038MA,B24010I_038EA,B24010I_039MA,B24010I_039EA,B24010I_040EA,B24010I_040MA,B24010I_041MA,B24010I_041EA,B24010I_042MA,B24010I_042EA,B24010I_043MA,B24010I_043EA,B24010I_044MA,B24010I_044EA,B24010I_045MA,B24010I_045EA,B24010I_046EA,B24010I_046MA,B24010I_047EA,B24010I_047MA,B24010I_048EA,B24010I_048MA,B24010I_049EA,B24010I_049MA,B24010I_050EA,B24010I_050MA,B24010I_051EA,B24010I_051MA,B24010I_052EA,B24010I_052MA,B24010I_053EA,B24010I_053MA,B24010I_054MA,B24010I_054EA,B24010I_055MA,B24010I_055EA,B24010I_056MA,B24010I_056EA,B24010I_057EA,B24010I_057MA,B24010I_058EA,B24010I_058MA,B24010I_059EA,B24010I_059MA,B24010I_060MA,B24010I_060EA,B24010I_061MA,B24010I_061EA,B24010I_062EA,B24010I_062MA,B24010I_063EA,B24010I_063MA,B24010I_064EA,B24010I_064MA,B24010I_065MA,B24010I_065EA,B24010I_066MA,B24010I_066EA,B24010I_067MA,B24010I_067EA,B24010I_068EA,B24010I_068MA,B24010I_069EA,B24010I_069MA,B24010I_070EA,B24010I_070MA,B24010I_071MA,B24010I_071EA,B24010I_072MA,B24010I_072EA,B24010I_073EA,B24010I_073MA,state
0400000US01,79711,3822,52249,3510,7639,1506,4044,1194,3649,1152,395,271,1910,735,489,373,1174,534,247,316,1288,639,197,262,145,208,548,368,398,380,397,267,263,209,134,139,10807,2313,173,190,408,342,101,86,307,332,4597,1315,5264,1987,365,391,3780,1163,2011,961,1769,716,18100,2259,1236,647,14730,2084,2134,816,11923,2960,7510,1857,752,614,3661,1457,27462,2671,6010,1399,1879,555,1315,478,564,336,551,378,113,144,0,192,438,360,1911,621,362,260,159,203,863,397,527,507,1669,860,1140,738,529,470,8270,1925,114,142,21,43,21,43,0,192,4036,1289,3370,1361,729,456,8160,1902,3051,986,5109,1610,447,344,81,113,335,310,31,47,4575,1142,4027,1006,209,310,339,330,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23308,1694,11988,1377,2573,888,1494,654,1387,635,107,151,434,346,125,146,309,303,0,149,381,353,119,118,208,319,54,80,0,149,264,229,147,171,117,153,2479,901,3,7,144,139,73,110,71,81,1392,611,648,469,292,251,2001,701,478,326,1523,630,1741,623,78,91,1048,531,615,433,3194,1218,1451,1068,630,413,1113,553,11320,1246,2877,730,816,415,264,257,552,378,301,266,0,149,38,60,263,254,1463,684,491,451,36,43,624,347,312,386,297,269,283,267,14,26,3778,1160,854,582,201,241,174,221,27,41,1018,656,1168,669,537,412,3107,753,1048,459,2059,632,345,340,44,56,116,169,185,314,1213,563,490,359,318,323,405,308,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,874290,11182,486865,6891,74589,4448,36782,3234,26569,2757,10213,1706,14293,1957,6183,1219,7127,1549,983,416,17115,2154,4083,1228,1225,482,6977,1117,4830,1189,6399,1272,3282,904,3117,945,113983,6383,3982,1306,16938,2110,8531,1677,8407,1541,38207,4504,47520,4244,7336,1718,80564,5907,39798,4165,40766,3846,117944,6020,10085,2439,76064,5314,31795,3706,99785,5185,44410,4307,28268,2896,27107,2723,387425,7851,97337,5553,37617,3632,22119,2897,15498,1995,4804,994,3001,916,680,295,1123,560,34790,2746,8511,1516,2958,985,18946,2341,4375,1068,20126,2864,9486,1628,10640,2110,125726,6333,17257,2385,4281,1046,2245,785,2036,859,43192,3934,38292,3642,22704,2807,131375,6670,50518,4486,80857,5114,6214,1337,3015,975,1427,627,1772,885,26773,2836,16692,2228,3046,744,7035,1466,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,83333,3140,49942,2153,4812,1040,2843,728,2007,665,836,524,1001,533,523,342,478,419,0,190,674,398,247,229,84,147,266,303,77,114,294,252,247,238,47,70,6729,1459,62,92,448,335,214,274,234,229,2926,1010,2894,846,399,311,6572,1221,2175,726,4397,1070,15202,2374,2318,1067,11811,2083,1073,515,16627,2160,10747,1964,1492,853,4388,1213,33391,2414,5350,1052,1538,569,996,520,542,297,322,268,240,245,0,190,82,102,2462,818,444,421,18,29,1743,700,257,329,1028,433,564,297,464,309,9348,1480,1177,447,56,103,56,103,0,190,3271,974,3746,1094,1098,679,8846,1822,3250,1175,5596,1343,926,535,796,535,0,190,130,136,8921,1575,7480,1533,407,408,1034,526,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6653871,25322,3771943,16735,567187,12484,270470,7573,202532,7361,67938,4481,106727,5945,46834,4107,46758,4266,13135,1831,147866,6976,23061,2713,12134,1799,58140,3688,54531,4829,42124,3401,18741,2338,23383,2638,798327,17342,23818,2695,98931,6186,59925,4713,39006,3748,300612,10488,312537,10324,62429,5223,570717,12489,300135,9956,270582,7590,952877,16726,201764,9132,528734,13256,222379,8165,882835,14092,366935,10954,257705,7835,258195,8410,2881928,18762,679253,12047,247796,7480,152793,6602,95003,5153,31152,2563,14328,1865,7753,1206,9071,1635,290575,8549,63481,3851,20382,2303,170488,6351,36224,3047,109730,4695,54987,3794,54743,3695,892047,13823,132103,7120,24510,2601,14406,1905,10104,1648,242248,8025,253208,8162,239978,7625,935118,14947,371780,8348,563338,11860,96346,5195,81673,4782,8613,1789,6060,1261,279164,8478,172983,6732,25931,2917,80250,4147,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,507579,7669,290420,4668,47565,2917,24736,2409,18918,2412,5818,1204,11389,1602,6449,1260,4186,975,754,338,8214,1251,2236,768,310,221,3718,894,1950,683,3226,1023,1724,733,1502,737,56381,4481,1800,952,7837,1604,4017,1230,3820,1189,23516,2955,19707,2604,3521,1027,45036,3588,24958,2522,20078,2681,94391,4988,4813,1364,70495,4824,19083,2469,47047,3657,19923,2301,15532,2309,11592,2209,217159,5828,57570,3054,21095,2172,13924,1626,7171,1594,3953,943,2366,723,904,401,683,416,21252,2111,3152,974,2153,823,13440,1819,2507,890,11270,1761,5419,1434,5851,1203,74301,4576,13660,1978,2711,865,1091,589,1620,630,21022,2772,24324,2690,12584,1990,66589,4603,25926,2977,40663,3971,1841,791,803,501,864,572,174,170,16858,2281,10688,1684,2467,890,3703,1081,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,247087,4654,130366,3608,24349,2489,9921,1785,6813,1425,3108,1014,4534,1147,2367,973,1705,491,462,294,6521,1469,1494,627,327,264,2511,827,2189,959,3373,1109,1454,669,1919,875,34051,3611,608,316,4343,1214,3055,1086,1288,607,11467,2410,15474,2171,2159,1019,22269,2884,11693,1878,10576,2063,24817,3179,587,562,18317,3134,5913,1610,24880,3100,11671,1752,6897,1565,6312,1741,116721,3242,31215,2815,10339,1905,6614,1436,3725,1114,1407,585,506,320,256,172,645,394,13506,1703,3915,919,837,558,7729,1396,1025,527,5963,1172,2406,744,3557,951,38255,3696,9948,1614,1310,507,921,437,389,268,8552,1620,9326,2003,9119,1534,32175,2349,12809,1765,19366,2208,1207,657,527,445,208,266,472,349,13869,2199,8440,1745,2933,811,2496,915,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36420,1706,20965,1283,2262,866,916,500,806,480,110,132,912,639,593,487,299,398,20,28,413,263,153,195,0,190,260,196,0,190,21,39,0,190,21,39,5255,1274,167,209,739,499,414,306,325,330,1723,991,2302,1013,324,296,2669,954,1287,720,1382,698,7214,1421,1541,773,4214,929,1459,716,3565,1061,1714,697,525,356,1326,842,15455,1122,3553,926,971,437,766,409,205,182,498,372,279,324,105,126,114,105,1663,690,266,202,351,387,938,597,108,188,421,370,104,96,317,361,5913,1153,689,410,23,38,23,38,0,190,1133,544,3529,987,539,297,4404,826,2176,722,2228,637,143,168,143,168,0,190,0,190,1442,731,1152,647,0,190,290,240,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40700,1722,22365,894,8878,1713,2616,1029,1703,817,913,635,2754,931,1516,647,249,252,989,502,3290,1252,514,378,1139,906,718,428,919,578,218,230,167,212,51,86,7373,1401,150,252,312,257,250,232,62,111,3498,1157,3091,1045,322,328,2084,683,841,529,1243,464,2828,1425,0,200,2229,1268,599,810,1202,714,652,691,550,371,0,200,18335,1382,7983,1351,3423,930,1972,751,1451,734,792,317,200,158,77,92,515,296,3768,975,87,104,1208,593,1760,696,713,405,0,200,0,200,0,200,6903,1373,679,497,121,200,0,200,121,200,1682,867,2782,1026,1639,752,3136,911,1082,540,2054,739,0,200,0,200,0,200,0,200,313,306,134,174,179,252,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2334132,17841,1276416,11927,288127,10717,146156,7868,110196,6563,35960,3643,50954,3918,27590,3475,20053,2522,3311,909,57064,4436,6666,1327,7581,1867,18184,2419,24633,2875,33953,3522,21760,2548,12193,2160,248650,11035,8973,1950,34494,3525,23870,3202,10624,1728,85804,6243,97492,7231,21887,2914,233316,8042,130507,6806,102809,5900,301999,13054,27671,4333,193081,10295,81247,5583,204324,9205,60262,4622,93044,5928,51018,5143,1057716,13000,315912,10796,118466,6165,76632,4979,41834,4074,19615,2498,9695,2009,4051,975,5869,1429,114421,5813,16379,2317,15564,2167,65567,4704,16911,2329,63410,4173,37502,3582,25908,2767,284039,9298,48470,4703,10904,2151,7988,1925,2916,978,74397,5499,102109,6381,48159,4414,376862,10589,150456,7780,226406,8907,17864,2479,10192,1844,4791,1349,2881,1025,63039,5492,35543,3921,10629,2016,16867,2643,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
