GEO_ID,C27017_001E,C27017_001M,C27017_002E,C27017_002M,C27017_003E,C27017_003M,C27017_004E,C27017_004M,C27017_005E,C27017_005M,C27017_006E,C27017_006M,C27017_007E,C27017_007M,C27017_008E,C27017_008M,C27017_009E,C27017_009M,C27017_010E,C27017_010M,C27017_011E,C27017_011M,C27017_012E,C27017_012M,C27017_013E,C27017_013M,C27017_014E,C27017_014M,C27017_015E,C27017_015M,C27017_016E,C27017_016M,C27017_017E,C27017_017M,C27017_018E,C27017_018M,C27017_019E,C27017_019M,C27017_020E,C27017_020M,C27017_021E,C27017_021M,C27017_022E,C27017_022M,C27017_023E,C27017_023M,C27017_024E,C27017_024M,C27017_025E,C27017_025M,C27017_026E,C27017_026M,C27017_027E,C27017_027M,C27017_028E,C27017_028M,C27017_029E,C27017_029M,C27017_030E,C27017_030M,C27017_031E,C27017_031M,C27017_032E,C27017_032M,C27017_033E,C27017_033M,C27017_034E,C27017_034M,C27017_035E,C27017_035M,C27017_036E,C27017_036M,C27017_037E,C27017_037M,C27017_038E,C27017_038M,C27017_039E,C27017_039M,C27017_040E,C27017_040M,C27017_041E,C27017_041M,NAME,C27017_001EA,C27017_001MA,C27017_002EA,C27017_002MA,C27017_003EA,C27017_003MA,C27017_004EA,C27017_004MA,C27017_005EA,C27017_005MA,C27017_006MA,C27017_006EA,C27017_007MA,C27017_007EA,C27017_008MA,C27017_008EA,C27017_009MA,C27017_009EA,C27017_010MA,C27017_010EA,C27017_011EA,C27017_011MA,C27017_012EA,C27017_012MA,C27017_013EA,C27017_013MA,C27017_014MA,C27017_014EA,C27017_015EA,C27017_015MA,C27017_016MA,C27017_016EA,C27017_017MA,C27017_017EA,C27017_018MA,C27017_018EA,C27017_019MA,C27017_019EA,C27017_020MA,C27017_020EA,C27017_021MA,C27017_021EA,C27017_022EA,C27017_022MA,C27017_023EA,C27017_023MA,C27017_024EA,C27017_024MA,C27017_025MA,C27017_025EA,C27017_026MA,C27017_026EA,C27017_027MA,C27017_027EA,C27017_028MA,C27017_028EA,C27017_029MA,C27017_029EA,C27017_030MA,C27017_030EA,C27017_031EA,C27017_031MA,C27017_032MA,C27017_032EA,C27017_033EA,C27017_033MA,C27017_034EA,C27017_034MA,C27017_035EA,C27017_035MA,C27017_036MA,C27017_036EA,C27017_037MA,C27017_037EA,C27017_038MA,C27017_038EA,C27017_039MA,C27017_039EA,C27017_040MA,C27017_040EA,C27017_041MA,C27017_041EA,state
0400000US01,4729118,2647,1257576,25877,397227,10915,71496,6652,325731,11260,720302,16928,258567,10507,461735,13403,140047,5309,58090,3677,81957,4140,593237,19756,144389,8692,70912,6821,73477,6132,340423,12382,205631,10017,134792,7621,108425,5037,58313,3886,50112,3769,1446037,28699,314008,11291,241924,10417,72084,6431,881520,19306,715908,16075,165612,9558,250509,7210,167509,5783,83000,4559,1432268,26345,237334,9808,223332,9241,14002,2649,950641,18423,892337,18555,58304,4718,244293,6458,196125,5678,48168,3753,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,708439,1880,113518,7065,40953,3775,10920,2496,30033,3343,65140,4254,17923,2806,47217,3317,7425,1216,2749,772,4676,931,68504,6122,23042,3659,7653,2113,15389,3102,38385,3459,18781,2545,19604,2460,7077,1041,2019,620,5058,891,205117,8952,61408,4423,39820,3698,21588,3046,125542,5815,84371,4711,41171,4064,18167,1743,11010,1537,7157,1215,321300,9957,57836,3767,49801,3201,8035,1754,226047,7362,201071,6894,24976,3343,37417,1786,29170,1956,8247,1579,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6658326,4172,1681377,34437,564253,18989,108727,8252,455526,16066,943182,20752,272881,10185,670301,18917,173942,5747,63378,3785,110564,4656,809120,28064,222319,12910,116448,9753,105871,7733,451005,15707,233186,10395,217819,9954,135796,6384,61405,4413,74391,4645,2062965,29399,472469,14358,378090,12325,94379,7468,1214047,21217,914444,18912,299603,10930,376449,7789,212804,7003,163645,6056,2104864,30948,336543,9311,312630,8857,23913,2986,1346621,22047,1220340,20929,126281,7743,421700,8400,289572,7233,132128,6224,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2883167,3370,810517,21005,258633,10793,34319,4296,224314,10344,458624,13072,151757,7299,306867,11735,93260,4770,36430,2592,56830,3741,390485,17004,106575,8247,38404,4837,68171,6938,215362,9729,124007,6752,91355,7428,68548,3950,36799,3130,31749,2841,907834,20360,196819,7601,138962,6949,57857,4293,546699,13586,422771,11787,123928,8445,164316,5890,104188,4518,60128,3951,774331,16977,127854,6244,114600,6290,13254,2121,511378,11912,464737,10904,46641,4915,135099,5688,100966,4835,34133,3061,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38330324,7381,8765475,74969,2797727,32743,459627,14520,2338100,31706,5071472,50283,1428165,25461,3643307,43366,896276,15458,240549,6616,655727,13046,4497563,59610,1219195,28922,479470,22518,739725,20111,2700333,34428,1277764,25312,1422569,25814,578035,12898,211673,8183,366362,11047,10456203,83237,2386142,29637,1632120,25255,754022,22269,6634110,57348,4652378,44475,1981732,35489,1435951,17419,711409,12567,724542,14501,14611083,79956,2578817,27649,2398731,26671,180086,9144,9847897,53797,8975369,53153,872528,21116,2184369,18736,1459516,16126,724853,13117,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5318474,3712,917811,25393,279594,12122,49942,4270,229652,11244,549694,15444,199787,6639,349907,12941,88523,3865,36992,2607,51531,3178,540124,21772,152117,10059,64976,6389,87141,7805,312488,12171,169830,8727,142658,8271,75519,4600,39222,3215,36297,3547,1600114,25943,382808,12030,277617,11189,105191,7586,997490,16496,741094,15292,256396,10428,219816,6114,132537,5096,87279,4193,2260425,23489,425350,9729,397038,9649,28312,3899,1522836,16431,1411007,16339,111829,6589,312239,6575,219109,6132,93130,4537,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3476503,2451,533770,18022,156090,8260,26663,3559,129427,6809,311196,11524,81522,5295,229674,9984,66484,4596,24233,2281,42251,3917,265027,12591,64449,5599,24137,3624,40312,4345,144446,7533,64226,4675,80220,5926,56132,3488,27452,2385,28680,2768,868766,21693,188087,9382,131717,8603,56370,5199,531053,14093,383531,11760,147522,8323,149626,6384,91528,4460,58098,4675,1808940,21789,343255,9349,323241,9275,20014,3339,1194515,15532,1118259,16057,76256,5906,271170,6744,197787,6682,73383,4183,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917940,1178,169353,10457,55683,5813,12859,3256,42824,5652,95112,6348,31382,3416,63730,5556,18558,1788,7595,1122,10963,1434,87095,8743,22824,3969,9522,2638,13302,3464,48782,5670,27224,3759,21558,3590,15489,1759,8718,1288,6771,1386,274440,14687,62404,5737,49422,4721,12982,2752,160508,9419,123539,7134,36969,4729,51528,3095,35524,2634,16004,2088,387052,13520,60365,4540,57371,4346,2994,1071,255512,9634,234646,8840,20866,3105,71175,3638,54846,3293,16329,1935,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635682,789,148215,8735,40976,3649,4921,1754,36055,3906,90937,5669,33236,3825,57701,4151,16302,1873,6318,1216,9984,1323,46514,5651,10987,2355,2894,1092,8093,2026,29730,3842,12827,1929,16903,3111,5797,921,3258,763,2539,747,127491,8307,19734,2845,12173,2213,7561,1896,92053,6323,66430,5392,25623,3923,15704,2020,10544,1714,5160,1458,313462,9335,44361,3173,40784,2835,3577,1238,233227,6667,219100,6400,14127,2495,35874,2082,29344,1861,6530,1143,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19810220,6712,4731272,58647,1379353,28219,236050,12137,1143303,28466,2651878,37843,914220,19223,1737658,31921,700041,15040,222028,7949,478013,12655,2586046,52869,600694,20582,240767,13331,359927,15034,1486825,35733,825418,23507,661407,23351,498527,12815,206525,6844,292002,10732,6211547,58702,1165810,22908,796340,19379,369470,16451,3777222,41073,2767178,31358,1010044,27143,1268515,15205,669136,12202,599379,14693,6281355,50827,888345,17807,803420,18476,84925,6539,3981512,35378,3600820,31655,380692,15057,1411498,18322,954754,16087,456744,12812,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
