GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,NAME,B17016_001EA,B17016_001MA,B17016_002MA,B17016_002EA,B17016_003MA,B17016_003EA,B17016_004MA,B17016_004EA,B17016_005MA,B17016_005EA,B17016_006EA,B17016_006MA,B17016_007EA,B17016_007MA,B17016_008EA,B17016_008MA,B17016_009MA,B17016_009EA,B17016_010MA,B17016_010EA,B17016_011MA,B17016_011EA,B17016_012EA,B17016_012MA,B17016_013EA,B17016_013MA,B17016_014MA,B17016_014EA,B17016_015MA,B17016_015EA,B17016_016MA,B17016_016EA,B17016_017EA,B17016_017MA,B17016_018EA,B17016_018MA,B17016_019MA,B17016_019EA,B17016_020MA,B17016_020EA,B17016_021MA,B17016_021EA,B17016_022MA,B17016_022EA,B17016_023EA,B17016_023MA,B17016_024MA,B17016_024EA,B17016_025MA,B17016_025EA,B17016_026MA,B17016_026EA,B17016_027MA,B17016_027EA,B17016_028EA,B17016_028MA,B17016_029MA,B17016_029EA,B17016_030MA,B17016_030EA,B17016_031MA,B17016_031EA,B17016_032MA,B17016_032EA,B17016_033MA,B17016_033EA,B17016_034EA,B17016_034MA,B17016_035MA,B17016_035EA,B17016_036MA,B17016_036EA,B17016_037MA,B17016_037EA,B17016_038MA,B17016_038EA,B17016_039EA,B17016_039MA,B17016_040MA,B17016_040EA,B17016_041MA,B17016_041EA,B17016_042MA,B17016_042EA,B17016_043MA,B17016_043EA,B17016_044EA,B17016_044MA,B17016_045EA,B17016_045MA,B17016_046MA,B17016_046EA,B17016_047MA,B17016_047EA,state
0400000US01,1213540,13821,166755,6801,51515,3368,8540,1586,559,404,1639,680,6342,1382,11122,1842,1742,730,3213,991,6167,1409,31853,2453,4895,1120,4628,1036,22330,2093,115240,5398,15555,2239,2674,1111,5034,1377,7847,1480,99685,4939,16853,2289,34420,3012,48412,3621,1046785,12834,812159,10469,434435,7939,240028,7236,79961,4176,114446,4288,122339,5619,63436,3832,23880,2341,35023,2558,255385,6564,76916,4104,25385,1881,153084,4745,234626,8295,62684,3968,37971,3415,9223,1626,15490,1705,171942,7122,94847,5610,26860,2663,50235,3178,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,569,261,115,138,227,177,227,172,989,337,14,17,448,220,527,269,1631,525,146,121,646,462,839,347,8341,1315,2523,610,210,245,1469,502,844,353,5818,1135,672,360,3321,909,1825,500,152270,3239,117159,3002,62066,2289,32018,1885,18051,1826,11997,1473,31655,2219,15359,1531,10196,1352,6100,1046,23438,1697,7748,1195,4247,757,11443,1243,35111,2578,12586,1379,7773,1294,3064,795,1749,534,22525,2030,13087,1812,5355,1183,4083,791,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,16962,2105,1008,521,3159,836,12795,1838,19070,2574,2920,1182,6760,1356,9390,1552,43755,3874,10437,2055,5758,1131,27560,2854,119314,5013,24356,2486,6756,1408,7704,1504,9896,1674,94958,4438,17950,2089,34457,2821,42551,3072,1399313,13718,1073755,12123,519443,10414,274922,8377,103995,4952,140526,5492,184863,6110,91888,4022,45058,3295,47917,3240,369449,7356,91721,4496,36739,2648,240989,5475,325558,8812,112872,6185,80228,5585,15417,1988,17227,1718,212686,5862,124606,4552,39922,3021,48158,3076,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,5185,1067,436,322,1298,504,3451,1007,10779,1622,1611,799,3427,1008,5741,1242,22691,2137,4405,1249,3670,1004,14616,1614,65902,4376,11374,1579,2798,942,2801,868,5775,1166,54528,4216,9006,1715,19919,2335,25603,2876,656937,9657,522642,8812,278161,7364,167843,6040,50929,3043,59389,3852,81691,3534,41022,2652,19180,1845,21489,2161,162790,5357,49357,3750,18889,2083,94544,3836,134295,6408,38750,3755,25071,3058,5862,1423,7817,1396,95545,5784,53557,4598,14159,1839,27829,2532,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,96739,4464,7525,1455,15391,2082,73823,3681,116505,5652,13057,1893,37071,2602,66377,4095,212647,7436,45892,3966,44156,2971,122599,5225,573427,11172,117468,6222,27261,2834,45528,3580,44679,4099,455959,10138,63946,4344,166206,6095,225807,7996,7836588,26834,5916402,26819,3192904,23845,1581116,18807,717658,13087,894130,12521,1172418,17462,573094,10955,320738,8344,278586,7900,1551080,16396,519369,11996,203519,6489,828192,9496,1920186,22771,659093,11826,432816,9331,118463,5806,107814,5583,1261093,18354,670195,13197,272701,7667,318197,9231,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,7614,1608,636,344,1055,445,5923,1481,12989,1779,2079,780,3785,881,7125,1487,21119,2448,4142,1033,3891,1223,13086,1646,59554,3570,9389,1512,1944,734,4245,1210,3200,792,50165,3430,8085,1702,22589,2390,19491,2332,1230585,10898,996318,9392,551213,9733,304509,7686,133882,5355,112822,4494,209823,6745,110086,5047,57061,3535,42676,3158,235282,5725,78072,3538,29709,2593,127501,3663,234267,7561,83635,4720,57186,4078,14914,2075,11535,1446,150632,6065,87668,4791,32535,2742,30429,2303,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,1835,593,0,198,519,385,1316,498,4660,949,696,408,1144,521,2820,873,11473,1757,1538,775,2283,840,7652,1357,47186,3413,6767,1467,630,400,2837,786,3300,1149,40419,3140,3226,909,18489,2257,18704,2332,811034,9505,629621,8823,358111,7544,196540,6668,85548,4367,76023,4137,128943,5391,72176,4339,28597,2368,28170,1986,142567,4255,44075,3216,20896,1999,77596,3227,181413,7191,51239,4046,33310,3235,9884,1641,8045,1536,130174,5643,73392,4360,28910,2293,27872,2792,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,937,567,43,71,0,190,894,560,1103,343,78,126,450,227,575,297,4081,906,639,385,1123,665,2319,524,14303,2168,2225,897,438,445,666,496,1121,580,12078,1911,2123,764,5697,1381,4258,1104,214961,4577,164295,4510,86511,3981,49451,3189,19841,2124,17219,1885,27517,2519,12656,1785,6933,1030,7928,1053,50267,2234,13131,1371,5816,1129,31320,1878,50666,3573,13958,1852,9292,1645,2222,801,2444,730,36708,2954,22444,2452,5914,1291,8350,1379,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,376,369,171,282,0,200,205,251,310,234,41,67,62,108,207,196,1848,801,0,200,255,256,1593,740,14960,1860,1774,879,467,602,351,329,956,485,13186,1741,1071,517,3422,1071,8693,1395,107684,3823,69323,3446,46130,3093,31573,2740,8914,1429,5643,964,11251,1602,7358,1453,2378,737,1515,505,11942,1461,4641,1028,1136,474,6165,924,38361,3157,9060,1655,5833,1208,1578,716,1649,466,29301,2662,15208,2046,5776,1272,8317,1463,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,35488,3012,3380,899,6176,1294,25932,2709,47620,3789,5020,1234,16120,2282,26480,2501,127373,6699,18507,2728,16633,2661,92233,5357,330861,10172,60275,4337,15656,2560,19055,2836,25564,2843,270586,9197,46260,3971,101937,5291,122389,6968,4265269,27423,3234295,25245,1566701,19164,870909,14661,314815,10329,380977,10317,536847,11086,248298,8021,133934,5394,154615,6394,1130747,15110,264898,8607,117403,5060,748446,10717,1030974,14937,299386,8623,190912,7866,51482,3718,56992,3293,731588,14779,432012,11899,120831,5877,178745,7400,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
