GEO_ID,C17025_001E,C17025_001M,C17025_002E,C17025_002M,C17025_003E,C17025_003M,C17025_004E,C17025_004M,C17025_005E,C17025_005M,C17025_006E,C17025_006M,C17025_007E,C17025_007M,C17025_008E,C17025_008M,C17025_009E,C17025_009M,C17025_010E,C17025_010M,C17025_011E,C17025_011M,NAME,C17025_001EA,C17025_001MA,C17025_002MA,C17025_002EA,C17025_003MA,C17025_003EA,C17025_004MA,C17025_004EA,C17025_005EA,C17025_005MA,C17025_006EA,C17025_006MA,C17025_007MA,C17025_007EA,C17025_008MA,C17025_008EA,C17025_009MA,C17025_009EA,C17025_010EA,C17025_010MA,C17025_011EA,C17025_011MA,state
0400000US01,4736333,2309,876016,23918,842645,23353,33371,3751,5802,1396,27569,3452,3860317,23932,3726700,24643,133617,6774,54886,4228,78731,6193,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720765,857,74532,5835,70020,5356,4512,1420,1069,372,3443,1318,646233,5969,592989,7150,53244,4167,30916,3086,22328,2617,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6671705,3550,1159043,29822,944897,26880,214146,11477,48003,4290,166143,11375,5512662,29567,4830375,26827,682287,14695,329067,8473,353220,14017,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2887337,2988,550508,17473,517029,16754,33479,4102,5515,1479,27964,4076,2336829,17428,2229633,16562,107196,5651,41235,3733,65961,5238,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38398057,6625,5891678,66827,4089750,49645,1801928,31418,570566,14920,1231362,25551,32506379,67593,23724400,67070,8781979,44462,4706508,33245,4075471,45192,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5339618,2635,613549,20501,522997,17345,90552,8293,23012,2806,67540,7265,4726069,20499,4286309,21383,439760,10919,182208,7571,257552,9294,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480932,2053,366909,15789,299846,13233,67063,7263,17410,2281,49653,6784,3114023,16430,2669313,17842,444710,12594,233228,7657,211482,10148,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920355,878,114360,9567,103248,8695,11112,2582,2110,1023,9002,2415,805995,9555,730385,9652,75610,5044,37130,3198,38480,4010,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,638027,441,110500,8628,96725,7846,13775,2608,5019,1335,8756,2340,527527,8607,449604,8641,77923,5556,35680,3955,42243,4818,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19850054,6121,3116886,47330,2381977,40564,734909,23314,285260,11067,449649,20221,16733168,46952,13419018,57475,3314150,38961,1895706,24962,1418444,33541,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
