GEO_ID,C01001F_001E,C01001F_001M,C01001F_002E,C01001F_002M,C01001F_003E,C01001F_003M,C01001F_004E,C01001F_004M,C01001F_005E,C01001F_005M,C01001F_006E,C01001F_006M,C01001F_007E,C01001F_007M,C01001F_008E,C01001F_008M,C01001F_009E,C01001F_009M,NAME,C01001F_001MA,C01001F_001EA,C01001F_002EA,C01001F_002MA,C01001F_003EA,C01001F_003MA,C01001F_004MA,C01001F_004EA,C01001F_005MA,C01001F_005EA,C01001F_006MA,C01001F_006EA,C01001F_007EA,C01001F_007MA,C01001F_008EA,C01001F_008MA,C01001F_009EA,C01001F_009MA,state
0400000US21,38122,4649,20870,3134,8063,1976,12557,1757,250,152,17252,2449,7490,1536,9580,1421,182,162,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,51153,6010,27653,3115,6080,1323,19440,2520,2133,598,23500,3666,6901,2191,15088,2228,1511,585,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2957,1083,1441,710,295,366,1120,476,26,47,1516,595,639,398,864,369,13,22,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,250417,12016,133178,6949,38634,3507,90497,4598,4047,934,117239,6173,39233,3238,72999,4019,5007,1023,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,280631,12650,142358,7797,38031,3768,98044,5746,6283,870,138273,7288,37577,3519,90450,5285,10246,1413,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,120463,7841,64962,4059,19827,2181,42616,3003,2519,609,55501,4565,18215,2634,33933,2638,3353,700,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,83169,6087,45145,3501,13476,1903,30773,2677,896,517,38024,3474,13317,1853,23828,2344,879,462,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,26315,4523,16582,2784,3972,1657,11949,2058,661,429,9733,2223,2501,1140,6978,1480,254,243,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,65614,5724,32817,3491,10054,1642,21900,2669,863,273,32797,3280,12217,2054,18976,2131,1604,626,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,7142,1882,3153,947,736,324,2353,819,64,65,3989,1216,1721,605,1795,706,473,469,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,31466,5873,15447,2993,5668,1722,9412,1612,367,236,16019,3478,5654,1867,9787,1902,578,266,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,264719,12674,136944,7598,41118,3936,90416,4861,5410,1273,127775,6752,40042,3157,81292,4797,6441,1289,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5663,1465,2780,948,751,472,1818,656,211,194,2883,960,982,501,1847,700,54,72,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,585855,21114,295818,12158,78824,5052,202850,8820,14144,1833,290037,11532,78901,5450,191727,7790,19409,2156,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,211620,13501,106953,7559,27796,3612,69862,5196,9295,1432,104667,7312,26183,3280,64823,5100,13661,1632,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1763351,31551,876583,18429,247249,8214,582647,13681,46687,3668,886768,17455,232937,7563,577514,11129,76317,3656,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,300313,15723,159582,8911,54574,4516,102645,5889,2363,877,140731,8788,53259,4910,84525,5313,2947,881,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6119,1662,2987,1111,927,460,2060,914,0,151,3132,970,916,545,2038,620,178,181,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,98382,7123,54591,4293,17588,2593,35326,2882,1677,584,43791,3930,13860,1954,28128,2816,1803,605,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,108268,7114,58880,4078,19908,2388,36473,2436,2499,659,49388,3748,17030,2005,30297,2273,2061,618,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,106607,8516,57710,5656,15308,2511,40955,4142,1447,541,48897,3963,15906,2420,31380,2833,1611,612,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,248488,13541,128018,7423,38573,3521,83505,5478,5940,1209,120470,7595,37066,3993,77887,4561,5517,1117,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,65257,6793,32618,4104,9200,2197,22112,2666,1306,556,32639,3495,10540,1801,19842,2297,2257,614,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,68788,6965,39036,4429,11831,2230,25880,3209,1325,701,29752,3441,10703,1796,18570,2383,479,426,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10213,2321,4974,1315,1667,998,3266,847,41,72,5239,1427,1525,660,3645,1114,69,116,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,90293,7353,46964,4177,17065,2658,29423,3000,476,240,43329,3995,17950,2557,24673,2642,706,309,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1489855,35287,772955,19352,218831,9974,512384,13671,41740,3392,716900,20417,215720,10871,451845,12749,49335,3120,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,135580,9562,70554,5108,24826,2937,43774,3676,1954,611,65026,5291,22880,3245,39328,3230,2818,735,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2129,1066,967,437,270,248,681,341,16,26,1162,705,302,259,853,510,7,11,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,203193,14178,109740,8056,33756,3712,73227,6112,2757,818,93453,7576,28233,3350,61909,4981,3311,797,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,289942,11884,152498,7271,50924,3811,96418,4833,5156,1126,137444,7264,50680,3941,81674,4615,5090,1185,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3870,1197,2904,1027,360,254,2409,989,135,152,966,408,385,243,534,323,47,84,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,102235,8210,54328,4573,18450,2588,34549,2764,1329,431,47907,4369,16599,2278,29767,2905,1541,635,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,10612,3081,4561,1198,1023,510,3109,923,429,232,6051,2405,2236,1947,3595,1865,220,208,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,592114,14496,294014,8538,64668,4413,190413,6353,38933,2781,298100,8909,59839,3740,191260,6876,47001,3082,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
