GEO_ID,C24010_001E,C24010_001M,C24010_002E,C24010_002M,C24010_003E,C24010_003M,C24010_004E,C24010_004M,C24010_005E,C24010_005M,C24010_006E,C24010_006M,C24010_007E,C24010_007M,C24010_008E,C24010_008M,C24010_009E,C24010_009M,C24010_010E,C24010_010M,C24010_011E,C24010_011M,C24010_012E,C24010_012M,C24010_013E,C24010_013M,C24010_014E,C24010_014M,C24010_015E,C24010_015M,C24010_016E,C24010_016M,C24010_017E,C24010_017M,C24010_018E,C24010_018M,C24010_019E,C24010_019M,C24010_020E,C24010_020M,C24010_021E,C24010_021M,C24010_022E,C24010_022M,C24010_023E,C24010_023M,C24010_024E,C24010_024M,C24010_025E,C24010_025M,C24010_026E,C24010_026M,C24010_027E,C24010_027M,C24010_028E,C24010_028M,C24010_029E,C24010_029M,C24010_030E,C24010_030M,C24010_031E,C24010_031M,C24010_032E,C24010_032M,C24010_033E,C24010_033M,C24010_034E,C24010_034M,C24010_035E,C24010_035M,C24010_036E,C24010_036M,C24010_037E,C24010_037M,C24010_038E,C24010_038M,C24010_039E,C24010_039M,C24010_040E,C24010_040M,C24010_041E,C24010_041M,C24010_042E,C24010_042M,C24010_043E,C24010_043M,C24010_044E,C24010_044M,C24010_045E,C24010_045M,C24010_046E,C24010_046M,C24010_047E,C24010_047M,C24010_048E,C24010_048M,C24010_049E,C24010_049M,C24010_050E,C24010_050M,C24010_051E,C24010_051M,C24010_052E,C24010_052M,C24010_053E,C24010_053M,C24010_054E,C24010_054M,C24010_055E,C24010_055M,C24010_056E,C24010_056M,C24010_057E,C24010_057M,C24010_058E,C24010_058M,C24010_059E,C24010_059M,C24010_060E,C24010_060M,C24010_061E,C24010_061M,C24010_062E,C24010_062M,C24010_063E,C24010_063M,C24010_064E,C24010_064M,C24010_065E,C24010_065M,C24010_066E,C24010_066M,C24010_067E,C24010_067M,C24010_068E,C24010_068M,C24010_069E,C24010_069M,C24010_070E,C24010_070M,C24010_071E,C24010_071M,C24010_072E,C24010_072M,C24010_073E,C24010_073M,NAME,C24010_001MA,C24010_001EA,C24010_002MA,C24010_002EA,C24010_003EA,C24010_003MA,C24010_004MA,C24010_004EA,C24010_005MA,C24010_005EA,C24010_006MA,C24010_006EA,C24010_007MA,C24010_007EA,C24010_008EA,C24010_008MA,C24010_009EA,C24010_009MA,C24010_010MA,C24010_010EA,C24010_011MA,C24010_011EA,C24010_012MA,C24010_012EA,C24010_013MA,C24010_013EA,C24010_014EA,C24010_014MA,C24010_015MA,C24010_015EA,C24010_016MA,C24010_016EA,C24010_017MA,C24010_017EA,C24010_018MA,C24010_018EA,C24010_019EA,C24010_019MA,C24010_020MA,C24010_020EA,C24010_021MA,C24010_021EA,C24010_022MA,C24010_022EA,C24010_023MA,C24010_023EA,C24010_024MA,C24010_024EA,C24010_025MA,C24010_025EA,C24010_026MA,C24010_026EA,C24010_027MA,C24010_027EA,C24010_028MA,C24010_028EA,C24010_029MA,C24010_029EA,C24010_030MA,C24010_030EA,C24010_031MA,C24010_031EA,C24010_032MA,C24010_032EA,C24010_033MA,C24010_033EA,C24010_034MA,C24010_034EA,C24010_035MA,C24010_035EA,C24010_036MA,C24010_036EA,C24010_037MA,C24010_037EA,C24010_038MA,C24010_038EA,C24010_039MA,C24010_039EA,C24010_040MA,C24010_040EA,C24010_041MA,C24010_041EA,C24010_042MA,C24010_042EA,C24010_043MA,C24010_043EA,C24010_044MA,C24010_044EA,C24010_045EA,C24010_045MA,C24010_046MA,C24010_046EA,C24010_047EA,C24010_047MA,C24010_048EA,C24010_048MA,C24010_049EA,C24010_049MA,C24010_050MA,C24010_050EA,C24010_051MA,C24010_051EA,C24010_052EA,C24010_052MA,C24010_053EA,C24010_053MA,C24010_054MA,C24010_054EA,C24010_055MA,C24010_055EA,C24010_056MA,C24010_056EA,C24010_057MA,C24010_057EA,C24010_058EA,C24010_058MA,C24010_059MA,C24010_059EA,C24010_060MA,C24010_060EA,C24010_061MA,C24010_061EA,C24010_062MA,C24010_062EA,C24010_063EA,C24010_063MA,C24010_064EA,C24010_064MA,C24010_065MA,C24010_065EA,C24010_066MA,C24010_066EA,C24010_067MA,C24010_067EA,C24010_068MA,C24010_068EA,C24010_069EA,C24010_069MA,C24010_070MA,C24010_070EA,C24010_071MA,C24010_071EA,C24010_072MA,C24010_072EA,C24010_073MA,C24010_073EA,state
0400000US01,2040118,14488,1067761,8968,312922,9108,141967,5856,108519,5208,33448,2903,71006,4259,28792,2777,35503,2915,6711,1239,67671,4827,14083,1901,9822,1478,30162,3037,13604,2246,32278,3347,22599,2816,9679,1697,137939,6243,4240,1148,33286,3305,17665,2656,15621,2458,41506,3870,44741,4397,14166,2331,165189,6099,93605,5105,71584,4842,189580,6851,8750,1467,101123,5679,79707,4847,262131,7920,132626,6496,74976,4532,54529,4212,972357,11476,379688,9718,113452,6056,68485,5646,44967,2971,22612,2196,12336,1647,6224,1401,4052,874,135320,6003,22146,2717,10788,1981,88455,4664,13931,2185,108304,4505,70656,4099,37648,3048,193785,7759,39007,3622,9205,1690,5695,1267,3510,1066,64505,4080,29988,3185,51080,3671,318075,7751,117988,5804,200087,7187,8559,1543,2085,874,3946,979,2528,785,72250,4214,51843,3680,11736,1975,8671,1538,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,354766,5022,193392,3898,62505,3336,26648,2322,21003,2097,5645,1122,14828,1939,4922,1083,6844,1245,3062,887,15317,2136,3062,830,2134,827,7176,1536,2945,969,5712,1094,4007,985,1705,713,29072,3080,882,491,6752,1230,3943,1010,2809,719,10605,1844,6865,1148,3968,1293,29080,3448,14325,2266,14755,2375,40880,3347,3342,543,20711,2020,16827,2275,31855,2899,10289,1667,13689,1665,7877,1256,161374,3081,66786,3501,21794,2005,14105,1473,7689,1288,5127,1017,739,357,1579,606,2809,766,25832,2448,4562,961,1624,536,16056,1774,3590,1185,14033,1802,9462,1353,4571,1251,33858,2875,5530,1046,1455,561,746,386,709,339,10471,1696,6402,1432,10000,1292,51251,3501,15697,1768,35554,2715,2009,612,571,305,1127,480,311,339,7470,1229,4522,1034,1710,573,1238,527,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2937510,17885,1564955,11197,494108,9296,227471,6892,160565,6517,66906,4145,118442,4720,60999,4150,47196,3151,10247,1613,103280,4949,19788,2234,12304,1763,43866,2937,27322,2839,44915,3675,30365,2705,14550,2318,278976,9215,12131,1954,62698,4330,33226,3460,29472,2717,91766,6173,80824,5390,31557,3285,301808,7961,167498,5392,134310,5859,253919,9615,13601,2267,142168,7818,98150,6230,236144,7481,99527,5872,83898,4974,52719,3567,1372555,13369,522175,11317,192886,8228,116099,6313,76787,4585,33474,2268,19234,1976,6549,1064,7691,1382,175612,6657,31487,3165,14904,2181,106885,5257,22336,2260,120203,5746,78608,4640,41595,3722,303633,9103,48200,3996,14792,1795,8888,1535,5904,1195,104032,5313,54303,3885,82306,5708,468479,10636,167004,6637,301475,9736,13831,1642,4618,1064,5082,1203,4131,1214,64437,4217,34553,3148,16866,2073,13018,1792,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1271063,11142,670323,7872,176547,6760,86364,5069,68499,4358,17865,2192,33478,3183,17478,2278,10611,1741,5389,1274,38117,3302,7737,1711,4961,1168,17198,2079,8221,1590,18588,2580,12925,1728,5663,1596,86678,5012,4427,1386,19136,2354,8184,1315,10952,1976,27666,2960,28111,2970,7338,1190,113754,5950,67485,4795,46269,3557,133242,5432,16230,2088,66849,4597,50163,4214,160102,6668,81894,5197,46128,3938,32080,3418,600740,8664,231960,6432,69034,3891,45632,3471,23402,2431,11895,1697,5913,1262,2150,702,3832,1068,87850,4457,13330,2153,5403,1488,62716,3736,6401,1285,63181,3654,36729,3028,26452,2085,125600,5529,30667,2922,5373,1209,2442,790,2931,876,40208,3246,19567,2356,29785,2555,187336,5764,65038,4325,122298,4896,6082,1358,2402,739,1589,724,2091,830,49762,3878,35113,2697,6721,1440,7928,1603,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18045450,43228,9771350,27803,3451366,23852,1521682,17091,1117586,15944,404096,9933,873296,14457,464106,10371,315113,9350,94077,4720,795339,14094,94127,5628,104348,4781,297743,7791,299121,9606,261049,7522,175096,6518,85953,4887,1528722,23605,67102,4140,289892,9433,175333,8094,114559,5035,533762,13947,445817,12777,192149,8189,1671647,23160,976118,18605,695529,12631,1564288,19620,225279,9231,857955,15565,481054,11677,1555327,16710,642482,13467,525901,12529,386944,9982,8274100,32220,3360707,28615,1270884,17485,766434,14753,504450,11736,296520,8410,142324,5991,64033,3709,90163,4497,1189784,14299,191674,7060,107480,4800,672323,12103,218307,7195,603519,12507,418962,10572,184557,6479,1848806,20133,284444,9129,70140,5269,43182,4064,26958,2618,505527,12448,320952,9423,667743,11760,2468528,25250,938746,15108,1529782,21389,123033,6532,87784,5077,18735,2345,16514,2280,473026,10736,286675,8069,72773,4504,113578,5182,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2765115,18056,1485661,11511,568820,9968,277171,7795,206896,6747,70275,3989,154001,4972,85706,3911,53809,3704,14486,1779,102582,4764,17892,2219,14863,1585,40268,3099,29559,2468,35066,2822,25241,2237,9825,1720,207271,7920,8001,1518,45784,3142,25440,2318,20344,2261,81248,5659,52477,4152,19761,1975,264655,7349,165500,5842,99155,5840,249810,8870,12304,1774,163150,7432,74356,4092,195105,6003,76690,4191,79318,4477,39097,3623,1279454,12105,569645,9387,213726,5757,129087,4892,84639,3958,50257,2979,25290,2329,11071,1443,13896,1539,192979,5744,30075,2572,18726,2184,113721,4308,30457,2608,112683,4667,80051,4208,32632,2952,258317,8147,48064,3888,11602,1587,5860,1265,5742,1029,80993,5064,44102,3240,73556,4529,391019,11022,145860,6258,245159,8857,9282,1638,3551,1034,3785,1021,1946,744,51191,3490,27958,2295,13350,1840,9883,1879,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1807098,10291,925935,8096,358804,7842,169466,5667,118750,5414,50716,3592,79069,4426,38909,3124,31903,2603,8257,1155,80918,4317,10619,1880,11909,1337,37611,3020,20779,2005,29351,2643,21392,2080,7959,1566,135958,6516,5225,1251,30715,2772,18256,2151,12459,1725,39509,3836,45309,3561,15200,2368,171630,6925,102148,5280,69482,4194,132147,6967,2291,1011,84385,5984,45471,3436,127396,6050,61907,3817,43628,3781,21861,2479,881163,8145,407838,8074,134975,4829,80485,3989,54490,3627,30048,2553,14608,1751,6523,1177,8917,1339,156418,6570,27050,2295,12686,1754,97578,5324,19104,2472,86397,4289,59560,3293,26837,2743,172055,6675,40835,3197,6175,1170,4101,989,2074,638,43769,3401,26711,3122,54565,4088,254266,6939,91288,5057,162978,5187,5256,1299,1143,766,1942,641,2171,878,41748,3399,26595,2883,9183,1444,5970,1476,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,447516,5855,225225,3979,78812,3748,37159,2813,30330,2623,6829,1116,19530,2170,11367,1623,4642,1134,3521,797,15107,1910,3148,865,2483,792,7034,1307,2442,839,7016,1161,5104,1046,1912,630,39772,3179,2141,817,10052,1823,5592,1390,4460,1223,13109,2045,10509,1617,3961,1168,37675,3175,20928,2625,16747,2131,37066,3357,2457,941,21215,2559,13394,1863,31900,2759,12331,2011,11017,1463,8552,1978,222291,4583,99976,3792,35995,2516,22916,2362,13079,1611,8345,1297,4001,874,1506,633,2838,798,33126,2615,5917,1377,2857,801,20806,2228,3546,1027,22510,2470,15810,2085,6700,1241,44959,3021,9879,1460,1438,425,617,283,821,379,15016,1975,8299,1513,10327,1624,66808,3269,23867,2302,42941,2538,1654,772,560,460,541,304,553,570,8894,1570,5185,1218,1477,540,2232,650,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,361179,4836,175876,3095,107194,3756,44725,3128,29582,2574,15143,1863,23000,2228,13861,1846,2938,787,6201,1020,34913,2476,2977,764,15330,2052,6296,1170,10310,1378,4556,1019,3836,984,720,406,27009,2473,1474,608,5124,1181,3195,997,1929,602,9880,1801,7268,1351,3263,1025,25377,2632,10580,1640,14797,2176,7410,1956,0,200,5636,1738,1774,957,8886,1471,2340,1037,4447,972,2099,826,185303,3916,116068,3871,47082,3094,29847,2489,17235,2173,16642,1803,9106,1588,974,351,6562,1194,46350,3229,6185,1162,12735,1797,16661,1880,10769,1449,5994,1087,3668,795,2326,830,29536,2632,3988,773,5313,1220,4463,1101,850,417,6513,1364,6778,1457,6944,1537,36019,3029,12717,1800,23302,2319,123,166,0,200,123,166,0,200,3557,897,530,347,2212,737,815,465,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8990221,32668,4663492,20803,1453946,19098,733337,13059,554695,12187,178642,7640,264881,9738,141424,6680,99940,5986,23517,2529,304264,10805,40028,3311,51397,3746,121768,6614,91071,5685,151464,7211,103745,5450,47719,4230,836855,19076,30391,3595,172372,7596,105947,6034,66425,4889,292403,10003,254005,9879,87684,6589,938369,16603,564547,13514,373822,11844,784345,20223,42922,4845,451288,14864,290135,9740,649977,14053,215670,9007,285812,10735,148495,6957,4326729,22205,1643726,19345,589756,12051,368740,9170,221016,8062,96380,6313,53572,4505,15085,2127,27723,3537,568847,13268,87343,5348,67007,4403,336107,10559,78390,4779,388743,11096,253137,9432,135606,6613,974351,14067,197662,9348,56010,4587,35760,3797,20250,2499,317403,10503,192966,8160,210310,8688,1485396,20735,581377,15893,904019,17524,40374,3398,16628,2346,14402,2237,9344,1807,182882,8251,94018,5937,51179,4193,37685,3760,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
