GEO_ID,C14005_001E,C14005_001M,C14005_002E,C14005_002M,C14005_003E,C14005_003M,C14005_004E,C14005_004M,C14005_005E,C14005_005M,C14005_006E,C14005_006M,C14005_007E,C14005_007M,C14005_008E,C14005_008M,C14005_009E,C14005_009M,C14005_010E,C14005_010M,C14005_011E,C14005_011M,C14005_012E,C14005_012M,C14005_013E,C14005_013M,C14005_014E,C14005_014M,C14005_015E,C14005_015M,C14005_016E,C14005_016M,C14005_017E,C14005_017M,C14005_018E,C14005_018M,C14005_019E,C14005_019M,NAME,C14005_001MA,C14005_001EA,C14005_002MA,C14005_002EA,C14005_003EA,C14005_003MA,C14005_004MA,C14005_004EA,C14005_005EA,C14005_005MA,C14005_006MA,C14005_006EA,C14005_007MA,C14005_007EA,C14005_008MA,C14005_008EA,C14005_009EA,C14005_009MA,C14005_010MA,C14005_010EA,C14005_011MA,C14005_011EA,C14005_012MA,C14005_012EA,C14005_013MA,C14005_013EA,C14005_014EA,C14005_014MA,C14005_015MA,C14005_015EA,C14005_016EA,C14005_016MA,C14005_017MA,C14005_017EA,C14005_018MA,C14005_018EA,C14005_019EA,C14005_019MA,state
0400000US13,586136,8616,301296,6358,244160,7160,57136,4002,41598,3642,28443,2930,13155,2587,15538,2002,6520,1397,9018,1601,284840,6590,238774,6739,46066,3657,32759,2966,22067,2488,10692,1882,13307,2336,5723,1455,7584,1863,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,62485,1787,31949,1526,23791,1569,8158,1052,7186,999,5988,993,1198,428,972,430,518,332,454,272,30536,1154,26019,1553,4517,1073,3497,918,2561,730,936,399,1020,529,724,466,296,219,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,93767,3045,46592,2527,37316,2739,9276,1508,5664,1473,4655,1477,1009,425,3612,1285,2028,1057,1584,674,47175,2306,40297,2404,6878,1181,4944,998,4243,919,701,367,1934,654,1125,527,809,409,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,684259,7113,346144,5114,296351,5730,49793,3536,36009,3287,29366,3067,6643,1341,13784,1922,6869,1363,6915,1231,338115,5079,299608,5589,38507,2875,28966,2325,21073,2307,7893,1304,9541,1661,5163,1281,4378,930,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,367004,5726,184358,4039,153598,4094,30760,2571,21177,2142,17208,1966,3969,813,9583,1603,5643,1251,3940,1019,182646,4464,159513,4607,23133,2475,14937,1856,11438,1718,3499,855,8196,1573,5224,1376,2972,764,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,177447,4730,93864,3671,80692,3354,13172,1434,8974,1082,7675,1049,1299,388,4198,974,2485,794,1713,663,83583,2978,74135,3078,9448,1483,7618,1494,6553,1418,1065,394,1830,538,1022,457,808,324,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,165793,4597,85036,3196,71047,2941,13989,1945,10492,1596,8156,1534,2336,876,3497,1012,2527,899,970,453,80757,3197,70857,2787,9900,1611,7761,1466,5551,1031,2210,1268,2139,671,984,419,1155,564,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,239536,4371,121295,3000,99963,2812,21332,2177,15613,1738,13284,1724,2329,834,5719,1269,2304,703,3415,1022,118241,3384,100286,3277,17955,2456,13440,2058,9503,1982,3937,1077,4515,1129,1497,596,3018,1014,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,247584,6236,129440,4320,102649,4167,26791,3220,18425,2601,10978,1978,7447,1644,8366,2271,4087,1762,4279,1188,118144,4676,99444,4307,18700,2216,13097,2273,7856,1497,5241,1496,5603,1151,2262,756,3341,975,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,63670,1947,32422,1412,27079,1453,5343,1060,4190,969,3611,889,579,376,1153,496,800,495,353,218,31248,1547,27679,1737,3569,905,2727,881,2233,792,494,360,842,454,140,152,702,410,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,311675,5401,155580,3319,132137,3566,23443,2132,17054,1906,12768,1762,4286,977,6389,1271,2229,809,4160,1043,156095,4128,137153,3828,18942,1951,13728,1837,9687,1522,4041,1212,5214,1111,2244,752,2970,945,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,377380,4256,191481,3223,170247,3846,21234,1890,16181,1758,13285,1713,2896,902,5053,1195,2267,718,2786,868,185899,2735,170259,3367,15640,1863,12191,1779,10934,1936,1257,564,3449,992,1053,527,2396,872,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,541587,5670,275720,3658,232933,4527,42787,2882,27944,2322,21025,1927,6919,1234,14843,1594,7963,1364,6880,1312,265867,4375,230684,4468,35183,2729,26089,2333,19035,1948,7054,1187,9094,1376,5340,1149,3754,852,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,285247,4063,146174,2983,128842,3139,17332,1488,12275,1367,10680,1265,1595,495,5057,964,3128,851,1929,502,139073,2507,125149,2713,13924,1567,10674,1493,8352,1273,2322,716,3250,822,1737,618,1513,515,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,179020,5390,91034,4354,76583,4175,14451,2100,9144,1730,6326,1390,2818,1102,5307,1165,2859,936,2448,668,87986,4000,75413,4000,12573,2202,8409,1693,4266,1211,4143,1061,4164,1289,1603,765,2561,916,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,330449,5626,171238,4215,142543,3834,28695,2174,20028,2074,16190,2011,3838,1062,8667,1239,3807,975,4860,1094,159211,3746,138484,4254,20727,2114,14338,2069,9942,1743,4396,922,6389,1293,2620,705,3769,973,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,52229,2245,28704,1751,23977,1794,4727,1096,3522,930,2971,901,551,278,1205,495,455,254,750,441,23525,1667,18365,1534,5160,961,3492,874,2732,773,760,434,1668,516,946,438,722,340,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,104725,3136,52352,2273,45394,2221,6958,1157,5225,978,4406,988,819,407,1733,641,795,402,938,463,52373,2355,47012,2367,5361,878,4295,860,3142,870,1153,433,1066,389,302,202,764,357,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,135475,2520,71400,1938,57332,2490,14068,1728,9174,1329,6915,1288,2259,760,4894,1240,3029,877,1865,804,64075,2095,52602,2525,11473,1486,8287,1377,5502,1068,2785,938,3186,776,1469,541,1717,641,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,76236,2691,37648,1845,33186,1945,4462,1004,3966,924,3000,805,966,584,496,242,441,234,55,68,38588,1871,34809,1814,3779,947,2965,897,2656,883,309,233,814,396,191,180,623,400,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,456833,5382,234085,4090,207080,4358,27005,2773,20267,2319,12636,1909,7631,1787,6738,1311,2669,862,4069,1019,222748,3798,200050,4061,22698,2507,18060,2389,12003,1928,6057,1437,4638,1211,1909,877,2729,695,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,114250,3557,59612,3108,47393,3401,12219,1789,7677,1442,6119,1350,1558,681,4542,1112,2692,1086,1850,719,54638,2502,44870,2655,9768,1744,5709,1128,4141,1235,1568,500,4059,1223,1626,759,2433,873,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1009692,7180,512743,4711,445289,6650,67454,4612,46121,3829,30079,2717,16042,2627,21333,2684,7510,1203,13823,2090,496949,5467,446495,5804,50454,2912,36128,2641,23350,2123,12778,1789,14326,1932,6211,1317,8115,1475,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,542801,7943,278433,5972,228898,5899,49535,3659,35630,2850,27760,2399,7870,1580,13905,1913,7201,1507,6704,1285,264368,5933,226661,6017,37707,3428,27074,3140,18485,2668,8589,1806,10633,1828,4389,1049,6244,1690,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,41027,1979,21754,1642,18444,1567,3310,762,2435,698,2065,669,370,266,875,427,560,395,315,171,19273,1437,15966,1138,3307,902,1892,661,1589,594,303,174,1415,644,687,500,728,402,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,623526,5089,321176,4046,273918,4348,47258,3279,32937,2507,26578,2444,6359,1243,14321,1795,8473,1324,5848,1186,302350,4091,264514,4214,37836,2823,27671,2301,22111,2037,5560,1151,10165,1837,6230,1492,3935,940,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,214916,4282,110239,2788,90012,2702,20227,1980,13529,1660,10558,1427,2971,654,6698,1117,2873,639,3825,940,104677,2810,89099,2807,15578,1531,10828,1303,7129,1004,3699,855,4750,1052,1925,641,2825,755,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,199136,4288,102388,3170,84613,3245,17775,2185,12630,1823,9453,1437,3177,970,5145,1068,2665,847,2480,703,96748,3367,84682,3385,12066,1812,8798,1527,7343,1356,1455,646,3268,1092,1842,956,1426,567,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,683151,6172,342814,4322,293117,5191,49697,2936,34315,2588,25581,1966,8734,1549,15382,1692,9579,1308,5803,1018,340337,3953,302577,4446,37760,2882,25611,2299,20713,2020,4898,1118,12149,1637,6058,1243,6091,1083,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,61115,1950,31167,1406,27535,1449,3632,801,2430,681,1531,586,899,455,1202,564,406,219,796,504,29948,1406,26756,1696,3192,1055,1896,726,1582,654,314,246,1296,721,326,302,970,562,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,266013,6076,139943,4357,112689,4489,27254,2815,20462,2360,15968,1892,4494,1173,6792,1628,3989,1223,2803,789,126070,4485,109927,4606,16143,2653,13000,2481,9601,2048,3399,1008,3143,963,1623,815,1520,658,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,48588,2436,25536,2025,21651,1784,3885,760,2643,690,2402,657,241,147,1242,451,594,275,648,386,23052,1419,19595,1200,3457,722,2065,521,1188,429,877,381,1392,572,564,381,828,406,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,346954,6304,176647,4767,147849,4762,28798,2551,23851,2439,17885,2250,5966,1419,4947,1152,2705,886,2242,680,170307,4590,146875,4565,23432,2788,19120,2677,13235,2216,5885,1485,4312,1091,1601,649,2711,846,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1565340,12911,800803,9883,654468,9959,146335,6699,104099,5439,77775,4938,26324,3249,42236,3907,23262,2952,18974,2381,764537,8415,655745,8985,108792,5432,79607,4297,53665,3733,25942,3211,29185,3040,10863,2182,18322,2772,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,187110,4128,95280,2998,75593,3355,19687,2234,15661,1909,13568,1861,2093,592,4026,1329,2833,947,1193,772,91830,2940,76219,2792,15611,1775,12836,1646,10138,1662,2698,761,2775,961,1462,679,1313,642,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,36931,1473,18780,1179,16164,1151,2616,782,1946,748,1286,621,660,407,670,311,434,252,236,180,18151,912,16548,998,1603,637,1343,531,1198,542,145,133,260,222,130,167,130,153,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,444226,7890,229231,5709,194337,5244,34894,2992,28060,2752,21452,2587,6608,1670,6834,1533,2766,970,4068,1026,214995,5849,190351,5152,24644,2699,17899,2136,12863,1985,5036,1255,6745,1605,3454,1091,3291,1105,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,363769,5647,187628,4014,157310,3992,30318,2291,20610,2055,15220,1715,5390,1286,9708,1858,5048,1377,4660,1189,176141,3976,150137,3782,26004,2514,19899,2317,15249,1948,4650,1284,6105,1404,2724,865,3381,1033,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,91170,3297,47846,2392,37878,1980,9968,1537,8769,1478,6373,1455,2396,667,1199,528,787,420,412,339,43324,2414,36226,2296,7098,1346,5164,1244,3318,1026,1846,666,1934,680,664,334,1270,514,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,302093,3865,155516,2818,132739,2778,22777,1892,16852,1526,13675,1428,3177,810,5925,1091,3657,817,2268,677,146577,3071,130828,2999,15749,1815,11287,1411,9450,1295,1837,589,4462,1042,2292,960,2170,668,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,32667,2207,15650,1572,13068,1470,2582,886,1681,794,981,494,700,556,901,509,632,466,269,196,17017,1834,12899,1496,4118,1267,2375,881,1593,696,782,501,1743,913,1299,856,444,243,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,197435,4345,99773,3573,84080,3644,15693,2209,11909,2173,6084,1531,5825,1379,3784,1005,995,495,2789,933,97662,3974,88273,3839,9389,1594,7778,1436,3622,969,4156,1010,1611,554,338,290,1273,521,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
