GEO_ID,C17006_001E,C17006_001M,C17006_002E,C17006_002M,C17006_003E,C17006_003M,C17006_004E,C17006_004M,C17006_005E,C17006_005M,C17006_006E,C17006_006M,C17006_007E,C17006_007M,NAME,C17006_001MA,C17006_001EA,C17006_002MA,C17006_002EA,C17006_003MA,C17006_003EA,C17006_004MA,C17006_004EA,C17006_005EA,C17006_005MA,C17006_006EA,C17006_006MA,C17006_007MA,C17006_007EA,state
0400000US01,1089598,4156,288007,11092,75218,6449,212789,9285,801591,11026,595291,10390,206300,10239,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,181986,1388,26659,3281,8998,1951,17661,2729,155327,3339,113599,4271,41728,3613,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1588392,3982,387037,15808,140699,11295,246338,13995,1201355,15261,865313,16668,336042,12702,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,684678,3438,183332,9527,66172,6133,117160,8923,501346,9462,379559,8666,121787,8058,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8940843,8736,1862540,30834,760968,21544,1101572,25148,7078303,31335,5360759,37013,1717544,30556,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233967,3931,177098,10460,67835,7118,109263,8390,1056869,10865,836874,10677,219995,9504,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,748440,2571,106128,7880,22771,3554,83357,6900,642312,8534,491207,10120,151105,8976,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,200591,1135,38298,5421,8826,2778,29472,4905,162293,5479,115358,5601,46935,5249,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,115495,612,29166,3956,2517,1996,26649,3820,86329,3959,52509,3763,33820,3892,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4015809,7425,914206,22745,280270,13007,633936,21959,3101603,22974,2171922,25548,929681,23633,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2458722,5084,595328,18758,179077,13942,416251,16170,1863394,18218,1366090,18403,497304,17797,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,303995,1560,41420,4945,14363,3598,27057,4215,262575,5005,204533,5537,58042,4330,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,421989,2735,73263,6212,28734,4564,44529,5459,348726,7039,289327,7961,59399,5334,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2906407,4876,548174,19138,169221,10605,378953,17658,2358233,19572,1792393,19129,565840,18750,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1537915,4908,315007,14026,89428,7793,225579,12838,1222908,14954,933823,14757,289085,11177,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,711705,3467,102474,6725,29640,3970,72834,5662,609231,6964,476712,8822,132519,6795,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,707262,3075,118954,7910,40750,5086,78204,7173,588308,8098,460567,9215,127741,7885,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,982904,4302,251102,11171,90638,8589,160464,10420,731802,10068,556114,11196,175688,8860,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1097787,3418,308911,12556,64364,8189,244547,11545,788876,12941,560578,14249,228298,11155,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,246590,1757,41042,4659,10796,2789,30246,3696,205548,4662,151165,4810,54383,4040,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1319527,4522,169123,11431,36884,5193,132239,10298,1150404,11768,838922,14467,311482,11923,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1361375,3696,197236,9757,41928,5901,155308,9260,1164139,10184,889943,14444,274196,12216,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2152822,4415,473805,13949,141427,9139,332378,11477,1679017,14301,1280577,15472,398440,13221,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1256332,3716,159073,8747,50411,5316,108662,7485,1097259,8643,858030,10145,239229,8633,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,715250,3003,222507,10499,49631,6587,172876,8569,492743,10612,336606,9464,156137,8595,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1356260,4708,269546,12966,80620,7458,188926,10649,1086714,12307,822457,14940,264257,11581,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,219366,1801,41479,5318,16161,4217,25318,3556,177887,5227,144360,5465,33527,3294,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,459703,2195,74836,5586,25373,3703,49463,4459,384867,5814,305724,5276,79143,5173,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,654631,2790,134350,9682,42427,5286,91923,8636,520281,9953,360991,10938,159290,9603,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,256622,2003,26146,3117,5869,1698,20277,3228,230476,3633,178385,5292,52091,4311,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
