GEO_ID,B08103_001E,B08103_001M,B08103_002E,B08103_002M,B08103_003E,B08103_003M,B08103_004E,B08103_004M,B08103_005E,B08103_005M,B08103_006E,B08103_006M,B08103_007E,B08103_007M,NAME,B08103_001MA,B08103_001EA,B08103_002MA,B08103_002EA,B08103_003EA,B08103_003MA,B08103_004MA,B08103_004EA,B08103_005MA,B08103_005EA,B08103_006MA,B08103_006EA,B08103_007MA,B08103_007EA,state
0400000US40,40.9,0.2,41.3,0.3,37.0,0.8,36.7,2.6,33.3,1.6,39.4,2.7,46.2,1.4,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,41.4,0.3,42.7,0.3,37.7,0.6,35.0,1.0,33.3,2.0,35.4,1.3,47.5,1.0,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,43.8,0.2,44.8,0.2,39.6,0.6,37.8,1.0,32.1,0.9,36.7,1.0,47.2,0.8,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,42.9,0.5,44.2,0.5,38.9,2.3,34.1,3.9,27.8,2.4,35.6,6.0,48.8,2.4,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42.1,0.2,42.5,0.3,38.3,0.9,42.5,2.0,23.6,1.1,37.3,5.0,48.4,1.6,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,42.2,0.5,42.3,0.6,38.7,1.9,29.2,7.1,38.4,2.6,39.0,5.4,51.0,1.6,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,41.9,0.2,42.3,0.2,38.5,0.8,38.1,3.6,32.0,3.4,38.0,1.6,47.9,1.2,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.6,0.1,40.8,0.1,37.2,0.4,38.3,1.3,31.8,1.2,38.6,1.2,46.6,0.5,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,37.5,0.3,37.9,0.3,35.5,0.9,36.1,1.5,26.6,1.1,33.3,1.4,42.6,1.0,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,45.3,0.4,46.0,0.5,42.2,2.4,33.8,7.5,32.1,4.0,32.6,2.0,51.7,1.9,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42.1,0.2,42.7,0.2,39.3,0.6,38.9,0.9,29.0,1.6,39.2,1.7,47.9,0.8,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41.4,0.2,42.3,0.3,38.6,0.6,36.4,0.8,31.7,1.1,41.1,1.7,47.1,1.0,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43.2,0.3,43.5,0.4,39.0,2.3,45.5,4.2,37.3,2.2,41.7,5.4,48.2,2.1,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,42.5,0.2,43.0,0.3,39.0,0.7,33.0,1.8,29.6,1.2,37.8,1.6,48.2,0.8,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,41.2,0.5,41.4,0.8,40.6,1.9,35.8,10.1,36.5,3.1,38.0,4.2,52.0,3.0,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,41.1,0.3,40.9,0.3,41.2,1.1,42.6,1.7,44.1,2.6,36.9,3.5,47.0,4.7,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
