GEO_ID,B08103_001E,B08103_001M,B08103_002E,B08103_002M,B08103_003E,B08103_003M,B08103_004E,B08103_004M,B08103_005E,B08103_005M,B08103_006E,B08103_006M,B08103_007E,B08103_007M,NAME,B08103_001MA,B08103_001EA,B08103_002MA,B08103_002EA,B08103_003EA,B08103_003MA,B08103_004MA,B08103_004EA,B08103_005MA,B08103_005EA,B08103_006MA,B08103_006EA,B08103_007MA,B08103_007EA,state
0400000US01,41.9,0.4,42.3,0.3,38.4,0.7,41.4,5.1,34.4,4.2,43.0,3.7,45.2,1.3,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39.2,0.5,39.5,0.7,35.4,1.9,34.0,5.2,39.0,1.8,37.9,1.6,50.4,4.3,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40.9,0.2,41.3,0.3,37.1,0.7,36.2,1.9,29.0,1.9,39.1,1.6,48.7,0.7,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41.7,0.3,42.0,0.4,38.2,1.1,39.0,10.4,31.3,3.1,41.4,6.5,47.3,1.6,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,41.1,0.1,41.3,0.2,39.9,0.3,37.9,0.4,33.7,0.7,37.0,0.6,48.1,0.4,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40.7,0.2,41.1,0.3,37.8,0.6,35.6,1.4,30.1,1.6,35.6,1.1,47.0,0.8,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,44.5,0.2,45.2,0.2,38.4,2.0,40.6,1.7,30.8,2.4,42.3,3.2,49.2,1.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,43.0,0.5,43.3,0.6,37.7,3.0,38.0,7.1,31.5,5.0,44.4,17.4,51.5,1.5,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36.1,0.3,41.1,0.9,40.0,4.3,33.4,0.8,31.1,0.9,34.3,1.5,41.6,2.6,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,43.0,0.2,43.2,0.2,39.2,0.7,36.5,1.2,37.1,1.5,40.7,1.2,49.2,0.7,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,41.6,0.2,42.0,0.2,37.9,0.6,37.5,0.9,31.6,2.0,39.7,0.9,46.8,0.8,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,41.4,0.3,41.2,0.4,42.6,1.0,43.7,2.1,32.4,2.0,37.7,2.7,45.7,3.2,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,41.0,0.4,41.1,0.6,38.5,1.2,38.8,6.8,35.0,1.9,40.3,3.7,47.1,1.5,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,41.9,0.1,43.0,0.2,39.6,0.6,36.3,0.5,31.6,0.8,36.6,1.0,47.3,0.6,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,42.1,0.2,42.7,0.3,37.8,0.8,35.3,1.5,28.8,1.6,34.7,1.7,45.9,1.0,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,42.1,0.3,42.7,0.3,38.7,1.1,31.8,2.4,29.7,1.7,37.3,3.1,48.5,1.4,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41.7,0.3,42.2,0.3,37.1,0.8,32.5,6.7,31.8,2.6,36.5,2.7,46.9,1.5,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41.5,0.3,42.2,0.3,37.0,1.0,36.8,3.9,28.6,3.3,36.9,2.4,47.6,1.3,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,41.2,0.3,41.6,0.3,37.0,0.8,36.1,1.3,32.7,2.5,40.4,2.7,49.4,1.3,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,45.1,0.3,45.8,0.4,39.1,1.6,47.3,14.1,29.0,2.7,39.5,6.5,51.6,2.7,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,43.0,0.2,43.7,0.2,38.9,0.7,39.9,0.7,29.8,1.2,39.5,2.4,49.0,0.9,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,42.9,0.2,44.8,0.2,39.5,0.8,35.0,0.6,29.6,0.7,35.7,1.4,49.0,0.7,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,42.5,0.2,43.1,0.2,38.1,0.6,33.0,1.5,30.7,1.0,36.3,1.2,48.1,0.8,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,41.9,0.2,42.6,0.3,37.6,0.7,36.2,1.0,33.8,1.6,36.8,3.0,46.8,0.8,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,41.8,0.3,42.3,0.3,38.3,1.0,46.6,2.3,33.0,2.7,40.2,1.8,46.3,3.3,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,41.8,0.2,42.2,0.2,39.2,0.8,36.4,1.8,32.1,1.9,39.0,1.9,45.6,1.1,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,43.1,0.5,43.7,0.5,37.9,1.8,39.7,8.5,39.2,3.0,39.2,3.2,48.7,2.0,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,41.6,0.3,42.2,0.3,36.8,1.0,32.2,6.8,38.9,4.1,39.0,4.7,47.3,2.0,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41.3,0.3,41.5,0.3,38.6,0.7,37.0,2.1,40.4,4.4,38.5,2.8,47.1,1.7,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,45.0,0.3,45.2,0.4,39.1,2.0,37.7,6.9,29.0,3.7,41.9,9.7,50.8,1.2,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,44.1,0.2,45.1,0.2,40.9,0.5,39.6,0.5,38.0,1.0,37.9,1.0,48.7,0.7,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,42.1,0.3,42.1,0.4,38.2,1.0,44.0,4.3,32.1,4.0,38.6,9.8,52.2,1.6,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,42.3,0.1,44.9,0.1,41.4,0.6,38.4,0.2,36.7,0.5,39.8,1.1,48.2,0.5,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,42.1,0.2,42.5,0.2,37.9,0.7,35.0,2.2,30.1,2.5,40.6,1.7,46.8,0.8,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,39.2,0.5,39.1,0.6,35.6,1.5,41.6,22.2,39.7,6.6,36.4,9.7,48.3,2.7,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,42.7,0.2,43.3,0.2,37.6,0.6,36.1,1.1,29.7,0.9,36.2,1.5,47.9,0.8,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
