GEO_ID,C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,NAME,C16005_001MA,C16005_001EA,C16005_002EA,C16005_002MA,C16005_003EA,C16005_003MA,C16005_004MA,C16005_004EA,C16005_005MA,C16005_005EA,C16005_006MA,C16005_006EA,C16005_007MA,C16005_007EA,C16005_008EA,C16005_008MA,C16005_009EA,C16005_009MA,C16005_010MA,C16005_010EA,C16005_011MA,C16005_011EA,C16005_012MA,C16005_012EA,C16005_013MA,C16005_013EA,C16005_014EA,C16005_014MA,C16005_015EA,C16005_015MA,C16005_016MA,C16005_016EA,C16005_017EA,C16005_017MA,C16005_018MA,C16005_018EA,C16005_019EA,C16005_019MA,C16005_020EA,C16005_020MA,C16005_021EA,C16005_021MA,C16005_022MA,C16005_022EA,C16005_023MA,C16005_023EA,C16005_024EA,C16005_024MA,C16005_025EA,C16005_025MA,C16005_026EA,C16005_026MA,C16005_027MA,C16005_027EA,C16005_028EA,C16005_028MA,C16005_029MA,C16005_029EA,state
0400000US13,9565500,4170,8550563,16157,8027886,20503,370207,12201,297874,11123,72333,5627,80917,7204,70857,6923,10060,1827,51108,4907,40891,4001,10217,2168,20445,3931,18430,3552,2015,1375,1014937,16240,199907,10283,399003,11168,123567,8162,275436,9554,179501,10714,115474,7323,64027,6681,166651,7244,69800,5422,96851,5113,69875,7502,45120,5985,24755,4730,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1339510,710,1087128,8806,948410,11195,22217,3390,17490,2859,4727,1515,8194,1559,6294,1285,1900,1045,106199,7208,81875,6790,24324,3179,2108,942,1736,757,372,398,252382,8810,41702,3392,9797,1686,4693,1336,5104,1389,9562,2053,5462,1348,4100,1394,189974,8039,64193,4300,125781,6763,1347,633,957,557,390,292,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1543083,1127,1449591,5649,1368154,8294,67310,4985,57873,4721,9437,1952,7920,1685,7280,1686,640,316,3337,1075,3131,1040,206,216,2870,759,2590,762,280,215,93492,5469,16841,2266,49926,4436,16114,2589,33812,3634,10225,2317,6386,1929,3839,1182,10701,1823,5398,1238,5303,1566,5799,1883,2757,1261,3042,1198,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12080329,2724,10263395,22351,9094908,23326,856054,14395,728824,13385,127230,6385,209253,8198,185495,8099,23758,2317,63344,4666,52981,4413,10363,1658,39836,5140,34974,4680,4862,1564,1816934,21922,205235,7582,777590,14464,246092,8711,531498,11225,454505,14702,239123,9885,215382,9861,293852,9833,156700,6892,137152,7221,85752,7915,50581,5187,35171,4680,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6200471,2345,5880949,8228,5625834,12791,153532,6768,124804,6234,28728,3612,76867,6388,57338,5196,19529,3048,16393,2601,13745,2649,2648,810,8323,2369,7364,2279,959,537,319522,8002,52750,3915,129179,5614,40362,3691,88817,5072,52884,4978,35272,3901,17612,2632,66428,4720,28221,2946,38207,3544,18281,3667,12027,2447,6254,1902,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2928815,2196,2781436,6169,2679730,8060,63634,3682,51032,3083,12602,1868,24604,3620,20127,2992,4477,1449,8667,1566,6854,1338,1813,709,4801,1538,3633,1428,1168,636,147379,5953,23854,2680,53573,3562,16153,2321,37420,3171,21206,3795,13068,2755,8138,1841,37665,2873,11793,2049,25872,2796,11081,2087,5447,1431,5634,1544,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2714575,2159,2510223,8047,2368394,8918,106678,5822,91163,5696,15515,1917,19207,2717,16979,2631,2228,716,12497,1571,9479,1499,3018,1005,3447,1206,2937,973,510,702,204352,7751,27093,2867,101013,5316,32999,3444,68014,3757,20701,2811,13968,1907,6733,1774,41650,3330,17636,2126,24014,2519,13895,2511,8657,2011,5238,1283,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4151726,2323,3996427,8023,3902134,9693,56010,4358,45953,4117,10057,1657,29165,3929,24342,3482,4823,1329,5750,1309,4779,1204,971,512,3368,936,3183,906,185,234,155299,7800,29800,3376,52973,3548,18199,2200,34774,3243,27786,3669,17117,2260,10669,2382,27952,3184,12465,2230,15487,2084,16788,4809,8013,2631,8775,3245,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4365879,3118,4181487,8236,3980844,11504,70536,5516,57630,4676,12906,2683,106768,5824,91528,4900,15240,2102,19074,3084,16040,2990,3034,896,4265,1510,3973,1487,292,221,184392,7788,28829,3010,83841,5387,31340,3410,52501,4714,22088,3231,15437,2716,6651,1423,41145,3261,14168,2070,26977,2675,8489,2449,4299,1188,4190,1796,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1265476,1097,1221061,4077,1170430,5977,8247,1349,7439,1318,808,361,37675,3053,32110,2944,5565,1053,2349,1060,1831,995,518,335,2360,661,2220,642,140,116,44415,3929,18046,2067,2458,846,1525,507,933,567,12618,2290,7291,1367,5327,1625,5743,1088,2371,958,3372,839,5550,3238,1882,766,3668,2745,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5639774,1385,4735489,14767,4418970,15524,171323,6644,146349,6487,24974,3192,77752,6105,69505,5696,8247,1631,44953,3479,40270,3387,4683,1030,22491,3837,20828,3776,1663,723,904285,14594,176246,9170,271973,6578,91163,5457,180810,6820,192626,9622,128141,8315,64485,5663,168482,6254,88304,5141,80178,4818,94958,8345,70696,6248,24262,3672,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6429039,1071,5341266,18105,4742523,21601,329206,7989,249751,8841,79455,6784,190209,9136,171136,8788,19073,2218,58720,4584,51284,4650,7436,1507,20608,3029,18942,2875,1666,684,1087773,18076,210846,8336,221029,7533,77496,4417,143533,7595,385538,13806,205012,8316,180526,10171,211656,6371,87126,5205,124530,6083,58704,6040,36061,3917,22643,3944,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9351921,1954,8705205,13806,8328596,16504,173298,7945,141811,7401,31487,2831,101788,5543,87646,5523,14142,1815,35514,3527,29699,3298,5815,1451,66009,5840,59828,5769,6181,1085,646716,14145,137355,5869,101115,6204,36232,2991,64883,5321,171241,8402,100787,6416,70454,5204,118268,5993,56195,4242,62073,4765,118737,8294,56152,4943,62585,5316,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5138667,2207,4687101,10763,4464942,14110,95909,5186,76417,4722,19492,2777,44348,3552,38908,3446,5440,910,53527,4524,42256,4236,11271,2155,28375,3486,23891,3435,4484,1228,451566,10412,85328,4819,97721,4538,31735,3571,65986,4100,60568,5724,40472,4311,20096,3014,121141,5502,46119,3524,75022,5176,86808,6753,42455,4325,44353,4911,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2803484,2535,2731456,5869,2677930,7567,36226,4179,23297,2872,12929,2693,7769,1542,5943,1221,1826,774,5726,1318,4776,1261,950,398,3805,981,2863,908,942,445,72028,5201,16139,2540,31321,3753,11658,2296,19663,2982,9593,2070,6168,1702,3425,1289,11789,1558,4149,1315,7640,1459,3186,1578,2432,1342,754,419,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5709302,2818,5468739,7844,5315340,10388,84275,5151,70773,4883,13502,2048,45707,4844,38831,3855,6876,1816,15171,1897,12072,1689,3099,828,8246,2448,6881,2167,1365,808,240563,8074,52139,4014,64747,3670,21759,2646,42988,3899,46429,4230,30138,3132,16291,2750,53881,3821,27566,2757,26315,2848,23367,4819,12867,3186,10500,2631,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,972529,1021,951220,1969,919948,4312,10517,2115,9180,2065,1337,621,10899,2143,9896,2057,1003,345,1711,691,1693,692,18,36,8145,1657,6196,1145,1949,914,21309,1974,11471,1340,3716,868,1193,485,2523,676,2206,686,1756,566,450,309,3182,1029,1440,690,1742,793,734,601,533,495,201,302,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1765526,1374,1638393,5283,1553847,6022,67197,3751,55509,3882,11688,1732,9751,1539,8752,1504,999,451,4688,1303,3923,1106,765,443,2910,1076,2359,887,551,401,127133,5194,16174,1745,63979,3562,17018,2679,46961,3536,14463,2496,9067,1638,5396,1911,22067,2155,7800,1595,14267,2085,10450,2524,5650,1479,4800,1676,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2713912,1146,2157521,12300,1825157,14556,279683,9475,248316,8975,31367,3282,18200,2373,16079,2184,2121,650,26941,3464,20476,2812,6465,1600,7540,2241,6913,2044,627,433,556391,12383,68978,4541,295995,9507,90822,5899,205173,7532,48381,5309,29622,3432,18759,2969,122246,5641,65750,3997,56496,4534,20791,3883,10771,2301,10020,2851,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1267099,798,1187936,4635,1142493,5805,16146,2269,13415,2135,2731,976,22654,2278,19875,2145,2779,721,4449,1392,3814,1293,635,448,2194,1035,2089,1050,105,129,79163,4814,25358,2952,10256,1968,4469,1134,5787,1732,22633,2766,15196,1996,7437,1695,16474,2252,9636,1827,6838,1338,4442,1293,3250,1170,1192,626,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8428759,873,6462862,20874,5516636,25356,641788,13969,529086,13336,112702,6081,203690,8920,185641,8596,18049,2331,70550,4839,62386,4438,8164,1644,30198,4179,26768,4087,3430,1390,1965897,20976,316092,10884,700573,15414,229758,9345,470815,13698,520496,15800,300953,11081,219543,10045,328770,10594,178191,7572,150579,7179,99966,8130,65311,6160,34655,3829,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1950879,2090,1754902,8684,1256778,12754,386619,9733,340560,10003,46059,3911,9596,1579,8544,1481,1052,543,5600,1909,4802,1772,798,526,96309,3672,82678,3666,13631,1588,195977,8554,24669,2876,144617,8002,48102,4643,96515,6664,11802,2517,8671,1889,3131,1352,13068,2552,6848,1662,6220,2094,1821,848,1271,690,550,445,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18610703,2258,14104574,36376,11782216,43236,1451585,21219,1185101,19635,266484,10616,569437,14637,462673,12750,106764,5413,201888,7879,159347,6624,42541,4255,99448,7938,87875,7360,11573,2516,4506129,36293,1081422,17165,1381154,20357,404099,11905,977055,17994,1075312,24117,543451,16676,531861,15541,770800,14393,266511,10164,504289,11390,197441,10735,119348,7902,78093,6066,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9443944,3825,8657161,13770,8218482,17277,336802,8867,273883,9022,62919,4709,50959,4257,44491,3675,6468,1603,37934,3475,32546,3490,5388,1569,12984,2762,11901,2706,1083,607,786783,13084,142349,7957,377324,9169,117983,5882,259341,8862,115245,8705,75771,5887,39474,5326,117986,5814,59784,4629,58202,4012,33879,4918,22024,3864,11855,2366,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,704756,1259,676706,2604,655105,4039,8236,1527,6638,1352,1598,675,10630,1662,9403,1620,1227,351,699,456,589,383,110,124,2036,744,1660,765,376,270,28050,2547,8147,1359,2615,1051,1850,802,765,448,10109,2064,4816,1342,5293,1284,4121,1124,2154,949,1967,707,3058,1194,1287,609,1771,1007,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10924135,3039,10425878,14744,10048978,20215,171005,6218,131804,6075,39201,2918,149242,7901,111709,7130,37533,5009,29862,2960,25921,2908,3941,1008,26791,3791,22629,3559,4162,948,498257,14570,116041,7543,75308,4601,27751,2904,47557,4420,132589,8577,78489,5613,54100,5632,102764,5616,46362,3822,56402,4373,71555,7448,42556,5248,28999,4335,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3648387,1727,3414624,6802,3244386,7044,127693,4843,104526,5099,23167,2324,13975,2332,11906,2233,2069,608,11836,1810,10189,1686,1647,560,16734,1980,14570,1930,2164,628,233763,7131,35181,3188,133529,5119,41060,2896,92469,3919,15631,2033,11724,1634,3907,873,41026,2934,18183,2181,22843,2049,8396,1456,5832,1289,2564,810,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3799838,1866,3405002,11834,3154933,14386,179599,7374,152275,7712,27324,3379,37316,3797,32999,3529,4317,991,26795,2984,21825,2788,4970,1310,6359,1480,5568,1403,791,509,394836,11752,72042,4709,168685,8471,54988,5224,113697,7886,53902,4819,35267,3822,18635,2303,84705,5185,35960,2893,48745,5296,15502,4019,7756,2094,7746,2583,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12087611,2317,11258485,16759,10586067,19889,380707,10531,284670,9519,96037,5200,218725,8883,178039,7635,40686,4946,51186,4377,40090,3219,11096,2484,21800,3270,18747,3123,3053,880,829126,16715,187986,9476,172838,8773,57832,4297,115006,7131,232695,9686,131304,7065,101391,6206,185689,6786,78252,4733,107437,6211,49918,6007,30432,4053,19486,3463,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1001905,817,860119,5958,757491,7612,63586,4171,51357,3857,12229,1818,31605,3120,28860,2963,2745,864,5160,1295,4858,1316,302,275,2277,864,2139,803,138,159,141786,6052,22406,2498,56099,3411,19567,2481,36532,3170,42026,4777,22989,3412,19037,2607,15988,2176,6266,1735,9722,1893,5267,2096,3406,1324,1861,1299,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
