GEO_ID,B08128_001E,B08128_001M,B08128_002E,B08128_002M,B08128_003E,B08128_003M,B08128_004E,B08128_004M,B08128_005E,B08128_005M,B08128_006E,B08128_006M,B08128_007E,B08128_007M,B08128_008E,B08128_008M,B08128_009E,B08128_009M,B08128_010E,B08128_010M,B08128_011E,B08128_011M,B08128_012E,B08128_012M,B08128_013E,B08128_013M,B08128_014E,B08128_014M,B08128_015E,B08128_015M,B08128_016E,B08128_016M,B08128_017E,B08128_017M,B08128_018E,B08128_018M,B08128_019E,B08128_019M,B08128_020E,B08128_020M,B08128_021E,B08128_021M,B08128_022E,B08128_022M,B08128_023E,B08128_023M,B08128_024E,B08128_024M,B08128_025E,B08128_025M,B08128_026E,B08128_026M,B08128_027E,B08128_027M,B08128_028E,B08128_028M,B08128_029E,B08128_029M,B08128_030E,B08128_030M,B08128_031E,B08128_031M,B08128_032E,B08128_032M,B08128_033E,B08128_033M,B08128_034E,B08128_034M,B08128_035E,B08128_035M,B08128_036E,B08128_036M,B08128_037E,B08128_037M,B08128_038E,B08128_038M,B08128_039E,B08128_039M,B08128_040E,B08128_040M,B08128_041E,B08128_041M,B08128_042E,B08128_042M,B08128_043E,B08128_043M,B08128_044E,B08128_044M,B08128_045E,B08128_045M,B08128_046E,B08128_046M,B08128_047E,B08128_047M,B08128_048E,B08128_048M,B08128_049E,B08128_049M,B08128_050E,B08128_050M,B08128_051E,B08128_051M,B08128_052E,B08128_052M,B08128_053E,B08128_053M,B08128_054E,B08128_054M,B08128_055E,B08128_055M,B08128_056E,B08128_056M,B08128_057E,B08128_057M,B08128_058E,B08128_058M,B08128_059E,B08128_059M,B08128_060E,B08128_060M,B08128_061E,B08128_061M,B08128_062E,B08128_062M,B08128_063E,B08128_063M,B08128_064E,B08128_064M,B08128_065E,B08128_065M,B08128_066E,B08128_066M,B08128_067E,B08128_067M,B08128_068E,B08128_068M,B08128_069E,B08128_069M,B08128_070E,B08128_070M,NAME,B08128_001MA,B08128_001EA,B08128_002MA,B08128_002EA,B08128_003MA,B08128_003EA,B08128_004MA,B08128_004EA,B08128_005EA,B08128_005MA,B08128_006MA,B08128_006EA,B08128_007EA,B08128_007MA,B08128_008MA,B08128_008EA,B08128_009MA,B08128_009EA,B08128_010MA,B08128_010EA,B08128_011MA,B08128_011EA,B08128_012MA,B08128_012EA,B08128_013MA,B08128_013EA,B08128_014EA,B08128_014MA,B08128_015MA,B08128_015EA,B08128_016EA,B08128_016MA,B08128_017MA,B08128_017EA,B08128_018EA,B08128_018MA,B08128_019EA,B08128_019MA,B08128_020MA,B08128_020EA,B08128_021MA,B08128_021EA,B08128_022MA,B08128_022EA,B08128_023MA,B08128_023EA,B08128_024MA,B08128_024EA,B08128_025EA,B08128_025MA,B08128_026MA,B08128_026EA,B08128_027EA,B08128_027MA,B08128_028MA,B08128_028EA,B08128_029MA,B08128_029EA,B08128_030EA,B08128_030MA,B08128_031MA,B08128_031EA,B08128_032MA,B08128_032EA,B08128_033MA,B08128_033EA,B08128_034EA,B08128_034MA,B08128_035MA,B08128_035EA,B08128_036EA,B08128_036MA,B08128_037MA,B08128_037EA,B08128_038EA,B08128_038MA,B08128_039EA,B08128_039MA,B08128_040EA,B08128_040MA,B08128_041EA,B08128_041MA,B08128_042MA,B08128_042EA,B08128_043MA,B08128_043EA,B08128_044MA,B08128_044EA,B08128_045MA,B08128_045EA,B08128_046MA,B08128_046EA,B08128_047MA,B08128_047EA,B08128_048MA,B08128_048EA,B08128_049EA,B08128_049MA,B08128_050MA,B08128_050EA,B08128_051EA,B08128_051MA,B08128_052MA,B08128_052EA,B08128_053EA,B08128_053MA,B08128_054MA,B08128_054EA,B08128_055MA,B08128_055EA,B08128_056MA,B08128_056EA,B08128_057MA,B08128_057EA,B08128_058MA,B08128_058EA,B08128_059MA,B08128_059EA,B08128_060EA,B08128_060MA,B08128_061MA,B08128_061EA,B08128_062EA,B08128_062MA,B08128_063MA,B08128_063EA,B08128_064MA,B08128_064EA,B08128_065MA,B08128_065EA,B08128_066MA,B08128_066EA,B08128_067MA,B08128_067EA,B08128_068MA,B08128_068EA,B08128_069EA,B08128_069MA,B08128_070MA,B08128_070EA,state
0400000US01,2011723,14261,1471914,12999,1417269,13201,54645,3570,132404,6709,126402,6005,107809,5879,72719,4269,96735,4327,3740,1056,1719972,17414,1265859,14330,1224963,14547,40896,2959,115329,5783,113811,5925,92052,5276,65273,4100,65160,3729,2488,728,180752,8814,134161,7939,129167,7989,4994,1156,10960,1788,9628,1586,11183,2002,4469,1259,10003,1825,348,367,6066,1497,4775,1326,4655,1309,120,145,450,356,65,90,469,326,126,158,181,132,0,192,22130,2955,14231,2479,13126,2455,1105,783,1935,819,924,599,1736,668,840,503,2329,1007,135,120,19046,2572,14227,2030,13790,1974,437,266,1293,631,1029,644,915,447,442,306,1099,509,41,67,63757,4204,38661,3401,31568,3302,7093,1400,2437,696,945,396,1454,604,1569,720,17963,2363,728,645,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,363075,5057,204533,6459,193113,6160,11420,1588,34883,2785,30235,2841,29951,2437,41737,3065,20839,2097,897,437,246577,5808,140925,5961,134268,5816,6657,1302,25265,2108,17413,1721,20710,2029,30376,2771,11546,1710,342,256,45738,3719,25557,2949,23994,2783,1563,740,4030,948,4311,1088,4144,1302,5756,1403,1525,455,415,319,5608,1198,3702,898,3702,898,0,149,611,372,492,581,223,141,428,376,152,183,0,149,28801,2457,14314,1902,13698,1865,616,394,2327,618,5030,1171,2180,389,3436,860,1463,414,51,55,20256,1915,11949,1733,11577,1749,372,215,1896,687,2420,487,1850,523,1243,518,898,318,0,149,16095,2050,8086,1453,5874,1253,2212,728,754,359,569,256,844,453,498,259,5255,1082,89,116,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2899727,18330,2141812,19648,2039658,19512,102154,6467,175604,6737,182058,6857,136041,7022,94810,4833,164505,7276,4897,1123,2234511,19297,1667285,19642,1600547,19874,66738,4817,138968,5787,146277,6177,103372,6175,76944,4344,98593,5368,3072,915,307864,9774,225659,8322,216128,8350,9531,1801,18106,2376,20197,2819,15826,2273,9483,1697,17760,2486,833,549,59686,5009,46431,4373,46102,4343,329,268,3510,925,3147,899,3002,727,1119,547,2355,965,122,118,60638,4002,42363,3547,40947,3439,1416,559,2960,925,4749,1260,4286,1164,2609,832,3371,995,300,206,77347,4158,56031,3859,54248,3867,1783,587,4686,1328,3722,922,5192,1140,3114,1058,4568,1223,34,56,159681,5505,104043,5084,81686,4228,22357,2906,7374,1156,3966,1086,4363,1310,1541,412,37858,3143,536,305,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1253288,11443,882977,12522,847200,12160,35777,2671,90992,5463,67209,4696,99517,5222,31471,3031,78519,5224,2603,785,1035546,12520,741286,14139,714200,13742,27086,2486,75502,5068,56422,4574,81739,4710,28046,2929,50718,3938,1833,658,134929,6559,93998,5373,90612,5364,3386,920,8284,1295,8284,1495,12724,1840,2600,830,8661,1547,378,273,5791,1358,2970,953,2841,921,129,139,1262,748,644,440,727,366,84,74,104,106,0,190,22033,2396,14492,1936,13566,1850,926,505,2808,781,614,403,1453,497,192,179,2250,812,224,208,16619,2347,12343,2082,12191,2057,152,132,573,332,774,353,875,478,408,308,1635,598,11,20,38370,2875,17888,2091,13790,1679,4098,974,2563,758,471,374,1999,949,141,139,15151,1846,157,148,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17633846,45164,12596257,51163,12009699,50447,586558,10646,1146061,16460,1292208,17915,708840,13867,434923,11610,1425582,21191,29975,2892,13031320,44004,9482744,45592,9094457,45410,388287,9703,832319,13213,1030065,16040,505216,11499,315838,10559,850344,15669,14794,2008,1770281,22978,1287157,19024,1234254,18938,52903,3448,113939,5010,119760,5250,65712,3878,41261,4166,137635,6378,4817,908,923600,17713,684426,15753,672578,15531,11848,1922,75156,4200,48232,3323,42483,3186,21593,1961,50777,3959,933,760,474323,12112,317295,9568,306644,9375,10651,1644,47201,3320,22898,2833,28757,2914,24886,3105,31908,2886,1378,701,464283,10666,335240,9081,323571,8786,11669,1967,34413,2990,24357,2234,22772,2374,12238,2195,34122,2740,1141,481,970039,14583,489395,11326,378195,9948,111200,5101,43033,3074,46896,3167,43900,3510,19107,3069,320796,10114,6912,2123,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2740368,17973,1972582,19625,1842658,18970,129924,5713,212322,7397,170357,6621,111210,5332,100335,5066,168157,7941,5405,1260,2095695,15550,1519779,16618,1438277,16850,81502,4256,169072,6009,142875,5607,80660,4512,79381,4605,101348,5489,2580,763,230500,9673,167650,7785,156246,7135,11404,2047,16550,2167,15220,2076,11105,1631,7228,1475,11872,1870,875,512,80917,5089,62221,4556,60935,4503,1286,1021,5522,1173,2780,773,6440,1222,2251,761,1657,667,46,77,77861,4349,52205,3705,48824,3420,3381,1128,5324,1067,3351,736,4892,979,8157,868,3701,912,231,158,60491,3641,42465,3110,40265,3085,2200,725,5071,1117,2724,651,4382,1115,1882,681,3850,993,117,146,194904,7005,128262,5483,98111,4920,30151,2835,10783,1814,3407,1233,3731,949,1436,559,45729,3754,1556,718,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1773121,10609,1256432,11654,1195675,11367,60757,4011,166791,6018,128383,6278,77200,4665,32595,3078,108115,5127,3605,1149,1391000,13837,982722,11937,940702,12572,42020,3156,132879,5563,114471,5751,63912,4129,24395,2626,70665,4500,1956,664,138902,8841,104504,7947,98955,7588,5549,1536,11971,1848,7188,1596,4557,1102,2155,982,8180,1365,347,295,87516,4837,71656,4591,70390,4483,1266,516,6751,1335,2577,752,2062,758,1700,844,2554,699,216,237,52826,4259,32958,3550,31446,3530,1512,521,8502,1429,1590,610,4824,1051,1933,967,2734,932,285,221,17998,2312,13166,2017,12686,1999,480,268,2033,702,874,554,471,310,284,239,1170,664,0,198,84879,4806,51426,3946,41496,3566,9930,1821,4655,951,1683,568,1374,545,2128,861,22812,2263,801,554,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441183,6008,321567,7132,305535,7021,16032,1671,36271,3170,14010,2339,38582,3299,12417,1563,17836,2558,500,342,359029,7204,262110,6941,251784,6985,10326,1203,30128,2875,12032,2080,33247,3076,10384,1378,10945,1845,183,201,34752,3224,26432,3364,24615,3221,1817,772,2463,769,654,311,2966,812,962,464,1108,558,167,213,12104,1902,8730,1493,8568,1447,162,257,1316,505,230,257,675,426,727,445,426,421,0,190,9655,1521,7109,1390,6889,1353,220,151,817,398,758,760,459,244,255,289,257,210,0,190,4765,1197,3763,1079,3563,1073,200,187,356,231,115,122,349,289,0,190,182,272,0,190,20878,2186,13423,1722,10116,1511,3307,989,1191,528,221,227,886,586,89,93,4918,1435,150,157,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,358150,4914,183374,5657,174474,5278,8900,1421,66767,4235,17681,2146,7195,1575,65800,4162,16942,2121,391,248,120333,5085,67593,4531,64532,4270,3061,775,15603,2028,9080,1493,2880,846,19079,1812,6011,1241,87,102,18456,2298,7501,1461,7240,1453,261,161,3550,1075,1413,681,572,341,4532,1399,888,594,0,200,128135,5462,63595,4380,62995,4390,600,406,28728,3219,4798,1150,2120,705,26696,2570,2198,733,0,200,50165,4468,25204,3283,23542,3192,1662,780,11711,2412,1724,613,1240,930,9035,1418,1034,634,217,199,19532,2037,9016,1570,8595,1469,421,331,4293,925,509,311,194,172,4755,1083,765,396,0,200,21529,2463,10465,1473,7570,1229,2895,782,2882,698,157,163,189,254,1703,769,6046,1513,87,102,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8880102,34688,6747332,37580,6231760,39282,515572,11734,540382,13724,590371,15199,246878,7207,220319,8436,520569,14085,14251,2101,7075864,36592,5390781,39252,5039867,38755,350914,9952,447638,12583,517066,14288,204584,6316,183830,8188,324195,10796,7770,1577,794711,17495,611467,16212,563628,15619,47839,3826,48306,3531,47844,3974,23357,3066,13645,2222,47495,4938,2597,923,195638,9094,154353,7273,151186,7169,3167,948,9866,2077,8137,1712,5384,1097,4724,1527,13087,3012,87,100,126149,6790,95119,5410,88784,5303,6335,1204,9727,1821,4621,1199,4152,1280,4477,1032,7184,1532,869,634,194433,7967,160767,7294,152341,7044,8426,1353,7433,1210,6131,1290,3045,971,5519,1312,10979,2049,559,376,493307,15108,334845,11145,235954,9312,98891,5945,17412,2063,6572,1552,6356,1138,8124,1723,117629,7200,2369,802,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
