GEO_ID,C27003_001E,C27003_001M,C27003_002E,C27003_002M,C27003_003E,C27003_003M,C27003_004E,C27003_004M,C27003_005E,C27003_005M,C27003_006E,C27003_006M,C27003_007E,C27003_007M,C27003_008E,C27003_008M,C27003_009E,C27003_009M,C27003_010E,C27003_010M,C27003_011E,C27003_011M,C27003_012E,C27003_012M,C27003_013E,C27003_013M,C27003_014E,C27003_014M,C27003_015E,C27003_015M,C27003_016E,C27003_016M,C27003_017E,C27003_017M,C27003_018E,C27003_018M,C27003_019E,C27003_019M,C27003_020E,C27003_020M,C27003_021E,C27003_021M,NAME,C27003_001MA,C27003_001EA,C27003_002EA,C27003_002MA,C27003_003EA,C27003_003MA,C27003_004EA,C27003_004MA,C27003_005MA,C27003_005EA,C27003_006MA,C27003_006EA,C27003_007MA,C27003_007EA,C27003_008MA,C27003_008EA,C27003_009EA,C27003_009MA,C27003_010MA,C27003_010EA,C27003_011MA,C27003_011EA,C27003_012MA,C27003_012EA,C27003_013MA,C27003_013EA,C27003_014EA,C27003_014MA,C27003_015MA,C27003_015EA,C27003_016MA,C27003_016EA,C27003_017MA,C27003_017EA,C27003_018MA,C27003_018EA,C27003_019MA,C27003_019EA,C27003_020MA,C27003_020EA,C27003_021MA,C27003_021EA,state
0400000US01,4781070,1376,2299014,5729,564537,3993,253428,7603,311109,7669,1411387,4760,238716,7336,1172671,8266,323090,2063,314440,2487,8650,1340,2482056,5719,542179,4781,253102,6154,289077,6280,1519693,3777,279245,8758,1240448,9722,420184,1772,412782,1976,7402,1153,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,95826,1441,34715,2568,61111,2629,236718,2124,38585,2546,198133,3532,34745,726,33238,823,1507,439,345793,1921,90091,1323,32052,2510,58039,2448,220361,1423,32732,2431,187629,2436,35341,944,33656,1026,1685,476,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,824079,2002,317774,8653,506305,8784,1959748,2694,418598,10770,1541150,11045,509919,1267,490266,2651,19653,2140,3425608,3038,795314,1956,311543,9930,483771,10257,2032326,2198,471668,11949,1560658,11885,597968,1577,576636,2838,21332,2205,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,363246,3433,190335,7035,172911,6818,856738,2663,190224,6245,666514,6128,206457,1612,201350,1873,5107,1119,1497866,4230,340455,3778,178944,6515,161511,5784,902645,2905,221108,6758,681537,7768,254766,1684,248836,2039,5930,1344,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,4643120,3854,2114312,20822,2528808,21285,12148870,6721,2614239,26113,9534631,27125,2261178,3359,2128340,5749,132838,4637,19596453,6021,4460019,3338,2028216,19931,2431803,19256,12302981,4246,3093379,31436,9209602,30774,2833453,3341,2692589,6668,140864,5774,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,639469,3086,229380,6969,410089,7011,1715975,4027,280420,8596,1435555,9370,318175,1683,305583,2340,12592,1665,2693716,4738,615331,3057,221816,7585,393515,7309,1700463,4150,320598,8159,1379865,9122,377922,1653,361600,2503,16322,1959,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,390026,1522,133331,5110,256695,5001,1091394,2190,185193,7112,906201,6896,237837,1275,225824,1834,12013,1383,1818726,2437,371895,1473,122230,6198,249665,5968,1141256,1700,226856,7883,914400,8042,305575,1441,291473,2160,14102,1736,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,103850,875,40372,3575,63478,3431,273176,1016,52900,3573,220276,3592,70656,647,67420,1083,3236,962,483521,1246,99921,829,38880,2997,61041,3166,297506,819,65426,3450,232080,3636,86094,634,83340,1027,2754,871,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,59831,613,27819,2287,32012,2346,221903,1297,44362,3297,177541,3502,29413,869,26665,860,2748,890,349535,1105,57584,610,29685,2220,27899,2285,247687,722,61539,3531,186148,3550,44264,548,41314,882,2950,664,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,2080662,5282,946293,16343,1134369,16286,5826380,5787,881949,19110,4944431,20309,1745683,3300,1670545,5155,75138,4070,10307444,7951,2012739,5698,891479,15903,1121260,15849,6161807,5652,1001831,16448,5159976,16376,2132898,3781,2047096,6424,85802,4897,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
