GEO_ID,B13016_001E,B13016_001M,B13016_002E,B13016_002M,B13016_003E,B13016_003M,B13016_004E,B13016_004M,B13016_005E,B13016_005M,B13016_006E,B13016_006M,B13016_007E,B13016_007M,B13016_008E,B13016_008M,B13016_009E,B13016_009M,B13016_010E,B13016_010M,B13016_011E,B13016_011M,B13016_012E,B13016_012M,B13016_013E,B13016_013M,B13016_014E,B13016_014M,B13016_015E,B13016_015M,B13016_016E,B13016_016M,B13016_017E,B13016_017M,NAME,B13016_001EA,B13016_001MA,B13016_002MA,B13016_002EA,B13016_003EA,B13016_003MA,B13016_004EA,B13016_004MA,B13016_005EA,B13016_005MA,B13016_006EA,B13016_006MA,B13016_007MA,B13016_007EA,B13016_008EA,B13016_008MA,B13016_009EA,B13016_009MA,B13016_010EA,B13016_010MA,B13016_011EA,B13016_011MA,B13016_012MA,B13016_012EA,B13016_013MA,B13016_013EA,B13016_014EA,B13016_014MA,B13016_015EA,B13016_015MA,B13016_016EA,B13016_016MA,B13016_017MA,B13016_017EA,state
0400000US23,289359,2038,11600,1544,408,259,2433,851,3145,717,3687,898,1447,573,372,245,108,124,277759,2561,38579,1270,35770,1344,35642,1171,35150,1313,33716,2294,41856,2578,57046,1511,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1468211,4224,76129,4771,2605,1019,10981,1854,20238,2058,22516,2136,14570,1993,4004,864,1215,458,1392082,6069,190105,3145,183999,3187,192083,3152,187023,2892,187636,4884,188958,5199,262278,3102,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1673226,4222,72160,4581,2204,977,7483,1533,15297,2069,25630,2708,14863,1732,5079,1037,1604,708,1601066,6328,223799,1970,238991,2497,226805,2310,206866,2752,193290,5870,214027,5760,297288,4152,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2278020,3904,114616,4597,5729,1131,20778,2109,35120,2431,30438,2416,16836,1867,4220,980,1495,603,2163404,5955,324566,3130,328531,2815,274782,3101,266391,2979,273897,5760,297229,5087,398008,3996,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1266490,3838,74614,3713,2189,690,12599,1807,20453,1657,23891,2087,11163,1551,2930,897,1389,530,1191876,5415,171299,2348,167015,2734,157336,2177,166748,2303,156391,3729,163562,3829,209525,2701,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716877,3222,34417,2901,2852,944,9267,1537,10684,1658,6890,1326,3292,1076,566,361,866,417,682460,4414,105372,3839,97445,4422,83781,3185,87616,2812,93397,3666,101202,3964,113647,3235,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1407324,4471,72010,4023,3313,840,14695,2069,21078,2503,20299,1736,8994,1527,2892,852,739,348,1335314,6009,194088,3482,194923,3642,177966,2946,179253,2715,181609,5149,175172,4907,232303,3100,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,219668,2000,12432,1833,393,217,2674,790,3871,1058,3241,690,1682,681,404,296,167,180,207236,2838,30236,1689,31313,1710,27439,1355,28491,901,30126,2242,25668,1949,33963,1156,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,434316,2219,29431,2395,845,399,7331,1477,7322,1244,8671,1041,4458,955,517,310,287,206,404885,3307,63351,1822,59925,2093,50658,1673,56973,1654,57056,2363,51448,2632,65474,1757,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,690125,2801,33774,2913,1325,578,5167,1164,10829,1875,9477,1475,4847,933,1747,723,382,243,656351,3723,83856,1338,88266,1628,91858,2098,90675,1823,88979,3780,96474,4021,116243,2492,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,302409,2169,15223,2042,541,332,2087,1053,3736,939,5204,1350,2142,593,1206,685,307,325,287186,3194,44984,1711,40714,1807,34330,1220,32561,1349,33745,2284,41908,2150,58944,1573,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2115152,3806,101634,4464,2327,927,12604,1576,22288,2365,33671,2612,21278,2115,7947,1487,1519,454,2013518,6265,276925,2665,263698,2299,259269,2555,254488,2977,271025,5601,292097,5542,396016,3594,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,467129,2703,24412,2780,2028,832,6965,1586,6303,1226,4864,1179,2922,880,1022,406,308,329,442717,4076,67047,2582,66529,2399,57576,2183,61438,1914,55323,3267,62002,3338,72802,1950,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4886266,6359,219972,6705,6319,1509,29920,2987,54808,3354,68516,3610,43377,3679,13393,1823,3639,875,4666294,9070,608892,2967,676147,4021,692536,4340,627404,3767,600641,8971,614933,9027,845741,5691,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2410328,6245,119725,5468,4819,1119,23755,2585,34546,2997,31692,2963,18142,2110,5225,1103,1546,704,2290603,7478,325463,5770,307449,5094,304324,4321,291589,4578,306223,7482,342024,6630,413531,5289,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,170969,1813,12118,1644,505,292,2843,1004,3653,681,3422,730,1538,625,157,177,0,151,158851,2391,22829,1431,30133,1689,22270,1108,21463,1283,19063,1473,19167,1410,23926,960,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2672387,4653,141168,6054,6750,1541,28734,3091,42505,2735,39175,2592,17667,2035,4561,1060,1776,678,2531219,7684,372420,3173,356291,3869,337560,3424,323549,3075,326118,7786,356971,7151,458310,4361,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,905865,2846,47490,2838,3040,688,12879,1566,14000,1570,10086,1104,5121,1110,1648,651,716,350,858375,4000,127407,2732,122216,2627,117969,2421,122642,1792,111169,3636,120010,3912,136962,2430,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,937703,4047,46087,3655,1246,608,9645,1921,12296,1808,12839,1477,7750,1418,1481,551,830,523,891616,5358,119243,2877,120965,2955,121838,2128,126825,2397,131560,4919,119788,4484,151397,3021,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2923024,5281,149372,6163,6412,1282,24444,2420,41484,3016,45151,2992,22928,2238,6539,1109,2414,656,2773652,7672,408253,3225,390178,3282,380703,3384,350509,3741,346363,6772,379088,7100,518558,4183,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,253591,1783,13820,2075,359,231,2740,1041,2991,1001,4420,940,2894,1094,379,213,37,60,239771,2314,36507,1152,37113,1461,34570,1458,29296,1109,29187,2284,30036,2153,43062,1342,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1144639,3402,61316,4369,2796,1101,14408,2472,18117,2457,15206,2404,7654,1468,2490,855,645,464,1083323,5331,152399,3900,153974,4120,144186,3531,139113,2908,142492,5830,156437,5458,194722,3666,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,188481,1983,10875,1207,707,307,2639,641,3268,891,2543,477,1127,440,414,281,177,168,177606,2335,27526,1126,26396,1736,23828,1447,25051,1215,23842,1608,21967,1543,28996,1132,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1573512,4963,80773,5118,3029,944,18724,2695,24841,2688,23745,2585,7634,1203,1957,631,843,460,1492739,6918,208719,4014,208102,4282,198537,3302,192331,2846,202913,6414,212653,6817,269484,4191,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6816895,9019,395878,10355,23581,2602,84326,4858,109196,5987,103089,5502,55967,4035,15613,2269,4106,961,6421017,14610,938087,7455,885594,7169,869417,7272,876798,7236,883944,12449,912171,13438,1055006,8206,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,745983,2780,51060,3301,1254,527,10885,1485,16947,1800,14471,1933,6316,1150,1147,465,40,47,694923,4117,114927,2060,111979,2140,89799,2148,95845,2329,101800,3687,87983,3675,92590,2157,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,140487,1428,5651,787,96,136,982,472,1547,538,1581,451,1170,405,211,225,64,99,134836,1728,21089,797,21871,874,15283,789,16568,716,18311,1328,15809,1254,25905,1150,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2035762,5595,102870,4396,2874,1023,15725,1921,27091,2554,32193,3057,17175,2226,5678,1541,2134,755,1932892,7669,263654,5366,270895,5428,265487,3896,256483,4540,265765,5069,261271,5469,349337,4124,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1697931,4454,86668,4207,2368,815,13838,2301,23554,2169,28726,2431,13403,1789,3111,824,1668,581,1611263,6423,216758,3183,218892,3576,231435,3007,226439,3193,217030,5730,223616,5477,277093,3661,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,404996,2771,19670,2282,1418,603,4561,1114,5952,1264,4632,1137,2256,738,164,146,687,585,385326,3768,53779,2440,51866,2401,50293,1934,48440,1814,54435,3197,57339,3176,69174,1560,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1310606,3676,65927,3602,1926,577,13413,1928,18025,1785,20553,1652,8648,1442,2431,605,931,401,1244679,5312,182139,2494,187822,2630,154186,2410,162924,1947,162971,3985,169518,4224,225119,2812,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133726,2721,7727,1410,623,337,1522,560,3422,913,1157,398,676,396,119,125,208,202,125999,3103,20164,2000,16090,1260,16535,2282,19753,1543,17986,1745,15764,1454,19707,1167,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,841106,3300,28928,2768,2752,783,9277,1568,8237,1487,4723,1127,2536,894,1055,534,348,308,812178,3880,119189,3703,115891,3453,100526,2330,102249,2392,115858,4123,114684,4456,143781,2643,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
