GEO_ID,B17013_001E,B17013_001M,B17013_002E,B17013_002M,B17013_003E,B17013_003M,B17013_004E,B17013_004M,B17013_005E,B17013_005M,B17013_006E,B17013_006M,B17013_007E,B17013_007M,B17013_008E,B17013_008M,B17013_009E,B17013_009M,B17013_010E,B17013_010M,B17013_011E,B17013_011M,B17013_012E,B17013_012M,B17013_013E,B17013_013M,B17013_014E,B17013_014M,B17013_015E,B17013_015M,B17013_016E,B17013_016M,B17013_017E,B17013_017M,B17013_018E,B17013_018M,B17013_019E,B17013_019M,B17013_020E,B17013_020M,B17013_021E,B17013_021M,B17013_022E,B17013_022M,B17013_023E,B17013_023M,B17013_024E,B17013_024M,B17013_025E,B17013_025M,B17013_026E,B17013_026M,B17013_027E,B17013_027M,B17013_028E,B17013_028M,B17013_029E,B17013_029M,B17013_030E,B17013_030M,B17013_031E,B17013_031M,B17013_032E,B17013_032M,B17013_033E,B17013_033M,B17013_034E,B17013_034M,B17013_035E,B17013_035M,NAME,B17013_001EA,B17013_001MA,B17013_002EA,B17013_002MA,B17013_003MA,B17013_003EA,B17013_004EA,B17013_004MA,B17013_005EA,B17013_005MA,B17013_006EA,B17013_006MA,B17013_007EA,B17013_007MA,B17013_008EA,B17013_008MA,B17013_009MA,B17013_009EA,B17013_010EA,B17013_010MA,B17013_011EA,B17013_011MA,B17013_012EA,B17013_012MA,B17013_013EA,B17013_013MA,B17013_014MA,B17013_014EA,B17013_015EA,B17013_015MA,B17013_016MA,B17013_016EA,B17013_017MA,B17013_017EA,B17013_018MA,B17013_018EA,B17013_019EA,B17013_019MA,B17013_020EA,B17013_020MA,B17013_021EA,B17013_021MA,B17013_022EA,B17013_022MA,B17013_023MA,B17013_023EA,B17013_024MA,B17013_024EA,B17013_025EA,B17013_025MA,B17013_026EA,B17013_026MA,B17013_027EA,B17013_027MA,B17013_028MA,B17013_028EA,B17013_029MA,B17013_029EA,B17013_030EA,B17013_030MA,B17013_031MA,B17013_031EA,B17013_032EA,B17013_032MA,B17013_033EA,B17013_033MA,B17013_034MA,B17013_034EA,B17013_035MA,B17013_035EA,state
0400000US01,1213540,13821,166755,6801,51515,3368,17723,2171,19296,1964,12280,1725,2216,765,115240,5398,15555,2239,8971,1777,5505,1478,1079,544,0,192,99685,4939,39054,3728,47505,2908,11257,1818,1869,737,1046785,12834,812159,10469,408225,7383,324812,7891,71215,3806,7907,1470,234626,8295,62684,3968,40965,3250,19615,2131,2104,782,0,192,171942,7122,92245,5034,69072,4757,9661,1689,964,484,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,723,288,811,313,630,318,1025,500,8341,1315,2523,610,1201,502,796,304,458,242,68,41,5818,1135,1831,613,3081,916,694,277,212,80,152270,3239,117159,3002,52993,2471,45263,2843,15339,1695,3564,669,35111,2578,12586,1379,7265,1095,3870,974,962,534,489,370,22525,2030,11786,1505,8487,1599,1682,602,570,309,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,24988,2690,25386,2593,21482,2446,7931,1541,119314,5013,24356,2486,11000,1849,9379,1460,3354,1037,623,355,94958,4438,27631,2906,45944,3224,17398,2548,3985,881,1399313,13718,1073755,12123,545889,8492,375715,9387,129167,5080,22984,2215,325558,8812,112872,6185,60853,4215,42989,3453,7478,1352,1552,564,212686,5862,108010,4818,85357,4654,15943,2195,3376,901,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,12935,1654,12553,1809,10348,1446,2819,879,65902,4376,11374,1579,6010,1220,4551,1169,813,408,0,190,54528,4216,21903,2574,25121,2963,6509,1448,995,556,656937,9657,522642,8812,268979,6329,199880,6390,47622,3443,6161,1288,134295,6408,38750,3755,23530,2890,13457,2172,1637,605,126,114,95545,5784,52213,3992,36748,2926,6368,1381,216,164,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,99766,4660,150606,6728,141674,6109,33845,2397,573427,11172,117468,6222,47126,3277,49272,3714,17587,2609,3483,1120,455959,10138,144212,6049,229420,7399,66313,3851,16014,2131,7836588,26834,5916402,26819,2259183,18544,2541534,23739,928777,14845,186908,6643,1920186,22771,659093,11826,323353,7816,266423,6831,55463,3954,13854,2038,1261093,18354,582692,12555,535221,11114,114401,4712,28779,2231,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,13212,1518,14588,2055,10765,1836,3157,1083,59554,3570,9389,1512,4186,1014,4493,1130,710,488,0,193,50165,3430,19742,2261,23415,2653,5408,1293,1600,658,1230585,10898,996318,9392,468391,8240,393081,6794,116953,5279,17893,2171,234267,7561,83635,4720,47907,3984,30967,2950,3706,870,1055,441,150632,6065,83053,4582,57171,3623,8727,1436,1681,745,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,6786,1258,7056,1322,3508,848,618,450,47186,3413,6767,1467,3489,980,3024,1128,107,129,147,170,40419,3140,14901,2125,21017,2409,4298,1032,203,205,811034,9505,629621,8823,282371,6133,271870,6634,69142,3522,6238,1352,181413,7191,51239,4046,30981,3351,17731,2145,2315,716,212,242,130174,5643,71988,4542,52246,3803,5517,1206,423,340,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,2254,535,2112,833,1224,712,531,431,14303,2168,2225,897,1090,585,951,589,184,186,0,190,12078,1911,3572,824,5687,1341,2239,835,580,623,214961,4577,164295,4510,82231,3215,61137,2829,18527,2060,2400,943,50666,3573,13958,1852,8264,1272,4905,1066,609,507,180,142,36708,2954,18440,2092,15619,2141,2396,719,253,259,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,1041,478,1002,499,491,586,0,200,14960,1860,1774,879,1500,850,102,102,0,200,172,140,13186,1741,4607,1136,5948,1039,2311,858,320,221,107684,3823,69323,3446,34780,2511,27766,2663,5334,1076,1443,615,38361,3157,9060,1655,6133,1243,2212,676,651,388,64,112,29301,2662,15105,1821,11606,1790,2074,482,516,278,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,86073,4722,69782,5236,45371,3491,9255,1765,330861,10172,60275,4337,29848,3153,23798,3297,5630,1431,999,824,270586,9197,99447,5005,129642,7145,35792,3196,5705,1237,4265269,27423,3234295,25245,1721697,20213,1173400,14437,303271,8226,35927,3234,1030974,14937,299386,8623,177135,7373,105782,5332,14502,2456,1967,808,731588,14779,390637,10444,288302,9251,45395,3688,7254,1432,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
