GEO_ID,B20005A_001E,B20005A_001M,B20005A_002E,B20005A_002M,B20005A_003E,B20005A_003M,B20005A_004E,B20005A_004M,B20005A_005E,B20005A_005M,B20005A_006E,B20005A_006M,B20005A_007E,B20005A_007M,B20005A_008E,B20005A_008M,B20005A_009E,B20005A_009M,B20005A_010E,B20005A_010M,B20005A_011E,B20005A_011M,B20005A_012E,B20005A_012M,B20005A_013E,B20005A_013M,B20005A_014E,B20005A_014M,B20005A_015E,B20005A_015M,B20005A_016E,B20005A_016M,B20005A_017E,B20005A_017M,B20005A_018E,B20005A_018M,B20005A_019E,B20005A_019M,B20005A_020E,B20005A_020M,B20005A_021E,B20005A_021M,B20005A_022E,B20005A_022M,B20005A_023E,B20005A_023M,B20005A_024E,B20005A_024M,B20005A_025E,B20005A_025M,B20005A_026E,B20005A_026M,B20005A_027E,B20005A_027M,B20005A_028E,B20005A_028M,B20005A_029E,B20005A_029M,B20005A_030E,B20005A_030M,B20005A_031E,B20005A_031M,B20005A_032E,B20005A_032M,B20005A_033E,B20005A_033M,B20005A_034E,B20005A_034M,B20005A_035E,B20005A_035M,B20005A_036E,B20005A_036M,B20005A_037E,B20005A_037M,B20005A_038E,B20005A_038M,B20005A_039E,B20005A_039M,B20005A_040E,B20005A_040M,B20005A_041E,B20005A_041M,B20005A_042E,B20005A_042M,B20005A_043E,B20005A_043M,B20005A_044E,B20005A_044M,B20005A_045E,B20005A_045M,B20005A_046E,B20005A_046M,B20005A_047E,B20005A_047M,B20005A_048E,B20005A_048M,B20005A_049E,B20005A_049M,B20005A_050E,B20005A_050M,B20005A_051E,B20005A_051M,B20005A_052E,B20005A_052M,B20005A_053E,B20005A_053M,B20005A_054E,B20005A_054M,B20005A_055E,B20005A_055M,B20005A_056E,B20005A_056M,B20005A_057E,B20005A_057M,B20005A_058E,B20005A_058M,B20005A_059E,B20005A_059M,B20005A_060E,B20005A_060M,B20005A_061E,B20005A_061M,B20005A_062E,B20005A_062M,B20005A_063E,B20005A_063M,B20005A_064E,B20005A_064M,B20005A_065E,B20005A_065M,B20005A_066E,B20005A_066M,B20005A_067E,B20005A_067M,B20005A_068E,B20005A_068M,B20005A_069E,B20005A_069M,B20005A_070E,B20005A_070M,B20005A_071E,B20005A_071M,B20005A_072E,B20005A_072M,B20005A_073E,B20005A_073M,B20005A_074E,B20005A_074M,B20005A_075E,B20005A_075M,B20005A_076E,B20005A_076M,B20005A_077E,B20005A_077M,B20005A_078E,B20005A_078M,B20005A_079E,B20005A_079M,B20005A_080E,B20005A_080M,B20005A_081E,B20005A_081M,B20005A_082E,B20005A_082M,B20005A_083E,B20005A_083M,B20005A_084E,B20005A_084M,B20005A_085E,B20005A_085M,B20005A_086E,B20005A_086M,B20005A_087E,B20005A_087M,B20005A_088E,B20005A_088M,B20005A_089E,B20005A_089M,B20005A_090E,B20005A_090M,B20005A_091E,B20005A_091M,B20005A_092E,B20005A_092M,B20005A_093E,B20005A_093M,B20005A_094E,B20005A_094M,B20005A_095E,B20005A_095M,NAME,B20005A_001MA,B20005A_001EA,B20005A_002EA,B20005A_002MA,B20005A_003EA,B20005A_003MA,B20005A_004EA,B20005A_004MA,B20005A_005MA,B20005A_005EA,B20005A_006MA,B20005A_006EA,B20005A_007MA,B20005A_007EA,B20005A_008EA,B20005A_008MA,B20005A_009EA,B20005A_009MA,B20005A_010MA,B20005A_010EA,B20005A_011MA,B20005A_011EA,B20005A_012MA,B20005A_012EA,B20005A_013EA,B20005A_013MA,B20005A_014EA,B20005A_014MA,B20005A_015EA,B20005A_015MA,B20005A_016MA,B20005A_016EA,B20005A_017MA,B20005A_017EA,B20005A_018MA,B20005A_018EA,B20005A_019EA,B20005A_019MA,B20005A_020EA,B20005A_020MA,B20005A_021MA,B20005A_021EA,B20005A_022MA,B20005A_022EA,B20005A_023MA,B20005A_023EA,B20005A_024EA,B20005A_024MA,B20005A_025EA,B20005A_025MA,B20005A_026EA,B20005A_026MA,B20005A_027EA,B20005A_027MA,B20005A_028EA,B20005A_028MA,B20005A_029MA,B20005A_029EA,B20005A_030EA,B20005A_030MA,B20005A_031EA,B20005A_031MA,B20005A_032EA,B20005A_032MA,B20005A_033EA,B20005A_033MA,B20005A_034EA,B20005A_034MA,B20005A_035EA,B20005A_035MA,B20005A_036EA,B20005A_036MA,B20005A_037EA,B20005A_037MA,B20005A_038EA,B20005A_038MA,B20005A_039EA,B20005A_039MA,B20005A_040MA,B20005A_040EA,B20005A_041EA,B20005A_041MA,B20005A_042EA,B20005A_042MA,B20005A_043EA,B20005A_043MA,B20005A_044EA,B20005A_044MA,B20005A_045MA,B20005A_045EA,B20005A_046EA,B20005A_046MA,B20005A_047EA,B20005A_047MA,B20005A_048EA,B20005A_048MA,B20005A_049EA,B20005A_049MA,B20005A_050MA,B20005A_050EA,B20005A_051MA,B20005A_051EA,B20005A_052EA,B20005A_052MA,B20005A_053EA,B20005A_053MA,B20005A_054EA,B20005A_054MA,B20005A_055MA,B20005A_055EA,B20005A_056MA,B20005A_056EA,B20005A_057EA,B20005A_057MA,B20005A_058EA,B20005A_058MA,B20005A_059EA,B20005A_059MA,B20005A_060MA,B20005A_060EA,B20005A_061MA,B20005A_061EA,B20005A_062MA,B20005A_062EA,B20005A_063EA,B20005A_063MA,B20005A_064EA,B20005A_064MA,B20005A_065MA,B20005A_065EA,B20005A_066MA,B20005A_066EA,B20005A_067MA,B20005A_067EA,B20005A_068EA,B20005A_068MA,B20005A_069EA,B20005A_069MA,B20005A_070EA,B20005A_070MA,B20005A_071MA,B20005A_071EA,B20005A_072MA,B20005A_072EA,B20005A_073MA,B20005A_073EA,B20005A_074EA,B20005A_074MA,B20005A_075EA,B20005A_075MA,B20005A_076MA,B20005A_076EA,B20005A_077EA,B20005A_077MA,B20005A_078MA,B20005A_078EA,B20005A_079EA,B20005A_079MA,B20005A_080EA,B20005A_080MA,B20005A_081EA,B20005A_081MA,B20005A_082EA,B20005A_082MA,B20005A_083EA,B20005A_083MA,B20005A_084MA,B20005A_084EA,B20005A_085EA,B20005A_085MA,B20005A_086EA,B20005A_086MA,B20005A_087EA,B20005A_087MA,B20005A_088EA,B20005A_088MA,B20005A_089EA,B20005A_089MA,B20005A_090EA,B20005A_090MA,B20005A_091EA,B20005A_091MA,B20005A_092EA,B20005A_092MA,B20005A_093EA,B20005A_093MA,B20005A_094EA,B20005A_094MA,B20005A_095MA,B20005A_095EA,state
0400000US01,2719219,5242,1318175,3752,637287,8420,110,146,637177,8432,1427,558,638,366,3270,966,4624,1090,11723,1812,6104,1136,18400,3023,13419,2084,27695,2922,17672,2375,43475,3398,45295,3710,45467,3420,49282,3720,34881,2919,47530,3264,54244,3622,43611,2893,72688,4272,95732,4773,680888,7925,439249,7521,241639,7199,37908,3106,27560,2521,28588,2781,18489,2378,27426,2301,12436,1826,12794,2065,7253,1170,11319,1852,3732,759,10540,1830,7696,1351,4970,1000,5358,1174,2182,641,3837,744,4715,907,3492,856,4317,890,7027,1195,1401044,3704,432026,8861,127,142,431899,8843,332,217,1239,670,3753,933,2649,758,14471,2010,11394,1799,19259,2341,18462,2632,27343,2230,20057,2140,38771,3443,44501,3591,36262,2870,37534,3617,26998,3114,27599,2560,33633,2999,19197,2451,26446,2951,21999,2313,969018,9068,665581,9569,303437,8580,58202,3818,39029,3186,31011,3069,25991,2747,33979,2957,15733,2357,16223,1743,8006,1494,13830,1950,6632,1271,10754,1633,10093,1530,5634,1352,5995,1177,4218,1042,5235,1178,4564,947,3564,1727,2618,668,2126,692,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,391422,2699,209967,1766,111221,2838,38,52,111183,2841,241,207,200,177,712,532,335,331,1208,664,446,269,1192,545,1756,571,2535,698,2581,829,6076,1458,5627,1227,6228,1209,6612,1451,4685,1175,7627,1346,9994,1585,11971,1617,19077,2193,22080,1914,98746,3152,38097,2527,60649,2733,5766,1142,4966,1176,4516,1210,3072,834,3578,960,1519,619,2703,726,1428,636,1707,497,1102,537,4146,1188,3057,838,2109,829,2301,662,1497,507,2891,1126,2269,705,2199,666,4664,1010,5159,1148,181455,1723,67802,3112,124,172,67678,3119,177,164,131,111,678,377,462,373,819,332,825,430,774,361,1303,926,1493,596,1705,599,5817,1064,4275,1072,4896,1222,6042,1269,3546,777,5579,1124,7003,1222,6291,1145,9841,1426,6021,1058,113653,3420,55003,2512,58650,2967,7536,1214,6521,1202,5837,1040,2784,982,4748,954,1950,691,3545,996,1478,606,3425,955,1951,754,3487,1013,3197,893,2502,772,1685,697,856,340,1071,419,1565,595,1725,454,1972,792,815,368,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4274337,17534,2103612,9600,949907,12365,0,201,949907,12365,2298,712,1118,649,6292,1740,5308,1193,23079,2559,13451,2411,23545,2597,21511,2598,45153,3690,23958,3021,69361,5412,77192,4970,62433,3594,72086,4475,55602,4220,58464,3833,81561,4618,59491,3702,101047,4778,146957,5853,1153705,11289,723281,8620,430424,8453,68443,3589,46819,3574,42944,3010,32428,3149,47787,3174,15561,2017,28790,2845,14423,2276,21882,2814,8269,1619,16539,2039,16115,2066,9810,1587,11565,1619,7782,1488,6555,1336,7861,1501,4770,925,7290,1523,14791,1873,2170725,9743,692379,10863,121,128,692258,10855,648,360,1229,500,5722,1252,6160,1217,20463,2582,14146,2398,25235,2884,19070,2010,34367,3245,26136,2988,67743,4324,75486,4316,63727,4188,56070,3576,41538,3507,42544,3345,50813,3769,40463,3402,52234,3724,48464,3304,1478346,12200,973106,11492,505240,10719,77625,4629,56299,4300,58057,3836,44294,3867,54016,3558,23240,2217,34403,3112,20012,2385,26167,2726,9929,1621,20729,2158,17286,2161,12488,1669,11763,1649,7720,1716,7670,1293,7342,1203,5931,1211,4934,940,5335,883,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1865745,4395,910294,2907,423768,6727,0,190,423768,6727,579,360,756,379,3411,1069,3002,939,9969,1822,6893,1454,12250,1871,8472,1655,22786,2638,13890,1972,37557,3404,39215,3440,32290,2398,29468,2721,25268,2833,26594,2499,35636,3030,25865,2695,40583,3247,49284,3054,486526,7113,308105,6255,178421,5512,28310,2615,22742,2347,19314,2500,14122,1933,19294,2493,8928,1307,8965,1528,4682,1179,7530,1363,4297,1127,9371,1761,7724,1419,3650,1050,2352,653,1967,692,3698,870,2463,601,1972,581,1915,757,5125,1111,955451,2945,311490,5884,74,128,311416,5878,159,191,978,503,2304,659,2259,684,8892,1371,8030,1426,15837,1725,14094,1998,23467,2615,15081,1931,34743,3334,33292,2735,26748,2442,26355,2409,18745,2484,16456,1990,20724,2400,14152,1768,15856,1909,13244,1961,643961,6031,432087,5698,211874,5497,38281,2712,27952,2747,23936,2268,19010,2173,25233,2575,10637,1569,14601,2227,6031,1165,7823,1315,4307,1045,7089,1442,6115,1067,5038,974,3440,892,2698,763,2592,732,1989,512,1542,635,1190,468,2370,702,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,19240292,47192,9553095,27624,4543035,29847,831,473,4542204,29815,10841,1601,8776,1812,23709,2464,21988,2673,83192,4954,57263,4536,116709,5868,118746,5817,211277,8416,127198,5901,262080,10099,299508,9577,243702,8213,259713,9650,198713,5725,252858,8157,353624,8676,278546,8152,534157,12579,1079604,14057,5010060,29917,2848551,23155,2161509,23713,281364,9340,180493,6373,200757,8408,143318,6295,212343,8216,91938,4655,135213,5786,71956,5200,116022,5507,50466,3298,99511,5861,91707,5246,59286,4407,62661,4269,37420,3485,45121,3264,51676,3738,38911,2927,74022,4181,117324,5101,9687197,23610,2986735,22487,554,313,2986181,22457,6485,1350,8001,1598,23175,2057,24620,2299,73816,4444,48885,3661,96709,4975,92499,5750,152851,8165,98336,5142,199719,8564,224832,8262,186023,6572,195979,7436,153227,5314,191030,7019,242023,7677,205915,6154,344957,9513,417099,9329,6700462,25452,4133061,23822,2567401,21374,358541,8998,249272,7581,282058,8874,191629,6711,276159,9372,122735,5198,161635,6836,84731,4679,136644,6369,53741,3421,113024,5017,97580,4585,61172,3397,59152,4000,37926,3321,43201,3684,56047,3381,45340,3316,73793,4117,63021,3193,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3716069,9697,1856095,5809,995825,10830,114,97,995711,10849,2001,685,1506,608,3733,916,5821,1341,15564,2151,8240,1395,17232,2291,13318,2045,37364,3111,21135,2684,61445,4028,73683,4181,62646,4104,66339,3640,52392,3713,66915,4154,94213,5143,71671,4253,121241,5242,199252,5782,860270,10243,429367,8338,430903,9103,67213,4115,40512,3047,40355,3536,25442,2433,41221,3843,13651,1813,25039,2455,11451,1587,24719,2625,10667,1490,20408,2492,19816,1919,12824,1897,11969,1982,7936,1526,10769,1583,8831,1113,6774,1363,12086,1569,19220,1844,1859974,5977,689408,10663,297,316,689111,10670,1646,669,1087,459,4403,1030,5647,1339,15072,1999,8810,1604,19387,2581,18976,2655,30969,2991,22308,2225,52260,3752,68012,4001,53832,3597,60127,3967,46174,3340,44954,2927,63214,3692,46808,3090,61700,3674,63725,3304,1170566,11228,623857,9156,546709,10241,85636,3612,60543,3967,54124,3845,35316,3141,54310,3666,27377,2660,34666,2656,19120,2119,29609,2442,13590,1803,27001,2784,23742,2435,17266,2054,11774,1875,8915,1477,10680,1374,10177,1403,7124,1204,8154,1385,7585,1305,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2289837,10213,1103010,6041,563272,7665,61,100,563211,7661,603,368,842,558,2898,914,1510,604,3652,902,2974,815,5930,1185,4718,959,13223,1802,8128,1762,19259,2147,26644,2540,26477,2767,30451,3156,31112,3568,36118,3286,57573,3640,47893,3453,81488,4319,161718,4759,539738,8030,291821,6707,247917,6041,39096,2808,26884,2054,22556,2586,15575,2032,21306,2313,9336,1694,11729,1567,7240,1402,13229,1644,4061,1021,11383,1652,13244,2146,5961,1109,7911,1273,4318,1233,5055,888,7178,1151,3606,860,7159,1184,11090,1428,1186827,5502,417206,8075,0,198,417206,8075,656,364,697,361,1842,739,1451,759,5306,1306,4162,1029,6409,1373,5747,1244,13017,1729,6964,1372,21980,2538,28412,2714,30767,2788,29790,2908,26112,2430,30730,2504,43620,3517,35361,3068,64605,3301,59578,3405,769621,7626,430357,6476,339264,7572,48275,3170,33908,3023,31394,2808,20712,2285,30893,3085,15276,2078,20954,2521,11958,1579,16816,1977,7981,1241,19105,2136,14789,1831,11211,1431,8048,1356,5306,1054,7686,1284,9496,1761,7601,1282,10471,1499,7384,1168,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,545594,3355,262733,2031,125961,3477,0,190,125961,3477,0,190,0,190,303,248,233,188,799,421,1293,572,2300,620,1425,711,4747,1088,4152,1042,6313,1484,8239,1589,7722,1539,11652,1662,6953,1296,10557,1790,13917,1730,8758,1671,14925,1791,21673,1833,136772,3383,83940,2868,52832,3096,8935,1378,6692,1308,4863,1010,3057,722,4826,995,3508,1034,2928,808,2038,746,1626,727,544,284,2513,1076,1895,549,1884,603,1487,557,676,420,1479,553,786,329,521,287,1195,531,1379,729,282861,1999,100139,3686,0,190,100139,3686,0,190,276,306,468,327,203,171,858,364,1318,672,3173,1012,2428,1107,4496,1365,2109,746,7754,1419,8207,1377,8215,1288,7557,1538,7744,1505,7066,1365,10240,1598,7999,1395,11021,1475,9007,1330,182722,4023,114673,2836,68049,3402,9800,1415,9207,1452,8070,1536,4271,1098,7510,1286,3045,871,4401,1014,1739,729,3397,976,1052,454,2874,851,2471,795,2098,756,1194,421,1941,931,1004,501,1415,499,773,356,975,430,812,382,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,239587,2621,118910,1666,78956,2532,0,200,78956,2532,75,124,17,40,287,226,38,63,246,261,90,107,277,210,205,231,571,354,560,557,1259,518,1459,629,1568,597,2383,776,3410,973,3591,1047,6152,1229,6781,1279,13500,1412,36487,2324,39954,2402,14544,1306,25410,2113,3883,1224,2948,839,3669,891,1575,617,1131,767,560,305,790,355,410,384,885,606,112,116,1257,579,796,380,599,378,944,389,595,265,358,242,836,395,744,347,1284,535,2034,605,120677,1546,67408,2680,0,200,67408,2680,41,66,0,200,335,230,134,143,204,164,119,151,505,417,232,358,843,612,258,258,1160,643,1129,527,2691,859,2971,822,3712,1013,5777,1471,7046,946,5800,1039,12735,1343,21716,1940,53269,2338,20914,1636,32355,2195,6913,1330,3818,1049,2448,661,966,410,1718,587,421,389,964,468,623,297,1489,447,423,292,1525,593,1263,555,1780,647,901,348,601,329,1137,620,1555,721,417,242,1763,646,1630,527,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12913275,20889,6275562,12963,2807093,21647,474,291,2806619,21648,4515,1078,5194,1175,16678,2204,18466,3000,59038,5282,39488,4456,94618,6128,76449,5984,155160,7541,88579,5126,233462,8708,243640,8655,204216,9050,209242,8985,146513,6997,183247,7757,207818,6779,160062,5936,251756,9178,408478,8646,3468469,22380,2278589,18343,1189880,19323,157863,7108,115887,6059,119798,6690,89577,5593,140798,6568,56619,5418,80036,5700,41542,3972,66030,4856,27215,2978,50731,3715,47753,4506,30418,3253,25155,2784,17123,2516,20110,2598,22332,2371,16379,2030,21399,2756,43115,3053,6637713,12681,2112482,19764,134,128,2112348,19773,2684,1165,3963,1129,13468,2120,14886,2172,63004,4892,40862,3896,95549,6256,74560,4435,139935,6548,89852,6276,201306,8087,220615,9506,181964,6531,172467,8491,135539,5947,129054,4637,160062,7656,102601,5645,135355,5734,134622,5336,4525231,18838,3087205,20354,1438026,19406,197921,8452,143918,6272,160779,6887,122389,6226,184752,7784,78637,5400,104597,5661,51347,4116,76577,4317,27625,2870,59848,3525,49994,3390,35455,3148,31187,2862,20179,2613,24539,2855,24930,2428,11647,1526,14478,1780,17227,1700,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
