GEO_ID,B27005_001E,B27005_001M,B27005_002E,B27005_002M,B27005_003E,B27005_003M,B27005_004E,B27005_004M,B27005_005E,B27005_005M,B27005_006E,B27005_006M,B27005_007E,B27005_007M,B27005_008E,B27005_008M,B27005_009E,B27005_009M,B27005_010E,B27005_010M,B27005_011E,B27005_011M,B27005_012E,B27005_012M,B27005_013E,B27005_013M,B27005_014E,B27005_014M,B27005_015E,B27005_015M,B27005_016E,B27005_016M,B27005_017E,B27005_017M,B27005_018E,B27005_018M,B27005_019E,B27005_019M,B27005_020E,B27005_020M,B27005_021E,B27005_021M,B27005_022E,B27005_022M,B27005_023E,B27005_023M,B27005_024E,B27005_024M,B27005_025E,B27005_025M,B27005_026E,B27005_026M,B27005_027E,B27005_027M,B27005_028E,B27005_028M,B27005_029E,B27005_029M,B27005_030E,B27005_030M,B27005_031E,B27005_031M,B27005_032E,B27005_032M,B27005_033E,B27005_033M,B27005_034E,B27005_034M,B27005_035E,B27005_035M,B27005_036E,B27005_036M,B27005_037E,B27005_037M,B27005_038E,B27005_038M,B27005_039E,B27005_039M,B27005_040E,B27005_040M,B27005_041E,B27005_041M,B27005_042E,B27005_042M,B27005_043E,B27005_043M,B27005_044E,B27005_044M,B27005_045E,B27005_045M,B27005_046E,B27005_046M,B27005_047E,B27005_047M,B27005_048E,B27005_048M,B27005_049E,B27005_049M,B27005_050E,B27005_050M,B27005_051E,B27005_051M,B27005_052E,B27005_052M,B27005_053E,B27005_053M,B27005_054E,B27005_054M,B27005_055E,B27005_055M,B27005_056E,B27005_056M,B27005_057E,B27005_057M,NAME,B27005_001MA,B27005_001EA,B27005_002MA,B27005_002EA,B27005_003EA,B27005_003MA,B27005_004EA,B27005_004MA,B27005_005MA,B27005_005EA,B27005_006EA,B27005_006MA,B27005_007MA,B27005_007EA,B27005_008EA,B27005_008MA,B27005_009MA,B27005_009EA,B27005_010MA,B27005_010EA,B27005_011MA,B27005_011EA,B27005_012MA,B27005_012EA,B27005_013MA,B27005_013EA,B27005_014MA,B27005_014EA,B27005_015EA,B27005_015MA,B27005_016MA,B27005_016EA,B27005_017EA,B27005_017MA,B27005_018MA,B27005_018EA,B27005_019MA,B27005_019EA,B27005_020MA,B27005_020EA,B27005_021MA,B27005_021EA,B27005_022MA,B27005_022EA,B27005_023MA,B27005_023EA,B27005_024EA,B27005_024MA,B27005_025MA,B27005_025EA,B27005_026EA,B27005_026MA,B27005_027MA,B27005_027EA,B27005_028EA,B27005_028MA,B27005_029EA,B27005_029MA,B27005_030MA,B27005_030EA,B27005_031MA,B27005_031EA,B27005_032MA,B27005_032EA,B27005_033MA,B27005_033EA,B27005_034EA,B27005_034MA,B27005_035EA,B27005_035MA,B27005_036MA,B27005_036EA,B27005_037EA,B27005_037MA,B27005_038MA,B27005_038EA,B27005_039EA,B27005_039MA,B27005_040MA,B27005_040EA,B27005_041MA,B27005_041EA,B27005_042MA,B27005_042EA,B27005_043EA,B27005_043MA,B27005_044MA,B27005_044EA,B27005_045MA,B27005_045EA,B27005_046MA,B27005_046EA,B27005_047EA,B27005_047MA,B27005_048EA,B27005_048MA,B27005_049MA,B27005_049EA,B27005_050EA,B27005_050MA,B27005_051MA,B27005_051EA,B27005_052EA,B27005_052MA,B27005_053EA,B27005_053MA,B27005_054MA,B27005_054EA,B27005_055MA,B27005_055EA,B27005_056MA,B27005_056EA,B27005_057MA,B27005_057EA,state
0400000US01,4781070,1376,2299014,5729,175451,4215,9666,1610,165785,4454,389086,4464,27984,2800,361102,5275,227516,3014,27130,3187,200386,3667,291369,4681,30659,2818,260710,5283,285883,4547,27533,2331,258350,4507,304755,3606,38701,2714,266054,4412,301864,2427,42413,3241,259451,3433,206027,2088,60819,2485,145208,2771,117063,1405,44523,2037,72540,2423,2482056,5719,170608,4531,9703,1684,160905,4699,371571,4441,25471,2973,346100,5003,230942,3509,31578,2787,199364,4179,316384,3907,29648,2669,286736,4202,312495,3594,33978,3360,278517,4237,328264,2452,45502,3354,282762,3870,331608,1850,53449,2808,278159,3364,238860,1574,74705,2796,164155,3248,181324,1464,63637,3399,117687,3101,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,33698,1496,1704,586,31994,1540,62128,1664,2597,658,59531,1800,40434,1519,3612,1366,36822,1899,56423,1943,4910,998,51513,2068,44642,1509,4332,1113,40310,1616,46999,1346,4331,916,42668,1535,48220,827,5554,1011,42666,1296,24693,715,4192,824,20501,1056,10052,395,1454,455,8598,580,345793,1921,32218,1494,1246,541,30972,1561,57873,1480,2890,743,54983,1634,33290,868,2506,749,30784,973,53261,1487,4581,981,48680,1860,43754,1221,3864,987,39890,1501,44535,1066,3260,802,41275,1051,45521,927,6664,1154,38857,1358,23098,936,4115,792,18983,1149,12243,644,2535,593,9708,819,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,258843,2756,19465,2505,239378,3385,565236,3270,47252,3153,517984,4063,330644,2097,35354,2739,295290,3389,440884,2848,38845,4099,402039,5070,403407,2911,41115,2993,362292,4362,405252,1967,48846,3777,356406,4378,379561,1603,59935,3442,319626,3454,304339,1328,85997,3465,218342,3504,205580,1133,70783,3065,134797,3070,3425608,3038,253182,3550,18119,1950,235063,4094,542132,3310,49618,3856,492514,5013,322705,1856,35479,3072,287226,3491,440339,1920,40761,3425,399578,3496,418146,1585,42325,3263,375821,3592,424393,1711,52429,3523,371964,3565,426743,1123,74380,4542,352363,4641,343709,1572,110889,3454,232820,3609,254259,1552,82427,3958,171832,4285,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,112494,3446,6533,1516,105961,3536,250752,3844,15956,2256,234796,4691,141008,2792,17664,2615,123344,3713,180584,3563,20193,2418,160391,4050,174942,2907,19477,2146,155465,3283,184703,2676,23220,2479,161483,3657,175501,1533,26667,2263,148834,2647,129382,1249,40527,2421,88855,2418,77075,1211,28967,1845,48108,2132,1497866,4230,113621,3212,5283,1271,108338,3198,226834,3890,15872,2247,210962,4717,138958,3118,16833,1935,122125,3705,193823,3800,20986,2331,172837,4272,183671,2666,21789,2608,161882,3288,192237,2466,24953,1904,167284,2655,193956,1470,32814,2166,161142,2685,146791,1500,51746,2507,95045,2461,107975,1375,42543,2197,65432,2382,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1534824,8172,97393,5412,1437431,8597,3108296,8951,255964,8440,2852332,10723,1951795,4340,257547,7873,1694248,8820,2892205,6046,299644,10246,2592561,11576,2533730,4059,258923,7432,2274807,8518,2559327,4401,312365,9467,2246962,10312,2211813,2721,348793,8061,1863020,8480,1371995,2913,272113,6779,1099882,6946,889183,2724,230664,6777,658519,7288,19596453,6021,1455144,8115,95078,4572,1360066,8141,3004875,8209,236784,9051,2768091,10413,1895181,3996,247701,8157,1647480,8480,2823855,4354,293539,9174,2530316,9620,2580433,3329,263448,7472,2316985,8031,2622629,2809,333333,8364,2289296,9030,2380883,2405,389750,7605,1991133,7540,1582231,3029,349448,8275,1232783,8612,1251222,3266,326170,6858,925052,7210,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,206140,3658,17595,2094,188545,3739,433329,4152,44136,3445,389193,4743,263619,3376,40983,3566,222636,4601,408354,3606,45010,3010,363344,4498,365331,3195,42438,3241,322893,4284,347572,2495,45977,3285,301595,4147,331099,1888,57407,3599,273692,3437,206572,1413,55414,2673,151158,3045,111603,1171,41057,2084,70546,2196,2693716,4738,196288,4036,14790,2177,181498,4262,419043,3911,40712,3046,378331,4488,247424,2175,38108,2960,209316,3479,394696,2373,40369,2556,354327,3405,356146,2694,40741,2806,315405,3862,353995,1764,46345,3063,307650,3085,348202,1557,61316,3204,286886,3712,226357,1635,69736,2783,156621,3088,151565,1325,59884,2884,91681,3022,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,113468,2411,5142,1041,108326,2598,276558,2735,16915,1798,259643,3009,175814,1793,23635,2264,152179,2486,214309,2027,21130,2874,193179,3318,206251,1661,17879,1739,188372,2485,256260,1542,29778,2188,226482,2412,238760,983,34267,2186,204493,2286,144047,910,35385,2397,108662,2427,93790,1204,31591,2226,62199,2265,1818726,2437,112147,2383,5812,1039,106335,2509,259748,2638,15926,2078,243822,3128,170091,1524,21521,2909,148570,3060,218550,1894,18339,2442,200211,2529,221127,1513,17274,1952,203853,2240,276774,1502,28312,2387,248462,2704,254714,821,35011,2520,219703,2432,166694,1199,47740,2595,118954,2636,138881,1362,49488,2474,89393,2386,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,33318,1130,1934,1177,31384,1775,70532,1224,4441,979,66091,1543,43357,969,4648,873,38709,1327,57773,1328,5167,1332,52606,1681,52100,883,4039,1000,48061,1306,61203,868,6510,1184,54693,1468,58743,500,7010,1167,51733,1156,44247,833,11333,974,32914,1249,26409,686,7612,886,18797,1176,483521,1246,32614,1234,1432,616,31182,1360,67307,1442,3097,1093,64210,1787,43669,928,4627,1036,39042,1394,63017,1236,4186,978,58831,1572,56603,863,3338,935,53265,1209,66551,770,5268,1116,61283,1218,67666,498,8899,1113,58767,1222,50696,677,12672,1324,38024,1379,35398,656,10772,1158,24626,1304,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,26616,1137,1634,741,24982,1328,33215,1079,1728,876,31487,1336,34856,694,11042,2130,23814,2035,69861,659,7370,1541,62491,1638,46790,515,5068,1058,41722,1056,37860,401,3253,988,34607,1089,32536,908,5514,1039,27022,1235,18650,813,4354,713,14296,989,10763,545,2792,569,7971,747,349535,1105,24750,852,1294,775,23456,1119,32834,808,1790,688,31044,997,43910,568,12631,1655,31279,1750,80488,493,11584,1962,68904,2038,48030,334,4235,917,43795,994,38552,149,4544,1048,34008,1062,36707,117,4150,928,32557,927,24893,562,5500,946,19393,1078,19371,797,5447,906,13924,1102,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,668973,6922,52909,4687,616064,7486,1411689,8050,140956,7438,1270733,10756,874119,6410,144945,8115,729174,9999,1237740,7359,170540,7553,1067200,10630,1169159,5155,158314,6237,1010845,8084,1311981,5296,209538,8451,1102443,9820,1233381,3340,242958,7826,990423,8100,1004899,2441,249752,5738,755147,6175,740784,2603,232743,6928,508041,6912,10307444,7951,646860,7836,47613,4306,599247,8306,1365879,7181,134774,6954,1231105,9746,855443,4601,138992,6802,716451,6793,1282278,4616,174560,8049,1107718,9000,1237548,4020,174334,8485,1063214,8865,1393405,3982,239735,8017,1153670,8848,1393133,2892,297905,7259,1095228,7815,1162418,3467,318630,7378,843788,8714,970480,3446,309500,7939,660980,7871,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
