GEO_ID,B12501_001E,B12501_001M,B12501_002E,B12501_002M,B12501_003E,B12501_003M,B12501_004E,B12501_004M,B12501_005E,B12501_005M,B12501_006E,B12501_006M,B12501_007E,B12501_007M,B12501_008E,B12501_008M,B12501_009E,B12501_009M,B12501_010E,B12501_010M,B12501_011E,B12501_011M,NAME,B12501_001EA,B12501_001MA,B12501_002MA,B12501_002EA,B12501_003MA,B12501_003EA,B12501_004MA,B12501_004EA,B12501_005EA,B12501_005MA,B12501_006EA,B12501_006MA,B12501_007EA,B12501_007MA,B12501_008MA,B12501_008EA,B12501_009MA,B12501_009EA,B12501_010MA,B12501_010EA,B12501_011EA,B12501_011MA,state
0400000US42,10589716,3137,5130670,3395,1894997,15100,3235673,14827,88319,4272,3147354,14469,5459046,3257,1680326,14428,3778720,14331,86266,4307,3692454,14417,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,882671,980,422625,1531,169660,4642,252965,4952,6694,1396,246271,4681,460046,1108,156845,4623,303201,4468,5739,1418,297462,4268,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3994825,2795,1925137,3505,686262,10022,1238875,9505,36864,3372,1202011,9383,2069688,2715,617198,7940,1452490,8252,35024,3251,1417466,7469,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,682834,1699,341300,2266,117004,3903,224296,3487,6370,1394,217926,3290,341534,1636,90365,3720,251169,3952,7219,1533,243950,3635,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5363257,3504,2586068,4343,853883,8788,1732185,9007,52118,3452,1680067,8998,2777189,3597,761623,9775,2015566,9644,52028,3965,1963538,9678,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21446565,6474,10558177,7251,3804642,23611,6753535,23763,226679,9013,6526856,22622,10888388,6858,3218567,22639,7669821,22208,222389,8585,7447432,21983,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2228373,1702,1111888,2246,368608,7527,743280,7407,29629,2922,713651,7350,1116485,2026,298417,6166,818068,5933,31568,3426,786500,5937,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,529124,799,258397,1099,90669,2844,167728,2707,4189,890,163539,2508,270727,1055,77155,2527,193572,2533,4170,921,189402,2537,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6826858,3972,3331211,3999,1176452,13081,2154759,12884,67237,4060,2087522,12147,3495647,4268,1034617,11899,2461030,11341,65536,4242,2395494,10916,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5828814,2036,2900227,3111,1011260,11377,1888967,11484,58352,3834,1830615,11488,2928587,3361,809690,10793,2118897,10158,55864,3558,2063033,10058,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1531879,1868,750821,2249,234873,5625,515948,5338,13091,2015,502857,5386,781058,2198,191746,5529,589312,5005,15241,1923,574071,5338,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4703887,2587,2321002,2711,821652,7795,1499350,7687,37471,3037,1461879,7320,2382885,2747,689612,7157,1693273,6819,38207,2735,1655066,6809,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,468057,2660,234851,2229,72489,3360,162362,3127,5490,1140,156872,3168,233206,2615,58703,3957,174503,3270,5049,940,169454,3334,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2880600,1046,1349963,2484,589872,8226,760091,7792,11298,1734,748793,7779,1530637,2456,555020,9185,975617,8757,11094,1853,964523,8741,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
