GEO_ID,B12501_001E,B12501_001M,B12501_002E,B12501_002M,B12501_003E,B12501_003M,B12501_004E,B12501_004M,B12501_005E,B12501_005M,B12501_006E,B12501_006M,B12501_007E,B12501_007M,B12501_008E,B12501_008M,B12501_009E,B12501_009M,B12501_010E,B12501_010M,B12501_011E,B12501_011M,NAME,B12501_001EA,B12501_001MA,B12501_002MA,B12501_002EA,B12501_003MA,B12501_003EA,B12501_004MA,B12501_004EA,B12501_005EA,B12501_005MA,B12501_006EA,B12501_006MA,B12501_007EA,B12501_007MA,B12501_008MA,B12501_008EA,B12501_009MA,B12501_009EA,B12501_010MA,B12501_010EA,B12501_011EA,B12501_011MA,state
0400000US01,3947204,3082,1885840,4406,643803,10330,1242037,10071,33087,2831,1208950,10029,2061364,3408,587456,8211,1473908,8442,33454,2812,1440454,8779,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582619,876,308121,1381,124335,3516,183786,3533,7844,1292,175942,3600,274498,1421,83760,3301,190738,3109,8434,1407,182304,2897,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5481996,1114,2701575,1639,1009232,10634,1692343,10308,49134,4178,1643209,10420,2780421,1591,827914,9869,1952507,10093,47964,3785,1904543,9851,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2390981,2948,1162989,3454,357585,7805,805404,6963,24111,2673,781293,6762,1227992,3138,298334,7463,929658,7094,24758,3037,904900,7262,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31576740,3429,15576921,4371,6331136,24097,9245785,24120,286456,9236,8959329,24160,15999819,3197,5377533,24124,10622286,23766,270420,8216,10351866,25758,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4406120,2262,2206401,3004,782598,9500,1423803,9416,44191,3344,1379612,9568,2199719,2947,613936,9706,1585783,9790,44013,3295,1541770,9232,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2971949,1156,1435144,1881,548808,8848,886336,8688,22336,2762,864000,8649,1536805,1527,501358,6879,1035447,6815,20320,2524,1015127,6926,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,776531,657,372263,926,136341,3890,235922,3979,6887,1308,229035,4029,404268,817,126397,4145,277871,3979,7455,1367,270416,3915,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569946,266,267946,563,153707,4020,114239,3925,7120,1308,107119,3925,302000,547,161935,3751,140065,3696,6299,1056,133766,3765,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16889179,3724,8167643,5360,2894926,16757,5272717,16903,148075,7927,5124642,17080,8721536,5405,2482272,19751,6239264,19474,140523,6944,6098741,19127,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8139039,3991,3916665,5151,1438779,14385,2477886,15046,79174,5584,2398712,14756,4222374,4770,1340771,12811,2881603,11178,80672,5463,2800931,11423,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1168301,806,590393,1244,222377,5925,368016,5602,15076,2216,352940,5426,577908,1046,169582,4995,408326,5045,12609,1935,395717,4879,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1294692,1881,642880,2474,201407,6131,441473,5940,14656,1735,426817,5980,651812,2260,166155,5728,485657,5701,13574,1684,472083,5369,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10412828,3095,5063925,3949,1939852,12603,3124073,12325,83494,5323,3040579,12464,5348903,3917,1755416,13982,3593487,13724,81462,4744,3512025,14101,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5314761,3633,2586612,4478,891213,9872,1695399,10119,48146,3570,1647253,10038,2728149,4134,779009,10385,1949140,10863,49811,3428,1899329,10520,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2518654,2648,1240310,2916,405842,7168,834468,6756,25759,2535,808709,6369,1278344,2625,338424,6072,939920,6381,25497,1963,914423,6079,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2312560,2500,1144771,2745,384727,6055,760044,6344,20800,2005,739244,5841,1167789,2574,310008,6268,857781,5918,22039,2159,835742,5509,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3588805,2946,1746997,3589,552524,7036,1194473,6841,38022,3265,1156451,6604,1841808,3336,472107,7281,1369701,7022,37938,2901,1331763,7056,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3740919,3718,1806873,3691,699983,9397,1106890,9678,33602,3341,1073288,9537,1934046,3782,632820,11137,1301226,10490,32061,3217,1269165,10161,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1121207,1499,543626,1936,174163,3997,369463,4411,8867,1599,360596,4233,577581,1949,147730,3869,429851,3823,9188,1548,420663,4058,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4890571,1819,2340835,2712,879578,10748,1461257,10424,40109,3256,1421148,10144,2549736,2859,841984,9245,1707752,9273,39497,3230,1668255,9254,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5658173,1339,2716576,2163,1097062,11691,1619514,11421,43368,3933,1576146,10974,2941597,1835,1015905,12777,1925692,12672,41181,3435,1884511,11654,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8116804,2864,3954251,3003,1448864,11209,2505387,10943,61506,3452,2443881,11847,4162553,2725,1276410,10675,2886143,10645,60470,2946,2825673,10139,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4420760,2259,2181651,2635,761083,7911,1420568,8078,37825,2372,1382743,7833,2239109,2871,641507,6921,1597602,7482,38820,2758,1558782,7526,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2388147,2890,1143411,3052,426597,8283,716814,8049,20072,2381,696742,7917,1244736,3325,398740,6619,845996,6946,20205,2215,825791,6892,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4931458,3176,2395744,3818,801558,9496,1594186,9288,43685,3239,1550501,9169,2535714,3830,704766,8740,1830948,8691,43654,3039,1787294,8354,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,844438,1510,423623,2445,141041,4037,282582,3752,7635,1492,274947,4045,420815,2049,105097,3572,315718,3599,7841,1702,307877,3606,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1501794,1721,741271,2211,255029,4858,486242,5110,13803,1772,472439,4888,760523,1725,204520,4478,556003,4513,13075,1488,542928,4216,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2332895,1049,1163719,1231,431514,7554,732205,7713,24851,2745,707354,7872,1169176,1357,344752,6358,824424,6300,22691,2319,801733,6804,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1117604,1127,548584,1486,183282,4464,365302,4278,8276,1545,357026,4241,569020,1459,150452,3960,418568,4089,8149,1439,410419,3848,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7313818,1478,3535810,1697,1336661,12497,2199149,12203,50796,3408,2148353,11839,3778008,1490,1196365,11467,2581643,11592,48402,3223,2533241,11272,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1668989,2785,821541,2995,307395,7818,514146,7234,14341,2035,499805,7552,847448,2012,262208,5502,585240,5581,15129,2329,570111,5965,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16312417,2940,7832354,3462,3263252,21102,4569102,20966,127600,5903,4441502,20018,8480063,3158,3078939,18731,5401124,18267,122700,5908,5278424,18162,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8146843,4891,3924333,5681,1362564,13511,2561769,13182,78664,4451,2483105,13444,4222510,5240,1223827,13188,2998683,12986,75551,4450,2923132,13198,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,611660,1723,314948,2488,116255,3607,198693,3556,7084,1305,191609,3418,296712,1814,82190,3644,214522,3386,6655,1193,207867,3533,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9451449,3690,4577925,3872,1612418,14021,2965507,14376,77465,4780,2888042,13880,4873524,3289,1424650,14434,3448874,14036,77458,4128,3371416,14351,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3108452,1929,1526608,2458,491094,5850,1035514,5854,31484,2502,1004030,6057,1581844,2045,394496,6512,1187348,6036,34041,2904,1153307,6135,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3316989,2594,1629953,3449,566121,8553,1063832,8695,30209,2820,1033623,8661,1687036,2902,462660,8203,1224376,7619,30667,2441,1193709,7467,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
