GEO_ID,B01002D_001E,B01002D_001M,B01002D_002E,B01002D_002M,B01002D_003E,B01002D_003M,NAME,B01002D_001EA,B01002D_001MA,B01002D_002MA,B01002D_002EA,B01002D_003MA,B01002D_003EA,state
0400000US01,34.7,1.6,32.0,3.2,36.0,2.4,Alabama,null,null,null,null,null,null,01
0400000US02,32.7,2.1,30.2,1.7,35.7,1.5,Alaska,null,null,null,null,null,null,02
0400000US04,36.7,0.7,34.2,1.1,38.9,0.9,Arizona,null,null,null,null,null,null,04
0400000US05,33.6,2.7,32.3,1.1,36.6,2.6,Arkansas,null,null,null,null,null,null,05
0400000US06,39.4,0.2,37.5,0.2,40.9,0.1,California,null,null,null,null,null,null,06
0400000US08,34.7,0.8,33.4,0.9,35.6,0.7,Colorado,null,null,null,null,null,null,08
0400000US09,34.5,0.6,33.3,0.8,35.6,0.6,Connecticut,null,null,null,null,null,null,09
0400000US10,34.8,1.4,36.2,2.7,34.0,1.9,Delaware,null,null,null,null,null,null,10
0400000US11,32.7,0.8,33.1,1.5,32.5,0.8,District of Columbia,null,null,null,null,null,null,11
0400000US12,38.3,0.6,36.4,0.6,39.6,0.6,Florida,null,null,null,null,null,null,12
0400000US13,34.9,0.6,33.9,0.6,36.0,0.7,Georgia,null,null,null,null,null,null,13
0400000US15,48.1,0.7,46.1,0.6,49.7,0.6,Hawaii,null,null,null,null,null,null,15
0400000US16,36.1,2.4,36.9,8.8,35.2,2.8,Idaho,null,null,null,null,null,null,16
0400000US17,35.8,0.3,35.1,0.3,36.7,0.5,Illinois,null,null,null,null,null,null,17
0400000US18,29.5,0.9,27.2,1.0,31.8,1.1,Indiana,null,null,null,null,null,null,18
0400000US19,29.2,1.3,27.0,1.6,31.3,1.7,Iowa,null,null,null,null,null,null,19
0400000US20,31.0,1.3,29.5,1.2,33.1,1.3,Kansas,null,null,null,null,null,null,20
0400000US21,33.1,1.3,31.9,1.5,34.4,2.2,Kentucky,null,null,null,null,null,null,21
0400000US22,33.0,1.7,31.6,1.7,34.3,1.1,Louisiana,null,null,null,null,null,null,22
0400000US23,35.4,4.2,35.1,2.4,38.2,10.1,Maine,null,null,null,null,null,null,23
0400000US24,37.3,0.4,35.6,0.6,38.5,0.7,Maryland,null,null,null,null,null,null,24
0400000US25,33.6,0.3,33.2,0.4,34.0,0.4,Massachusetts,null,null,null,null,null,null,25
0400000US26,33.0,0.5,32.0,0.6,34.0,0.6,Michigan,null,null,null,null,null,null,26
0400000US27,29.5,0.4,28.9,0.6,30.1,0.4,Minnesota,null,null,null,null,null,null,27
0400000US28,35.2,2.4,31.5,2.8,39.0,4.4,Mississippi,null,null,null,null,null,null,28
0400000US29,31.5,0.9,28.5,1.5,33.6,1.1,Missouri,null,null,null,null,null,null,29
0400000US30,29.8,4.0,25.5,6.3,32.3,3.9,Montana,null,null,null,null,null,null,30
0400000US31,30.6,1.0,29.4,1.0,31.4,1.0,Nebraska,null,null,null,null,null,null,31
0400000US32,41.8,0.9,39.3,0.6,43.7,0.6,Nevada,null,null,null,null,null,null,32
0400000US33,33.1,1.8,31.5,1.3,34.3,1.1,New Hampshire,null,null,null,null,null,null,33
0400000US34,36.9,0.3,36.1,0.3,37.6,0.3,New Jersey,null,null,null,null,null,null,34
0400000US35,39.0,3.3,36.3,4.0,40.7,6.0,New Mexico,null,null,null,null,null,null,35
0400000US36,36.4,0.2,35.8,0.2,37.0,0.3,New York,null,null,null,null,null,null,36
0400000US37,33.3,0.7,32.3,0.6,34.6,0.7,North Carolina,null,null,null,null,null,null,37
0400000US38,32.4,2.0,32.0,5.4,33.0,4.7,North Dakota,null,null,null,null,null,null,38
0400000US39,33.0,0.6,32.6,0.8,33.4,1.0,Ohio,null,null,null,null,null,null,39
0400000US40,32.3,1.0,30.5,1.0,34.0,1.3,Oklahoma,null,null,null,null,null,null,40
0400000US41,36.5,0.6,35.1,0.9,37.7,1.0,Oregon,null,null,null,null,null,null,41
0400000US42,33.6,0.4,33.2,0.5,33.9,0.5,Pennsylvania,null,null,null,null,null,null,42
0400000US44,31.0,1.7,31.3,2.0,30.4,1.9,Rhode Island,null,null,null,null,null,null,44
0400000US45,34.4,2.5,31.7,3.6,37.3,2.2,South Carolina,null,null,null,null,null,null,45
0400000US46,26.4,2.6,26.7,8.2,26.3,4.0,South Dakota,null,null,null,null,null,null,46
0400000US47,35.2,1.6,33.0,1.3,37.4,1.6,Tennessee,null,null,null,null,null,null,47
0400000US48,35.1,0.2,34.0,0.4,36.0,0.3,Texas,null,null,null,null,null,null,48
0400000US49,32.2,0.9,31.0,1.0,34.1,1.5,Utah,null,null,null,null,null,null,49
0400000US50,34.0,1.9,33.3,6.5,36.3,6.5,Vermont,null,null,null,null,null,null,50
0400000US51,36.3,0.5,35.1,0.5,37.3,0.5,Virginia,null,null,null,null,null,null,51
0400000US53,37.1,0.5,35.2,0.5,39.0,0.7,Washington,null,null,null,null,null,null,53
0400000US54,34.1,4.4,32.8,3.2,35.4,7.7,West Virginia,null,null,null,null,null,null,54
0400000US55,28.2,0.6,27.7,0.8,28.6,1.0,Wisconsin,null,null,null,null,null,null,55
0400000US56,35.2,10.0,32.6,16.1,39.7,10.2,Wyoming,null,null,null,null,null,null,56
0400000US72,40.0,4.9,38.5,5.3,40.9,6.4,Puerto Rico,null,null,null,null,null,null,72
