GEO_ID,B19037H_001E,B19037H_001M,B19037H_002E,B19037H_002M,B19037H_003E,B19037H_003M,B19037H_004E,B19037H_004M,B19037H_005E,B19037H_005M,B19037H_006E,B19037H_006M,B19037H_007E,B19037H_007M,B19037H_008E,B19037H_008M,B19037H_009E,B19037H_009M,B19037H_010E,B19037H_010M,B19037H_011E,B19037H_011M,B19037H_012E,B19037H_012M,B19037H_013E,B19037H_013M,B19037H_014E,B19037H_014M,B19037H_015E,B19037H_015M,B19037H_016E,B19037H_016M,B19037H_017E,B19037H_017M,B19037H_018E,B19037H_018M,B19037H_019E,B19037H_019M,B19037H_020E,B19037H_020M,B19037H_021E,B19037H_021M,B19037H_022E,B19037H_022M,B19037H_023E,B19037H_023M,B19037H_024E,B19037H_024M,B19037H_025E,B19037H_025M,B19037H_026E,B19037H_026M,B19037H_027E,B19037H_027M,B19037H_028E,B19037H_028M,B19037H_029E,B19037H_029M,B19037H_030E,B19037H_030M,B19037H_031E,B19037H_031M,B19037H_032E,B19037H_032M,B19037H_033E,B19037H_033M,B19037H_034E,B19037H_034M,B19037H_035E,B19037H_035M,B19037H_036E,B19037H_036M,B19037H_037E,B19037H_037M,B19037H_038E,B19037H_038M,B19037H_039E,B19037H_039M,B19037H_040E,B19037H_040M,B19037H_041E,B19037H_041M,B19037H_042E,B19037H_042M,B19037H_043E,B19037H_043M,B19037H_044E,B19037H_044M,B19037H_045E,B19037H_045M,B19037H_046E,B19037H_046M,B19037H_047E,B19037H_047M,B19037H_048E,B19037H_048M,B19037H_049E,B19037H_049M,B19037H_050E,B19037H_050M,B19037H_051E,B19037H_051M,B19037H_052E,B19037H_052M,B19037H_053E,B19037H_053M,B19037H_054E,B19037H_054M,B19037H_055E,B19037H_055M,B19037H_056E,B19037H_056M,B19037H_057E,B19037H_057M,B19037H_058E,B19037H_058M,B19037H_059E,B19037H_059M,B19037H_060E,B19037H_060M,B19037H_061E,B19037H_061M,B19037H_062E,B19037H_062M,B19037H_063E,B19037H_063M,B19037H_064E,B19037H_064M,B19037H_065E,B19037H_065M,B19037H_066E,B19037H_066M,B19037H_067E,B19037H_067M,B19037H_068E,B19037H_068M,B19037H_069E,B19037H_069M,NAME,B19037H_001MA,B19037H_001EA,B19037H_002MA,B19037H_002EA,B19037H_003EA,B19037H_003MA,B19037H_004EA,B19037H_004MA,B19037H_005EA,B19037H_005MA,B19037H_006MA,B19037H_006EA,B19037H_007MA,B19037H_007EA,B19037H_008EA,B19037H_008MA,B19037H_009EA,B19037H_009MA,B19037H_010EA,B19037H_010MA,B19037H_011MA,B19037H_011EA,B19037H_012MA,B19037H_012EA,B19037H_013MA,B19037H_013EA,B19037H_014EA,B19037H_014MA,B19037H_015MA,B19037H_015EA,B19037H_016EA,B19037H_016MA,B19037H_017MA,B19037H_017EA,B19037H_018MA,B19037H_018EA,B19037H_019EA,B19037H_019MA,B19037H_020EA,B19037H_020MA,B19037H_021EA,B19037H_021MA,B19037H_022MA,B19037H_022EA,B19037H_023MA,B19037H_023EA,B19037H_024MA,B19037H_024EA,B19037H_025EA,B19037H_025MA,B19037H_026EA,B19037H_026MA,B19037H_027EA,B19037H_027MA,B19037H_028MA,B19037H_028EA,B19037H_029MA,B19037H_029EA,B19037H_030EA,B19037H_030MA,B19037H_031EA,B19037H_031MA,B19037H_032EA,B19037H_032MA,B19037H_033MA,B19037H_033EA,B19037H_034MA,B19037H_034EA,B19037H_035MA,B19037H_035EA,B19037H_036MA,B19037H_036EA,B19037H_037EA,B19037H_037MA,B19037H_038EA,B19037H_038MA,B19037H_039MA,B19037H_039EA,B19037H_040MA,B19037H_040EA,B19037H_041MA,B19037H_041EA,B19037H_042EA,B19037H_042MA,B19037H_043EA,B19037H_043MA,B19037H_044MA,B19037H_044EA,B19037H_045MA,B19037H_045EA,B19037H_046MA,B19037H_046EA,B19037H_047MA,B19037H_047EA,B19037H_048EA,B19037H_048MA,B19037H_049EA,B19037H_049MA,B19037H_050MA,B19037H_050EA,B19037H_051MA,B19037H_051EA,B19037H_052MA,B19037H_052EA,B19037H_053EA,B19037H_053MA,B19037H_054EA,B19037H_054MA,B19037H_055MA,B19037H_055EA,B19037H_056EA,B19037H_056MA,B19037H_057MA,B19037H_057EA,B19037H_058MA,B19037H_058EA,B19037H_059EA,B19037H_059MA,B19037H_060EA,B19037H_060MA,B19037H_061EA,B19037H_061MA,B19037H_062EA,B19037H_062MA,B19037H_063MA,B19037H_063EA,B19037H_064EA,B19037H_064MA,B19037H_065MA,B19037H_065EA,B19037H_066MA,B19037H_066EA,B19037H_067MA,B19037H_067EA,B19037H_068MA,B19037H_068EA,B19037H_069EA,B19037H_069MA,state
0400000US01,1269972,8413,46815,3418,10306,1735,5699,1482,3739,1115,4134,1074,3732,995,2865,886,2805,897,3294,1081,1768,749,2514,868,2187,682,2012,611,1130,685,29,48,507,545,94,126,349948,5319,20299,2359,12436,2084,15078,2190,14609,1754,14505,2251,15470,2111,17060,2059,18299,2563,16523,2412,32802,2774,43177,3404,53440,4073,32684,2937,15614,2065,16060,1806,11892,1754,494426,4586,31337,2416,20789,2004,17034,1872,24333,1938,21312,1945,20809,2491,22044,2253,18717,1965,19086,2251,41096,3174,55328,3502,65261,3656,48586,3173,28504,2373,31221,2676,28969,2564,378783,4235,23696,2373,32089,2412,31600,2601,30743,2416,27024,2085,27334,2412,23779,2229,20083,1727,15292,1651,32632,2401,34683,2386,32967,2454,18578,1970,10541,1268,8034,1019,9708,1307,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,177813,2915,8616,1329,440,287,438,453,443,329,505,345,429,265,587,302,764,445,729,496,331,335,1062,505,834,423,1208,594,556,383,19,23,142,227,129,150,61978,1994,1637,536,929,366,1620,490,1075,531,1601,671,1361,400,2502,706,2421,724,1804,719,4979,1230,9156,1315,9782,1269,9082,1451,5635,955,5444,869,2950,763,74980,1860,2535,792,1754,556,1355,368,1254,468,2284,736,1605,503,2252,784,2689,818,1780,563,3712,697,6042,860,11542,1616,9760,1456,7332,1203,10468,1410,8616,1185,32239,1250,907,464,1812,664,1662,566,1543,496,1832,603,1547,487,1031,405,1624,622,1561,419,2315,602,2928,632,4342,841,3417,758,2049,599,1810,523,1859,550,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1624574,10044,54285,3395,8818,1442,4819,1153,5510,1391,4906,1197,4261,1089,4603,1206,3036,840,3200,936,2763,885,3397,897,4777,1209,2551,795,971,454,271,218,257,248,145,191,410633,6090,21363,2774,9840,1702,11157,1933,14269,1962,15124,2200,17933,2006,18317,2308,18398,2068,16535,2250,38016,3125,52311,3530,64789,3762,43319,3276,24473,2344,24779,2264,20010,2262,606580,5717,37095,3429,18916,1965,19793,2178,22237,2087,21165,2246,23601,2561,20103,2098,22947,2339,25548,2424,46827,2921,66722,4078,82586,3895,64181,3493,40282,2917,46333,3114,48244,2660,553076,5106,29188,2263,32663,2702,36971,2797,39998,2522,38479,2751,35869,2548,34830,2533,31253,2455,30272,2571,47050,2785,55050,2967,58793,3210,32423,2360,17090,1691,16341,1536,16806,1669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,882511,6547,38091,3015,7381,1396,2986,896,2519,752,3399,872,3111,967,3363,974,2116,804,2712,975,1957,875,2478,782,3516,1089,1981,729,366,324,93,112,0,190,113,140,256051,4826,14934,2088,10188,1716,9094,1559,13670,1977,14480,1966,16651,2117,13227,1817,12449,2075,13368,1853,23098,2274,28333,2997,38132,2908,20539,2063,11207,1711,8668,1419,8013,1380,327214,4116,23778,2575,19845,1924,16143,1771,15778,1743,14475,1771,14538,1741,16865,1936,13732,1654,13509,1603,24774,2269,37452,2663,41518,2864,27906,2429,17062,1999,13285,1567,16554,1733,261155,3651,16638,2066,25633,2233,26257,2323,23786,2490,19604,1753,19229,1748,14008,1599,15402,1566,12886,1492,21811,1930,21158,1845,19264,1885,10492,1496,4889,932,4392,952,5706,1191,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6268490,18608,155038,5472,28475,2709,12410,1941,7118,1549,14061,1942,9769,1616,8310,1352,8062,1603,8666,1809,7411,1636,12554,1990,12477,1866,11735,1791,6267,1326,3221,845,3040,854,1462,486,1675256,12582,63057,4093,40485,3565,35340,3473,46320,3609,42573,3465,49177,3909,50473,4257,59006,3850,52002,4074,115584,4694,167623,7135,240891,7346,196394,6916,140272,5260,171561,6251,204498,6004,2521287,14446,119890,5188,83380,4721,62201,4088,75200,4561,58685,3408,62273,3556,62937,3989,70927,4185,69021,3769,136367,5159,210975,7321,318834,7918,287049,7522,206549,5844,283385,6618,413614,8539,1916909,11166,86842,4026,116938,4784,122359,5688,120458,5507,108308,5272,105117,4843,87122,3896,85563,3524,81334,3823,143181,5543,175282,5070,211285,6684,143257,5418,90261,3164,102755,5215,136847,4187,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1570527,7204,66230,3406,7732,1189,4813,1115,5515,1235,5521,1223,4454,1013,4292,969,4474,996,4931,1600,3526,1227,5586,1248,5890,1200,4834,1160,2231,829,890,789,1179,662,362,352,517837,6374,17012,2207,9319,1510,9478,1768,13832,1807,14857,1878,16433,1839,18963,2255,23569,2380,18638,2185,43768,4016,58972,3897,87309,4425,67751,4082,39980,2505,41592,2893,36364,2662,613772,5349,28508,2466,15642,2115,15499,1649,19754,2244,15636,2000,20378,1701,21830,2303,20424,1807,19966,1832,38726,2226,58232,3304,87743,4410,71972,3699,48798,3141,60304,3500,70360,3084,372688,3815,16518,1834,21024,2184,23358,2169,22614,1787,23296,1929,20810,1800,21651,2191,18748,1881,19153,1768,28635,2203,44154,2961,39344,2382,26181,1808,15515,1611,14618,1470,17069,1531,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,987457,6436,16330,2124,2498,756,1441,803,714,329,929,610,921,575,478,334,1413,617,1223,561,721,519,2091,834,1482,703,1373,600,352,219,304,331,334,337,56,66,237635,4099,7231,1276,4178,1032,4574,1126,3820,1004,4359,1134,5118,1162,4911,1099,7651,1251,9925,1634,17761,1922,25151,2202,36514,3347,33244,2584,20998,2157,25852,2395,26348,2106,441608,5073,16914,1894,9627,1599,8297,1144,10486,1892,8906,1398,9946,1541,9194,1515,11789,1697,14405,1651,21368,1846,37041,2361,56961,3844,54445,3068,39735,2648,54678,3361,77816,3194,291884,3443,12712,1530,14809,1669,19603,1687,19511,2048,18608,2059,15859,1823,14308,1707,13364,1553,12691,1501,22812,1846,27749,2381,32929,2523,20809,1731,13960,1788,14626,1357,17534,1568,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,243338,3390,5534,1048,367,215,250,185,216,174,210,205,369,290,428,292,449,363,570,520,273,177,723,458,903,619,351,239,96,96,66,77,195,265,68,114,59036,2324,1653,691,951,510,805,453,2019,729,774,322,2343,809,2911,1016,2945,950,2595,702,5980,1435,8480,1565,11172,1706,6452,984,3237,810,3812,877,2907,652,100269,2323,4326,1178,2002,725,2846,944,3726,924,3134,686,2714,697,3655,777,3120,912,3696,931,6881,1123,9778,1316,16660,1933,10968,1494,9401,1357,9075,1239,8287,1218,78499,1794,3723,758,2964,609,4327,739,4895,979,5579,975,6011,1248,4961,900,4031,778,3286,850,8100,1176,8726,1186,9251,1237,5237,843,2075,469,2793,650,2540,560,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,114661,2376,6215,1026,1336,580,308,242,155,170,117,101,437,320,214,123,251,186,503,302,126,122,592,262,511,243,394,310,653,348,121,178,339,246,158,117,62426,2072,527,325,612,490,154,214,166,158,570,455,527,294,667,333,849,442,1430,585,3085,915,5695,1177,8323,1430,8306,1297,7227,1219,10122,1454,14166,1406,29170,1248,828,366,0,200,547,471,436,296,529,330,297,262,367,326,520,369,791,524,606,346,808,363,2767,842,2859,693,3198,764,3347,729,11270,1064,16850,1065,569,340,358,184,454,325,485,308,210,229,789,378,530,283,273,174,504,314,689,295,1169,393,1809,506,1701,534,1046,440,1443,513,4821,752,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4727199,19211,105453,5251,18266,2213,8623,1778,8159,1746,8549,1557,8166,1443,10633,1699,6543,1447,5146,1080,6701,1709,8635,1638,7075,1404,5184,1196,2738,959,637,435,250,172,148,208,1040507,11128,45886,3602,24252,3318,31414,2927,41209,3805,41206,3314,57598,4029,49575,3783,52037,4111,48983,3646,99985,5530,134695,6146,159872,6817,102515,4111,57563,4325,49898,3973,43819,3235,1779971,11632,107469,5589,66711,4241,66473,4068,71453,4310,67064,4204,71271,4321,78182,4058,71932,3978,72462,3868,142195,5314,186241,5384,233551,7588,177429,7062,103311,4938,122689,5671,141538,5666,1801268,12311,102791,4670,112064,5375,126207,5420,141609,6792,125967,4902,117552,4900,111592,4967,93087,4749,81689,4190,144743,5078,173395,6708,178377,6535,98642,4807,58145,3720,61301,3964,74107,3199,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
