GEO_ID,B07003_001E,B07003_001M,B07003_002E,B07003_002M,B07003_003E,B07003_003M,B07003_004E,B07003_004M,B07003_005E,B07003_005M,B07003_006E,B07003_006M,B07003_007E,B07003_007M,B07003_008E,B07003_008M,B07003_009E,B07003_009M,B07003_010E,B07003_010M,B07003_011E,B07003_011M,B07003_012E,B07003_012M,B07003_013E,B07003_013M,B07003_014E,B07003_014M,B07003_015E,B07003_015M,B07003_016E,B07003_016M,B07003_017E,B07003_017M,B07003_018E,B07003_018M,NAME,B07003_001EA,B07003_001MA,B07003_002MA,B07003_002EA,B07003_003MA,B07003_003EA,B07003_004EA,B07003_004MA,B07003_005EA,B07003_005MA,B07003_006EA,B07003_006MA,B07003_007MA,B07003_007EA,B07003_008MA,B07003_008EA,B07003_009EA,B07003_009MA,B07003_010EA,B07003_010MA,B07003_011EA,B07003_011MA,B07003_012EA,B07003_012MA,B07003_013MA,B07003_013EA,B07003_014MA,B07003_014EA,B07003_015EA,B07003_015MA,B07003_016EA,B07003_016MA,B07003_017EA,B07003_017MA,B07003_018MA,B07003_018EA,state
0400000US01,4801599,3420,2322438,5641,2479161,5491,4113945,22379,1983636,15023,2130309,12034,410330,17741,193043,10332,217287,9387,150689,9422,80760,5409,69929,5755,114876,8513,58928,4747,55948,4998,11759,2403,6071,1611,5688,1359,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,727862,1356,383908,1851,343954,2045,582909,9527,307069,6037,275840,5019,86474,8425,44483,4685,41991,4868,19295,2193,10593,1237,8702,1509,34696,4503,19299,2758,15397,2487,4488,1282,2464,843,2024,701,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6747595,4243,3345366,3929,3402229,3383,5536087,26178,2729171,15099,2806916,15140,798972,24968,399070,13990,399902,14035,111939,7650,64519,4745,47420,4079,253281,12395,127379,6703,125902,7378,47316,5688,25227,3545,22089,3227,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2938341,3200,1442960,4883,1495381,4584,2440359,17443,1198768,10864,1241591,9433,292271,16473,138258,8357,154013,9590,115081,8813,58522,5189,56559,4684,81594,7126,42790,3900,38804,4139,9036,2094,4622,1289,4414,1192,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38675135,11051,19196476,8792,19478659,8068,33446324,47467,16550551,31478,16895773,23239,3314066,42939,1650723,26347,1663343,22789,1063601,25940,564373,15234,499228,16025,514477,19053,268619,10242,245858,11194,336667,16275,162210,9989,174457,8922,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5393067,3719,2707679,4206,2685388,4179,4404058,21899,2191921,13518,2212137,12425,464316,16451,240283,10071,224033,9106,263761,11832,142279,7628,121482,6922,227445,12112,115879,7099,111566,7117,33487,3701,17317,2143,16170,2199,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3554844,3252,1733424,2690,1821420,2810,3109580,17815,1509759,9482,1599821,10625,262279,13041,129786,7173,132493,8226,77847,8338,40164,4251,37683,4911,76997,6705,39720,3733,37277,3622,28141,3996,13995,2482,14146,2095,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,935813,1401,453044,1428,482769,1328,800701,9561,389776,5001,410925,5850,73579,6942,35060,3941,38519,3992,12430,2521,5741,1077,6689,1910,44495,5586,20170,2860,24325,3447,4608,1492,2297,866,2311,877,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,663006,1528,315774,993,347232,1224,525024,7553,248569,4563,276455,4610,67188,5688,35540,3418,31648,3363,0,200,0,200,0,200,59905,4750,27269,2860,32636,3322,10889,3045,4396,1265,6493,2474,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20068392,6492,9785122,7134,10283270,7918,16832374,48927,8164528,28829,8667846,27380,1806706,41989,888268,23754,918438,22821,632122,20497,333274,12106,298848,11806,584938,21044,295557,13494,289381,11084,212252,13881,103495,8313,108757,7131,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10088525,6934,4908277,9228,5180248,7832,8489689,34028,4111995,20927,4377694,19509,782139,28132,377436,15946,404703,16121,476868,15082,247770,9435,229098,8807,283325,17018,142870,8551,140455,10596,56504,6654,28206,3607,28298,4333,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1414355,1729,715455,1967,698900,1782,1206066,10201,607064,6377,599002,5857,128513,8991,66154,5168,62359,5034,8283,2581,4426,1554,3857,1306,53742,4403,28088,2661,25654,2858,17751,3472,9723,2202,8028,1691,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1635366,2042,816905,3191,818461,3054,1333758,15568,662942,8832,670816,8752,168437,11566,82567,6103,85870,6961,50354,5849,27462,3977,22892,2865,73809,7373,39592,4470,34217,4096,9008,2615,4342,1188,4666,1758,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12706393,5951,6234801,5761,6471592,5737,11029917,29927,5400413,16650,5629504,18736,1071716,27137,520012,15498,551704,15698,328113,12954,172002,6783,156111,8211,209828,10119,107890,6472,101938,5733,66819,5622,34484,3307,32335,3290,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6540691,4312,3212387,5473,3328304,5293,5527512,24338,2702995,14506,2824517,15007,604567,19966,298796,10750,305771,12199,238643,11224,124614,6577,114029,6578,147529,10054,74084,5500,73445,5561,22440,3730,11898,2428,10542,2080,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3081446,2995,1527970,3900,1553476,3026,2598298,16346,1287202,9899,1311096,9081,266954,10527,132956,6030,133998,6683,119511,8365,58219,4298,61292,5258,85937,7418,44439,4322,41498,3876,10746,2176,5154,1051,5592,1416,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2875640,2522,1430420,3417,1445220,3596,2405677,14673,1191681,8621,1213996,8269,262126,11676,129844,6452,132282,6790,98589,6591,52675,4170,45914,3706,91340,7226,45234,4134,46106,3882,17908,3502,10986,2472,6922,1806,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4373403,3381,2149968,4474,2223435,5025,3706705,22052,1812799,12423,1893906,13938,364754,17856,181392,9730,183362,9960,179057,9240,92502,5637,86555,5446,106918,8171,53963,5240,52955,4439,15969,3239,9312,1996,6657,1785,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4612024,4460,2255593,5697,2356431,5512,4007364,20659,1953341,10798,2054023,13987,354502,15741,173445,7943,181057,10438,141721,9236,74648,5015,67073,6068,93321,7854,46012,4565,47309,4927,15116,2842,8147,2017,6969,1468,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1317444,1397,645347,2651,672097,2414,1127394,9359,551904,5734,575490,5906,114604,7565,57380,4094,57224,4492,41667,4921,20106,2867,21561,2846,30123,2991,14597,1502,15526,2192,3656,990,1360,481,2296,735,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
