GEO_ID,B06002_001E,B06002_001M,B06002_002E,B06002_002M,B06002_003E,B06002_003M,B06002_004E,B06002_004M,B06002_005E,B06002_005M,NAME,B06002_001MA,B06002_001EA,B06002_002MA,B06002_002EA,B06002_003EA,B06002_003MA,B06002_004EA,B06002_004MA,B06002_005MA,B06002_005EA,state
0400000US01,38.7,0.2,36.0,0.2,44.7,0.5,37.8,3.3,37.9,1.2,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33.3,0.3,21.0,0.5,44.9,0.6,28.9,1.9,42.0,1.6,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37.4,0.1,19.4,0.2,51.5,0.3,37.2,2.0,44.0,0.4,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,37.9,0.2,33.5,0.3,45.5,0.6,32.8,2.0,38.5,1.3,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36.2,0.1,24.3,0.1,54.1,0.2,37.7,1.3,46.1,0.2,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.4,0.1,23.2,0.3,45.9,0.2,34.5,1.9,40.4,0.4,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.6,0.2,32.4,0.4,49.4,0.5,43.1,1.9,43.8,0.6,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39.7,0.4,28.0,0.6,50.7,0.6,42.2,7.4,41.2,0.8,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,33.8,0.2,27.9,0.8,34.8,0.6,34.0,4.2,39.0,1.2,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,41.8,0.1,21.5,0.2,54.6,0.2,41.0,0.6,47.6,0.3,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36.4,0.2,28.2,0.2,44.0,0.3,37.2,1.7,40.7,0.3,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,37.7,0.2,32.1,0.6,37.6,0.9,33.8,3.1,49.7,0.6,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,35.8,0.2,25.1,0.5,45.5,0.6,33.1,5.4,40.7,0.9,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.7,0.2,32.6,0.2,46.9,0.4,39.6,1.7,43.9,0.3,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.5,0.1,34.1,0.2,45.2,0.5,37.0,2.5,39.6,0.6,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.1,0.2,37.5,0.3,40.2,0.6,38.0,3.9,36.9,0.9,Iowa,null,null,null,null,null,null,null,null,null,null,19
