GEO_ID,B24032_001E,B24032_001M,B24032_002E,B24032_002M,B24032_003E,B24032_003M,B24032_004E,B24032_004M,B24032_005E,B24032_005M,B24032_006E,B24032_006M,B24032_007E,B24032_007M,B24032_008E,B24032_008M,B24032_009E,B24032_009M,B24032_010E,B24032_010M,B24032_011E,B24032_011M,B24032_012E,B24032_012M,B24032_013E,B24032_013M,B24032_014E,B24032_014M,B24032_015E,B24032_015M,B24032_016E,B24032_016M,B24032_017E,B24032_017M,B24032_018E,B24032_018M,B24032_019E,B24032_019M,B24032_020E,B24032_020M,B24032_021E,B24032_021M,B24032_022E,B24032_022M,B24032_023E,B24032_023M,B24032_024E,B24032_024M,B24032_025E,B24032_025M,B24032_026E,B24032_026M,B24032_027E,B24032_027M,B24032_028E,B24032_028M,B24032_029E,B24032_029M,B24032_030E,B24032_030M,B24032_031E,B24032_031M,B24032_032E,B24032_032M,B24032_033E,B24032_033M,B24032_034E,B24032_034M,B24032_035E,B24032_035M,B24032_036E,B24032_036M,B24032_037E,B24032_037M,B24032_038E,B24032_038M,B24032_039E,B24032_039M,B24032_040E,B24032_040M,B24032_041E,B24032_041M,B24032_042E,B24032_042M,B24032_043E,B24032_043M,B24032_044E,B24032_044M,B24032_045E,B24032_045M,B24032_046E,B24032_046M,B24032_047E,B24032_047M,B24032_048E,B24032_048M,B24032_049E,B24032_049M,B24032_050E,B24032_050M,B24032_051E,B24032_051M,B24032_052E,B24032_052M,B24032_053E,B24032_053M,B24032_054E,B24032_054M,NAME,B24032_001EA,B24032_001MA,B24032_002EA,B24032_002MA,B24032_003MA,B24032_003EA,B24032_004MA,B24032_004EA,B24032_005MA,B24032_005EA,B24032_006MA,B24032_006EA,B24032_007EA,B24032_007MA,B24032_008EA,B24032_008MA,B24032_009MA,B24032_009EA,B24032_010EA,B24032_010MA,B24032_011MA,B24032_011EA,B24032_012EA,B24032_012MA,B24032_013EA,B24032_013MA,B24032_014EA,B24032_014MA,B24032_015EA,B24032_015MA,B24032_016EA,B24032_016MA,B24032_017EA,B24032_017MA,B24032_018EA,B24032_018MA,B24032_019MA,B24032_019EA,B24032_020MA,B24032_020EA,B24032_021EA,B24032_021MA,B24032_022EA,B24032_022MA,B24032_023MA,B24032_023EA,B24032_024EA,B24032_024MA,B24032_025MA,B24032_025EA,B24032_026MA,B24032_026EA,B24032_027EA,B24032_027MA,B24032_028MA,B24032_028EA,B24032_029EA,B24032_029MA,B24032_030MA,B24032_030EA,B24032_031MA,B24032_031EA,B24032_032EA,B24032_032MA,B24032_033MA,B24032_033EA,B24032_034MA,B24032_034EA,B24032_035EA,B24032_035MA,B24032_036MA,B24032_036EA,B24032_037MA,B24032_037EA,B24032_038MA,B24032_038EA,B24032_039MA,B24032_039EA,B24032_040EA,B24032_040MA,B24032_041MA,B24032_041EA,B24032_042MA,B24032_042EA,B24032_043MA,B24032_043EA,B24032_044MA,B24032_044EA,B24032_045MA,B24032_045EA,B24032_046EA,B24032_046MA,B24032_047MA,B24032_047EA,B24032_048MA,B24032_048EA,B24032_049MA,B24032_049EA,B24032_050MA,B24032_050EA,B24032_051EA,B24032_051MA,B24032_052MA,B24032_052EA,B24032_053EA,B24032_053MA,B24032_054MA,B24032_054EA,state
0400000US01,37165,452,40063,4983,31135,1619,65619,6800,30464,812,41000,770,45365,6018,24687,1676,50353,1588,42287,3703,70479,6749,51495,5456,51263,3026,69532,10176,32772,4987,45304,4504,72372,5457,7214,46011,24008,2815,42255,2462,40851,1798,46579,5485,13458,2070,19065,2803,12342,971,27979,3759,52369,2631,25708,474,20293,10243,15852,7790,36026,43629,38338,6155,29192,1817,30857,2251,18120,1288,36549,4664,29642,3371,48457,7213,31732,8248,34031,3007,35040,2347,30918,4812,30193,2257,37337,2226,48974,13256,20156,1580,30220,781,35679,1698,27207,866,11487,547,14069,5218,11406,514,17324,1403,39748,2312,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,48144,3003,78750,9063,30295,5893,100800,6726,51756,1017,41574,3822,52352,12704,29801,3538,49935,5189,47544,6299,76205,25627,56802,12420,51433,7682,72778,23098,46887,12561,57132,7771,70917,5814,56142,5540,35509,9170,50006,4640,48235,4390,50693,7822,19408,3214,11031,8107,20373,4207,40615,8866,61315,4084,32088,1264,52490,17757,28569,14318,70828,29142,31985,7157,20307,3792,25775,14273,21122,2074,31570,1841,31336,1549,46839,27754,40115,22191,37496,7219,41563,5435,26647,9840,41212,3227,44423,5375,87770,78683,32361,7894,37590,3146,41490,4824,36649,2167,19000,1976,30405,19502,18386,2829,27631,2712,51522,2430,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,36370,405,33483,5574,24995,4976,62019,5744,33429,3136,46997,2225,43143,3938,26486,1130,42571,3404,40762,952,65099,6514,45631,4908,50900,1495,54325,4654,41985,4885,36969,2192,66615,2399,75788,45801,23523,1238,40304,1136,39928,2720,40762,1549,17587,1061,26968,2674,15750,1052,29997,2267,55451,3203,28519,613,26579,9152,16113,4576,54963,8805,35180,4147,35492,3148,36176,3743,20230,832,37744,3079,35339,3253,50276,8299,31808,4139,40790,866,41678,936,36306,1811,28604,1733,39471,2532,38674,23237,21327,1091,31580,354,31899,674,31431,466,14521,787,17074,2104,13994,873,18617,1755,40086,1613,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,32446,1123,30388,2269,26722,1385,71121,3460,30388,729,37116,1204,42410,5649,26533,1059,46942,1505,46045,1343,52417,10704,45982,5650,48852,5249,55913,6913,35224,10388,33017,4845,55151,7773,85689,36458,22371,3113,39774,2793,40483,2703,38179,5012,13571,2013,15529,4363,12830,2113,27274,4200,38203,1994,25020,523,17718,8043,15285,3973,43750,6026,27267,3415,26998,1267,31005,2864,18775,1475,32814,4655,32090,3280,41110,4212,29624,5057,31924,1919,33424,3011,26177,3422,26650,3059,33839,5719,31954,35823,15368,2591,28245,1424,32176,1309,26488,907,10646,612,10870,2260,10620,640,19407,1619,31651,1057,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,40334,126,23205,659,22076,328,65726,8004,36222,409,50327,363,42677,2185,26800,386,42034,431,38265,1587,85056,4669,67298,4249,61252,665,77073,3013,43677,3976,51352,493,82200,1055,89115,21809,25575,520,47063,787,46790,917,47425,1552,21451,288,29875,1944,20003,438,29813,1209,72601,2848,30516,124,15728,703,15110,720,67674,14015,41153,1592,35289,894,35361,1798,20054,336,36246,1109,31775,784,70264,3718,55338,3570,46117,865,50098,1192,39382,2343,39599,1256,52078,585,51379,5508,21319,443,35275,344,36711,652,34332,739,16073,261,20998,560,15285,303,18074,619,49338,1349,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,42186,355,56305,8620,31485,1482,80199,7104,37192,932,51850,1190,52388,2208,28024,2484,49062,2391,43729,3037,70665,3245,63271,4355,60341,4671,66421,5404,50261,3479,60904,1194,77411,3029,90077,38507,30792,798,44441,3344,40102,2017,51281,2174,20800,774,26158,1878,19655,1500,32665,2622,61727,1839,31153,255,45549,6388,25359,4785,67419,9342,36672,4332,37160,2289,40770,2619,20002,1025,41329,2895,37040,3295,60564,4666,43602,3533,43459,3045,45435,1893,40081,3365,40146,2625,49145,2607,51640,16458,24506,2529,32470,897,31993,911,33072,1389,15127,892,18053,2561,14430,1038,20561,1134,48786,1939,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,50837,473,22045,17026,20837,3828,66736,50499,45635,1264,61989,1740,55707,3649,29017,2148,56317,2132,48634,4881,92174,7716,70002,6619,99227,5582,111918,6488,50478,6843,56689,6892,81899,3650,52333,105107,29213,2170,50467,1440,49676,2264,51671,4163,22147,2080,24361,5521,21653,2019,31444,1459,69964,4617,36272,568,14336,8135,13889,5480,201630,290564,36036,2900,44690,4972,47486,5396,19193,1397,31856,2864,29761,3372,64340,16230,42333,6377,56082,3952,60867,2790,41601,2415,40789,1294,50155,4205,66700,36820,24191,2773,40354,847,44506,2441,38298,1340,15767,1165,16630,4788,15580,1350,21076,1468,55349,3725,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,41860,705,32132,9469,31777,9766,-666666666,-222222222,40229,3094,55369,4965,47116,9835,32157,4607,52468,7426,50732,6315,67448,7789,53843,11708,61910,6369,70727,6530,46221,2411,51324,4774,73761,8663,-666666666,-222222222,28898,1813,42040,4075,42223,5699,41663,9052,16807,3835,20425,7443,15914,4083,35615,4256,53905,8231,33126,2029,21426,15824,21426,15824,-666666666,-222222222,35931,5187,46135,7151,48866,17353,20106,2285,41563,9352,41276,13142,59796,30569,40148,20886,43844,4552,45031,7001,43583,6722,41490,5224,51073,2145,-666666666,-222222222,24312,4024,39490,2528,43534,4679,36859,2785,15541,1282,15148,3771,15605,1292,17759,3650,44520,2391,Delaware,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,61276,1423,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,34626,5582,85636,33901,56380,28981,25922,7430,41815,20578,39304,14568,111842,112222,75844,13608,80641,9742,101690,33685,52134,26957,76677,10052,87389,5859,-666666666,-222222222,36159,7986,51041,2037,55379,12932,50637,1856,26012,3071,36182,11557,23216,5417,65760,8836,89031,4697,50477,961,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,54519,39425,46770,18341,47684,35737,13971,3180,38125,13262,31908,15941,162683,208018,65110,8749,57398,14867,81065,8837,41945,7358,57377,5890,67344,5900,76087,12627,25906,3493,38167,4846,37108,6707,40151,6963,24408,3174,32917,11355,21938,2413,51673,1401,85254,6673,District of Columbia,null,null,-,**,**,-,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,**,-,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,33042,626,23585,2184,21576,1594,56050,7537,30359,347,41555,601,41379,941,24986,724,40654,694,37793,1577,55637,5980,46449,1977,46993,1453,60642,1865,33617,3755,36981,779,61652,974,70538,43717,25232,830,41215,418,39706,1024,44281,3765,20864,392,24738,1578,20056,612,26663,800,52073,919,26939,180,18194,1765,17896,1750,100544,58537,30739,1077,30753,1085,31755,908,18119,503,35053,3010,31547,1043,49829,2579,36538,2240,37970,1307,40246,706,34306,2510,29593,1131,37018,883,45173,3099,21491,473,32109,319,36680,548,31002,386,16617,326,20528,947,16017,350,16928,453,39318,1299,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
