GEO_ID,B07408_001E,B07408_001M,B07408_002E,B07408_002M,B07408_003E,B07408_003M,B07408_004E,B07408_004M,B07408_005E,B07408_005M,B07408_006E,B07408_006M,B07408_007E,B07408_007M,B07408_008E,B07408_008M,B07408_009E,B07408_009M,B07408_010E,B07408_010M,B07408_011E,B07408_011M,B07408_012E,B07408_012M,B07408_013E,B07408_013M,B07408_014E,B07408_014M,B07408_015E,B07408_015M,B07408_016E,B07408_016M,B07408_017E,B07408_017M,B07408_018E,B07408_018M,B07408_019E,B07408_019M,B07408_020E,B07408_020M,B07408_021E,B07408_021M,B07408_022E,B07408_022M,B07408_023E,B07408_023M,B07408_024E,B07408_024M,B07408_025E,B07408_025M,B07408_026E,B07408_026M,B07408_027E,B07408_027M,B07408_028E,B07408_028M,B07408_029E,B07408_029M,B07408_030E,B07408_030M,NAME,B07408_001MA,B07408_001EA,B07408_002MA,B07408_002EA,B07408_003EA,B07408_003MA,B07408_004MA,B07408_004EA,B07408_005EA,B07408_005MA,B07408_006MA,B07408_006EA,B07408_007EA,B07408_007MA,B07408_008MA,B07408_008EA,B07408_009EA,B07408_009MA,B07408_010MA,B07408_010EA,B07408_011EA,B07408_011MA,B07408_012MA,B07408_012EA,B07408_013EA,B07408_013MA,B07408_014EA,B07408_014MA,B07408_015MA,B07408_015EA,B07408_016EA,B07408_016MA,B07408_017MA,B07408_017EA,B07408_018EA,B07408_018MA,B07408_019MA,B07408_019EA,B07408_020EA,B07408_020MA,B07408_021MA,B07408_021EA,B07408_022EA,B07408_022MA,B07408_023MA,B07408_023EA,B07408_024MA,B07408_024EA,B07408_025EA,B07408_025MA,B07408_026MA,B07408_026EA,B07408_027EA,B07408_027MA,B07408_028MA,B07408_028EA,B07408_029EA,B07408_029MA,B07408_030MA,B07408_030EA,state
0400000US01,3928513,10815,1222606,14644,1831785,21638,496140,14075,99127,5464,278855,6907,3400549,17405,972240,13556,1670776,21049,427157,12628,74559,4334,255817,6538,318645,13014,146052,8445,96754,7006,44935,3660,16126,2503,14778,1812,124579,7383,66674,5252,34038,3918,15227,2607,5023,1238,3617,904,84740,5749,37640,3269,30217,3513,8821,1566,3419,1258,4643,1302,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582809,5154,207057,5204,274448,6384,68976,4195,11730,1783,20598,2070,468717,6717,152999,5301,235507,6059,53018,3612,8273,1493,18920,1936,65858,5740,33056,3540,20490,3021,9189,1713,2009,770,1114,470,15884,1685,8127,1233,5089,1255,1916,563,465,370,287,191,32350,4000,12875,1878,13362,2419,4853,1124,983,526,277,244,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5379106,13311,1800575,18461,2489330,24330,694561,14072,92140,4520,302500,8078,4497643,21046,1379376,20351,2204488,22328,577470,11777,67200,4170,269109,7741,630475,18397,307962,11367,194982,10316,85487,4998,19082,2466,22962,2150,96937,5988,49669,3950,29566,3569,11756,1752,2419,700,3527,950,154051,7668,63568,4764,60294,5606,19848,2612,3439,993,6902,1126,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2380887,7537,648484,11669,1195112,18085,314372,9359,51736,4390,171183,6405,2004012,13546,487314,13107,1066933,15752,260289,8713,37454,3353,152022,5807,218773,11335,89086,6482,75331,6222,34056,3068,9238,2136,11062,1768,95952,6852,49380,4357,26924,3342,12296,1914,2920,686,4432,871,62150,4431,22704,2787,25924,3158,7731,1590,2124,746,3667,1032,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31400774,22305,11634284,41492,14495483,50889,3008541,22072,692407,15420,1570059,17563,27282907,37257,9609405,41749,13073664,50672,2591155,22464,565998,14990,1442685,18191,2647242,33242,1272676,21838,931654,19887,271870,8857,86712,5624,84330,4109,920938,19258,487767,12297,286299,10225,91458,5199,26516,3033,28898,2732,549687,14864,264436,9242,203866,9405,54058,4074,13181,2319,14146,1839,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4337542,12711,1359850,16159,2200369,17334,527156,9863,63423,3987,186744,5679,3581228,17775,1000277,15345,1932347,18384,434987,9428,45693,3585,167924,5936,380686,13020,179284,8812,135007,7403,47282,3723,10412,1725,8701,1543,225391,9414,116347,6402,71027,6178,28090,2874,4234,1065,5693,1096,150237,7728,63942,4289,61988,5226,16797,2331,3084,851,4426,930,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2974670,8892,1051158,12462,1393959,15904,319545,8581,38704,4320,171304,6105,2600513,13430,858130,13436,1282941,16330,274774,7910,29355,3459,155313,5782,212034,9627,101343,6265,66645,5792,28280,3096,6368,1463,9398,1400,68946,6344,42060,4328,14486,2783,7706,1643,1772,832,2922,1024,93177,6565,49625,4033,29887,3932,8785,1731,1209,535,3671,1069,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,760441,6030,253647,7018,360376,9591,86042,4787,12728,2157,47648,2513,665752,7119,205047,6854,330500,8979,75553,4671,10291,1878,44361,2572,58251,4997,31108,3109,17019,3152,6406,1382,1553,848,2165,1025,10503,1968,5829,1317,2334,889,1657,744,116,166,567,360,25935,3261,11663,1712,10523,2099,2426,781,768,556,555,285,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,559047,7227,300662,8060,167731,7211,51681,3439,12648,1922,26325,2168,441912,6340,221512,6703,141761,6842,44219,3116,9831,1593,24589,2044,60606,5345,43206,4778,12049,1879,3106,756,1375,629,870,426,0,189,0,189,0,189,0,189,0,189,0,189,56529,5019,35944,3684,13921,2504,4356,1093,1442,799,866,418,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16575297,24204,5295938,32611,7510502,47149,2200438,25930,398020,12660,1170399,18017,14218199,36043,4252229,32668,6715005,44757,1866805,24421,317467,11488,1066693,17255,1440784,31137,626453,19195,481432,16794,215011,10467,55215,4699,62673,4343,543505,16385,262340,9465,168312,10964,76849,5310,15827,2601,20177,2254,372809,13514,154916,8154,145753,8227,41773,3999,9511,1939,20856,2437,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
