GEO_ID,B11004_001E,B11004_001M,B11004_002E,B11004_002M,B11004_003E,B11004_003M,B11004_004E,B11004_004M,B11004_005E,B11004_005M,B11004_006E,B11004_006M,B11004_007E,B11004_007M,B11004_008E,B11004_008M,B11004_009E,B11004_009M,B11004_010E,B11004_010M,B11004_011E,B11004_011M,B11004_012E,B11004_012M,B11004_013E,B11004_013M,B11004_014E,B11004_014M,B11004_015E,B11004_015M,B11004_016E,B11004_016M,B11004_017E,B11004_017M,B11004_018E,B11004_018M,B11004_019E,B11004_019M,B11004_020E,B11004_020M,NAME,B11004_001EA,B11004_001MA,B11004_002EA,B11004_002MA,B11004_003EA,B11004_003MA,B11004_004MA,B11004_004EA,B11004_005MA,B11004_005EA,B11004_006EA,B11004_006MA,B11004_007MA,B11004_007EA,B11004_008EA,B11004_008MA,B11004_009MA,B11004_009EA,B11004_010EA,B11004_010MA,B11004_011EA,B11004_011MA,B11004_012EA,B11004_012MA,B11004_013EA,B11004_013MA,B11004_014EA,B11004_014MA,B11004_015EA,B11004_015MA,B11004_016MA,B11004_016EA,B11004_017EA,B11004_017MA,B11004_018MA,B11004_018EA,B11004_019EA,B11004_019MA,B11004_020EA,B11004_020MA,state
0400000US01,1213540,13821,863674,10996,337903,7696,76780,4132,63346,3581,197777,5850,525771,8128,349866,9363,78239,4624,42212,3827,13217,2389,4481,1095,24514,2361,36027,2997,271627,7672,178755,6312,39136,3548,34902,2992,104717,4867,92872,4315,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,120348,2954,53887,3143,14401,1565,15262,1950,24224,2180,66461,2614,43452,2748,15109,1531,10894,1287,2673,788,1983,731,6238,1003,4215,790,28343,2222,20521,2004,4553,1214,3925,953,12043,1585,7822,1319,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,1153542,12996,462741,10687,98559,4809,114445,5092,249737,7918,690801,9773,444872,9605,137228,6495,80121,5014,20176,2690,15981,2114,43964,3417,57107,3977,307644,6566,206167,6168,41532,3149,48783,3933,115852,4980,101477,4253,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,561297,9469,224219,6535,49496,3523,48879,3747,125844,5381,337078,7284,200197,6518,50124,3872,29610,3124,8492,1613,4529,1075,16589,2483,20514,2364,150073,5867,98352,4520,22577,2776,17930,2133,57845,3823,51721,3528,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,6342293,25212,3011322,18968,648360,10678,695292,13392,1667670,18143,3330971,20312,2493613,24950,776561,14956,418706,11399,98569,5787,82835,4944,237302,8008,357855,10108,1717052,18681,1026011,14414,178132,6713,226239,6784,621640,11400,691041,13554,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,1038040,9389,459773,7135,107666,4668,106233,4972,245874,6134,578267,8876,293821,7786,93024,5026,57443,4373,14657,2441,6446,1347,36340,3085,35581,2764,200797,6582,132265,5300,29512,2812,22276,2178,80477,4244,68532,4033,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,647589,8615,260224,7002,54088,3710,48251,3158,157885,4462,387365,7483,228599,7234,58006,4439,28626,3041,7726,1616,3246,1014,17654,2422,29380,3157,170593,5524,104712,4803,17466,2122,18417,2510,68829,4177,65881,4294,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,170416,4537,63287,2895,13565,1763,13020,1910,36702,2356,107129,3784,64969,3632,16183,2010,8676,1579,1344,408,1567,763,5765,1417,7507,1329,48786,3280,31514,2971,5171,1304,6869,1335,19474,2735,17272,1952,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,71857,3518,30118,2682,11560,1609,6064,1178,12494,1896,41739,2612,53321,3539,10834,1986,5424,1528,1200,639,544,389,3680,1185,5410,1051,42487,3001,27577,2462,4965,996,7039,1367,15573,1918,14910,1873,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,3444776,25365,1210407,15845,270020,7581,242749,9132,697638,12948,2234369,21937,1361835,15162,359661,9304,188988,8200,53367,3671,27977,2962,107644,6252,170673,7058,1002174,15444,605243,12441,115463,5575,113586,5899,376194,9891,396931,10843,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
