GEO_ID,C15002B_001E,C15002B_001M,C15002B_002E,C15002B_002M,C15002B_003E,C15002B_003M,C15002B_004E,C15002B_004M,C15002B_005E,C15002B_005M,C15002B_006E,C15002B_006M,C15002B_007E,C15002B_007M,C15002B_008E,C15002B_008M,C15002B_009E,C15002B_009M,C15002B_010E,C15002B_010M,C15002B_011E,C15002B_011M,NAME,C15002B_001EA,C15002B_001MA,C15002B_002EA,C15002B_002MA,C15002B_003EA,C15002B_003MA,C15002B_004MA,C15002B_004EA,C15002B_005MA,C15002B_005EA,C15002B_006MA,C15002B_006EA,C15002B_007EA,C15002B_007MA,C15002B_008EA,C15002B_008MA,C15002B_009MA,C15002B_009EA,C15002B_010MA,C15002B_010EA,C15002B_011MA,C15002B_011EA,state
0400000US01,816758,4654,362602,2997,76476,4319,140482,5973,96894,4582,48750,4281,454156,3120,74324,4000,139484,5844,155899,5076,84449,4334,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15302,1037,9134,926,394,288,2068,640,5517,1085,1155,553,6168,557,323,318,1975,662,2010,647,1860,683,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,182629,3270,94261,1967,11538,1884,23885,2133,37671,2659,21167,2629,88368,2088,9467,1574,19402,2450,38771,3273,20728,2378,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,282880,3505,128722,2072,26478,2703,52682,3285,36522,2778,13040,1525,154158,2656,28746,2916,45624,3700,54165,2712,25623,2603,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1520866,8228,741310,5128,91880,5138,191799,6965,285089,8049,172542,5792,779556,5936,75353,3917,175046,6983,331704,8201,197453,7437,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,141755,3074,76616,2467,6996,1459,20488,2212,31935,2486,17197,1977,65139,1704,7089,1295,13900,1889,26945,2158,17205,1961,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,240257,3834,108202,2614,14597,1840,41520,3322,29110,2574,22975,2373,132055,2168,18120,1760,41357,3329,42286,3029,30292,2526,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,128898,1620,57958,914,7952,1466,20075,2477,17599,2090,12332,1710,70940,1193,8100,1365,21541,2322,24082,2373,17217,1996,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,214913,2105,94252,1115,16152,1907,29404,2010,22416,2473,26280,2141,120661,1589,17040,1885,41570,2653,32055,2268,29996,2785,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2036510,8803,940719,6529,187599,7162,333528,8227,277224,9152,142368,7915,1095791,5502,188059,6066,342813,9380,338594,9080,226325,9695,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1973154,8819,880136,5580,151875,6022,309051,9303,253417,8930,165793,7800,1093018,5284,144876,5929,299942,9071,364388,9435,283812,9021,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,19472,1302,13499,992,1027,519,3450,1013,5438,1097,3584,1210,5973,831,0,182,1064,521,3118,811,1791,695,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,4207,1117,2628,792,360,259,240,230,1079,386,949,706,1579,570,138,127,554,613,434,484,453,471,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1158317,5530,519744,3562,83787,4283,174450,5618,173965,4970,87542,4681,638573,3490,78490,4420,171378,6929,242887,6840,145818,5425,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,364442,4116,166623,2960,27657,2507,59437,2938,53934,3271,25595,2498,197819,3270,25393,2266,62416,3295,74048,4005,35962,3194,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,56789,2244,30521,1979,4826,1030,11715,1903,10080,1546,3900,785,26268,1249,4543,1100,8265,1403,9299,1520,4161,1074,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,102880,2656,51957,2208,7548,1184,17445,2021,16695,2060,10269,1590,50923,1685,6417,1153,14362,1701,20582,1881,9562,1432,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,223191,3691,108992,2957,18761,2925,40391,3108,34428,3083,15412,1966,114199,2333,16622,2054,36510,2432,40009,2850,21058,2536,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,914644,5528,415001,3849,103007,4207,165953,5920,98753,4616,47288,3691,499643,3165,90410,4607,164076,5953,155002,5844,90155,4173,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,7393,1139,4717,988,557,313,995,496,1940,738,1225,465,2676,575,652,390,679,366,619,409,726,363,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1169317,4961,521061,3323,58887,3225,171352,5461,159447,6645,131375,5345,648256,3657,59933,3304,179507,6589,212478,6829,196338,6430,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,308859,4646,143357,3008,21832,2368,47425,3510,43437,2643,30663,2921,165502,3290,27314,2778,44371,3326,53690,3474,40127,2985,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,857718,4237,389288,2781,66642,3850,138012,3925,129590,4456,55044,3099,468430,2902,63343,4298,127264,4954,186687,5526,91136,4760,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,171319,3073,86617,2245,14900,1789,23879,2366,29941,2599,17897,1999,84702,1897,18134,2073,20669,2521,31197,2588,14702,2034,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,674020,4071,300196,3463,78256,4481,111644,4719,79171,4081,31125,3098,373824,2715,73790,4481,109998,4815,124521,5440,65515,4053,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,435414,3913,196476,2652,31473,2544,72724,3434,63131,3822,29148,2869,238938,2374,32444,2592,69755,3743,91416,3752,45323,3197,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,2764,731,1689,614,46,57,437,268,650,352,556,339,1075,466,92,94,318,282,316,284,349,269,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,50500,1528,25329,1136,3194,768,7742,1137,9172,1397,5221,1054,25171,1167,3054,720,7317,1023,8823,1258,5977,1196,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,158431,2100,77733,1500,10242,1384,26605,2193,29787,2932,11099,1811,80698,1595,8490,1677,24334,2428,32463,2251,15411,2105,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,11872,1262,6801,977,900,560,1375,547,2843,822,1683,748,5071,942,364,356,1526,726,2378,854,803,385,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,785776,5270,355436,3275,44671,2930,142764,5431,99221,5066,68780,4180,430340,2982,51321,3487,139312,5611,137271,4748,102436,3873,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
