GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,NAME,C07401_001EA,C07401_001MA,C07401_002EA,C07401_002MA,C07401_003EA,C07401_003MA,C07401_004EA,C07401_004MA,C07401_005EA,C07401_005MA,C07401_006EA,C07401_006MA,C07401_007EA,C07401_007MA,C07401_008MA,C07401_008EA,C07401_009MA,C07401_009EA,C07401_010MA,C07401_010EA,C07401_011MA,C07401_011EA,C07401_012EA,C07401_012MA,C07401_013EA,C07401_013MA,C07401_014MA,C07401_014EA,C07401_015EA,C07401_015MA,C07401_016EA,C07401_016MA,C07401_017EA,C07401_017MA,C07401_018EA,C07401_018MA,C07401_019MA,C07401_019EA,C07401_020MA,C07401_020EA,C07401_021EA,C07401_021MA,C07401_022EA,C07401_022MA,C07401_023EA,C07401_023MA,C07401_024EA,C07401_024MA,C07401_025MA,C07401_025EA,C07401_026EA,C07401_026MA,C07401_027EA,C07401_027MA,C07401_028EA,C07401_028MA,C07401_029EA,C07401_029MA,C07401_030MA,C07401_030EA,C07401_031MA,C07401_031EA,C07401_032EA,C07401_032MA,C07401_033EA,C07401_033MA,C07401_034EA,C07401_034MA,C07401_035EA,C07401_035MA,C07401_036MA,C07401_036EA,C07401_037EA,C07401_037MA,C07401_038EA,C07401_038MA,C07401_039EA,C07401_039MA,C07401_040EA,C07401_040MA,C07401_041MA,C07401_041EA,C07401_042EA,C07401_042MA,C07401_043EA,C07401_043MA,C07401_044EA,C07401_044MA,C07401_045EA,C07401_045MA,C07401_046EA,C07401_046MA,C07401_047EA,C07401_047MA,C07401_048EA,C07401_048MA,C07401_049EA,C07401_049MA,C07401_050EA,C07401_050MA,state
0400000US01,4775773,13693,226083,4713,817627,5092,464129,6033,620359,8045,611489,7052,640022,5692,637654,3468,447736,2930,310674,2091,4113945,22379,177480,4663,712339,7615,326799,6544,477185,9005,527868,7962,575901,6846,595370,4879,427347,3520,293656,2641,410330,17741,32828,3552,73018,5315,74560,5866,85331,6533,51901,4722,42499,3706,25965,2841,13076,1728,11152,1519,150689,9422,9257,1986,20351,3325,40137,4029,32419,3252,18999,2655,12900,2423,8884,1495,4376,1160,3366,848,100809,7872,6518,1840,11919,2610,22633,2522,25424,2933,12721,2105,8722,2085,7435,1448,2937,810,2500,743,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,729230,6958,44795,1837,132344,2440,79997,2396,117905,3247,92090,2497,94809,2174,96985,2195,47621,1467,22684,743,582909,9527,32746,1742,107075,3702,52545,3130,83245,3107,74008,2656,80435,2224,86659,1834,45058,1464,21138,820,86474,8425,7492,1481,16732,3284,17431,2351,20727,2355,10356,2007,7392,1398,4083,848,1181,424,1080,519,19295,2193,1387,504,2691,796,3573,800,4794,982,2620,741,2413,704,1350,667,349,273,118,73,40552,5584,3170,1140,5846,1692,6448,1379,9139,1927,5106,1306,4569,1150,4893,1568,1033,531,348,236,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6631474,16409,343525,4941,1180925,5983,651928,6574,898453,6983,830977,5595,833255,4734,797850,4068,634460,3821,460101,3257,5536087,26178,269815,5799,1004406,9453,445237,9022,664227,8779,689006,7836,728817,6864,718202,5437,591878,4971,424499,4255,798972,24968,55375,3853,142543,9628,145027,7211,169181,7354,104352,5954,76351,5641,55653,4191,25564,2790,24926,2612,111939,7650,6272,1669,11491,2185,26791,2850,23650,2811,14210,2056,11473,2152,8714,1583,5600,1255,3738,914,184476,10448,12063,2205,22485,3464,34873,3382,41395,4344,23409,3033,16614,2401,15281,1921,11418,1927,6938,1079,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924384,10256,147289,4212,514886,4277,279525,5067,383930,6249,365567,4973,385180,4673,371226,3045,277020,2350,199761,2276,2440359,17443,107948,4143,428604,7204,186163,5642,285055,6377,309166,5890,339692,4820,340346,3836,261226,2792,182159,2241,292271,16473,27899,3345,57479,6990,49405,4627,59901,4886,34243,3833,25976,2551,18407,2591,8869,1508,10092,1647,115081,8813,5777,1421,17624,2920,31638,3840,22281,2852,12425,2185,10810,1693,6839,1524,3764,1027,3923,753,76673,5961,5665,1593,11179,2125,12319,1770,16693,2319,9733,1756,8702,1913,5634,1362,3161,888,3587,1377,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38467701,30330,2028140,11760,6578588,10239,3920624,10349,5755775,13503,5167394,8800,5231726,7390,4617282,7100,2970754,5434,2197418,4128,33446324,47467,1690748,14810,5860647,16905,3012747,17716,4537395,20114,4480857,17153,4750456,14206,4257461,10140,2791934,7454,2064079,6883,3314066,42939,242321,9933,539382,15337,510263,15030,794024,16947,470486,14100,329182,11035,228990,7396,112199,5602,87219,4617,1063601,25940,57595,4712,107125,6957,249137,7503,270408,10129,132522,7295,97200,4890,79821,5073,38563,3522,31230,2937,643710,19315,37476,4062,71434,6624,148477,6408,153948,8532,83529,6108,54888,3908,51010,4559,28058,2952,14890,2136,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5315080,16545,268569,4647,913672,5333,509544,6297,802899,7354,724332,6133,705978,4948,682080,3818,434671,3256,273335,2177,4404058,21899,212321,5148,790878,6782,320868,7023,570127,10242,603883,6093,622966,5049,621837,5182,407824,3040,253354,2910,464316,16451,27255,3143,69804,5863,92049,6339,115953,6313,67154,4344,41921,3525,27131,2926,12153,1858,10896,1615,263761,11832,15205,2372,30150,3625,60296,4207,71730,5409,31050,3148,25814,2874,17215,2406,6714,1245,5587,1402,182945,10538,13788,2386,22840,2889,36331,3739,45089,4027,22245,2870,15277,2459,15897,1875,7980,1363,3498,758,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3553049,10133,148461,3656,574096,2782,362394,3576,432998,4939,428561,3846,534613,3917,502618,2165,317905,2251,251403,1677,3109580,17815,125047,4065,515010,5388,274485,5148,334148,6857,373169,5391,487813,4557,468039,2992,298624,2649,233245,2235,262279,13041,16853,3103,42886,4524,36480,4505,58410,4997,36615,4075,30518,2723,19622,2297,8657,1498,12238,1833,77847,8338,2813,1260,7933,2371,18548,2667,20309,2619,8988,2056,8285,1539,4995,1233,3275,1108,2701,869,103343,7858,3748,1320,8267,1942,32881,2749,20131,2702,9789,1972,7997,1804,9962,1746,7349,1588,3219,965,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917591,7172,44092,2131,147497,2097,84833,2194,122165,3159,109205,2551,126871,1744,123224,1529,94094,1533,65610,1375,800701,9561,35260,2179,131328,2832,63776,2866,94566,3947,93853,2402,116829,2357,115266,2101,89308,1792,60515,1459,73579,6942,6137,1462,11140,2536,12945,1941,17607,2690,8260,1602,7074,1786,5276,1522,2762,793,2378,985,12430,2521,521,463,1696,934,2455,701,2263,852,1895,750,944,499,1333,657,637,634,686,394,30881,3868,2174,707,3333,1424,5657,1273,7729,1424,5197,1440,2024,916,1349,528,1387,538,2031,910,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,656948,8472,36338,1987,77083,1943,64951,3074,154808,4116,98692,2589,78390,1465,70083,1564,43911,1415,32692,984,525024,7553,29731,1987,67408,1738,40508,3370,104958,3591,79685,2042,69171,1229,61973,1505,41149,1360,30441,895,67188,5688,2851,909,4225,1080,13928,3040,25257,2487,9352,1573,4749,992,4178,846,1563,653,1085,470,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,64736,6061,3756,1110,5450,1633,10515,1524,24593,2708,9655,2044,4470,1234,3932,1062,1199,571,1166,583,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19716522,31132,881988,9760,2968634,10228,1749829,11523,2544242,12188,2420221,9949,2700552,9317,2591960,7561,2118787,8768,1740309,6614,16832374,48927,701603,10371,2533725,16309,1305680,13347,1929388,18643,2037236,14064,2381510,12285,2352393,10834,1971745,11256,1619094,7447,1806706,41989,122063,7161,307795,14564,239431,10225,370279,12826,251784,11569,204314,9198,149682,7722,87321,4462,74037,4193,632122,20497,31517,3566,71609,6427,125524,6924,145403,8237,79014,5549,71269,5275,53138,4821,32852,4064,21796,2228,445320,18347,26805,3442,55505,5984,79194,6140,99172,6387,52187,4574,43459,3936,36747,3154,26869,3025,25382,3124,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
