GEO_ID,C08124_001E,C08124_001M,C08124_002E,C08124_002M,C08124_003E,C08124_003M,C08124_004E,C08124_004M,C08124_005E,C08124_005M,C08124_006E,C08124_006M,C08124_007E,C08124_007M,C08124_008E,C08124_008M,C08124_009E,C08124_009M,C08124_010E,C08124_010M,C08124_011E,C08124_011M,C08124_012E,C08124_012M,C08124_013E,C08124_013M,C08124_014E,C08124_014M,C08124_015E,C08124_015M,C08124_016E,C08124_016M,C08124_017E,C08124_017M,C08124_018E,C08124_018M,C08124_019E,C08124_019M,C08124_020E,C08124_020M,C08124_021E,C08124_021M,C08124_022E,C08124_022M,C08124_023E,C08124_023M,C08124_024E,C08124_024M,C08124_025E,C08124_025M,C08124_026E,C08124_026M,C08124_027E,C08124_027M,C08124_028E,C08124_028M,C08124_029E,C08124_029M,C08124_030E,C08124_030M,C08124_031E,C08124_031M,C08124_032E,C08124_032M,C08124_033E,C08124_033M,C08124_034E,C08124_034M,C08124_035E,C08124_035M,C08124_036E,C08124_036M,C08124_037E,C08124_037M,C08124_038E,C08124_038M,C08124_039E,C08124_039M,C08124_040E,C08124_040M,C08124_041E,C08124_041M,C08124_042E,C08124_042M,NAME,C08124_001EA,C08124_001MA,C08124_002EA,C08124_002MA,C08124_003MA,C08124_003EA,C08124_004EA,C08124_004MA,C08124_005EA,C08124_005MA,C08124_006EA,C08124_006MA,C08124_007EA,C08124_007MA,C08124_008MA,C08124_008EA,C08124_009MA,C08124_009EA,C08124_010EA,C08124_010MA,C08124_011EA,C08124_011MA,C08124_012EA,C08124_012MA,C08124_013EA,C08124_013MA,C08124_014MA,C08124_014EA,C08124_015EA,C08124_015MA,C08124_016EA,C08124_016MA,C08124_017EA,C08124_017MA,C08124_018EA,C08124_018MA,C08124_019MA,C08124_019EA,C08124_020MA,C08124_020EA,C08124_021EA,C08124_021MA,C08124_022EA,C08124_022MA,C08124_023EA,C08124_023MA,C08124_024EA,C08124_024MA,C08124_025MA,C08124_025EA,C08124_026EA,C08124_026MA,C08124_027EA,C08124_027MA,C08124_028EA,C08124_028MA,C08124_029EA,C08124_029MA,C08124_030MA,C08124_030EA,C08124_031MA,C08124_031EA,C08124_032MA,C08124_032EA,C08124_033MA,C08124_033EA,C08124_034MA,C08124_034EA,C08124_035MA,C08124_035EA,C08124_036MA,C08124_036EA,C08124_037MA,C08124_037EA,C08124_038MA,C08124_038EA,C08124_039MA,C08124_039EA,C08124_040MA,C08124_040EA,C08124_041MA,C08124_041EA,C08124_042MA,C08124_042EA,state
0400000US01,2011723,14261,684219,14351,324507,9865,474519,10182,194489,6983,329122,8892,4867,978,1719972,17414,594618,14435,268321,9130,413879,9849,157127,6436,281498,8343,4529,945,180752,8814,51186,4032,36883,3974,33655,3748,26496,2940,32455,3704,77,104,6066,1497,870,439,2156,882,1042,427,561,447,1437,731,0,192,41176,3928,10445,1723,10079,1740,8486,1592,4672,1286,7413,1406,81,110,63757,4204,27100,2757,7068,1338,17457,2691,5633,1529,6319,1539,180,125,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,363075,5057,128393,4730,62512,4150,79437,5398,43713,3292,40684,3618,8336,1165,246577,5808,90200,4217,41348,3349,54819,4313,27664,2432,27613,3052,4933,1033,45738,3719,15279,1928,8273,1554,11930,1826,6176,1290,3132,807,948,504,5608,1198,1152,498,1404,716,1518,667,1152,558,353,241,29,52,49057,2998,14308,1645,8712,1104,8627,1492,6858,1269,8299,1421,2253,822,16095,2050,7454,1106,2775,869,2543,754,1863,803,1287,405,173,149,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2899727,18330,999865,14965,570501,13399,760495,13459,266500,9812,294538,8928,7828,1611,2234511,19297,790053,14191,415927,10920,594169,13056,200627,8826,227761,7455,5974,1407,307864,9774,85674,5399,73625,5260,71921,4735,39282,3606,36887,3712,475,285,59686,5009,10830,1703,18414,2579,18418,2444,5165,2224,6823,1414,36,60,137985,5865,36255,3240,40158,3337,31358,2762,13286,2082,15958,1957,970,609,159681,5505,77053,4117,22377,2484,44629,3295,8140,2023,7109,1453,373,203,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1253288,11443,401819,8856,206919,7497,297223,8553,138697,5691,207036,7901,1594,423,1035546,12520,339913,8267,163970,6304,254380,8769,107229,4238,168885,7693,1169,528,134929,6559,33535,2830,25691,2576,25466,2787,21705,3036,28154,2629,378,326,5791,1358,1917,617,1465,567,919,615,42,60,1448,728,0,190,38652,3478,8475,1434,10330,1470,8371,1573,4851,1349,6578,1462,47,78,38370,2875,17979,2019,5463,1172,8087,1312,4870,1197,1971,621,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17633846,45164,6641249,39250,3280137,33149,4031828,33457,1644491,22184,1975461,19933,60680,4279,13031320,44004,4938981,33785,2301773,27825,3049025,26943,1188799,15864,1517277,18802,35465,3714,1770281,22978,532694,10199,356366,10084,361798,11887,282091,10522,232699,8029,4633,1270,923600,17713,355049,9641,221753,9564,212177,7277,42628,4570,90365,5226,1628,720,938606,16520,321614,8912,216089,9031,203080,7656,89513,5899,96661,5209,11649,2545,970039,14583,492911,11998,184156,7275,205748,8063,41460,3803,38459,3296,7305,1999,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2740368,17973,1123740,13048,454762,11109,646612,14291,254774,9042,242268,7461,18212,1925,2095695,15550,849508,11906,342302,8788,501656,12351,198150,7563,193365,6625,10714,1741,230500,9673,78339,4795,43810,3428,48678,4385,36432,4171,22263,2484,978,484,80917,5089,31800,3006,18233,2590,20155,2806,3017,913,7712,1599,0,193,138352,5456,52767,3216,28516,2802,30143,2813,7543,1252,13046,2212,6337,862,194904,7005,111326,5395,21901,2074,45980,3111,9632,1746,5882,1096,183,189,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1773121,10609,751624,11900,298525,8511,417869,10530,133957,7170,165985,6609,5161,877,1391000,13837,598315,10740,225560,7589,326357,8970,107213,6128,131815,6414,1740,660,138902,8841,45208,4424,30181,3481,28088,2865,16616,2856,18368,2405,441,361,87516,4837,35667,2677,16442,2309,25413,3036,3138,920,6856,1418,0,198,70824,4528,24450,2200,16391,2188,19028,2547,3070,1195,6437,1353,1448,785,84879,4806,47984,3355,9951,1721,18983,2074,3920,1083,2509,742,1532,867,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441183,6008,176501,5891,83098,4552,102079,4375,38495,3408,39945,3100,1065,429,359029,7204,146260,6050,64874,3923,82883,4490,32180,3180,31975,2637,857,411,34752,3224,10318,1568,8521,1930,7818,1592,3572,815,4477,1206,46,80,12104,1902,4030,1036,2872,854,3778,1008,255,180,1169,622,0,190,14420,1932,3984,928,4197,1115,3986,891,728,441,1401,703,124,228,20878,2186,11909,1588,2634,901,3614,793,1760,914,923,412,38,65,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,358150,4914,221316,5761,55555,3460,59844,4074,7533,2003,12177,1907,1725,637,120333,5085,70368,3811,18251,2461,19555,2304,4182,1314,7390,1688,587,359,18456,2298,11164,1811,2466,701,3381,1013,379,515,969,609,97,121,128135,5462,79217,4166,23816,2936,21258,2298,1462,789,1997,583,385,416,69697,5009,45818,3674,8575,2036,12583,2133,993,571,1225,531,503,320,21529,2463,14749,1718,2447,1066,3067,1075,517,392,596,387,153,174,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8880102,34688,3047727,26067,1775542,24776,2388694,28054,819689,20508,821690,17644,26760,2619,7075864,36592,2481353,22928,1370259,23494,1925263,26322,621981,16445,657548,15686,19460,2346,794711,17495,218813,7249,187345,9290,195227,9384,112739,7435,79150,5182,1437,598,195638,9094,33790,3099,71797,6028,50512,4471,21262,4111,16989,2869,1288,744,320582,10899,71329,5452,91606,5356,78639,5844,31095,3843,44800,4959,3113,894,493307,15108,242442,9638,54535,4677,139053,6809,32612,4314,23203,3467,1462,569,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
