GEO_ID,C08528_001E,C08528_001M,C08528_002E,C08528_002M,C08528_003E,C08528_003M,C08528_004E,C08528_004M,C08528_005E,C08528_005M,C08528_006E,C08528_006M,C08528_007E,C08528_007M,C08528_008E,C08528_008M,C08528_009E,C08528_009M,C08528_010E,C08528_010M,C08528_011E,C08528_011M,C08528_012E,C08528_012M,C08528_013E,C08528_013M,C08528_014E,C08528_014M,C08528_015E,C08528_015M,C08528_016E,C08528_016M,C08528_017E,C08528_017M,C08528_018E,C08528_018M,C08528_019E,C08528_019M,C08528_020E,C08528_020M,C08528_021E,C08528_021M,C08528_022E,C08528_022M,C08528_023E,C08528_023M,C08528_024E,C08528_024M,C08528_025E,C08528_025M,C08528_026E,C08528_026M,C08528_027E,C08528_027M,C08528_028E,C08528_028M,C08528_029E,C08528_029M,C08528_030E,C08528_030M,NAME,C08528_001MA,C08528_001EA,C08528_002MA,C08528_002EA,C08528_003MA,C08528_003EA,C08528_004MA,C08528_004EA,C08528_005EA,C08528_005MA,C08528_006MA,C08528_006EA,C08528_007MA,C08528_007EA,C08528_008MA,C08528_008EA,C08528_009MA,C08528_009EA,C08528_010EA,C08528_010MA,C08528_011EA,C08528_011MA,C08528_012MA,C08528_012EA,C08528_013MA,C08528_013EA,C08528_014MA,C08528_014EA,C08528_015EA,C08528_015MA,C08528_016EA,C08528_016MA,C08528_017EA,C08528_017MA,C08528_018MA,C08528_018EA,C08528_019EA,C08528_019MA,C08528_020MA,C08528_020EA,C08528_021EA,C08528_021MA,C08528_022EA,C08528_022MA,C08528_023EA,C08528_023MA,C08528_024MA,C08528_024EA,C08528_025MA,C08528_025EA,C08528_026EA,C08528_026MA,C08528_027EA,C08528_027MA,C08528_028EA,C08528_028MA,C08528_029MA,C08528_029EA,C08528_030MA,C08528_030EA,state
0400000US01,1964105,15947,1567984,12574,296923,9237,95674,4420,3524,1020,1677578,18087,1349737,13659,262216,9612,63353,3362,2272,691,176571,8805,141253,8004,24466,2670,10504,1981,348,367,5882,1434,5129,1373,572,324,181,132,0,189,40317,3745,30767,3391,5701,1304,3673,1232,176,137,63757,4204,41098,3430,3968,1018,17963,2363,728,645,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,371382,5372,247030,5998,102254,3944,21201,2101,897,437,249521,5701,168773,5644,68785,3592,11621,1735,342,256,46229,3668,30081,2945,14208,1917,1525,455,415,319,5676,1240,4381,1013,1143,645,152,183,0,189,53861,3148,34955,2618,16207,1881,2648,547,51,55,16095,2050,8840,1506,1911,597,5255,1082,89,116,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2872284,18674,2294972,19169,410017,10706,162538,7375,4757,1111,2214950,18622,1790450,19265,324231,9474,97197,5400,3072,915,304761,9793,240924,8397,45360,4526,17784,2497,693,520,58998,4747,49460,4358,7380,1342,2036,897,122,118,133894,6032,102721,5651,23176,2444,7663,1554,334,214,159681,5505,111417,5127,9870,1465,37858,3143,536,305,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249200,11927,971737,13509,196498,7283,78362,5153,2603,785,1034815,13127,817627,15015,164742,6860,50613,3755,1833,658,133098,6612,100446,5985,23551,2454,8723,1524,378,273,5537,1325,4130,1104,1303,599,104,106,0,189,37380,3531,29083,2966,4291,1029,3771,1006,235,210,38370,2875,20451,2197,2611,1021,15151,1846,157,148,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17630992,45581,13739223,50592,2440146,26435,1421675,21034,29948,2879,13031458,44167,10314043,45136,1853891,23436,848681,15413,14843,2010,1770645,23375,1400506,19888,228480,8280,136842,6344,4817,908,923092,17850,760005,16290,112031,4907,50123,3852,933,760,935758,16903,732241,14628,135841,7049,65233,3896,2443,855,970039,14583,532428,11661,109903,5546,320796,10114,6912,2123,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2731235,18274,2177493,19992,379643,9704,168684,7825,5415,1268,2089507,15608,1684057,17190,301475,8599,101385,5451,2590,761,230890,9577,184231,8064,33196,3501,12588,1974,875,512,80556,5086,67395,4597,11395,1630,1720,677,46,77,135378,5469,102765,4880,25003,1999,7262,1332,348,206,194904,7005,139045,5905,8574,1652,45729,3754,1556,718,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1741224,12778,1397323,12261,233955,8643,106499,5378,3447,1146,1389816,14284,1117329,12356,200257,7195,70432,4760,1798,649,136424,8492,114683,7747,13505,2247,7889,1359,347,295,60388,4654,53774,4470,4789,1101,1609,730,216,237,69717,4494,55456,3957,10219,1961,3757,1111,285,221,84879,4806,56081,3992,5185,1100,22812,2263,801,554,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,440156,7251,361868,8024,60945,3756,17032,2435,311,251,359048,8389,296661,7730,52008,3313,10332,1727,47,84,36013,3538,30110,3613,4558,874,1231,575,114,174,9432,1593,8015,1405,1298,557,119,122,0,189,14785,1936,12468,1768,1885,895,432,340,0,189,20878,2186,14614,1783,1196,660,4918,1435,150,157,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,839206,12936,518704,11059,288298,8631,31551,3363,653,316,350625,9708,213948,7814,121677,5239,14859,1711,141,144,73586,4271,44028,3161,27364,2823,2007,996,187,191,319153,8187,195741,7055,117170,5321,6221,1191,21,35,74313,5118,51640,4251,20038,2510,2418,853,217,199,21529,2463,13347,1690,2049,828,6046,1513,87,102,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8827805,36427,7243680,37950,1051496,17998,518561,13594,14068,2085,7042650,36939,5811751,37272,901068,16359,322159,10422,7672,1566,792524,18247,657092,17164,84945,5879,47890,4889,2597,923,192889,8964,161724,7272,17742,2424,13384,2955,39,64,306435,10125,260856,8928,26689,2981,17499,2383,1391,696,493307,15108,352257,11689,21052,2448,117629,7200,2369,802,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
