GEO_ID,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M,NAME,B16004_001MA,B16004_001EA,B16004_002MA,B16004_002EA,B16004_003EA,B16004_003MA,B16004_004EA,B16004_004MA,B16004_005EA,B16004_005MA,B16004_006EA,B16004_006MA,B16004_007MA,B16004_007EA,B16004_008MA,B16004_008EA,B16004_009EA,B16004_009MA,B16004_010EA,B16004_010MA,B16004_011EA,B16004_011MA,B16004_012EA,B16004_012MA,B16004_013MA,B16004_013EA,B16004_014MA,B16004_014EA,B16004_015EA,B16004_015MA,B16004_016EA,B16004_016MA,B16004_017EA,B16004_017MA,B16004_018MA,B16004_018EA,B16004_019MA,B16004_019EA,B16004_020EA,B16004_020MA,B16004_021MA,B16004_021EA,B16004_022EA,B16004_022MA,B16004_023EA,B16004_023MA,B16004_024MA,B16004_024EA,B16004_025MA,B16004_025EA,B16004_026MA,B16004_026EA,B16004_027EA,B16004_027MA,B16004_028EA,B16004_028MA,B16004_029MA,B16004_029EA,B16004_030MA,B16004_030EA,B16004_031EA,B16004_031MA,B16004_032MA,B16004_032EA,B16004_033EA,B16004_033MA,B16004_034EA,B16004_034MA,B16004_035MA,B16004_035EA,B16004_036EA,B16004_036MA,B16004_037MA,B16004_037EA,B16004_038EA,B16004_038MA,B16004_039EA,B16004_039MA,B16004_040MA,B16004_040EA,B16004_041EA,B16004_041MA,B16004_042EA,B16004_042MA,B16004_043MA,B16004_043EA,B16004_044EA,B16004_044MA,B16004_045EA,B16004_045MA,B16004_046EA,B16004_046MA,B16004_047EA,B16004_047MA,B16004_048MA,B16004_048EA,B16004_049EA,B16004_049MA,B16004_050EA,B16004_050MA,B16004_051MA,B16004_051EA,B16004_052EA,B16004_052MA,B16004_053EA,B16004_053MA,B16004_054EA,B16004_054MA,B16004_055EA,B16004_055MA,B16004_056EA,B16004_056MA,B16004_057MA,B16004_057EA,B16004_058MA,B16004_058EA,B16004_059EA,B16004_059MA,B16004_060EA,B16004_060MA,B16004_061EA,B16004_061MA,B16004_062MA,B16004_062EA,B16004_063MA,B16004_063EA,B16004_064EA,B16004_064MA,B16004_065EA,B16004_065MA,B16004_066EA,B16004_066MA,B16004_067EA,B16004_067MA,state
0400000US01,4573857,3059,823286,4014,771725,4284,40532,3230,27859,2685,7720,2345,3976,1313,977,506,3796,1160,2781,996,754,458,261,248,0,192,6210,1195,3756,1019,1399,605,923,668,132,148,1023,724,851,688,172,215,0,192,0,192,2988724,3931,2822639,6167,103333,4309,49157,4309,20586,2270,26694,2711,6896,2162,26027,3414,18370,2573,4203,1156,3395,1364,59,93,27571,3099,14183,2421,8008,1771,4952,1356,428,399,9154,2438,7048,1991,1231,792,875,680,0,192,761847,2695,746198,2961,5711,1247,3036,804,1091,586,661,407,923,590,5931,1186,4361,1042,639,293,931,507,0,192,2938,936,1673,728,722,413,497,243,46,58,1069,645,827,564,208,224,0,192,34,57,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683671,934,131630,1035,114333,2674,5031,1436,4494,1485,13,34,524,494,0,149,2314,801,1645,695,617,350,52,68,0,149,5165,1234,3485,912,1458,845,222,229,0,149,4787,654,3916,612,827,268,44,43,0,149,481033,1243,397568,4092,20902,2394,15759,2282,3735,920,1210,698,198,162,11302,2087,8448,1530,1447,580,1354,865,53,75,29860,1964,17163,2026,7892,1375,4290,977,515,435,21401,1898,15959,1332,5228,1168,207,117,7,12,71008,1096,61341,1284,1136,454,827,379,156,161,63,93,90,155,1248,470,894,395,173,151,126,145,55,69,3125,504,1020,429,388,206,1361,391,356,219,4158,447,2275,360,1205,302,655,180,23,23,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6398205,1329,1191668,1328,850659,9979,289614,8606,245435,8177,31815,3298,10660,1715,1704,694,13194,2941,11171,2442,888,438,517,378,618,783,15507,2327,11813,2018,2299,741,1395,649,0,201,22694,3290,18620,2905,2673,1221,1264,733,137,148,4086533,2007,2882622,15128,909564,12753,571250,13488,121413,5703,124418,6793,92483,6917,81695,6282,63102,5142,14135,2164,3719,1149,739,461,100639,5452,60236,4263,26395,3382,11702,1746,2306,858,112013,5113,83380,4158,20150,2359,6243,1382,2240,1224,1120004,1647,932100,4990,117848,3180,60636,3276,17069,1941,19195,2083,20948,2664,31811,3323,21210,2794,6470,1170,2660,883,1471,913,16625,1689,5032,1269,4884,1107,4477,1151,2232,808,21620,1366,9309,1020,4991,912,4692,743,2628,621,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2789500,2398,517240,3005,467374,3545,40806,2984,31143,3953,6406,1914,2257,919,1000,963,2933,1032,2470,964,463,334,0,190,0,190,5789,1612,4127,1466,1009,508,544,427,109,113,338,270,338,270,0,190,0,190,0,190,1794146,2158,1654281,5410,98555,3833,43349,3435,22189,2757,23558,3137,9459,2300,14473,2156,11429,1816,2459,898,585,463,0,190,23597,2055,10063,1382,7671,1876,4211,1112,1652,1084,3240,1089,1857,720,1189,752,151,220,43,76,478114,1779,465516,1683,5757,1267,2194,753,492,332,278,204,2793,1017,4241,832,2554,665,1239,622,448,370,0,190,2292,679,715,412,407,333,878,411,292,217,308,277,147,118,125,209,36,62,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36637169,2615,6608769,3207,3654450,22834,2313075,20568,1922356,21726,289724,11046,88000,5586,12995,2136,191728,9881,163719,9090,18845,2549,8220,1693,944,526,390550,9374,299584,8043,64397,4300,25257,3254,1312,455,58966,6466,47318,5438,7779,2196,3178,1202,691,693,24838842,3552,13312525,41654,7480566,29293,4058163,31180,1275004,21631,1395580,19974,751819,17121,1142608,24109,824683,19715,214996,9039,82275,6297,20654,3064,2624769,22149,1403261,18961,707110,14169,412787,11227,101611,6548,278374,13532,182006,10409,61898,5384,22905,3720,11565,2507,5189558,2790,3344390,12415,852370,6495,282064,8188,147889,5027,204962,7366,217455,6793,297376,9946,140137,6183,62584,4567,61244,5197,33411,3594,648443,6501,176885,6566,165880,5327,188582,8166,117096,5474,46979,4049,21357,2626,11544,1949,8315,1666,5763,1664,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5123035,2020,923233,1962,738185,7979,147685,6492,122801,6639,17034,2570,6858,1335,992,489,15769,2629,12878,2635,1695,823,1030,493,166,126,15029,2746,12606,2616,1322,558,1101,782,0,193,6565,1882,4907,1686,683,431,895,802,80,130,3488230,3023,2877216,11050,425233,10220,242712,7950,73501,4577,76521,5654,32499,4159,79010,5793,60187,4385,13790,2412,4009,1167,1024,655,77005,4889,42321,3735,20238,2361,10646,1880,3800,1141,29766,3450,18721,2695,7906,1664,2695,1270,444,375,711572,2450,626486,3582,50486,2276,30527,2218,7992,1305,5279,1031,6688,1400,21185,2553,14395,2051,3275,995,2690,818,825,557,10607,941,2654,742,2460,740,2797,683,2696,758,2808,869,1003,516,778,361,480,344,547,470,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3404358,998,576797,1048,454353,5912,76450,4224,66169,4348,6355,1584,2881,960,1045,714,31506,3621,28409,3547,2446,759,651,334,0,198,10228,1898,7507,1681,1930,726,697,438,94,155,4260,1543,3265,1289,736,578,213,230,46,78,2262278,1319,1713757,8798,295720,4797,173263,5470,62531,4985,43262,4413,16664,3783,169642,8570,113464,6957,38542,3738,14898,2313,2738,1507,60431,4238,34604,3468,16751,2097,7666,1436,1410,685,22728,3978,15450,2887,5081,1739,1687,661,510,393,565283,1034,473860,4237,28635,1205,9707,1540,6340,1093,7364,1303,5224,1239,52783,4015,27842,2437,11886,1667,10764,1955,2291,836,8573,1044,2934,840,2284,971,1958,654,1397,805,1432,493,1035,401,338,253,59,99,0,198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,890489,219,148755,273,127887,2180,15471,1884,14037,1836,691,527,743,696,0,190,2807,923,2014,709,392,340,401,292,0,190,2279,790,1747,719,369,354,163,153,0,190,311,403,197,326,114,136,0,190,0,190,580910,743,497720,4244,44929,2471,24854,2748,7757,1512,9331,1619,2987,934,16526,2581,12206,2196,3021,1106,1299,717,0,190,15564,1911,9332,1517,4003,1001,1811,742,418,429,6171,2086,5403,1969,427,303,189,257,152,240,160824,664,147875,1316,3794,503,1774,533,1025,426,461,345,534,480,6069,1184,4385,1015,787,356,590,462,307,271,2603,722,1494,598,305,232,489,438,315,272,483,336,324,268,0,190,159,195,0,190,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,628998,6,74608,14,60771,1391,9257,903,6298,1304,2521,1423,438,458,0,200,3255,1060,3103,1012,152,171,0,200,0,200,539,330,461,289,78,101,0,200,0,200,786,427,729,410,0,200,57,99,0,200,477799,743,390940,5362,42533,3308,24843,2746,7776,1889,8497,1798,1417,940,24746,2861,22037,2706,1968,638,717,405,24,42,9735,1282,7174,1180,1437,457,780,395,344,264,9845,2144,6650,1685,2478,1006,686,450,31,52,76591,742,67737,967,4381,909,2056,781,387,313,1130,488,808,815,2050,798,1413,575,600,418,37,61,0,200,1209,382,166,180,702,373,246,215,95,148,1214,572,881,523,121,110,160,189,52,87,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19172999,3447,3004716,3565,2143301,18935,665011,14247,560251,12738,71197,5712,25596,3096,7967,2063,141960,9830,122133,8446,13349,2582,5354,1431,1124,622,35348,3269,25864,2996,6659,1467,2581,853,244,222,19096,3978,17181,3741,1306,639,118,149,491,548,12223050,4526,8340093,28968,2876233,18040,1626117,20532,519150,14878,465834,14096,265132,12781,707800,19835,458621,14415,149876,8249,81982,5497,17321,2998,221860,8665,123968,6932,59100,4400,30856,3669,7936,2299,77064,7658,57388,6255,12931,2600,5459,1326,1286,848,3945233,4182,3136793,11372,550044,6364,166841,7464,110979,5512,135819,6806,136405,5754,197847,8633,103231,5688,44877,3798,32218,2976,17521,2844,44107,3060,15740,2223,12450,1858,8768,1643,7149,2152,16442,2686,11245,2165,3441,1158,1410,679,346,402,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
