GEO_ID,C23008_001E,C23008_001M,C23008_002E,C23008_002M,C23008_003E,C23008_003M,C23008_004E,C23008_004M,C23008_005E,C23008_005M,C23008_006E,C23008_006M,C23008_007E,C23008_007M,C23008_008E,C23008_008M,C23008_009E,C23008_009M,C23008_010E,C23008_010M,C23008_011E,C23008_011M,C23008_012E,C23008_012M,C23008_013E,C23008_013M,C23008_014E,C23008_014M,C23008_015E,C23008_015M,C23008_016E,C23008_016M,C23008_017E,C23008_017M,C23008_018E,C23008_018M,C23008_019E,C23008_019M,NAME,C23008_001MA,C23008_001EA,C23008_002MA,C23008_002EA,C23008_003MA,C23008_003EA,C23008_004MA,C23008_004EA,C23008_005MA,C23008_005EA,C23008_006MA,C23008_006EA,C23008_007MA,C23008_007EA,C23008_008MA,C23008_008EA,C23008_009MA,C23008_009EA,C23008_010MA,C23008_010EA,C23008_011MA,C23008_011EA,C23008_012MA,C23008_012EA,C23008_013MA,C23008_013EA,C23008_014MA,C23008_014EA,C23008_015MA,C23008_015EA,C23008_016MA,C23008_016EA,C23008_017MA,C23008_017EA,C23008_018MA,C23008_018EA,C23008_019MA,C23008_019EA,state
0400000US13,2360200,9203,755726,7783,459789,10663,254548,9454,182244,8926,17008,3298,5989,1967,295937,10308,228950,9805,66987,5603,1604474,9901,985909,16137,629479,15699,297931,11657,40637,4540,17862,3106,618565,15278,508962,16438,109603,8621,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,294062,2347,104933,2526,69524,3272,40446,3317,26420,2811,2036,1014,622,442,35409,3075,26023,2547,9386,2387,189129,2452,134062,4196,92440,5270,34417,4134,5112,1327,2093,985,55067,3618,47154,3935,7913,1638,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,413276,3383,132206,2663,99049,3457,50073,3710,44335,3710,2840,1432,1801,934,33157,2995,25399,3287,7758,2553,281070,3956,210948,6244,133966,6752,68183,6452,5406,1188,3393,1327,70122,6473,58291,6288,11831,2316,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2835058,7037,909058,7277,587136,9220,354946,9498,210767,6877,14733,2230,6690,1867,321922,9007,260326,8796,61596,4906,1926000,7772,1290260,14959,840923,13734,384999,14004,44609,3955,19729,2596,635740,13671,542623,14028,93117,6779,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1493122,6038,481622,4949,303086,7377,177621,7033,113402,6318,9027,1965,3036,874,178536,6818,139748,6007,38788,4395,1011500,6536,670853,11862,448871,12773,183943,9871,26839,3823,11200,2053,340647,11973,282290,11845,58357,5815,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,697652,3769,229955,3757,163729,3915,117120,4223,41548,3278,2770,828,2291,1030,66226,3616,55498,3259,10728,1806,467697,4431,323707,7183,248087,7742,62730,5200,8466,1567,4424,1479,143990,7283,127677,6760,16313,2547,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,690806,3951,229102,3685,156137,4821,94756,4232,53523,4126,6570,1416,1288,486,72965,4238,56282,3942,16683,2941,461704,4274,324302,7689,223779,7642,84935,5831,10797,2160,4791,2205,137402,7187,118168,7235,19234,3256,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,933840,6867,308416,5130,195419,6015,116744,5706,63977,4570,8211,2035,6487,1700,112997,6658,81913,5234,31084,4177,625424,6375,406068,8430,263048,7927,105140,6900,23775,4056,14105,2016,219356,8099,165345,7130,54011,4902,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1052493,5177,353899,5758,188292,7200,112749,6317,68477,5504,4771,1372,2295,1153,165607,6912,125863,6435,39744,4463,698594,6164,390780,11126,250100,9710,109169,7067,22251,4498,9260,3154,307814,10307,241421,10066,66393,6633,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,238832,2196,74262,2346,49245,2360,31826,2660,14142,2178,2133,1026,1144,674,25017,2446,18098,2150,6919,1784,164570,3035,106753,3666,73919,3994,25810,3302,5171,1488,1853,693,57817,3345,46734,2995,11083,1685,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1286424,5406,425641,4771,272228,7372,176850,6327,82199,5119,10408,2462,2771,1126,153413,6418,126424,6238,26989,2863,860783,5832,552755,9742,394164,10212,136169,7758,16594,2290,5828,1565,308028,9827,260543,9429,47485,4802,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1334975,4753,425202,4635,293403,6808,201752,6436,80408,5516,7986,1814,3257,1199,131799,6362,103978,5887,27821,3718,909773,6385,607196,11523,440960,11324,136508,7305,22505,3281,7223,1854,302577,11472,248882,10356,53695,4640,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2096594,6470,649992,4452,412316,7666,240691,6037,151066,5140,13254,1969,7305,1630,237676,6467,188370,6576,49306,3823,1446602,6929,950619,11397,628815,11702,253407,9446,46038,4556,22359,3860,495983,11085,405292,11180,90691,5974,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1238645,4692,410558,4389,297614,5825,212807,5478,72591,5273,9151,1927,3065,925,112944,5896,95885,5605,17059,1955,828087,5586,589022,8316,451168,9079,112989,6094,20277,2954,4588,1009,239065,7816,207052,7425,32013,3765,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,677882,5000,217460,4375,108456,4939,66772,4596,36165,3831,2467,1172,3052,1497,109004,4921,79136,5007,29868,3308,460422,5352,245660,7642,163578,6259,59393,6140,14635,3259,8054,2329,214762,7963,171425,7973,43337,4087,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1314824,7481,430233,5422,280669,7137,179645,6725,86982,5774,10127,2366,3915,1004,149564,7380,119717,6316,29847,3952,884591,7584,578097,12173,403203,11646,141820,6912,22902,3658,10172,2147,306494,10033,252952,10041,53542,5881,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212431,2290,70734,2146,50517,2524,28177,2662,19149,2200,1332,520,1859,1216,20217,1945,14539,2016,5678,1488,141697,2656,102694,3465,67593,3898,26440,3316,4511,1349,4150,2449,39003,3430,32395,3217,6608,1600,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,448701,3309,152704,2653,109580,3234,72734,3764,33472,2853,2689,924,685,499,43124,2736,35164,2661,7960,1805,295997,3894,210555,4732,157068,5395,45678,3971,6457,1229,1352,444,85442,4485,74255,4298,11187,2450,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,634397,3855,207480,3417,124448,5520,62671,4738,55682,4550,3850,1148,2245,887,83032,5219,68819,5021,14213,2606,426917,4270,260114,8490,162291,8113,83616,6372,8707,1819,5500,1635,166803,8362,140168,8431,26635,3823,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,252083,2331,75082,2402,53156,2958,36213,3340,15848,2324,833,447,262,294,21926,2338,18168,2296,3758,1038,177001,2471,124532,4512,89441,4498,28560,3158,4843,1374,1688,648,52469,4240,43839,4181,8630,2002,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1933117,5911,612694,6011,433306,8199,267834,8359,146084,5599,14643,2376,4745,1478,179388,6793,138645,6215,40743,4247,1320423,7183,924758,11218,609277,11067,264125,8581,37600,3707,13756,3189,395665,11730,334613,11305,61052,5061,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,471392,4140,155557,3663,88134,4167,43115,3713,39070,4157,3836,1248,2113,1164,67423,4383,47952,3959,19471,3342,315835,4810,192293,6660,117679,7304,58739,4965,9985,1920,5890,1564,123542,6809,98015,6684,25527,3681,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4018877,8500,1352563,8069,856823,13572,514864,12555,295378,10812,32191,3663,14390,2270,495740,12882,375726,12326,120014,7346,2666314,9097,1705890,19360,1091570,16939,495945,15424,81950,5644,36425,4652,960424,17349,758397,14959,202027,11881,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2165764,8370,697340,7053,433200,9183,244363,9172,172085,8478,12464,2473,4288,1095,264140,8447,208157,7777,55983,4583,1468424,7945,936974,12735,595829,12151,282107,11118,42298,4689,16740,3069,531450,14107,434111,13033,97339,7907,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,163815,1826,59471,1841,44397,2612,27698,2378,14980,2191,1297,667,422,347,15074,2117,11637,2145,3437,1015,104344,2011,76484,2917,58953,3718,15216,2233,1657,654,658,364,27860,2994,23939,3009,3921,1129,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2492642,7738,793419,7105,488694,9646,306987,8937,156368,6831,17426,3137,7913,1916,304725,9475,245309,8600,59416,5544,1699223,8585,1108491,12034,748335,14790,295811,11250,43416,4206,20929,3150,590732,12184,482072,11948,108660,8020,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,895919,4099,303022,3369,193440,4138,105042,4584,78043,3754,6608,1237,3747,1141,109582,4698,84703,4674,24879,2905,592897,3697,385808,6567,241005,6229,117537,5743,17706,2011,9560,1824,207089,7297,166592,6922,40497,3611,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,816316,3878,262321,3744,185921,5445,110526,4802,64675,4966,7490,2190,3230,1031,76400,5258,60896,4813,15504,2387,553995,4518,376480,8541,245509,8656,106602,6454,17233,2456,7136,1775,177515,8665,147898,8133,29617,3761,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2563616,7742,826411,6044,519092,9523,325270,8652,169676,6631,13926,2554,10220,2375,307319,9138,239448,9292,67871,5614,1737205,7966,1130919,11577,765296,13804,301846,10102,42497,3611,21280,3784,606286,13517,484436,13010,121850,7008,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,203423,1921,64150,1824,39012,2961,27099,2654,10404,1642,1204,754,305,309,25138,2698,20324,2474,4814,1548,139273,2251,83855,3753,62108,3568,15661,2593,4011,1505,2075,966,55418,4359,45751,4026,9667,2367,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1020296,6431,328564,4664,193982,6089,115476,6203,71421,5158,5755,1488,1330,667,134582,6082,105738,5993,28844,3343,691732,6706,413390,9790,270976,9210,118663,8278,14848,2556,8903,2257,278342,10053,227552,9169,50790,5152,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,198054,2170,68606,2218,45066,2460,32843,2413,11220,1258,724,429,279,362,23540,2425,19212,2209,4328,934,129448,2481,90186,3513,70573,3756,16208,2053,1573,853,1832,1513,39262,3144,34330,2952,4932,1272,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1397180,7947,456971,6866,279365,8097,159137,6223,106286,6607,8369,1841,5573,1749,177606,7278,132753,7131,44853,4520,940209,9183,594074,11762,380675,12827,172447,9049,27035,3272,13917,2590,346135,11878,277914,10018,68221,6893,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6869767,12889,2277276,11443,1431126,15721,705661,15485,658511,16597,45833,5146,21121,3390,846150,14816,642010,15156,204140,9179,4592491,14998,2996536,28920,1735202,26176,1097261,27220,109380,8911,54693,6955,1595955,28915,1314635,28912,281320,14954,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,881399,3324,294892,3494,238227,5852,108562,6441,122923,5716,4227,1331,2515,1018,56665,5189,44828,4651,11837,2150,586507,4456,471323,9393,255703,10257,201701,9025,8541,2083,5378,1873,115184,7523,99755,6803,15429,2489,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,113312,1414,34122,1240,25511,1814,17177,1526,6963,1259,1057,409,314,291,8611,1539,6510,1220,2101,956,79190,1806,56640,2378,42361,2387,9971,1725,2774,925,1534,880,22550,2285,18621,1997,3929,1289,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1777624,7253,592924,6639,398985,8517,243703,8152,140916,7303,10382,2163,3984,1219,193939,7590,158392,6614,35547,4127,1184700,8184,805589,11015,540684,10988,224678,8672,30048,3978,10179,1844,379111,11522,317234,11025,61877,5298,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1535153,5604,514720,4931,371030,7725,196429,7312,156819,7954,13019,2690,4763,1371,143690,6381,110548,5519,33142,3657,1020433,5800,709136,11050,436908,12072,227472,10182,30965,4264,13791,2139,311297,11547,257870,11852,53427,4500,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,351552,3497,116078,2870,68249,3603,37872,3252,25788,3017,2254,883,2335,1037,47829,3447,33811,3417,14018,2241,235474,3498,149517,5271,89582,4842,46872,4185,7966,1667,5097,1507,85957,4908,60782,3950,25175,3665,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1238445,4383,399123,4166,271461,4850,189996,5369,68700,4008,9632,1880,3133,1106,127662,5082,106518,5248,21144,3337,839322,5320,570907,8526,421300,8720,116888,5911,23734,3404,8985,1576,268415,7453,228670,7179,39745,3911,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,132763,2529,45877,2366,30947,2591,18092,2673,12108,2202,344,225,403,417,14930,2643,12803,2614,2127,878,86886,2514,63233,3100,44058,3644,16533,2753,1921,947,721,493,23653,2614,20727,2680,2926,1039,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,708200,3423,206906,3949,72841,5462,44265,3977,20950,3178,3084,1329,4542,1579,134065,5600,81505,5113,52560,4768,501294,4835,214828,7868,125011,6110,55845,5764,16650,3252,17322,3376,286466,7838,186416,7494,100050,6887,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
