GEO_ID,B01002B_001E,B01002B_001M,B01002B_002E,B01002B_002M,B01002B_003E,B01002B_003M,NAME,B01002B_001MA,B01002B_001EA,B01002B_002EA,B01002B_002MA,B01002B_003MA,B01002B_003EA,state
0400000US01,34.0,0.3,31.9,0.4,35.7,0.3,Alabama,null,null,null,null,null,null,01
0400000US02,30.3,2.9,29.0,2.8,33.0,3.7,Alaska,null,null,null,null,null,null,02
0400000US04,31.3,0.6,31.2,0.7,31.4,1.0,Arizona,null,null,null,null,null,null,04
0400000US05,32.1,0.6,30.6,0.8,33.8,0.8,Arkansas,null,null,null,null,null,null,05
0400000US06,35.9,0.3,34.6,0.3,37.7,0.4,California,null,null,null,null,null,null,06
0400000US08,33.0,0.8,33.0,0.9,33.0,1.2,Colorado,null,null,null,null,null,null,08
0400000US09,33.7,0.7,31.1,0.7,36.0,0.6,Connecticut,null,null,null,null,null,null,09
0400000US10,34.8,0.5,32.6,0.9,36.8,0.9,Delaware,null,null,null,null,null,null,10
0400000US11,36.8,0.4,35.0,0.4,38.5,0.7,District of Columbia,null,null,null,null,null,null,11
0400000US12,32.8,0.2,31.2,0.4,34.1,0.3,Florida,null,null,null,null,null,null,12
0400000US13,33.0,0.3,31.0,0.2,34.8,0.2,Georgia,null,null,null,null,null,null,13
0400000US15,30.4,1.5,31.7,2.3,26.6,1.4,Hawaii,null,null,null,null,null,null,15
0400000US16,22.8,7.0,32.4,14.2,18.5,2.5,Idaho,null,null,null,null,null,null,16
0400000US17,34.3,0.2,31.9,0.4,36.1,0.3,Illinois,null,null,null,null,null,null,17
0400000US18,31.6,0.4,30.2,0.6,33.0,0.6,Indiana,null,null,null,null,null,null,18
0400000US19,26.7,1.6,27.6,2.5,26.2,1.3,Iowa,null,null,null,null,null,null,19
0400000US20,31.5,1.3,30.8,1.6,32.3,1.8,Kansas,null,null,null,null,null,null,20
0400000US21,33.9,0.8,31.3,1.0,35.5,0.7,Kentucky,null,null,null,null,null,null,21
0400000US22,32.3,0.2,30.8,0.3,33.9,0.4,Louisiana,null,null,null,null,null,null,22
0400000US23,25.0,7.9,30.2,12.0,22.0,7.2,Maine,null,null,null,null,null,null,23
0400000US24,36.1,0.3,34.2,0.3,37.9,0.3,Maryland,null,null,null,null,null,null,24
0400000US25,32.1,0.5,30.7,0.6,33.2,0.7,Massachusetts,null,null,null,null,null,null,25
0400000US26,34.1,0.3,31.2,0.4,36.4,0.4,Michigan,null,null,null,null,null,null,26
0400000US27,27.1,0.5,26.9,0.6,27.4,0.6,Minnesota,null,null,null,null,null,null,27
0400000US28,32.4,0.3,30.1,0.4,34.2,0.3,Mississippi,null,null,null,null,null,null,28
0400000US29,32.7,0.4,30.7,0.5,34.2,0.7,Missouri,null,null,null,null,null,null,29
0400000US30,29.8,3.7,29.1,13.6,47.0,5.0,Montana,null,null,null,null,null,null,30
0400000US31,28.4,1.4,27.6,1.0,29.6,1.9,Nebraska,null,null,null,null,null,null,31
0400000US32,33.4,0.9,33.7,1.2,33.2,1.0,Nevada,null,null,null,null,null,null,32
0400000US33,30.6,3.0,35.0,5.5,22.6,6.7,New Hampshire,null,null,null,null,null,null,33
0400000US34,36.0,0.3,33.7,0.4,38.2,0.4,New Jersey,null,null,null,null,null,null,34
0400000US35,34.9,3.4,37.2,3.1,32.0,6.9,New Mexico,null,null,null,null,null,null,35
0400000US36,35.4,0.2,33.0,0.3,37.5,0.3,New York,null,null,null,null,null,null,36
0400000US37,35.3,0.3,32.9,0.4,37.1,0.3,North Carolina,null,null,null,null,null,null,37
0400000US38,24.4,3.5,25.3,3.6,22.9,5.7,North Dakota,null,null,null,null,null,null,38
0400000US39,33.6,0.4,32.0,0.5,35.1,0.4,Ohio,null,null,null,null,null,null,39
0400000US40,32.5,0.6,30.8,1.1,34.1,0.7,Oklahoma,null,null,null,null,null,null,40
0400000US41,33.1,2.1,32.8,2.2,34.0,2.3,Oregon,null,null,null,null,null,null,41
0400000US42,33.3,0.4,31.1,0.5,35.5,0.5,Pennsylvania,null,null,null,null,null,null,42
0400000US44,30.9,1.3,31.0,3.8,30.9,1.0,Rhode Island,null,null,null,null,null,null,44
0400000US45,34.7,0.3,32.1,0.5,36.8,0.4,South Carolina,null,null,null,null,null,null,45
0400000US46,27.5,2.3,30.1,4.1,21.9,9.2,South Dakota,null,null,null,null,null,null,46
0400000US47,33.0,0.4,31.1,0.5,34.6,0.4,Tennessee,null,null,null,null,null,null,47
0400000US48,32.9,0.2,31.4,0.3,34.2,0.3,Texas,null,null,null,null,null,null,48
0400000US49,24.9,1.4,25.3,2.6,24.7,2.0,Utah,null,null,null,null,null,null,49
0400000US50,25.1,3.7,27.3,4.9,21.4,6.3,Vermont,null,null,null,null,null,null,50
0400000US51,35.3,0.3,33.6,0.4,36.7,0.4,Virginia,null,null,null,null,null,null,51
0400000US53,32.7,0.7,33.2,0.5,32.3,0.9,Washington,null,null,null,null,null,null,53
0400000US54,34.8,2.1,34.7,3.1,35.0,2.4,West Virginia,null,null,null,null,null,null,54
0400000US55,29.0,0.4,27.1,0.9,30.9,0.6,Wisconsin,null,null,null,null,null,null,55
0400000US56,30.2,6.7,24.8,7.8,39.4,14.3,Wyoming,null,null,null,null,null,null,56
0400000US72,42.6,1.0,41.1,1.6,44.3,1.3,Puerto Rico,null,null,null,null,null,null,72
