GEO_ID,B21005_001E,B21005_001M,B21005_002E,B21005_002M,B21005_003E,B21005_003M,B21005_004E,B21005_004M,B21005_005E,B21005_005M,B21005_006E,B21005_006M,B21005_007E,B21005_007M,B21005_008E,B21005_008M,B21005_009E,B21005_009M,B21005_010E,B21005_010M,B21005_011E,B21005_011M,B21005_012E,B21005_012M,B21005_013E,B21005_013M,B21005_014E,B21005_014M,B21005_015E,B21005_015M,B21005_016E,B21005_016M,B21005_017E,B21005_017M,B21005_018E,B21005_018M,B21005_019E,B21005_019M,B21005_020E,B21005_020M,B21005_021E,B21005_021M,B21005_022E,B21005_022M,B21005_023E,B21005_023M,B21005_024E,B21005_024M,B21005_025E,B21005_025M,B21005_026E,B21005_026M,B21005_027E,B21005_027M,B21005_028E,B21005_028M,B21005_029E,B21005_029M,B21005_030E,B21005_030M,B21005_031E,B21005_031M,B21005_032E,B21005_032M,B21005_033E,B21005_033M,B21005_034E,B21005_034M,NAME,B21005_001MA,B21005_001EA,B21005_002MA,B21005_002EA,B21005_003MA,B21005_003EA,B21005_004EA,B21005_004MA,B21005_005EA,B21005_005MA,B21005_006MA,B21005_006EA,B21005_007MA,B21005_007EA,B21005_008MA,B21005_008EA,B21005_009EA,B21005_009MA,B21005_010EA,B21005_010MA,B21005_011EA,B21005_011MA,B21005_012MA,B21005_012EA,B21005_013MA,B21005_013EA,B21005_014MA,B21005_014EA,B21005_015EA,B21005_015MA,B21005_016EA,B21005_016MA,B21005_017MA,B21005_017EA,B21005_018MA,B21005_018EA,B21005_019MA,B21005_019EA,B21005_020EA,B21005_020MA,B21005_021EA,B21005_021MA,B21005_022EA,B21005_022MA,B21005_023MA,B21005_023EA,B21005_024MA,B21005_024EA,B21005_025EA,B21005_025MA,B21005_026EA,B21005_026MA,B21005_027EA,B21005_027MA,B21005_028MA,B21005_028EA,B21005_029MA,B21005_029EA,B21005_030EA,B21005_030MA,B21005_031EA,B21005_031MA,B21005_032EA,B21005_032MA,B21005_033EA,B21005_033MA,B21005_034MA,B21005_034EA,state
0400000US01,2979289,4285,1087197,5431,24461,2396,20171,2486,18632,2369,1539,669,4290,1055,1062736,5805,759248,10177,671407,10151,87841,5813,303488,8472,1252489,4973,80886,4726,65975,4019,63258,3872,2717,849,14911,2055,1171603,7111,871719,9581,828194,9869,43525,3591,299884,8416,639603,2679,70412,3965,38813,3537,37463,3494,1350,507,31599,2728,569191,4844,305050,6415,294603,6533,10447,1443,264141,5922,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,463285,2115,185976,2504,12005,1924,10699,1845,10272,1854,427,293,1306,688,173971,2787,136933,3273,122863,3634,14070,2045,37038,2388,182620,1717,21358,2192,18520,2047,17804,2078,716,355,2838,803,161262,2910,130360,3179,121067,2979,9293,1330,30902,2109,94689,1200,13830,1589,9057,1327,8556,1370,501,260,4773,970,80859,1901,56694,1783,53735,1870,2959,864,24165,1601,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4068916,2795,1571811,3253,40974,3791,34703,3288,32130,3179,2573,831,6271,1355,1530837,4753,1127012,11086,1018507,10992,108505,5935,403825,10555,1683308,3098,106596,5870,88337,5144,85212,4938,3125,740,18259,2353,1576712,5910,1222487,9800,1163367,10344,59120,4136,354225,8862,813797,1499,82568,3570,47387,3230,44544,3180,2843,788,35181,2579,731229,3902,434095,7905,412845,8337,21250,2581,297134,7114,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1789305,2546,667003,4420,18971,2488,14567,2447,13558,2491,1009,546,4404,998,648032,4552,467863,7104,426380,8045,41483,3624,180169,6339,749138,4366,48220,3311,36732,3112,35006,3091,1726,644,11488,1514,700918,5250,527847,7809,506193,7731,21654,2235,173071,6477,373164,2061,39290,2693,19602,1842,18723,1849,879,453,19688,2243,333874,3151,188975,4945,183151,5025,5824,1053,144899,4706,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24715963,5764,9674153,6996,162041,7280,130623,6112,117347,5746,13276,1854,31418,3048,9512112,9552,7021306,24773,6323727,24081,697579,14967,2490806,22616,10412714,5592,355155,9209,297066,8667,279648,8275,17418,1954,58089,3810,10057559,10301,8020094,23113,7576236,26349,443858,9945,2037465,23014,4629096,2585,281096,8586,168912,5910,159307,5557,9605,1597,112184,5310,4348000,8602,2785809,15698,2632581,16509,153228,6168,1562191,14143,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3457230,4743,1331849,3832,44643,3407,36175,3323,33599,3163,2576,873,8468,1391,1287206,5722,1027297,9626,956537,9376,70760,5101,259909,8472,1441321,4019,100737,4434,88730,4072,85197,3956,3533,837,12007,1508,1340584,5408,1121332,8303,1079837,9189,41495,3538,219252,7602,684060,2405,66812,3991,43115,3169,40430,3119,2685,813,23697,2364,617248,4101,419654,5805,402598,6147,17056,1969,197594,5040,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2254212,1885,788928,2650,11212,2028,9308,1656,8195,1424,1113,587,1904,940,777716,3024,603177,6655,546349,7107,56828,3288,174539,6340,968358,2272,32088,3080,27888,2867,26743,2677,1145,535,4200,1031,936270,3428,787967,6570,742645,6864,45322,3161,148303,5876,496926,952,27392,2365,19545,2112,18719,2039,826,419,7847,1322,469534,2410,347822,4837,331676,4770,16146,1981,121712,4281,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,578037,1066,211122,1366,3818,1026,3353,916,3270,910,83,129,465,269,207304,1719,157136,3820,144620,3866,12516,1787,50168,3415,239614,1147,12908,1714,11654,1631,11123,1585,531,275,1254,527,226706,2195,185843,3712,176779,3723,9064,1492,40863,3103,127301,684,11285,1626,6997,1246,6772,1228,225,167,4288,956,116016,1834,76204,2506,73574,2636,2630,708,39812,2740,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,473635,1179,230908,989,2628,993,2100,750,2100,750,0,200,528,613,228280,1011,179758,3290,166070,2991,13688,2018,48522,3072,172744,533,7003,1230,6135,1227,5718,1180,417,228,868,419,165741,1370,139631,2738,129158,2781,10473,1639,26110,2498,69983,736,5436,1129,3158,907,3034,895,124,119,2278,653,64547,1297,39449,1843,37136,1964,2313,737,25098,1779,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12169176,5983,4327677,8177,112818,7060,93558,6430,85975,6195,7583,1427,19260,2642,4214859,11079,3133219,19391,2831529,20606,301690,12946,1081640,17511,5192613,6795,303580,9684,249960,8167,235603,8423,14357,1943,53620,4925,4889033,10298,3908840,14786,3689536,17159,219304,9214,980193,16274,2648886,4349,251648,7740,147869,5143,139155,4976,8714,1525,103779,5238,2397238,8931,1470733,15199,1396282,15953,74451,4855,926505,14744,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
