GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001EA,B17010_001MA,B17010_002MA,B17010_002EA,B17010_003EA,B17010_003MA,B17010_004EA,B17010_004MA,B17010_005MA,B17010_005EA,B17010_006MA,B17010_006EA,B17010_007MA,B17010_007EA,B17010_008EA,B17010_008MA,B17010_009EA,B17010_009MA,B17010_010MA,B17010_010EA,B17010_011MA,B17010_011EA,B17010_012EA,B17010_012MA,B17010_013MA,B17010_013EA,B17010_014EA,B17010_014MA,B17010_015EA,B17010_015MA,B17010_016MA,B17010_016EA,B17010_017EA,B17010_017MA,B17010_018MA,B17010_018EA,B17010_019EA,B17010_019MA,B17010_020EA,B17010_020MA,B17010_021MA,B17010_021EA,B17010_022EA,B17010_022MA,B17010_023EA,B17010_023MA,B17010_024MA,B17010_024EA,B17010_025EA,B17010_025MA,B17010_026EA,B17010_026MA,B17010_027EA,B17010_027MA,B17010_028EA,B17010_028MA,B17010_029MA,B17010_029EA,B17010_030EA,B17010_030MA,B17010_031EA,B17010_031MA,B17010_032EA,B17010_032MA,B17010_033EA,B17010_033MA,B17010_034EA,B17010_034MA,B17010_035MA,B17010_035EA,B17010_036EA,B17010_036MA,B17010_037EA,B17010_037MA,B17010_038EA,B17010_038MA,B17010_039EA,B17010_039MA,B17010_040MA,B17010_040EA,B17010_041EA,B17010_041MA,state
0400000US01,1213540,13821,166755,6801,51515,3368,29975,2277,4716,1070,9410,1515,15849,1830,21540,2260,115240,5398,15555,2239,11145,1923,3205,1206,2263,906,5677,1297,4410,1105,99685,4939,85258,4875,13649,2182,23918,2572,47691,3577,14427,1454,1046785,12834,812159,10469,307928,7488,56556,4014,50960,3435,200412,6089,504231,8108,234626,8295,62684,3968,31067,2996,7172,1618,2820,852,21075,1954,31617,2757,171942,7122,93497,5635,16023,2560,8964,1559,68510,4430,78445,3770,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,2442,583,243,176,1538,543,661,289,747,288,8341,1315,2523,610,2225,587,451,249,379,120,1395,540,298,195,5818,1135,5449,1095,1141,663,1491,469,2817,769,369,177,152270,3239,117159,3002,51445,3153,11972,1421,12194,1615,27279,2349,65714,2623,35111,2578,12586,1379,8669,1244,1963,723,1153,630,5553,1030,3917,741,22525,2030,15072,1766,2539,975,1899,637,10634,1609,7453,1281,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,51168,3707,7553,1289,18918,2352,24697,2950,28619,2826,119314,5013,24356,2486,18114,2186,4372,1038,4988,1155,8754,1577,6242,1276,94958,4438,82597,4441,13304,1987,26980,2531,42313,3026,12361,1566,1399313,13718,1073755,12123,411573,9809,75366,3958,86855,3968,249352,7279,662182,9301,325558,8812,112872,6185,62007,4997,12571,2215,9508,1507,39928,3363,50865,3664,212686,5862,123570,4732,19639,2599,18381,2253,85550,4527,89116,4212,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,23633,2317,3799,1050,8920,1520,10914,1856,15022,1867,65902,4376,11374,1579,8458,1467,2301,996,1511,627,4646,1226,2916,885,54528,4216,45403,3657,10166,1804,10370,1636,24867,2755,9125,1677,656937,9657,522642,8812,200586,6189,36334,3197,35664,3103,128588,5260,322056,6972,134295,6408,38750,3755,21152,2853,4563,1023,2806,910,13783,2438,17598,2297,95545,5784,52949,4413,8398,1678,6240,1265,38311,3536,42596,3144,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,290997,7926,32930,2637,105885,4499,152182,5885,134894,5648,573427,11172,117468,6222,88012,5810,16492,2394,25280,2723,46240,4170,29456,2756,455959,10138,379394,9825,54393,3564,110199,5158,214802,7647,76565,4121,7836588,26834,5916402,26819,2720325,19068,491238,10399,538331,11848,1690756,18721,3196077,21090,1920186,22771,659093,11826,330694,8923,62140,4177,52045,4032,216509,7176,328399,9275,1261093,18354,646617,12967,86323,4630,93963,4911,466331,9868,614476,12356,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,25937,2526,3443,1117,10116,1525,12378,1749,15785,1540,59554,3570,9389,1512,7695,1451,1967,820,1477,799,4251,1011,1694,688,50165,3430,44580,3288,10127,1750,10826,1812,23627,2337,5585,1225,1230585,10898,996318,9392,433836,6749,84328,3590,89024,4580,260484,5813,562482,8736,234267,7561,83635,4720,49748,3994,9919,1944,4603,1077,35226,2955,33887,2756,150632,6065,87685,4758,14212,1752,8059,1450,65414,4152,62947,3797,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,9670,1505,1139,625,2873,827,5658,1127,8298,1373,47186,3413,6767,1467,4540,1089,1349,713,1080,613,2111,665,2227,912,40419,3140,34184,3030,4952,1171,9414,1576,19818,2483,6235,1481,811034,9505,629621,8823,250554,6911,41508,2946,41955,3167,167091,4721,379067,7279,181413,7191,51239,4046,24086,2747,5502,1456,2332,965,16252,2317,27153,2918,130174,5643,70528,4324,8043,1317,7150,1550,55335,3635,59646,4119,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,3495,1020,740,587,1080,654,1675,630,2626,623,14303,2168,2225,897,1798,826,165,159,742,607,891,563,427,304,12078,1911,10773,1830,1244,604,2915,952,6614,1519,1305,509,214961,4577,164295,4510,59792,2897,10073,1450,11533,1865,38186,2428,104503,3716,50666,3573,13958,1852,6878,1499,823,340,929,476,5126,1336,7080,1240,36708,2954,20741,2522,2648,902,3082,893,15011,2216,15967,1865,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,1343,881,41,67,195,243,1107,773,1191,507,14960,1860,1774,879,1039,722,50,81,132,145,857,710,735,430,13186,1741,11116,1685,791,463,3686,982,6639,1426,2070,638,107684,3823,69323,3446,28775,2758,9803,1475,5569,1094,13403,2075,40548,2576,38361,3157,9060,1655,4385,1183,533,359,294,295,3558,1017,4675,1029,29301,2662,16461,1833,2845,862,2759,977,10857,1543,12840,1844,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,110129,5546,15312,2343,37491,3502,57326,4397,100352,4943,330861,10172,60275,4337,43580,3983,10000,1669,10990,1992,22590,2681,16695,2389,270586,9197,224765,8927,35797,3373,58847,4942,130121,6808,45821,2890,4265269,27423,3234295,25245,1100278,15043,203626,6238,190659,7984,705993,12019,2134017,21759,1030974,14937,299386,8623,145408,6865,34552,3618,16934,2247,93922,5472,153978,6816,731588,14779,380478,10256,54633,4293,45320,4033,280525,9026,351110,10319,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
