GEO_ID,B05013_001E,B05013_001M,B05013_002E,B05013_002M,B05013_003E,B05013_003M,B05013_004E,B05013_004M,B05013_005E,B05013_005M,B05013_006E,B05013_006M,B05013_007E,B05013_007M,B05013_008E,B05013_008M,B05013_009E,B05013_009M,B05013_010E,B05013_010M,B05013_011E,B05013_011M,B05013_012E,B05013_012M,B05013_013E,B05013_013M,B05013_014E,B05013_014M,B05013_015E,B05013_015M,B05013_016E,B05013_016M,B05013_017E,B05013_017M,B05013_018E,B05013_018M,B05013_019E,B05013_019M,B05013_020E,B05013_020M,B05013_021E,B05013_021M,B05013_022E,B05013_022M,B05013_023E,B05013_023M,B05013_024E,B05013_024M,B05013_025E,B05013_025M,B05013_026E,B05013_026M,B05013_027E,B05013_027M,B05013_028E,B05013_028M,B05013_029E,B05013_029M,B05013_030E,B05013_030M,B05013_031E,B05013_031M,B05013_032E,B05013_032M,B05013_033E,B05013_033M,B05013_034E,B05013_034M,B05013_035E,B05013_035M,B05013_036E,B05013_036M,B05013_037E,B05013_037M,B05013_038E,B05013_038M,B05013_039E,B05013_039M,NAME,B05013_001MA,B05013_001EA,B05013_002EA,B05013_002MA,B05013_003EA,B05013_003MA,B05013_004EA,B05013_004MA,B05013_005EA,B05013_005MA,B05013_006MA,B05013_006EA,B05013_007MA,B05013_007EA,B05013_008EA,B05013_008MA,B05013_009EA,B05013_009MA,B05013_010EA,B05013_010MA,B05013_011MA,B05013_011EA,B05013_012MA,B05013_012EA,B05013_013EA,B05013_013MA,B05013_014EA,B05013_014MA,B05013_015EA,B05013_015MA,B05013_016MA,B05013_016EA,B05013_017MA,B05013_017EA,B05013_018MA,B05013_018EA,B05013_019EA,B05013_019MA,B05013_020EA,B05013_020MA,B05013_021MA,B05013_021EA,B05013_022EA,B05013_022MA,B05013_023MA,B05013_023EA,B05013_024MA,B05013_024EA,B05013_025MA,B05013_025EA,B05013_026EA,B05013_026MA,B05013_027EA,B05013_027MA,B05013_028EA,B05013_028MA,B05013_029MA,B05013_029EA,B05013_030MA,B05013_030EA,B05013_031EA,B05013_031MA,B05013_032EA,B05013_032MA,B05013_033EA,B05013_033MA,B05013_034MA,B05013_034EA,B05013_035MA,B05013_035EA,B05013_036EA,B05013_036MA,B05013_037EA,B05013_037MA,B05013_038EA,B05013_038MA,B05013_039EA,B05013_039MA,state
0400000US01,169972,7267,88498,4580,811,568,2211,962,3347,838,4279,1269,6435,1579,9986,1702,10282,1965,12904,2156,9004,1786,7942,1212,6891,1509,4640,986,3641,940,2385,800,2044,738,613,364,828,370,255,190,81474,4158,1257,587,2655,1124,2014,658,2598,824,5731,1574,7367,1613,10993,1935,10460,1747,6963,1356,6399,1234,5471,1224,5382,1132,3950,867,2638,772,2696,874,2391,627,1330,597,1179,516,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,58544,4089,26199,2457,14,24,582,439,575,342,1394,715,2488,739,2803,973,2728,1017,1892,765,2691,719,1949,612,2055,586,2818,790,2114,616,923,333,453,217,458,254,163,168,99,72,32345,2358,207,318,421,372,733,527,1078,446,1816,588,3981,850,3633,859,2368,795,3539,929,2896,636,3323,542,2904,688,2298,692,930,386,352,238,849,349,900,398,117,107,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,914400,15780,435981,11082,3058,1270,4097,985,8173,1505,15831,2324,28607,2857,34641,3238,43132,3407,49164,4062,48264,3920,45369,2803,38834,2400,28283,2507,27789,2732,22011,1879,16246,1940,9926,1472,6551,1003,6005,1325,478419,7811,2804,894,5359,1405,8942,1522,16021,2111,26349,2987,36455,2717,39321,2953,50434,3404,55280,3265,47805,2630,40134,2301,33244,2936,33046,2926,27864,2181,20491,2341,16921,1972,8987,1403,8962,1453,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,142841,5470,73166,3385,881,530,1470,731,1739,812,3356,1029,5965,1411,7847,1243,11041,1534,8408,1820,7239,1552,7989,1292,5263,1261,3965,934,2448,697,3341,767,1390,632,436,262,310,222,78,92,69675,3512,94,166,1565,884,2793,1134,3550,977,5591,1393,6451,1371,7792,1234,7501,1142,7198,1439,6950,1323,5801,1264,4106,942,3320,957,2124,701,2151,860,877,442,1015,571,796,363,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10688336,47464,5155883,32949,24489,2309,48294,3616,79643,5419,145277,6426,244571,9069,394860,10314,485524,8274,532436,10264,582354,12029,576617,7532,516585,7445,439531,9869,353331,7692,266350,5876,172671,4752,133379,5200,84781,4123,75190,3873,5532453,26104,26039,2886,44691,4001,74374,4671,135561,5790,220387,6537,364623,8518,478706,8312,544851,10946,622543,9199,592456,7728,540713,6900,477612,10069,408118,8121,322642,7456,233253,7231,179062,5787,134687,4959,132135,5676,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,537066,13583,266212,8012,1604,566,3561,908,6651,1502,11329,1592,18273,2454,27763,2756,32723,2573,33569,2730,33451,2928,25636,2237,21168,1797,15800,1652,11557,1940,8378,1266,5746,1118,5113,1020,2466,611,1424,539,270854,7516,2013,734,4354,986,5845,1255,12662,1781,16185,2499,21802,2213,28869,2337,35139,2770,29966,2452,27869,2083,20844,1816,14225,1742,15708,1617,11238,1462,8584,1614,6280,1303,4844,1138,4427,964,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,519648,14163,254041,8257,1453,634,4441,1400,5861,1262,10268,1636,17177,2224,22938,2667,26332,2528,26016,2796,25114,2495,25190,1793,20658,1715,18239,1761,16372,1876,11962,1736,7941,1431,6612,1005,3516,923,3951,908,265607,8265,1567,624,3266,907,5439,1080,10855,1821,11967,2440,20264,2050,25592,2394,25022,2365,28680,2562,24116,2012,22944,2002,21356,2145,15860,1848,14361,1684,11863,2089,8616,1420,6861,1304,6978,1239,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,87509,5462,42391,2968,632,507,775,358,301,262,1957,772,2334,708,4105,971,5886,925,5349,1126,3879,1073,2936,574,3350,842,2650,607,2387,688,1690,598,1837,604,698,329,782,323,843,458,45118,3451,238,238,1066,511,1087,493,953,442,1393,531,5485,1091,4744,796,4783,963,5287,1100,4172,939,3584,815,3008,695,2632,769,2650,659,1431,489,1301,459,649,390,655,355,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,95117,5695,45632,3610,277,181,560,394,1028,507,2095,900,3254,1004,6149,1488,4814,1205,5967,1323,5384,1161,3853,861,3499,783,3370,1015,1742,646,1722,682,885,667,724,412,188,160,121,165,49485,3460,418,593,520,467,167,144,1661,569,3520,906,5461,1108,7478,1669,6039,1297,5039,1026,3641,840,3213,639,2881,801,3290,820,1898,475,1257,458,1117,636,710,505,1175,502,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4086240,42279,1935547,25929,11781,2112,25244,3188,38119,3635,68025,5363,101903,6292,144147,6452,159986,7912,177568,8599,193839,8896,184025,5905,192444,5287,159375,5363,127787,5694,112044,4914,89805,4558,69521,3894,44061,3320,35873,2912,2150693,23321,10270,1957,22438,3184,36620,3013,68720,5071,95841,6154,130477,6020,164909,6117,186160,6604,205336,6339,196239,5612,205451,5947,175398,5591,162588,6468,141324,6392,121944,5732,92608,3671,65429,3833,68941,3335,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
