GEO_ID,B17002_001E,B17002_001M,B17002_002E,B17002_002M,B17002_003E,B17002_003M,B17002_004E,B17002_004M,B17002_005E,B17002_005M,B17002_006E,B17002_006M,B17002_007E,B17002_007M,B17002_008E,B17002_008M,B17002_009E,B17002_009M,B17002_010E,B17002_010M,B17002_011E,B17002_011M,B17002_012E,B17002_012M,B17002_013E,B17002_013M,NAME,B17002_001EA,B17002_001MA,B17002_002EA,B17002_002MA,B17002_003MA,B17002_003EA,B17002_004MA,B17002_004EA,B17002_005EA,B17002_005MA,B17002_006MA,B17002_006EA,B17002_007EA,B17002_007MA,B17002_008EA,B17002_008MA,B17002_009MA,B17002_009EA,B17002_010EA,B17002_010MA,B17002_011MA,B17002_011EA,B17002_012EA,B17002_012MA,B17002_013EA,B17002_013MA,state
0400000US13,9943145,3984,761945,25436,443453,19370,489590,21199,506154,25867,504807,25199,491731,20386,222439,17748,285101,18192,1725404,39364,1270264,32422,943702,25619,2298555,38784,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1394121,1528,74746,7175,34854,6015,38384,5272,36687,3879,41281,5250,50708,5742,18150,3227,31246,4916,222839,12282,212412,13820,180355,12096,452459,14449,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1622116,2056,96781,8190,60654,8241,88116,8397,76458,8012,91509,10079,96342,9194,38564,6776,61367,7884,321364,16421,239899,16085,148123,10909,302939,12637,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12559422,3422,784584,28635,424230,21552,494444,19753,530033,24230,538065,19025,512847,21700,212109,12071,302671,13819,2004621,31868,1662762,38682,1352398,29184,3740658,41161,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6417418,3611,422132,18581,235089,15172,275960,15166,286725,14727,307322,16474,313474,14731,125050,9720,177208,10827,1201063,27313,966715,23185,706958,21388,1399722,28917,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3021823,2361,164920,9343,87945,6766,114549,8420,125904,9876,137403,10116,123750,7832,53380,5677,80997,6362,539721,15600,498617,15133,370528,13338,724109,15856,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2830943,2019,159767,10717,91257,7860,117855,8685,122048,8785,128564,10830,126306,9298,55048,7136,74478,8776,492988,15892,419306,17178,327518,13898,715808,16478,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4290022,2851,332398,14004,226880,12617,234777,12374,206104,12973,221519,11608,215053,12383,82252,7053,121147,9958,756132,19171,614858,17934,412413,17075,866489,17491,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4541688,2472,399056,16767,237874,13749,253016,15841,238618,15091,234237,13546,226219,12738,83892,9898,117817,8924,739876,23778,576646,18629,425069,18362,1009368,21883,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1292996,1632,67868,5779,47944,5092,56808,4679,57242,6213,65492,5105,55163,4345,22956,4139,39148,4131,229143,11207,195147,12857,148688,8754,307397,12115,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5863290,3873,275043,17106,128847,9161,166886,11511,176281,13554,180418,12520,208757,14861,73587,8108,119586,10510,817347,24520,744165,26857,666308,21337,2306065,29293,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6558724,2955,355730,17000,173893,12676,222448,12953,221692,13114,216483,14292,212603,11413,85542,8615,119151,10149,820522,25381,791803,23468,746990,22685,2591867,34801,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9698396,3148,673796,20833,406215,19675,449634,17282,432042,14424,433299,17895,452347,18210,179159,9509,252557,13777,1652843,28414,1395958,24380,1057369,21505,2313177,28358,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5366594,2516,233791,10447,128930,8268,183710,10404,203853,11411,197022,11714,207958,11165,84226,6582,112134,8170,836880,21196,795675,19673,678299,15180,1704116,22251,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2896579,1923,301574,15351,154922,12434,180632,11829,182169,12082,178119,11263,160132,12865,63290,7350,83687,7638,522008,19934,368632,15184,246462,13565,454952,16232,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5901967,3392,378734,14791,213071,11467,283690,14396,267295,13811,263771,14767,296081,15202,111751,7789,166768,10063,1061799,24048,880036,21200,641539,18671,1337432,23662,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1007727,1004,63304,4561,39363,5256,44620,4687,45689,4613,43484,5231,45888,4711,25082,4853,33042,4333,182979,10427,148320,7974,117338,8586,218618,8168,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1842682,1204,96268,6151,64051,5918,71002,5726,74055,6671,75589,5788,90582,7270,33824,4101,47385,5025,330211,13514,280462,11090,221822,9305,457431,11066,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2850472,2159,188103,12149,102413,9950,127727,11484,142791,10416,144751,12540,153697,12320,58641,7409,83139,10457,540743,19959,417283,16440,280040,13331,611144,15084,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1288060,1341,46789,5705,26851,4038,32406,4596,32030,4312,37029,4774,40341,4660,12946,2017,29754,5230,185183,9656,194323,11107,178883,10326,471525,12132,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8781575,3097,437079,19002,217404,13641,291631,17324,311141,15812,306420,17027,308215,17871,123772,9725,173572,12484,1123518,30014,1070654,28914,948793,26425,3469376,40179,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2044431,1676,178880,11329,104604,11099,134350,11319,113796,9440,114380,9867,105427,9585,44920,6730,72140,8550,350597,18006,239273,14922,186141,11117,399923,13076,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19283776,5245,1335126,33044,754277,23026,880629,30269,847086,25613,788024,27086,777776,26875,289261,17609,446423,19937,2757470,40302,2411734,44259,1984724,36554,6011246,53406,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9790073,3862,697968,23016,411025,19093,498842,17563,525695,19561,524126,23690,521135,20337,203902,13143,272448,16120,1709680,32919,1278895,33109,952343,26488,2194014,34505,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,731354,783,39134,3652,18295,2728,22741,2978,24919,3264,24295,3272,27625,4189,10083,2028,17383,3078,119025,8438,112824,7037,89323,5988,225707,9949,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11295340,4411,771435,21394,418169,15504,484811,19107,505929,18998,492439,15640,514162,15865,205338,10698,287862,11802,1958532,36039,1668494,33554,1271681,29038,2716488,29944,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3795764,1895,265938,9240,158369,8512,186521,10097,205521,10624,205901,9363,195709,9601,79257,5617,114149,7489,707824,16381,520426,13735,380951,12557,775198,15179,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3952077,2585,271974,13307,155143,12793,179912,13470,181502,11602,172370,12582,201877,12748,72752,6990,120314,10330,650510,20489,531520,18755,410797,15543,1003406,19810,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12385716,4035,725873,22068,423710,18466,480412,21649,477963,19382,498833,16453,520058,17209,208352,10502,305751,14567,2100183,31546,1770678,31026,1427711,25580,3446192,39135,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1016343,626,58599,5995,39101,5948,43335,6473,42350,5211,35166,4373,45784,6995,16319,3809,19911,3667,151465,9714,125392,8995,120278,8837,318643,11408,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4750144,3538,344307,14310,205846,13973,240562,12219,240238,13894,250100,16909,243104,14842,101952,10331,147179,12809,846335,27795,672482,19245,483500,16829,974539,21224,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,829644,1156,55221,5349,25379,3987,33471,3982,38295,4610,36120,4156,36782,4154,13071,2685,22679,3076,156114,7893,132545,7311,96303,6505,183664,6819,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6440381,3291,472717,20086,276329,15709,328854,15238,347798,17809,326925,14737,334116,15103,127121,9365,203166,14594,1162295,28008,894481,26009,633157,21084,1333422,24063,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26846203,6615,1783216,43509,1098706,34372,1373595,44139,1413904,40377,1409863,42634,1373308,41475,505004,24281,748707,27936,4473561,57328,3470119,63898,2539913,47366,6656307,59092,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2947861,2168,142038,11575,78803,9415,111013,10891,115016,11597,125850,11889,152069,11784,70073,8706,87198,9091,597583,23544,478494,19500,313689,14414,676035,20994,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,600659,867,27015,3598,12853,2263,21446,3136,29016,3139,24626,3110,28663,3088,10858,2169,14425,2521,95504,4904,92711,5741,77706,6488,165836,7264,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8131328,3187,439350,16187,213625,13727,256371,12750,293079,13798,292558,17158,319174,18341,130268,11765,173735,12647,1247197,28970,1084538,26963,897468,25743,2783965,35470,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7036725,3798,405847,14452,204242,13846,247712,15854,264680,12246,285697,15475,317925,14858,113253,11418,176295,14081,1103998,27136,964543,24244,751771,22104,2200762,30611,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1793096,1902,143749,10230,85039,7353,92795,7240,93780,7042,100071,7699,89911,7234,43563,5576,55192,5977,332464,15127,260067,11309,183031,11074,313434,10692,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5620223,2582,292435,11049,161839,11483,223690,12364,228085,12333,213111,9880,255513,12658,106333,7007,141488,9783,956532,19676,902326,23135,700219,14590,1438652,23339,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,572319,727,25822,2956,17953,4148,19650,4264,22472,3661,21122,2928,21096,3412,14049,3798,16221,3831,98306,7679,86699,7754,66117,7480,162812,8200,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3443611,865,889086,22201,354415,18084,342784,15358,294299,12345,260334,12639,205855,11367,78370,8885,105743,9439,445220,15280,213675,12398,102586,8872,151244,10755,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
