GEO_ID,B17001A_001E,B17001A_001M,B17001A_002E,B17001A_002M,B17001A_003E,B17001A_003M,B17001A_004E,B17001A_004M,B17001A_005E,B17001A_005M,B17001A_006E,B17001A_006M,B17001A_007E,B17001A_007M,B17001A_008E,B17001A_008M,B17001A_009E,B17001A_009M,B17001A_010E,B17001A_010M,B17001A_011E,B17001A_011M,B17001A_012E,B17001A_012M,B17001A_013E,B17001A_013M,B17001A_014E,B17001A_014M,B17001A_015E,B17001A_015M,B17001A_016E,B17001A_016M,B17001A_017E,B17001A_017M,B17001A_018E,B17001A_018M,B17001A_019E,B17001A_019M,B17001A_020E,B17001A_020M,B17001A_021E,B17001A_021M,B17001A_022E,B17001A_022M,B17001A_023E,B17001A_023M,B17001A_024E,B17001A_024M,B17001A_025E,B17001A_025M,B17001A_026E,B17001A_026M,B17001A_027E,B17001A_027M,B17001A_028E,B17001A_028M,B17001A_029E,B17001A_029M,B17001A_030E,B17001A_030M,B17001A_031E,B17001A_031M,B17001A_032E,B17001A_032M,B17001A_033E,B17001A_033M,B17001A_034E,B17001A_034M,B17001A_035E,B17001A_035M,B17001A_036E,B17001A_036M,B17001A_037E,B17001A_037M,B17001A_038E,B17001A_038M,B17001A_039E,B17001A_039M,B17001A_040E,B17001A_040M,B17001A_041E,B17001A_041M,B17001A_042E,B17001A_042M,B17001A_043E,B17001A_043M,B17001A_044E,B17001A_044M,B17001A_045E,B17001A_045M,B17001A_046E,B17001A_046M,B17001A_047E,B17001A_047M,B17001A_048E,B17001A_048M,B17001A_049E,B17001A_049M,B17001A_050E,B17001A_050M,B17001A_051E,B17001A_051M,B17001A_052E,B17001A_052M,B17001A_053E,B17001A_053M,B17001A_054E,B17001A_054M,B17001A_055E,B17001A_055M,B17001A_056E,B17001A_056M,B17001A_057E,B17001A_057M,B17001A_058E,B17001A_058M,B17001A_059E,B17001A_059M,NAME,B17001A_001EA,B17001A_001MA,B17001A_002MA,B17001A_002EA,B17001A_003EA,B17001A_003MA,B17001A_004EA,B17001A_004MA,B17001A_005EA,B17001A_005MA,B17001A_006EA,B17001A_006MA,B17001A_007MA,B17001A_007EA,B17001A_008EA,B17001A_008MA,B17001A_009EA,B17001A_009MA,B17001A_010EA,B17001A_010MA,B17001A_011EA,B17001A_011MA,B17001A_012EA,B17001A_012MA,B17001A_013MA,B17001A_013EA,B17001A_014EA,B17001A_014MA,B17001A_015EA,B17001A_015MA,B17001A_016EA,B17001A_016MA,B17001A_017EA,B17001A_017MA,B17001A_018MA,B17001A_018EA,B17001A_019EA,B17001A_019MA,B17001A_020MA,B17001A_020EA,B17001A_021EA,B17001A_021MA,B17001A_022EA,B17001A_022MA,B17001A_023EA,B17001A_023MA,B17001A_024MA,B17001A_024EA,B17001A_025MA,B17001A_025EA,B17001A_026EA,B17001A_026MA,B17001A_027EA,B17001A_027MA,B17001A_028EA,B17001A_028MA,B17001A_029MA,B17001A_029EA,B17001A_030MA,B17001A_030EA,B17001A_031MA,B17001A_031EA,B17001A_032MA,B17001A_032EA,B17001A_033EA,B17001A_033MA,B17001A_034EA,B17001A_034MA,B17001A_035MA,B17001A_035EA,B17001A_036EA,B17001A_036MA,B17001A_037EA,B17001A_037MA,B17001A_038MA,B17001A_038EA,B17001A_039MA,B17001A_039EA,B17001A_040MA,B17001A_040EA,B17001A_041EA,B17001A_041MA,B17001A_042EA,B17001A_042MA,B17001A_043MA,B17001A_043EA,B17001A_044MA,B17001A_044EA,B17001A_045EA,B17001A_045MA,B17001A_046MA,B17001A_046EA,B17001A_047EA,B17001A_047MA,B17001A_048EA,B17001A_048MA,B17001A_049MA,B17001A_049EA,B17001A_050EA,B17001A_050MA,B17001A_051MA,B17001A_051EA,B17001A_052EA,B17001A_052MA,B17001A_053EA,B17001A_053MA,B17001A_054MA,B17001A_054EA,B17001A_055EA,B17001A_055MA,B17001A_056EA,B17001A_056MA,B17001A_057MA,B17001A_057EA,B17001A_058EA,B17001A_058MA,B17001A_059EA,B17001A_059MA,state
0400000US01,3258837,6244,447305,19092,198281,9383,18353,2362,3765,1119,23544,2381,8241,1388,2256,726,7135,1385,34925,3381,23465,2549,19926,2513,20602,2048,21054,2291,10342,1655,4673,869,249024,11512,15911,2015,3765,1013,21429,2922,9973,1633,2834,916,6801,1275,38547,3535,36460,3208,28749,2850,27152,2493,27283,2544,16132,1709,13988,1592,2811532,19079,1398145,9868,73243,2927,13629,1913,96342,3479,51369,3836,19744,1881,32845,2061,103326,3870,174751,3400,180067,3056,203931,2712,201351,2662,153751,1763,93796,1279,1413387,11834,68578,2051,15851,2339,88969,4929,46285,3404,18312,1902,34188,2498,91391,3524,166760,3576,174642,3191,201801,2729,208424,2760,169337,2046,128849,1804,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,471405,3413,31213,3615,15447,2188,1089,427,369,322,1714,644,1097,691,241,319,682,521,2619,803,1863,633,1112,434,1315,491,2313,652,658,332,375,346,15766,2041,919,443,36,43,1980,657,372,244,306,216,380,259,1821,562,2597,557,2082,657,2199,736,2080,640,688,354,306,193,440192,4292,234202,2718,13442,610,3615,1014,13041,1287,8045,986,3309,730,4475,630,21765,1013,41204,1319,30743,817,32814,679,34704,844,19492,509,7553,344,205990,2530,13392,685,2617,596,14131,1222,5895,894,2421,573,4899,829,17588,773,31916,1073,27255,755,28352,907,31639,833,17363,539,8522,408,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5171878,23299,784708,24821,359229,14349,34198,3221,6685,1443,45654,4287,20024,2606,6173,1263,11642,2149,55868,4656,39198,3207,41140,3420,32652,3199,38202,3468,16646,1556,11147,1653,425479,13780,35348,3190,6367,1213,45422,3830,18569,2288,5922,1180,12051,2135,56104,4121,63729,3894,51410,4006,40079,3078,38571,3235,26057,2443,25850,2552,4387170,31437,2181899,16597,115550,3832,21188,2728,152548,4497,80094,4519,26253,2213,54406,2534,170109,5947,289401,5496,267566,4524,289509,4323,281424,3683,256794,2125,177057,1780,2205271,18308,107946,3761,22852,2518,146298,5081,73543,4108,24485,2290,52658,3100,159076,4915,261555,5299,261760,4412,292365,4050,319233,3446,277538,2532,205962,3002,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2243667,7568,348259,12054,157607,7146,16902,2098,2558,983,19799,2371,7888,1605,2980,1073,5398,1107,19531,2432,20973,2216,14538,1944,17226,2454,17245,2386,6898,1263,5671,1025,190652,7394,15087,1941,3071,1043,17206,2297,7153,1411,2052,673,4092,1000,28778,3030,27645,2350,19945,2257,20962,2156,21085,2068,11909,1693,11667,1415,1895408,13119,944222,7987,48217,2228,8777,1524,69135,3626,33987,2430,12182,1409,25760,1658,72504,2754,120178,2617,122507,2483,132360,2932,128526,2402,105429,1429,64660,1182,951186,8609,48972,2432,10854,1544,62115,2960,32029,2377,10605,1399,22686,1487,61569,3130,117309,2984,119684,2590,130957,2577,136555,2263,114782,1880,83069,1765,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23409527,65323,3302467,49264,1515604,25768,146276,7470,30390,2746,176599,7180,84117,5521,28418,2775,54804,4078,208152,9179,193919,8789,170110,6863,156482,6023,149535,5963,71025,4209,45777,3115,1786863,30574,148452,6824,26564,3017,180223,7391,73530,4562,26387,2628,53221,4038,251183,10406,266637,7387,224321,8331,180382,6880,171445,5552,86896,4223,97622,3835,20107060,65704,10124901,36127,554930,8206,105701,5456,705944,13276,353527,9176,121590,4733,246411,6097,868291,11882,1508704,14668,1337603,9406,1448919,11341,1352751,7626,915473,4855,605057,4285,9982159,37827,534740,9014,99817,4323,660508,11237,340166,8798,117052,4775,236077,5847,772515,9430,1355789,11401,1238136,9384,1418324,10436,1388518,7116,1012216,5894,808301,5359,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4511131,14187,469963,17237,217399,9485,20308,2636,4907,1273,21380,2631,8643,1768,3432,1030,7327,1429,47001,4456,28642,2637,18432,2411,18405,1939,24213,2252,8586,1664,6123,946,252564,10453,18212,2394,3316,993,22626,2625,10196,1791,3607,956,6583,1174,46247,3464,40891,3239,26429,2721,23732,2650,25370,2479,12851,1643,12504,1411,4041168,20371,2035620,11666,112419,3063,23613,2184,150557,4615,79889,3853,25867,1880,48376,2233,156067,4764,316514,4471,288951,2879,283378,2812,271647,2509,181313,1833,97029,1237,2005548,13230,110113,2608,21438,2199,144085,4248,70237,3449,24364,1947,46020,2337,141266,3649,288051,4436,270814,3326,283151,3284,286181,2745,192324,2286,127504,1783,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2673807,13524,211025,9844,92857,5473,8242,1589,1458,662,7667,1477,3477,958,1702,561,2794,833,11819,1954,11943,1752,8133,1437,13339,1725,12075,1694,6279,1495,3929,905,118168,6446,7134,1490,2121,854,9694,1570,3286,1024,1327,536,2652,862,13858,2354,17823,1979,10867,1550,15595,2113,13808,1677,9251,1474,10752,1271,2462782,17167,1208380,9197,53217,2156,11348,1668,81172,3348,42816,2894,17826,1508,30872,1803,97093,2688,140305,3009,142981,2580,196059,2560,192229,2038,120888,1713,81574,1022,1254402,9754,54397,1882,11467,1747,75805,2943,41645,2710,16194,1547,29925,1796,87687,3181,133433,2851,148221,2442,202249,2839,203041,1820,135092,1690,115246,1570,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,639716,4742,61166,6593,26143,3964,2403,983,563,417,3263,1223,2222,1121,0,190,333,321,3364,1152,3096,1150,2888,1023,3044,1097,2635,754,1134,500,1198,524,35023,3777,2422,989,683,569,3407,1527,1767,754,234,309,973,514,4292,897,5490,1186,4089,1299,3253,893,3898,852,2148,527,2367,525,578550,6471,284850,4061,14975,987,2289,632,16226,1475,9875,1368,3537,867,6761,952,20902,1413,37728,1320,32558,1234,40410,1150,43184,779,35319,683,21086,715,293700,3481,13470,960,2038,608,16725,1679,9476,1554,2505,657,6865,823,18246,1241,36410,1318,32664,1413,42671,1194,46830,942,38856,655,26944,604,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252112,3837,17986,2715,8763,1423,0,200,0,200,0,200,0,200,50,77,64,122,4246,1125,1480,581,304,236,1073,568,628,396,279,220,639,350,9223,2114,0,200,0,200,257,392,282,390,0,200,80,125,4157,990,2174,745,287,245,471,483,236,191,526,367,753,451,234126,4587,116633,2461,7179,593,1282,468,3892,601,1984,511,254,159,740,268,4354,1198,37398,1133,23610,810,14381,691,10643,612,7212,294,3704,399,117493,3095,7022,553,874,417,3735,909,1848,671,460,302,650,248,7595,1365,39982,1237,20273,670,11712,744,9752,424,8560,453,5030,622,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15083401,29089,2049105,39256,924028,21858,79160,5505,18134,2466,95827,6155,42722,3663,13920,2115,26311,2997,111713,7305,109017,6847,90076,5570,102946,5934,110353,5191,68267,5022,55582,4087,1125077,22855,76998,5104,16385,2754,84545,6153,35970,3436,14046,2470,27807,3092,127337,6567,153305,6270,128315,7125,130869,7191,132838,5425,101489,5898,95173,4509,13034296,48503,6437095,27795,286731,5941,54161,4239,375970,9755,193339,6794,68044,4220,138055,4987,466166,8665,805179,9459,785430,7388,939471,6904,898440,5414,809720,5269,616389,3893,6597201,27149,268069,6151,57592,4498,358185,8585,189972,7207,70336,4314,130637,5356,423432,8381,748349,7181,760571,8548,939874,7716,990367,6275,895307,5932,764510,4958,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
