GEO_ID,B07009_001E,B07009_001M,B07009_002E,B07009_002M,B07009_003E,B07009_003M,B07009_004E,B07009_004M,B07009_005E,B07009_005M,B07009_006E,B07009_006M,B07009_007E,B07009_007M,B07009_008E,B07009_008M,B07009_009E,B07009_009M,B07009_010E,B07009_010M,B07009_011E,B07009_011M,B07009_012E,B07009_012M,B07009_013E,B07009_013M,B07009_014E,B07009_014M,B07009_015E,B07009_015M,B07009_016E,B07009_016M,B07009_017E,B07009_017M,B07009_018E,B07009_018M,B07009_019E,B07009_019M,B07009_020E,B07009_020M,B07009_021E,B07009_021M,B07009_022E,B07009_022M,B07009_023E,B07009_023M,B07009_024E,B07009_024M,B07009_025E,B07009_025M,B07009_026E,B07009_026M,B07009_027E,B07009_027M,B07009_028E,B07009_028M,B07009_029E,B07009_029M,B07009_030E,B07009_030M,B07009_031E,B07009_031M,B07009_032E,B07009_032M,B07009_033E,B07009_033M,B07009_034E,B07009_034M,B07009_035E,B07009_035M,B07009_036E,B07009_036M,NAME,B07009_001EA,B07009_001MA,B07009_002EA,B07009_002MA,B07009_003MA,B07009_003EA,B07009_004MA,B07009_004EA,B07009_005MA,B07009_005EA,B07009_006MA,B07009_006EA,B07009_007EA,B07009_007MA,B07009_008EA,B07009_008MA,B07009_009EA,B07009_009MA,B07009_010EA,B07009_010MA,B07009_011MA,B07009_011EA,B07009_012MA,B07009_012EA,B07009_013EA,B07009_013MA,B07009_014MA,B07009_014EA,B07009_015EA,B07009_015MA,B07009_016EA,B07009_016MA,B07009_017MA,B07009_017EA,B07009_018MA,B07009_018EA,B07009_019MA,B07009_019EA,B07009_020EA,B07009_020MA,B07009_021EA,B07009_021MA,B07009_022MA,B07009_022EA,B07009_023MA,B07009_023EA,B07009_024EA,B07009_024MA,B07009_025MA,B07009_025EA,B07009_026EA,B07009_026MA,B07009_027EA,B07009_027MA,B07009_028MA,B07009_028EA,B07009_029EA,B07009_029MA,B07009_030MA,B07009_030EA,B07009_031EA,B07009_031MA,B07009_032EA,B07009_032MA,B07009_033MA,B07009_033EA,B07009_034EA,B07009_034MA,B07009_035EA,B07009_035MA,B07009_036MA,B07009_036EA,state
0400000US01,3282252,5930,496882,13999,1018063,13963,974431,14503,504626,11402,288250,9226,2897327,14123,428450,12979,908479,13911,858297,14552,445220,11556,256881,8754,229924,10290,43591,4230,68258,4860,73153,5180,32091,3419,12831,2302,80944,5380,16414,2700,23598,2772,19767,2632,14068,2333,7097,1946,66646,5356,7725,1601,16043,2597,20803,2951,12104,1894,9971,1518,7411,1519,702,345,1685,546,2411,1006,1143,565,1470,623,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,469523,1628,34616,2930,128052,4768,167439,4859,87869,4250,51547,3230,390543,5503,28520,2475,106471,4803,136665,4938,74345,3994,44542,3002,44819,4240,4289,1128,12840,2141,18379,2684,6464,1380,2847,913,11644,1577,1051,457,4355,814,3931,948,1300,526,1007,430,19592,2713,677,310,4059,1280,7330,1529,4878,1058,2648,784,2925,1057,79,101,327,176,1134,564,882,529,503,291,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4536954,2797,630973,14249,1110871,16273,1537661,18880,788933,13333,468516,9314,3816629,16456,532164,12518,944191,16418,1284191,17650,655634,12759,400449,9015,456027,14833,69040,5281,108184,6607,165748,8361,78241,4933,34814,3184,67385,4939,10420,2002,17373,2161,25446,2604,7828,1644,6318,1478,165107,7835,11545,2514,35540,3767,56121,4278,40120,4028,21781,2009,31806,3723,7804,1933,5583,1462,6155,1321,7110,1567,5154,1219,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1987819,4624,290071,8160,678452,10796,585915,10227,278975,7518,154406,6557,1717644,10474,244904,7588,592705,10078,502057,9459,243153,6795,134825,5841,157488,9025,29219,3433,50520,4526,50865,4194,18140,2587,8744,1777,60042,4808,9676,1687,21611,2808,17576,2168,7297,1486,3882,1058,47058,4358,5356,1261,12287,1850,14331,2382,8983,1904,6101,1328,5587,1318,916,471,1329,735,1086,491,1402,742,854,496,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26085263,4915,4643510,31522,5430081,34909,7595982,42181,5285754,37074,3129936,29878,22882182,29794,4185613,30602,4813873,33397,6673930,44208,4522980,34314,2685786,26819,2022100,25460,318445,11249,419079,10863,611323,14327,441652,10706,231601,8694,649744,16556,90429,5736,116561,6683,194228,8341,154156,7175,94370,6225,323183,10321,19319,2820,48334,3595,82273,5154,100927,5570,72330,4559,208054,9930,29704,3352,32234,3342,34228,3893,66039,5516,45849,3855,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3671853,3754,323853,9900,796984,13970,1110240,15438,909032,12164,531744,10930,3079991,13761,278074,9643,676615,13967,923705,13228,752144,12637,449453,10522,275208,10085,21867,3113,62617,4720,91051,6651,67733,4409,31940,2607,158110,7733,12349,2142,33056,3576,49512,4007,42363,3408,20830,2474,137780,8070,8115,2034,21048,2503,42437,4249,41210,3526,24970,2501,20764,2518,3448,1277,3648,968,3535,879,5582,1331,4551,1154,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2474718,1882,242268,7798,678916,11648,605490,9447,535933,9838,412111,8785,2195038,11331,207490,7195,607867,11694,539371,9770,472750,9378,367560,8054,166060,7757,21563,2770,49378,4342,39978,3762,32155,3283,22986,2549,48553,4742,6055,1240,11974,1905,14414,2591,10040,1885,6070,1209,47012,4480,4180,1210,7633,1498,9175,1909,15121,2274,10903,1906,18055,3163,2980,2090,2064,747,2552,840,5867,1645,4592,962,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,652636,1396,72355,4513,194810,6308,183542,5947,117581,4752,84348,4089,570337,5862,62334,3995,172690,5986,160535,6158,101292,4741,73486,3968,43357,4348,6045,1532,12473,1923,12807,2076,7465,1586,4567,1175,7758,1855,1741,673,3018,1127,1313,689,1251,586,435,327,28084,3769,2008,1065,5899,1534,8540,1562,6300,1422,5337,1232,3100,964,227,169,730,418,347,303,1273,594,523,304,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,472884,163,48249,3893,82181,4424,74109,4063,112629,5205,155716,4691,387377,5147,43275,3772,71813,4346,64710,3750,86266,4986,121313,4263,46184,3914,4027,1247,6867,1297,4517,1147,14104,2016,16669,2214,0,200,0,200,0,200,0,200,0,200,0,200,31680,3571,789,581,2687,815,4321,1299,10387,1726,13496,2154,7643,2315,158,152,814,620,561,335,1872,808,4238,1463,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14394281,8274,1781252,24475,4201879,37461,4318812,35908,2620339,25196,1471999,20016,12291366,31082,1518541,21895,3626427,36709,3684226,32560,2207086,23886,1255086,17903,1137417,25202,151829,8653,324016,12688,354196,12931,208312,10259,99064,5277,403472,13066,54808,5116,111113,5977,121444,7329,79213,6183,36894,4096,416149,15403,31456,3372,102905,7594,128680,7508,93092,5675,60016,4713,145877,9928,24618,3584,37418,4910,30266,4171,32636,3468,20939,2658,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
