GEO_ID,B27011_001E,B27011_001M,B27011_002E,B27011_002M,B27011_003E,B27011_003M,B27011_004E,B27011_004M,B27011_005E,B27011_005M,B27011_006E,B27011_006M,B27011_007E,B27011_007M,B27011_008E,B27011_008M,B27011_009E,B27011_009M,B27011_010E,B27011_010M,B27011_011E,B27011_011M,B27011_012E,B27011_012M,B27011_013E,B27011_013M,B27011_014E,B27011_014M,B27011_015E,B27011_015M,B27011_016E,B27011_016M,B27011_017E,B27011_017M,B27011_018E,B27011_018M,B27011_019E,B27011_019M,B27011_020E,B27011_020M,B27011_021E,B27011_021M,B27011_022E,B27011_022M,B27011_023E,B27011_023M,B27011_024E,B27011_024M,B27011_025E,B27011_025M,B27011_026E,B27011_026M,B27011_027E,B27011_027M,B27011_028E,B27011_028M,B27011_029E,B27011_029M,B27011_030E,B27011_030M,B27011_031E,B27011_031M,B27011_032E,B27011_032M,B27011_033E,B27011_033M,B27011_034E,B27011_034M,B27011_035E,B27011_035M,NAME,B27011_001MA,B27011_001EA,B27011_002MA,B27011_002EA,B27011_003EA,B27011_003MA,B27011_004EA,B27011_004MA,B27011_005MA,B27011_005EA,B27011_006MA,B27011_006EA,B27011_007EA,B27011_007MA,B27011_008EA,B27011_008MA,B27011_009MA,B27011_009EA,B27011_010MA,B27011_010EA,B27011_011MA,B27011_011EA,B27011_012MA,B27011_012EA,B27011_013EA,B27011_013MA,B27011_014EA,B27011_014MA,B27011_015EA,B27011_015MA,B27011_016MA,B27011_016EA,B27011_017MA,B27011_017EA,B27011_018EA,B27011_018MA,B27011_019EA,B27011_019MA,B27011_020MA,B27011_020EA,B27011_021MA,B27011_021EA,B27011_022MA,B27011_022EA,B27011_023MA,B27011_023EA,B27011_024EA,B27011_024MA,B27011_025EA,B27011_025MA,B27011_026EA,B27011_026MA,B27011_027MA,B27011_027EA,B27011_028MA,B27011_028EA,B27011_029EA,B27011_029MA,B27011_030EA,B27011_030MA,B27011_031MA,B27011_031EA,B27011_032MA,B27011_032EA,B27011_033EA,B27011_033MA,B27011_034MA,B27011_034EA,B27011_035EA,B27011_035MA,state
0400000US01,3674354,3461,2174114,15202,2022153,14208,1913557,13496,1677154,17387,1609325,17133,121962,5665,236403,9924,108596,4106,108234,4144,83367,3775,98755,4160,362,239,151961,6612,147419,6635,84753,4557,57906,3971,32645,3467,62666,4238,4542,888,4542,888,3175,829,4365,863,0,192,1500240,15254,870104,14019,720855,12605,439071,9338,363354,10845,149249,8068,630136,4190,628313,4071,393495,7248,624102,4092,1823,707,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,527165,1857,378982,4724,349552,5106,334297,4709,280853,5086,262511,5560,33339,3324,53444,4162,15255,1551,14935,1542,11283,1332,13016,1411,320,216,29430,2677,27966,2644,16750,1968,10996,1825,7760,1253,11216,1761,1464,515,1456,514,799,386,1446,513,8,15,148183,4537,94816,4139,73909,3731,50308,3533,30218,2197,20907,2027,53367,1890,52961,1911,32866,2606,52432,1929,406,231,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5099961,2056,3110262,16677,2904999,17050,2756292,16609,2382171,19458,2097721,20829,361110,11259,374121,12871,148707,5336,146819,5312,95482,3945,132994,5008,1888,830,205263,7879,197416,7673,149028,6671,69626,4310,86455,5694,48388,3939,7847,1447,7658,1309,3641,792,7642,1310,189,310,1989699,16920,1038366,16246,879183,14996,503649,10695,442701,12109,159183,7861,951333,5627,941373,5632,528036,8332,926266,6236,9960,1885,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2220606,2177,1330658,10310,1255884,10935,1183011,11081,1039803,13476,938660,13614,137525,6469,143208,8423,72873,3179,72280,3226,49690,3230,66538,2794,593,409,74774,4788,72575,4836,49838,3765,25683,2430,26431,2866,22737,2513,2199,493,2132,479,866,304,2132,479,67,110,889948,10409,503797,9786,429858,8161,221703,6564,247376,7508,73939,5505,386151,3306,383702,3330,227827,4929,381516,3527,2449,850,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29546482,5416,19333486,40410,17956583,43171,17088554,41307,15169800,45784,13010396,52945,2528636,30057,1918754,23653,868029,11494,853533,11265,566775,10112,724319,10333,14496,2159,1376903,19830,1334831,19256,1060566,16601,529926,12935,568006,12484,274265,9591,42072,2900,40582,2837,18242,1860,38927,2804,1490,565,10212996,39923,6028466,36817,5268583,30010,2968517,27198,2610976,28406,759883,16848,4184530,10858,4138521,11664,2038130,15879,4057683,12107,46009,4052,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4112535,3482,2875738,14717,2732137,17244,2598198,16715,2329092,17682,2098122,16531,294915,11168,269106,9503,133939,4561,133203,4501,86558,3336,118259,4329,736,405,143601,7045,138105,6884,110512,5860,61811,3933,54035,4531,27593,3398,5496,1282,5417,1293,2203,556,5334,1286,79,97,1236797,13991,680135,13265,601666,12670,393602,9373,252068,8855,78469,5206,556662,5416,552446,5311,339099,6104,543590,5089,4216,1297,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2776062,1382,1914973,10462,1787746,10416,1674122,9865,1556988,12604,1398347,12194,190946,8218,117134,8445,113624,3948,112724,3956,83101,3318,96331,3725,900,503,127227,5033,121380,4886,101255,4577,48860,2992,54854,3851,20125,2868,5847,1058,5743,1054,2924,740,5608,1031,104,172,861089,10322,437148,9817,392595,9355,247379,7643,166249,7311,44553,4395,423941,4279,421335,4358,254975,5696,415358,4559,2606,1014,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,727432,849,468544,5809,442464,6045,416138,6032,387372,6501,345368,7929,52849,3801,28766,2974,26326,1951,25926,1861,19616,1755,23435,1727,400,451,26080,2342,25049,2352,21234,2056,10743,1675,11370,1631,3815,1218,1031,426,1031,426,462,300,1031,426,0,190,258888,5567,129495,5551,115719,5177,70819,4318,54107,3762,13776,2944,129393,2230,127737,2317,86605,2752,126294,2439,1656,842,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,543267,667,387979,4846,360063,4772,343216,4443,330337,4922,296225,5458,41243,4182,12879,2271,16847,1437,16457,1352,13284,1280,13245,1266,390,611,27916,2628,27015,2493,23971,2440,8735,1486,16068,2095,3044,944,901,520,824,545,545,376,762,526,77,127,155288,4867,99359,4577,92668,4154,49586,3269,48590,3283,6691,1661,55929,1304,55836,1290,35635,2085,53972,1403,93,112,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15866768,4364,9579942,27219,8927248,31757,8376752,31059,6932610,37837,6466434,37382,662473,15900,1444142,26589,550496,9777,539418,9398,323626,8300,487366,9255,11078,1971,652694,17319,626099,16891,374548,12639,231658,9531,160832,9377,251551,10585,26595,2685,25295,2620,10866,1573,24499,2701,1300,693,6286826,27001,2985336,26507,2355788,23527,1494714,21322,1060475,19565,629548,16536,3301490,11128,3261366,12243,1717951,15983,3205776,12613,40124,4194,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
