GEO_ID,B07008_001E,B07008_001M,B07008_002E,B07008_002M,B07008_003E,B07008_003M,B07008_004E,B07008_004M,B07008_005E,B07008_005M,B07008_006E,B07008_006M,B07008_007E,B07008_007M,B07008_008E,B07008_008M,B07008_009E,B07008_009M,B07008_010E,B07008_010M,B07008_011E,B07008_011M,B07008_012E,B07008_012M,B07008_013E,B07008_013M,B07008_014E,B07008_014M,B07008_015E,B07008_015M,B07008_016E,B07008_016M,B07008_017E,B07008_017M,B07008_018E,B07008_018M,B07008_019E,B07008_019M,B07008_020E,B07008_020M,B07008_021E,B07008_021M,B07008_022E,B07008_022M,B07008_023E,B07008_023M,B07008_024E,B07008_024M,B07008_025E,B07008_025M,B07008_026E,B07008_026M,B07008_027E,B07008_027M,B07008_028E,B07008_028M,B07008_029E,B07008_029M,B07008_030E,B07008_030M,B07008_031E,B07008_031M,B07008_032E,B07008_032M,B07008_033E,B07008_033M,B07008_034E,B07008_034M,B07008_035E,B07008_035M,B07008_036E,B07008_036M,NAME,B07008_001EA,B07008_001MA,B07008_002EA,B07008_002MA,B07008_003MA,B07008_003EA,B07008_004EA,B07008_004MA,B07008_005EA,B07008_005MA,B07008_006EA,B07008_006MA,B07008_007EA,B07008_007MA,B07008_008EA,B07008_008MA,B07008_009MA,B07008_009EA,B07008_010EA,B07008_010MA,B07008_011EA,B07008_011MA,B07008_012EA,B07008_012MA,B07008_013EA,B07008_013MA,B07008_014MA,B07008_014EA,B07008_015EA,B07008_015MA,B07008_016MA,B07008_016EA,B07008_017EA,B07008_017MA,B07008_018EA,B07008_018MA,B07008_019EA,B07008_019MA,B07008_020MA,B07008_020EA,B07008_021MA,B07008_021EA,B07008_022EA,B07008_022MA,B07008_023EA,B07008_023MA,B07008_024EA,B07008_024MA,B07008_025MA,B07008_025EA,B07008_026MA,B07008_026EA,B07008_027MA,B07008_027EA,B07008_028MA,B07008_028EA,B07008_029MA,B07008_029EA,B07008_030EA,B07008_030MA,B07008_031MA,B07008_031EA,B07008_032EA,B07008_032MA,B07008_033EA,B07008_033MA,B07008_034MA,B07008_034EA,B07008_035MA,B07008_035EA,B07008_036MA,B07008_036EA,state
0400000US01,3947204,3082,1231259,14604,1839686,21790,497367,13805,99500,5483,279392,6636,3400549,17405,972240,13556,1670776,21049,427157,12628,74559,4334,255817,6538,318645,13014,146052,8445,96754,7006,44935,3660,16126,2503,14778,1812,124579,7383,66674,5252,34038,3918,15227,2607,5023,1238,3617,904,93383,6743,42327,3871,33047,4383,9370,1369,3687,1268,4952,1135,10048,1842,3966,1203,5071,1183,678,380,105,119,228,180,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582619,876,208095,5019,274708,6013,67141,4171,11382,1632,21293,2050,468717,6717,152999,5301,235507,6059,53018,3612,8273,1493,18920,1936,65858,5740,33056,3540,20490,3021,9189,1713,2009,770,1114,470,15884,1685,8127,1233,5089,1255,1916,563,465,370,287,191,28103,3240,12159,2046,11634,2138,2863,1035,635,418,812,439,4057,1117,1754,609,1988,923,155,196,0,149,160,141,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5481996,1114,1837146,17559,2541103,25070,702520,14596,93804,4671,307423,8096,4497643,21046,1379376,20351,2204488,22328,577470,11777,67200,4170,269109,7741,630475,18397,307962,11367,194982,10316,85487,4998,19082,2466,22962,2150,96937,5988,49669,3950,29566,3569,11756,1752,2419,700,3527,950,215345,9733,83839,5616,91572,6261,24929,3058,4791,1201,10214,1964,41596,4758,16300,2872,20495,2949,2878,958,312,210,1611,924,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2390981,2948,655919,12039,1198525,16704,314905,8980,51214,4378,170418,6351,2004012,13546,487314,13107,1066933,15752,260289,8713,37454,3353,152022,5807,218773,11335,89086,6482,75331,6222,34056,3068,9238,2136,11062,1768,95952,6852,49380,4357,26924,3342,12296,1914,2920,686,4432,871,65095,4959,28166,3306,25387,3398,7446,1501,1438,618,2658,701,7149,1461,1973,728,3950,1137,818,592,164,193,244,237,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31576740,3429,11708669,39381,14589965,51198,3008260,22620,690010,15906,1579836,18431,27282907,37257,9609405,41749,13073664,50672,2591155,22464,565998,14990,1442685,18191,2647242,33242,1272676,21838,931654,19887,271870,8857,86712,5624,84330,4109,920938,19258,487767,12297,286299,10225,91458,5199,26516,3033,28898,2732,440086,14283,217242,9379,160163,9333,41921,3574,7322,1609,13438,1910,285567,13181,121579,7606,138185,8319,11856,1683,3462,948,10485,2002,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4406120,2262,1396534,15555,2227684,18085,530146,10280,63556,3988,188200,5740,3581228,17775,1000277,15345,1932347,18384,434987,9428,45693,3585,167924,5936,380686,13020,179284,8812,135007,7403,47282,3723,10412,1725,8701,1543,225391,9414,116347,6402,71027,6178,28090,2874,4234,1065,5693,1096,189392,9867,89124,5899,75327,6098,17815,2324,2554,745,4572,1212,29423,3035,11502,2301,13976,2164,1972,738,663,503,1310,644,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2971949,1156,1050166,12166,1395980,15660,316908,8694,39368,4292,169527,6124,2600513,13430,858130,13436,1282941,16330,274774,7910,29355,3459,155313,5782,212034,9627,101343,6265,66645,5792,28280,3096,6368,1463,9398,1400,68946,6344,42060,4328,14486,2783,7706,1643,1772,832,2922,1024,67236,5366,37172,3229,22046,3237,4922,1431,1476,658,1620,521,23220,3693,11461,2871,9862,1686,1226,926,397,350,274,264,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,776531,657,262738,6140,364874,9175,86609,4902,13114,2089,49196,2514,665752,7119,205047,6854,330500,8979,75553,4671,10291,1878,44361,2572,58251,4997,31108,3109,17019,3152,6406,1382,1553,848,2165,1025,10503,1968,5829,1317,2334,889,1657,744,116,166,567,360,38230,4680,19358,3416,13077,2385,2846,791,1139,636,1810,664,3795,1254,1396,845,1944,693,147,151,15,28,293,272,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569946,266,315642,5783,165132,6852,50419,3367,12448,1891,26305,2091,441912,6340,221512,6703,141761,6842,44219,3116,9831,1593,24589,2044,60606,5345,43206,4778,12049,1879,3106,756,1375,629,870,426,0,200,0,200,0,200,0,200,0,200,0,200,57191,4167,44591,3580,8041,1861,2700,788,1013,616,846,511,10237,2907,6333,2149,3281,1212,394,325,229,308,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16889179,3724,5377198,30017,7680472,45958,2234821,26173,409394,12809,1187294,17495,14218199,36043,4252229,32668,6715005,44757,1866805,24421,317467,11488,1066693,17255,1440784,31137,626453,19195,481432,16794,215011,10467,55215,4699,62673,4343,543505,16385,262340,9465,168312,10964,76849,5310,15827,2601,20177,2254,505779,16889,170816,8861,224246,10530,64177,5498,15939,3082,30601,3895,180912,10755,65360,5342,91477,7626,11979,1995,4946,1396,7150,1494,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
