GEO_ID,B25015_001E,B25015_001M,B25015_002E,B25015_002M,B25015_003E,B25015_003M,B25015_004E,B25015_004M,B25015_005E,B25015_005M,B25015_006E,B25015_006M,B25015_007E,B25015_007M,B25015_008E,B25015_008M,B25015_009E,B25015_009M,B25015_010E,B25015_010M,B25015_011E,B25015_011M,B25015_012E,B25015_012M,B25015_013E,B25015_013M,B25015_014E,B25015_014M,B25015_015E,B25015_015M,B25015_016E,B25015_016M,B25015_017E,B25015_017M,B25015_018E,B25015_018M,B25015_019E,B25015_019M,B25015_020E,B25015_020M,B25015_021E,B25015_021M,B25015_022E,B25015_022M,B25015_023E,B25015_023M,B25015_024E,B25015_024M,B25015_025E,B25015_025M,B25015_026E,B25015_026M,B25015_027E,B25015_027M,NAME,B25015_001MA,B25015_001EA,B25015_002EA,B25015_002MA,B25015_003EA,B25015_003MA,B25015_004EA,B25015_004MA,B25015_005EA,B25015_005MA,B25015_006MA,B25015_006EA,B25015_007MA,B25015_007EA,B25015_008EA,B25015_008MA,B25015_009EA,B25015_009MA,B25015_010EA,B25015_010MA,B25015_011MA,B25015_011EA,B25015_012MA,B25015_012EA,B25015_013MA,B25015_013EA,B25015_014MA,B25015_014EA,B25015_015EA,B25015_015MA,B25015_016EA,B25015_016MA,B25015_017EA,B25015_017MA,B25015_018MA,B25015_018EA,B25015_019MA,B25015_019EA,B25015_020MA,B25015_020EA,B25015_021EA,B25015_021MA,B25015_022MA,B25015_022EA,B25015_023EA,B25015_023MA,B25015_024MA,B25015_024EA,B25015_025MA,B25015_025EA,B25015_026EA,B25015_026MA,B25015_027EA,B25015_027MA,state
0400000US16,597421,4571,411958,6794,47408,3035,45738,2994,1422,555,248,255,238250,5379,233383,5199,3750,1149,1117,508,126300,3238,125799,3227,428,405,73,109,185463,6126,75972,4043,71635,4083,2640,773,1697,846,85697,5127,81675,4919,3120,1089,902,507,23794,2395,23773,2396,0,193,21,37,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4794523,12954,3129641,16316,312651,7580,305666,7411,5602,1181,1383,571,1916749,13009,1884612,12346,26580,2630,5557,1223,900241,8289,896545,8250,2079,568,1617,761,1664882,16458,591849,9876,553957,9524,22154,2615,15738,2260,828333,12913,782371,12206,33143,3261,12819,2210,244700,6677,242354,6644,624,309,1722,660,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2515143,11611,1714880,13299,196975,6339,193492,6177,3114,766,369,286,1027399,10064,1014860,9966,10123,1491,2416,872,490506,6077,489588,6044,606,279,312,190,800263,10613,301130,7008,290144,6737,8002,1420,2984,993,383212,8598,370244,8620,9204,1984,3764,1151,115921,4328,115071,4312,448,323,402,288,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1247249,6782,881480,8544,112343,3965,110429,3929,1767,540,147,127,513139,6184,508095,6282,3893,856,1151,449,255998,3140,255574,3169,189,151,235,183,365769,7852,155482,5339,148864,5462,4963,1018,1655,616,151976,5912,147061,5674,2933,871,1982,745,58311,3177,58007,3117,116,178,188,153,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1111582,6565,738336,7661,93399,3464,91214,3395,1815,637,370,329,437105,6149,430957,6058,5410,1038,738,314,207832,3702,207374,3746,325,214,133,115,373246,7105,149714,4653,142748,4513,3779,987,3187,831,165425,5430,159885,5487,4201,1036,1339,655,58107,3899,57656,3939,366,338,85,103,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1716168,8844,1138253,12189,119989,4919,117737,5001,2002,801,250,183,667944,8691,659204,8806,6727,1323,2013,746,350320,4291,349285,4214,769,471,266,187,577915,9596,205790,5769,196318,5826,7562,1476,1910,807,298002,7681,286817,7477,8953,1577,2232,785,74123,3497,73045,3479,576,460,502,405,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737908,9569,1122294,10824,126754,5735,122307,5886,3740,1087,707,386,656164,9060,645071,9354,8699,1687,2394,753,339376,5477,337808,5387,940,393,628,258,615614,11160,234326,6935,222966,6893,8016,1358,3344,1185,305384,8911,294434,8897,7800,1621,3150,930,75904,4355,74995,4263,500,344,409,269,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,387101,5032,33419,2382,32995,2405,238,161,186,229,233773,4297,231257,4391,1788,579,728,401,119909,2727,119560,2741,153,129,196,133,158125,4266,45103,2999,42439,3150,1492,837,1172,780,76783,3847,74454,3870,1285,540,1044,679,36239,2322,35881,2330,155,165,203,174,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2177934,7798,1436159,11090,131019,5049,129288,5026,1442,458,289,217,906291,8916,896088,8837,7775,1233,2428,519,398849,5662,397509,5631,852,377,488,217,741775,10581,234301,5978,220872,5853,8768,1636,4661,1194,395348,8688,372038,8035,17293,2411,6017,1538,112126,4452,110700,4374,624,395,802,485,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2559951,9181,1579953,12525,125162,5703,123937,5692,578,363,647,328,997106,10185,983708,10235,10900,1897,2498,825,457685,5939,456380,5985,795,409,510,317,979998,12799,314255,7385,300688,7403,8224,1437,5343,1162,486074,10143,467640,9879,11736,1748,6698,1457,179669,5484,178020,5554,268,207,1381,556,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3858532,11041,2717217,13903,275719,6032,269580,5963,5404,1006,735,379,1624998,10428,1602162,10406,18714,1967,4122,903,816500,6382,814454,6395,1482,555,564,282,1141315,12832,408007,7549,390247,7955,11639,1837,6121,1284,554867,10793,537285,10214,12428,1635,5154,1237,178441,5689,177154,5631,980,441,307,169,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2147262,7978,1523273,9834,194992,5476,190553,5481,3624,784,815,473,934138,6560,923560,6675,8439,1183,2139,485,394143,4172,393037,4235,478,272,628,210,623989,9511,245795,5470,230321,5291,8340,1467,7134,1560,269393,6339,252778,6465,11173,1405,5442,1376,108801,4275,108311,4282,246,164,244,150,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1104371,7926,744203,8716,72874,4792,70624,4570,1434,679,816,518,433276,7460,424476,7390,6945,1377,1855,619,238053,3659,236406,3685,1134,463,513,325,360168,8053,127653,5139,119697,5247,5932,1401,2024,695,188002,5826,176780,5997,8003,1507,3219,1062,44513,2752,43827,2772,432,308,254,215,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2374180,11426,1570137,13846,174390,5451,170899,5210,2923,747,568,267,916056,9493,905408,9262,7994,1274,2654,742,479691,5194,478087,5305,1206,415,398,250,804043,12651,303247,7443,291528,7424,8869,1749,2850,961,378115,9797,368943,9407,7291,1454,1881,484,122681,4926,122245,4946,131,131,305,250,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,414804,3749,276490,4576,27390,2069,26325,2034,932,508,133,160,161955,3675,159426,3523,2009,745,520,278,87145,2219,86813,2206,114,139,218,159,138314,4472,52672,3082,49999,2913,1847,648,826,433,61762,3171,59560,3273,1879,635,323,212,23880,1952,23736,1942,90,114,54,91,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,744159,3947,490394,5329,65992,2873,64076,2911,1647,723,269,236,284287,5005,280404,4991,3392,904,491,268,140115,2513,139909,2490,158,131,48,44,253765,4887,107799,3545,103445,3542,2975,904,1379,562,106954,3832,103136,3762,2948,807,870,480,39012,2178,38696,2166,77,83,239,269,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1042065,7714,562960,8151,57889,3682,56041,3661,1608,584,240,201,327899,5610,319472,5839,6169,1265,2258,750,177172,4228,176191,4167,526,205,455,263,479105,8502,151178,5386,136380,5208,10078,1657,4720,1033,260520,6436,243447,6289,12358,1613,4715,1168,67407,3629,66284,3616,569,339,554,400,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,517615,4643,366739,5787,30492,2603,30348,2596,89,95,55,77,233548,3971,231961,3968,1022,398,565,315,102699,2634,102349,2604,222,170,128,121,150876,5392,50429,3498,48469,3455,1862,716,98,106,72834,3834,71169,3877,1266,621,399,225,27613,2214,27100,2260,140,221,373,306,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3187963,9239,2009034,12864,134568,4710,132519,4679,1515,567,534,334,1278677,11166,1261547,11321,13557,1748,3573,821,595789,8034,593459,7870,1513,552,817,520,1178929,11453,318397,6834,292557,6986,17230,2043,8610,1353,664170,9900,614796,10402,33391,2861,15983,2496,196362,5436,192239,5454,1353,617,2770,831,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,761797,5816,513843,6398,48661,3515,46754,3469,1465,683,442,218,294743,5199,285425,5348,6497,1380,2821,695,170439,3965,168904,3968,1117,550,418,192,247954,6175,94117,4483,87470,4493,4538,1102,2109,894,118859,4629,112059,4208,5070,1164,1730,618,34978,2565,34888,2559,38,41,52,63,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7233694,15840,3838902,20752,280439,7289,270291,7094,7323,1178,2825,894,2390677,16152,2323833,16331,50333,3199,16511,1955,1167786,8296,1159389,8115,4762,1102,3635,775,3394792,20532,956719,11442,863968,12111,51315,3619,41436,3490,1812920,15221,1618741,16183,119923,5146,74256,4369,625153,9348,607201,9167,7223,1436,10729,1708,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3843745,15042,2455141,15671,232466,6755,227271,6621,4646,1046,549,272,1463971,13572,1440718,13518,17547,2546,5706,1347,758704,8855,756167,8769,1725,586,812,468,1388604,15481,499341,10111,471768,9911,18490,2952,9083,1540,707905,11914,675595,11295,21565,2429,10745,1803,181358,7703,179291,7652,711,476,1356,647,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,313475,3584,193342,4346,29639,2044,28999,2015,555,507,85,100,112343,3126,111451,3148,780,334,112,83,51360,1750,51225,1751,54,47,81,100,120133,4378,60146,3652,56673,3651,1999,762,1474,606,42365,2755,40399,2790,1191,533,775,515,17622,1490,17555,1493,27,36,40,88,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4606655,12584,3013093,17798,304160,6866,300121,6746,3594,840,445,305,1787127,13139,1769027,13031,14275,1573,3825,1195,921806,7816,919390,7898,1657,630,759,328,1593562,15621,568301,10174,550838,9578,12212,1973,5251,1197,782952,12936,762254,13263,16320,2356,4378,852,242309,5554,240656,5612,781,431,872,457,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1465951,6457,957858,7425,116177,3577,112979,3582,2593,551,605,229,544596,5865,530924,6032,11158,1427,2514,538,297085,3825,295296,3799,1175,514,614,265,508093,7135,200447,4511,187978,4602,8523,1287,3946,789,241207,5381,232476,5283,5669,891,3062,770,66439,2710,65858,2723,268,240,313,172,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1553205,7348,948891,9420,82247,3779,79298,3767,2345,759,604,321,552357,7909,540906,7881,8509,1646,2942,886,314287,4694,312873,4691,976,434,438,256,604314,9054,212161,6211,195513,6242,11796,2215,4852,1056,299018,8191,282435,8251,12120,2141,4463,1227,93135,4096,92297,4211,100,118,738,489,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4956037,11868,3405756,16407,310709,7879,307295,7900,2633,736,781,331,2052164,13115,2031061,13614,16774,1988,4329,860,1042883,7991,1040466,7941,1576,560,841,253,1550281,14088,506655,9366,485148,9482,14377,1725,7130,1405,736565,11628,715712,10987,14345,1733,6508,1193,307061,7000,302913,7134,1103,485,3045,890,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,407484,4045,240618,5236,19734,2024,19379,2060,355,301,0,206,148724,4320,147410,4255,1076,559,238,200,72160,2315,71898,2335,104,127,158,189,166866,5651,51412,2999,49849,3057,1192,638,371,257,81306,4355,78348,4307,1981,808,977,595,34148,2552,33739,2601,35,58,374,361,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1857768,9376,1265627,11974,124839,5712,122246,5606,2264,752,329,268,730546,9652,722488,9580,6086,1455,1972,635,410242,4568,408724,4552,1006,529,512,302,592141,11341,213042,6365,204213,6188,6437,1308,2392,885,299380,8471,288525,8730,6970,1064,3885,1118,79719,3706,79015,3673,391,284,313,286,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,339437,2931,231452,4098,33876,2415,33285,2363,576,295,15,22,134919,2856,133235,2803,1482,514,202,119,62657,1594,62500,1606,83,68,74,121,107985,3840,43999,2824,42177,2834,1368,569,454,249,42755,2488,40742,2387,1325,498,688,369,21231,1821,21049,1823,29,35,153,166,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2530260,10743,1665498,14709,171315,6171,167723,6184,3176,1166,416,232,972619,11389,959494,11321,9407,1729,3718,855,521564,6781,519517,6788,1532,725,515,361,864762,12955,311698,8253,296890,7895,12036,1968,2772,984,436938,9654,421669,9504,12303,2472,2966,882,116126,4737,115227,4677,244,195,655,496,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9421412,21122,5752826,28478,637830,11274,600928,11275,30418,2984,6484,1070,3607277,20885,3476490,21592,100711,5262,30076,2553,1507719,12726,1492233,12623,9623,1424,5863,956,3668586,28117,1456776,18455,1327061,19018,85160,5765,44555,4071,1820878,20755,1674248,19881,106790,7136,39840,3356,390932,9969,385845,9899,2062,769,3025,991,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,930980,5092,641215,6863,97661,3575,94751,3672,2550,717,360,220,385645,5446,376436,5362,7647,1345,1562,567,157909,2819,156741,2792,643,244,525,352,289765,7493,136743,5634,126692,5467,8003,1687,2048,734,122989,5502,114016,5149,6954,1308,2019,889,30033,2195,29731,2194,226,200,76,86,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
