GEO_ID,B17017_001E,B17017_001M,B17017_002E,B17017_002M,B17017_003E,B17017_003M,B17017_004E,B17017_004M,B17017_005E,B17017_005M,B17017_006E,B17017_006M,B17017_007E,B17017_007M,B17017_008E,B17017_008M,B17017_009E,B17017_009M,B17017_010E,B17017_010M,B17017_011E,B17017_011M,B17017_012E,B17017_012M,B17017_013E,B17017_013M,B17017_014E,B17017_014M,B17017_015E,B17017_015M,B17017_016E,B17017_016M,B17017_017E,B17017_017M,B17017_018E,B17017_018M,B17017_019E,B17017_019M,B17017_020E,B17017_020M,B17017_021E,B17017_021M,B17017_022E,B17017_022M,B17017_023E,B17017_023M,B17017_024E,B17017_024M,B17017_025E,B17017_025M,B17017_026E,B17017_026M,B17017_027E,B17017_027M,B17017_028E,B17017_028M,B17017_029E,B17017_029M,B17017_030E,B17017_030M,B17017_031E,B17017_031M,B17017_032E,B17017_032M,B17017_033E,B17017_033M,B17017_034E,B17017_034M,B17017_035E,B17017_035M,B17017_036E,B17017_036M,B17017_037E,B17017_037M,B17017_038E,B17017_038M,B17017_039E,B17017_039M,B17017_040E,B17017_040M,B17017_041E,B17017_041M,B17017_042E,B17017_042M,B17017_043E,B17017_043M,B17017_044E,B17017_044M,B17017_045E,B17017_045M,B17017_046E,B17017_046M,B17017_047E,B17017_047M,B17017_048E,B17017_048M,B17017_049E,B17017_049M,B17017_050E,B17017_050M,B17017_051E,B17017_051M,B17017_052E,B17017_052M,B17017_053E,B17017_053M,B17017_054E,B17017_054M,B17017_055E,B17017_055M,B17017_056E,B17017_056M,B17017_057E,B17017_057M,B17017_058E,B17017_058M,B17017_059E,B17017_059M,NAME,B17017_001MA,B17017_001EA,B17017_002EA,B17017_002MA,B17017_003EA,B17017_003MA,B17017_004EA,B17017_004MA,B17017_005EA,B17017_005MA,B17017_006EA,B17017_006MA,B17017_007MA,B17017_007EA,B17017_008MA,B17017_008EA,B17017_009EA,B17017_009MA,B17017_010EA,B17017_010MA,B17017_011EA,B17017_011MA,B17017_012MA,B17017_012EA,B17017_013MA,B17017_013EA,B17017_014EA,B17017_014MA,B17017_015EA,B17017_015MA,B17017_016EA,B17017_016MA,B17017_017MA,B17017_017EA,B17017_018MA,B17017_018EA,B17017_019MA,B17017_019EA,B17017_020EA,B17017_020MA,B17017_021EA,B17017_021MA,B17017_022MA,B17017_022EA,B17017_023MA,B17017_023EA,B17017_024MA,B17017_024EA,B17017_025EA,B17017_025MA,B17017_026EA,B17017_026MA,B17017_027MA,B17017_027EA,B17017_028MA,B17017_028EA,B17017_029MA,B17017_029EA,B17017_030MA,B17017_030EA,B17017_031EA,B17017_031MA,B17017_032MA,B17017_032EA,B17017_033MA,B17017_033EA,B17017_034MA,B17017_034EA,B17017_035MA,B17017_035EA,B17017_036EA,B17017_036MA,B17017_037MA,B17017_037EA,B17017_038MA,B17017_038EA,B17017_039MA,B17017_039EA,B17017_040MA,B17017_040EA,B17017_041MA,B17017_041EA,B17017_042EA,B17017_042MA,B17017_043MA,B17017_043EA,B17017_044MA,B17017_044EA,B17017_045MA,B17017_045EA,B17017_046MA,B17017_046EA,B17017_047EA,B17017_047MA,B17017_048MA,B17017_048EA,B17017_049MA,B17017_049EA,B17017_050MA,B17017_050EA,B17017_051MA,B17017_051EA,B17017_052EA,B17017_052MA,B17017_053EA,B17017_053MA,B17017_054MA,B17017_054EA,B17017_055MA,B17017_055EA,B17017_056MA,B17017_056EA,B17017_057MA,B17017_057EA,B17017_058EA,B17017_058MA,B17017_059EA,B17017_059MA,state
0400000US01,1846390,11341,329966,9515,166755,6801,51515,3368,2028,845,22867,2265,19394,2095,7226,1246,115240,5398,15555,2239,1702,802,7551,1501,5188,1108,1114,434,99685,4939,11009,1818,59702,4100,22370,2053,6604,1022,163211,6619,67867,4085,11224,1453,15477,2367,29033,2452,12133,1856,95344,4309,10660,1643,14867,2055,37201,2685,32616,2155,1516424,12610,1046785,12834,812159,10469,10722,1526,249939,5770,351501,6457,199997,4054,234626,8295,62684,3968,4009,1215,24997,2865,22301,2013,11377,1592,171942,7122,5121,1171,64288,4264,62296,3925,40237,2472,469639,10226,218294,6344,9618,1737,67303,4084,87929,3901,53444,2743,251345,7567,9691,1782,40297,3805,80771,3466,120586,4321,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,22539,2048,11530,1402,3189,607,208,180,1566,532,934,353,481,231,8341,1315,2523,610,551,439,1219,385,695,233,58,42,5818,1135,704,513,3961,948,913,299,240,119,11009,1552,5976,1045,739,465,1357,497,3150,804,730,408,5033,1065,615,409,692,305,2901,825,825,376,227646,3118,152270,3239,117159,3002,4205,1005,43732,2336,51054,2205,18168,1264,35111,2578,12586,1379,616,446,5721,1018,5019,912,1230,404,22525,2030,561,309,10782,1509,8016,1283,3166,765,75376,3536,44266,2668,2922,768,17530,1754,17183,1650,6631,1197,31110,2280,2562,676,6760,1079,12155,1521,9633,835,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,375962,8487,199101,6307,79787,4481,3101,1001,38989,3291,23625,2845,14072,1699,119314,5013,24356,2486,4329,1317,11561,1888,7187,1228,1279,446,94958,4438,9670,1757,56465,3519,21688,2454,7135,1250,176861,6741,82781,4511,15015,1812,20051,2543,34570,3202,13145,1594,94080,4324,13364,1657,17205,2376,32862,2803,30649,2127,2087046,13086,1399313,13718,1073755,12123,14130,1798,326642,7581,424281,8070,308702,5009,325558,8812,112872,6185,7941,1544,51956,4006,40918,3208,12057,1273,212686,5862,9275,1836,80809,3659,83359,4100,39243,2229,687733,11566,340927,8257,19822,2261,113372,4993,120163,5186,87570,3518,346806,7290,14293,2189,70460,3849,111359,4319,150694,4137,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,204333,7209,104557,5132,38655,2791,1961,708,17309,1941,13629,1723,5756,825,65902,4376,11374,1579,1611,759,5150,1132,3955,1048,658,338,54528,4216,8200,1726,31172,3018,11531,1786,3625,832,99776,5426,42508,3560,6672,1367,10028,1456,18336,2378,7472,1477,57268,3993,6904,1257,7584,1202,23468,2579,19312,2134,940330,9558,656937,9657,522642,8812,10122,1735,170618,4966,215560,5143,126342,3688,134295,6408,38750,3755,3285,916,15893,2488,14292,2106,5280,902,95545,5784,2955,1027,36092,3368,34825,3082,21673,1851,283393,7895,135037,5993,8981,1733,42236,3936,47893,3090,35927,2847,148356,5655,5930,1246,24940,3296,41246,3079,76240,3347,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,1794476,18325,999318,15054,425891,10038,10095,1436,206002,7531,152364,5925,57430,3335,573427,11172,117468,6222,13814,2159,62377,4414,32799,2939,8478,1409,455959,10138,33070,2531,269459,7955,127083,6376,26347,2333,795158,11951,344771,8734,49241,3791,89015,5494,134173,5140,72342,4608,450387,9430,57943,3554,67824,3901,153464,6115,171156,5782,11101881,25717,7836588,26834,5916402,26819,48229,3651,2004380,17917,2646632,17243,1217161,11380,1920186,22771,659093,11826,35571,2788,288953,7878,254746,6817,79823,4526,1261093,18354,31542,2741,428032,11342,543308,10027,258211,7263,3265293,23768,1574655,16632,60882,4466,611605,11921,540003,11467,362165,7953,1690638,16748,55667,4360,423089,10704,525834,9499,686048,10798,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,228988,7223,101276,4462,41722,2919,1860,720,19951,2319,13516,1640,6395,1102,59554,3570,9389,1512,1885,810,4359,1252,2536,750,609,286,50165,3430,6053,1119,32001,3094,10201,1468,1910,510,127712,5778,59541,4349,14989,2101,13948,1772,22839,2706,7765,1416,68171,3925,12576,1801,12672,2032,22453,1825,20470,1694,1845747,8878,1230585,10898,996318,9392,12955,1711,368616,5997,415317,5464,199430,4020,234267,7561,83635,4720,4852,1296,38714,3606,30610,2380,9459,1267,150632,6065,6292,1493,58014,3306,62011,3623,24315,2280,615162,10636,310827,7102,18855,2293,126475,5037,105670,4367,59827,3027,304335,7501,18820,2437,79077,3860,98048,5059,108390,3756,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,139415,5626,65154,3905,17968,1871,225,227,6688,1328,7542,1381,3513,875,47186,3413,6767,1467,437,307,3610,1083,2335,907,385,277,40419,3140,3617,969,23021,2122,10812,1891,2969,983,74261,4046,31593,2760,3086,848,7681,1517,14422,1959,6404,1323,42668,2993,2407,786,7424,1456,16034,2035,16803,1744,1204288,7875,811034,9505,629621,8823,2530,745,177714,5525,310185,5797,139192,3622,181413,7191,51239,4046,2806,995,19508,2279,22607,2576,6318,1152,130174,5643,1976,800,49989,4158,54116,3344,24093,2105,393254,8757,177432,6482,6690,1402,60204,3923,66352,4471,44186,3218,215822,5656,6169,1238,43337,3301,70428,4031,95888,3625,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,39229,3381,20424,2359,6121,1108,0,190,2293,898,2827,673,1001,380,14303,2168,2225,897,166,216,1118,665,819,575,122,195,12078,1911,763,457,8190,1603,2617,818,508,303,18805,2001,7739,1491,1320,586,1812,670,3068,844,1539,680,11066,1419,808,311,1506,601,4535,1002,4217,819,313366,4830,214961,4577,164295,4510,1948,822,45786,2799,71868,2805,44693,1946,50666,3573,13958,1852,467,280,4884,1125,6897,1458,1710,593,36708,2954,548,387,13058,1947,15246,1994,7856,1101,98405,4629,45135,3273,1933,716,14401,1925,17413,2038,11388,1429,53270,2866,2216,771,9936,1294,17189,1870,23929,1957,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,42163,3179,17494,2145,2534,1020,53,88,1097,849,411,269,973,443,14960,1860,1774,879,77,93,307,311,1153,746,237,280,13186,1741,697,379,7792,1386,3775,932,922,418,24669,2178,10367,1463,2230,625,2140,818,4223,930,1774,597,14302,1562,2539,789,3099,927,4712,907,3952,779,239624,4214,107684,3823,69323,3446,401,240,33932,2305,23097,1988,11893,1375,38361,3157,9060,1655,60,112,4534,1159,2940,820,1526,446,29301,2662,390,249,10083,1668,12946,1571,5882,831,131940,4794,63582,3093,2345,829,33915,2668,18992,1629,8330,1089,68358,3480,3661,1045,30701,2614,17718,1775,16278,1537,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,1078945,14246,541342,12813,210481,7816,4185,1128,76280,5265,79024,4884,50992,3582,330861,10172,60275,4337,7805,1609,28876,3064,17068,2183,6526,1258,270586,9197,19748,2572,158660,6806,73154,5012,19024,2677,537603,11963,211468,8372,23082,2239,42689,3652,89139,5335,56558,4132,326135,9476,32242,2506,47511,3339,112242,5371,134140,5132,6384239,23308,4265269,27423,3234295,25245,24023,2518,869721,12698,1336778,14464,1003773,11046,1030974,14937,299386,8623,13529,2115,123186,7789,119797,5198,42874,3184,731588,14779,17181,2595,259719,9717,305415,8391,149273,5968,2118970,22043,997603,16267,34112,3382,308635,9623,363979,10150,290877,8374,1121367,15871,33668,3055,211065,6551,339221,8918,537413,10146,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
