GEO_ID,B24011_001E,B24011_001M,B24011_002E,B24011_002M,B24011_003E,B24011_003M,B24011_004E,B24011_004M,B24011_005E,B24011_005M,B24011_006E,B24011_006M,B24011_007E,B24011_007M,B24011_008E,B24011_008M,B24011_009E,B24011_009M,B24011_010E,B24011_010M,B24011_011E,B24011_011M,B24011_012E,B24011_012M,B24011_013E,B24011_013M,B24011_014E,B24011_014M,B24011_015E,B24011_015M,B24011_016E,B24011_016M,B24011_017E,B24011_017M,B24011_018E,B24011_018M,B24011_019E,B24011_019M,B24011_020E,B24011_020M,B24011_021E,B24011_021M,B24011_022E,B24011_022M,B24011_023E,B24011_023M,B24011_024E,B24011_024M,B24011_025E,B24011_025M,B24011_026E,B24011_026M,B24011_027E,B24011_027M,B24011_028E,B24011_028M,B24011_029E,B24011_029M,B24011_030E,B24011_030M,B24011_031E,B24011_031M,B24011_032E,B24011_032M,B24011_033E,B24011_033M,B24011_034E,B24011_034M,B24011_035E,B24011_035M,B24011_036E,B24011_036M,NAME,B24011_001MA,B24011_001EA,B24011_002MA,B24011_002EA,B24011_003MA,B24011_003EA,B24011_004MA,B24011_004EA,B24011_005MA,B24011_005EA,B24011_006EA,B24011_006MA,B24011_007MA,B24011_007EA,B24011_008EA,B24011_008MA,B24011_009MA,B24011_009EA,B24011_010MA,B24011_010EA,B24011_011MA,B24011_011EA,B24011_012MA,B24011_012EA,B24011_013MA,B24011_013EA,B24011_014MA,B24011_014EA,B24011_015EA,B24011_015MA,B24011_016MA,B24011_016EA,B24011_017EA,B24011_017MA,B24011_018MA,B24011_018EA,B24011_019EA,B24011_019MA,B24011_020EA,B24011_020MA,B24011_021MA,B24011_021EA,B24011_022EA,B24011_022MA,B24011_023EA,B24011_023MA,B24011_024EA,B24011_024MA,B24011_025MA,B24011_025EA,B24011_026MA,B24011_026EA,B24011_027EA,B24011_027MA,B24011_028EA,B24011_028MA,B24011_029MA,B24011_029EA,B24011_030EA,B24011_030MA,B24011_031MA,B24011_031EA,B24011_032EA,B24011_032MA,B24011_033EA,B24011_033MA,B24011_034EA,B24011_034MA,B24011_035MA,B24011_035EA,B24011_036MA,B24011_036EA,state
0400000US01,31187,292,49649,1038,56553,1748,59330,3767,52357,2899,70335,2113,68417,4498,80062,4391,48418,5210,40021,1753,36700,1854,49840,7060,40164,1469,34363,3301,45014,2783,52464,3798,31255,1311,15951,366,20687,1067,35956,2997,26546,6618,41603,1735,11135,378,17106,902,14763,1151,25494,484,23778,1193,26338,554,31868,761,21145,3220,27109,1070,40615,848,30465,535,31087,613,35115,2142,25000,1701,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40137,835,58543,3808,64517,3922,65537,5121,61436,7315,67300,5989,67693,8987,74912,4973,55630,5986,48676,3310,49842,5590,67083,17568,50301,5365,30567,13611,60890,3050,76188,8822,41064,3206,23007,1838,31034,4071,50557,5187,40866,10470,70342,22615,17737,2091,19929,3184,22436,3984,31038,1111,26782,2112,32944,3405,51520,1206,31451,3795,52342,5062,51712,5652,31856,3428,29445,2675,41250,2208,23651,7417,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31840,231,51225,398,60028,2578,62925,2895,50807,914,69922,2554,67066,3671,76623,2857,54323,6043,35702,619,35044,1735,76658,11099,34607,1666,29648,2857,56540,1646,68389,2258,35720,1231,17792,456,24050,757,40400,1965,27316,1873,56451,4159,13242,847,17196,728,16023,660,29194,762,29724,1521,28998,774,32242,681,20242,2949,31170,655,40432,680,28164,1568,29735,1725,32485,2618,20410,1380,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,29467,729,45183,919,50793,979,51268,1328,49804,4472,60206,2583,61863,1635,56848,3788,51990,4720,36857,1138,35303,4149,52277,12085,37851,1945,26697,1646,45256,2054,60175,3613,30963,1510,15762,515,17922,1340,32438,1540,31765,5801,32676,1788,11269,437,15769,1595,15436,1056,25028,648,23329,1408,25685,657,30798,597,22069,2121,29526,1993,37257,2049,27730,1190,28113,1500,31781,1039,24104,2485,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35376,116,62482,552,69948,1220,75053,1688,60983,448,84403,1818,90092,1808,87107,1722,62397,3127,45567,445,42208,1034,91238,3359,40703,498,41634,683,67113,1265,82025,543,40303,726,19324,220,25036,581,50305,2244,27523,1408,82211,1626,16280,228,20109,300,15486,342,30314,141,27460,548,30940,167,30879,236,17915,529,32202,326,40566,487,27208,259,28162,885,34344,1317,20744,353,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36813,292,55655,612,61866,600,65999,1205,56635,1048,75442,1450,80452,1640,75149,2711,52562,5181,37643,1092,39371,2266,65481,5720,34723,2208,34814,3403,54684,2877,62170,1490,36569,1164,20275,381,24427,1593,44752,2851,30443,1545,57010,1906,14809,841,20071,1063,18802,921,30666,357,30712,773,30640,381,36579,676,22588,3734,34742,2090,43664,2936,31085,529,31525,756,37065,1806,23455,2507,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,42307,489,66712,724,81183,903,86568,2519,70934,1464,77047,3565,76027,6521,81409,1487,62386,4867,48065,2479,47794,3702,76733,9387,44963,4146,44222,5574,64791,3219,75533,3268,46410,3860,21819,431,27410,1163,47396,6312,30813,2986,71469,1944,15647,1339,23097,1624,16005,1356,35466,676,35079,2416,35668,830,44092,3766,16300,6739,41730,1064,50762,2477,32475,3044,36507,1194,35190,4987,22095,4163,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,38062,1287,56364,1451,61510,1398,64786,7051,56461,2089,71929,2565,76623,3705,70179,13593,62046,8560,42163,2629,41858,1692,65525,14152,40772,4909,36747,7459,57990,5371,66317,5496,38769,4848,19499,1669,25602,2115,40484,6177,24844,11384,56433,3825,13742,1652,20497,2548,17949,2998,31135,862,30363,3404,31322,848,39744,3737,26973,7722,36632,2687,44839,7502,30927,2345,41342,3065,32315,7166,19893,2274,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,52733,2472,75677,2488,83188,3195,89094,5148,75556,6047,77968,4203,74462,6677,90311,9136,80377,9414,66946,2925,60181,4213,100704,11848,46664,8732,62431,3981,61301,10937,68198,8856,40934,6995,23957,1860,24238,5806,35133,6943,27129,4308,79449,12786,19320,4340,23239,2631,26525,3517,37343,2682,32842,9600,38050,3094,31379,2533,-666666666,-222222222,30697,3066,45279,31923,35421,5713,41965,23495,35512,8044,31184,5327,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,30612,130,48095,657,52485,1229,57165,935,47353,1024,61050,675,61576,897,65442,2988,46526,1747,39065,686,37385,1355,56124,1585,38444,739,30966,952,50060,810,60378,609,32431,1039,19261,286,22133,383,36000,1146,26371,911,47932,3494,16060,340,18458,416,16503,441,26312,208,25844,502,26535,222,28824,746,17377,1185,27038,421,35571,602,26129,366,26732,580,30238,741,20038,711,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,31907,153,52000,342,61124,601,64033,3146,55733,1246,70393,1230,71188,1382,71460,1195,52271,6328,40712,486,36092,1137,79395,6373,40344,532,36093,2636,50180,841,60597,757,33659,2800,17430,409,22408,855,34417,2198,28693,2255,39300,2917,12084,317,17526,657,15882,790,27083,375,26424,798,27371,422,31290,432,18851,2892,28737,1378,39906,1511,27997,768,28689,722,31809,779,22542,1028,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,36170,423,51990,656,56967,3302,61887,1320,50689,1716,62449,4969,61787,6569,71889,5952,51528,3669,41668,1322,41693,3184,71118,1683,41785,1910,32168,5404,64782,7683,77206,5328,37426,7468,24734,886,26270,1122,41186,2147,31582,2902,61402,3091,20513,904,28047,2408,20224,2746,31397,490,29594,2214,32398,1089,45100,4558,20665,1876,46479,3496,47458,5364,32370,2647,35166,3668,35611,3202,22297,2940,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29076,930,44545,2179,49016,3278,47580,3791,50712,3476,58209,6696,60196,6038,70258,5140,30444,5702,32099,1199,35406,5982,58640,17961,31452,1155,25998,7203,50425,4117,60778,4787,31258,3861,13691,830,20281,2218,37987,3023,31487,5857,45158,10094,11165,558,13444,1639,13254,1364,23813,1073,25035,2399,23223,1282,31042,1115,21050,1534,33733,4199,37391,5403,30815,1332,30954,1780,36503,1483,20248,2861,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
