GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,NAME,B10059_001EA,B10059_001MA,B10059_002EA,B10059_002MA,B10059_003MA,B10059_003EA,B10059_004MA,B10059_004EA,B10059_005MA,B10059_005EA,B10059_006MA,B10059_006EA,B10059_007EA,B10059_007MA,B10059_008MA,B10059_008EA,B10059_009MA,B10059_009EA,B10059_010MA,B10059_010EA,B10059_011MA,B10059_011EA,state
0400000US44,20320,2599,3408,1354,1306,652,542,350,764,539,2102,1139,16912,2270,4913,1170,2736,830,2177,837,11999,2029,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119079,7137,23582,2695,14702,2506,9869,2079,4833,1272,8880,1830,95497,6871,40216,3939,24767,3069,15449,2193,55281,5061,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11593,1736,2173,587,1303,308,966,301,337,129,870,498,9420,1593,4786,1152,2646,784,2140,753,4634,1055,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,160160,8333,29717,3371,15801,2347,10471,2087,5330,1211,13916,2438,130443,7430,63717,4545,35858,3022,27859,3108,66726,5178,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,792515,19144,125926,7009,61813,4214,40185,3725,21628,2299,64113,6083,666589,17992,250007,11452,163654,9190,86353,5882,416582,13073,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,69354,5093,6290,1807,3057,1143,2137,929,920,552,3233,1454,63064,4697,15681,2153,7287,1422,8394,1497,47383,4125,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8558,1322,808,471,441,454,304,259,137,211,367,237,7750,1215,2606,741,1516,623,1090,455,5144,995,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,186819,9751,19303,2806,9154,1660,6119,1375,3035,986,10149,2116,167516,9498,57568,4153,35388,3116,22180,2772,109948,7555,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,132915,7248,12222,2021,6635,1633,4202,1268,2433,902,5587,1040,120693,6778,36340,3596,19520,2657,16820,2465,84353,5815,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44097,3633,7953,1640,4975,1356,3774,1144,1201,551,2978,815,36144,3580,19029,2707,12680,2354,6349,1478,17115,2132,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,73201,4900,9177,1589,4352,906,3172,836,1180,360,4825,1165,64024,4693,21731,2458,14660,2018,7071,1269,42293,3791,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8984,1843,1053,825,378,359,271,350,107,86,675,732,7931,1827,4816,1533,2893,1225,1923,937,3115,908,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,97287,5846,50445,3877,24149,2732,14650,2373,9499,1361,26296,2793,46842,4385,20155,3197,10856,2210,9299,1907,26687,2971,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
