GEO_ID,B10059_001E,B10059_001M,B10059_002E,B10059_002M,B10059_003E,B10059_003M,B10059_004E,B10059_004M,B10059_005E,B10059_005M,B10059_006E,B10059_006M,B10059_007E,B10059_007M,B10059_008E,B10059_008M,B10059_009E,B10059_009M,B10059_010E,B10059_010M,B10059_011E,B10059_011M,NAME,B10059_001EA,B10059_001MA,B10059_002EA,B10059_002MA,B10059_003MA,B10059_003EA,B10059_004MA,B10059_004EA,B10059_005MA,B10059_005EA,B10059_006MA,B10059_006EA,B10059_007EA,B10059_007MA,B10059_008MA,B10059_008EA,B10059_009MA,B10059_009EA,B10059_010MA,B10059_010EA,B10059_011MA,B10059_011EA,state
0400000US01,119371,6649,25232,2802,16612,2216,12207,1952,4405,918,8620,1557,94139,6254,45435,3796,24750,2351,20685,2779,48704,3973,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,17976,1926,1912,503,863,270,420,139,443,205,1049,477,16064,1888,5595,1002,3469,788,2126,525,10469,1816,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,175124,9059,31496,3504,15634,2416,9718,1913,5916,1316,15862,2349,143628,8208,51608,4124,30597,3190,21011,2591,92020,6214,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,68904,4883,16861,2584,10272,1920,6973,1517,3299,1018,6589,1526,52043,4378,29213,2969,17372,2264,11841,1828,22830,2711,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1158073,22198,144561,6947,44942,4594,28949,3845,15993,2261,99619,5953,1013512,20037,227378,8384,118641,6385,108737,6115,786134,17080,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,104702,7688,9892,1873,4721,1295,2934,892,1787,842,5171,1346,94810,7329,30989,3481,18761,2990,12228,1904,63821,5671,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,60326,4853,7297,2089,3474,1150,1964,817,1510,718,3823,1577,53029,4470,14923,2435,8700,1859,6223,1404,38106,3658,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21859,3025,2615,833,1460,674,996,477,464,353,1155,517,19244,2968,6790,1297,3379,950,3411,913,12454,2433,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,13296,2251,1831,647,976,531,839,451,137,193,855,430,11465,2137,5296,1733,3143,1094,2153,911,6169,1362,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,479491,12874,84989,5810,30136,3121,19154,2417,10982,1883,54853,4764,394502,11185,115284,6932,62795,4803,52489,4927,279218,10657,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,268304,11462,42833,3664,23925,3214,16319,2613,7606,1584,18908,2747,225471,10626,88595,6002,58021,4755,30574,3360,136876,7641,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,54501,4090,2836,769,1633,654,863,428,770,410,1203,407,51665,3886,8257,1402,3848,834,4409,1086,43408,3669,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,30159,3949,4753,1620,1946,992,1489,939,457,317,2807,1271,25406,3433,9186,2116,4470,1220,4716,1478,16220,2578,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,261565,9896,37171,3461,15025,1912,9272,1572,5753,1124,22146,2865,224394,8889,62072,4671,37394,4080,24678,2413,162322,6728,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,124352,6538,18678,2274,9300,1571,6212,1380,3088,774,9378,1580,105674,6021,47047,3601,29066,2787,17981,2328,58627,4478,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40209,2539,6376,1278,2591,795,1637,589,954,451,3785,991,33833,2465,13619,1651,7956,1284,5663,1162,20214,1987,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,46864,3841,5862,1522,3221,890,1831,722,1390,524,2641,1153,41002,3461,17061,2649,10450,2161,6611,1327,23941,2562,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,100681,6373,23427,2690,15513,2766,10507,2158,5006,1200,7914,1524,77254,5507,39560,4044,24821,3173,14739,1842,37694,3244,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,111707,6808,25244,3084,14151,2107,8185,1416,5966,1553,11093,2385,86463,6297,40895,4242,25368,3309,15527,2075,45568,4339,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20432,2463,2378,937,1573,752,982,500,591,549,805,458,18054,2241,6480,1303,4388,1124,2092,624,11574,1977,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,153635,7483,14501,2399,6556,1409,5167,1359,1389,447,7945,1707,139134,7119,38492,4056,23324,3254,15168,2080,100642,6241,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124288,6933,12447,2256,5083,1247,3074,898,2009,717,7364,1900,111841,6463,28742,3145,16400,2583,12342,1957,83099,5349,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,173219,6803,29725,2704,12573,1735,8820,1574,3753,869,17152,1992,143494,6053,51246,4254,30510,3411,20736,2404,92248,4911,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,68916,3765,6113,1309,2566,840,2022,772,544,339,3547,929,62803,3513,18772,2220,11150,2120,7622,1029,44031,3335,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,93327,6280,21651,2688,12387,1991,8887,1539,3500,1121,9264,1645,71676,6010,36828,4208,23639,3290,13189,2158,34848,4229,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,111404,6811,19926,2881,10098,1798,7327,1599,2771,829,9828,2002,91478,6267,38992,3614,21699,3084,17293,2460,52486,4314,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,15051,1677,2596,788,1521,591,1145,579,376,215,1075,577,12455,1602,5142,1050,2726,749,2416,715,7313,1269,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25578,2224,2909,1010,1291,558,814,481,477,319,1618,789,22669,2161,7301,1252,4586,1020,2715,691,15368,1884,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,71968,5788,7581,2068,2811,867,2208,754,603,306,4770,1654,64387,5637,21738,2862,13538,2522,8200,1301,42649,4128,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21852,2989,1678,822,870,705,713,696,157,223,808,355,20174,2811,6056,1353,3486,971,2570,1026,14118,2117,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,197449,8344,17186,2341,6197,1275,3447,891,2750,966,10989,2082,180263,8107,40921,4649,20802,3302,20119,2566,139342,6619,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,50864,3597,10710,1589,4687,944,2776,789,1911,703,6023,1342,40154,3538,19036,2243,10518,1624,8518,1607,21118,2862,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,438160,12626,69827,4645,28415,3374,18228,2648,10187,1974,41412,4019,368333,12326,88231,5349,47551,3630,40680,3300,280102,9905,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,208835,9617,39206,3345,20071,2683,12769,2326,7302,1599,19135,2486,169629,8993,70512,5387,39645,4039,30867,3281,99117,6227,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7227,1532,784,300,568,251,368,198,200,136,216,110,6443,1487,2510,773,1541,563,969,496,3933,1262,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,221796,9180,34501,2937,20246,2381,14537,1975,5709,1066,14255,1830,187295,8255,73148,5128,44321,4172,28827,2960,114147,5759,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,89155,4619,14566,1504,9689,1167,6392,943,3297,639,4877,999,74589,4413,38406,2808,22616,2144,15790,1648,36183,2876,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,68376,4898,9538,1997,4056,1509,3278,1393,778,402,5482,1378,58838,4448,19315,2642,9649,1763,9666,1638,39523,3502,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,245344,9034,34982,2812,18352,1991,12840,1744,5512,1180,16630,2230,210362,8243,70143,4952,42304,4054,27839,2460,140219,6776,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
