GEO_ID,C16010_001E,C16010_001M,C16010_002E,C16010_002M,C16010_003E,C16010_003M,C16010_004E,C16010_004M,C16010_005E,C16010_005M,C16010_006E,C16010_006M,C16010_007E,C16010_007M,C16010_008E,C16010_008M,C16010_009E,C16010_009M,C16010_010E,C16010_010M,C16010_011E,C16010_011M,C16010_012E,C16010_012M,C16010_013E,C16010_013M,C16010_014E,C16010_014M,C16010_015E,C16010_015M,C16010_016E,C16010_016M,C16010_017E,C16010_017M,C16010_018E,C16010_018M,C16010_019E,C16010_019M,C16010_020E,C16010_020M,C16010_021E,C16010_021M,C16010_022E,C16010_022M,C16010_023E,C16010_023M,C16010_024E,C16010_024M,C16010_025E,C16010_025M,C16010_026E,C16010_026M,C16010_027E,C16010_027M,C16010_028E,C16010_028M,C16010_029E,C16010_029M,C16010_030E,C16010_030M,C16010_031E,C16010_031M,C16010_032E,C16010_032M,C16010_033E,C16010_033M,C16010_034E,C16010_034M,C16010_035E,C16010_035M,C16010_036E,C16010_036M,C16010_037E,C16010_037M,NAME,C16010_001EA,C16010_001MA,C16010_002EA,C16010_002MA,C16010_003EA,C16010_003MA,C16010_004MA,C16010_004EA,C16010_005MA,C16010_005EA,C16010_006EA,C16010_006MA,C16010_007EA,C16010_007MA,C16010_008EA,C16010_008MA,C16010_009MA,C16010_009EA,C16010_010MA,C16010_010EA,C16010_011MA,C16010_011EA,C16010_012EA,C16010_012MA,C16010_013EA,C16010_013MA,C16010_014EA,C16010_014MA,C16010_015MA,C16010_015EA,C16010_016MA,C16010_016EA,C16010_017EA,C16010_017MA,C16010_018EA,C16010_018MA,C16010_019EA,C16010_019MA,C16010_020MA,C16010_020EA,C16010_021MA,C16010_021EA,C16010_022MA,C16010_022EA,C16010_023EA,C16010_023MA,C16010_024EA,C16010_024MA,C16010_025MA,C16010_025EA,C16010_026MA,C16010_026EA,C16010_027MA,C16010_027EA,C16010_028MA,C16010_028EA,C16010_029MA,C16010_029EA,C16010_030EA,C16010_030MA,C16010_031MA,C16010_031EA,C16010_032EA,C16010_032MA,C16010_033MA,C16010_033EA,C16010_034MA,C16010_034EA,C16010_035EA,C16010_035MA,C16010_036EA,C16010_036MA,C16010_037MA,C16010_037EA,state
0400000US01,3282252,5930,496882,13999,176590,9047,143303,7708,28173,3324,5114,1602,320292,8754,307039,8464,10294,1795,2959,796,1018063,13963,514811,11642,492758,11511,16113,2392,5940,1236,503252,10020,490853,9765,7856,1505,4543,1073,974431,14503,621744,10987,603134,11081,9312,1749,9298,2036,352687,8527,341517,8057,5176,1179,5994,1448,792876,14677,571553,13056,538227,12740,11650,2094,21676,2492,221323,7061,207935,7105,3774,916,9614,1574,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,469523,1628,34616,2930,16997,2184,10042,1454,2012,941,4943,1024,17619,1886,10253,1512,684,432,6682,803,128052,4768,85333,3761,68784,3317,2923,894,13626,1576,42719,2911,36521,2768,494,248,5704,833,167439,4859,121613,4334,102855,4052,5216,1305,13542,1705,45826,2684,40063,2637,1771,740,3992,943,139416,4807,108772,4628,94363,3735,4575,1142,9834,1643,30644,2432,27378,2283,481,350,2785,750,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4536954,2797,630973,14249,299758,10693,98063,5449,184981,7636,16714,2299,331215,9584,149775,6920,148291,5885,33149,2855,1110871,16273,579250,12799,397106,11504,145792,6274,36352,3163,531621,11365,418832,10386,76266,4491,36523,3368,1537661,18880,950656,15260,749001,13482,148246,6571,53409,3546,587005,10393,498810,9909,57936,3402,30259,2920,1257449,16239,841886,13574,690412,12380,69090,4296,82384,4547,415563,9699,358230,9288,22793,2368,34540,3017,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1987819,4624,290071,8160,107205,4868,78462,3994,25356,3097,3387,884,182866,6356,165647,5972,13857,1970,3362,834,678452,10796,361515,8821,338898,8503,16633,2342,5984,1252,316937,7812,310151,7682,5176,1202,1610,593,585915,10227,371918,8133,357225,7723,9707,1740,4986,1068,213997,6614,207280,6444,3545,995,3172,877,433381,7690,307549,6890,288229,6864,6633,1636,12687,1626,125832,5993,118136,5492,2453,972,5243,1193,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26085263,4915,4643510,31522,2429806,21692,385669,10773,1821471,19709,222666,8524,2213704,22016,620202,12160,1201150,13076,392352,10948,5430081,34909,3230566,30323,1595164,21169,1243605,19678,391797,10493,2199515,22756,1378622,18530,480052,10843,340841,8582,7595982,42181,5031921,35998,3244495,29998,1111040,17586,676386,12473,2564061,23612,1885757,20022,335341,8458,342963,10748,8415690,37555,6232238,36178,4017774,29579,618266,14583,1596198,20585,2183452,23289,1444645,19162,136973,5646,601834,12942,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3671853,3754,323853,9900,171952,7622,67546,4752,93339,5797,11067,2301,151901,5790,79977,4246,59495,4081,12429,1420,796984,13970,491162,11078,391446,9129,77461,5181,22255,2634,305822,7341,261661,6844,30364,2656,13797,2094,1110240,15438,773366,13860,683635,13424,59109,4726,30622,2876,336874,7931,301739,7106,21739,2526,13396,1677,1440776,13555,1087665,12351,978071,12206,44150,3555,65444,3483,353111,8254,314269,7518,13907,1997,24935,2169,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2474718,1882,242268,7798,106008,6394,40341,3742,47498,4249,18169,2984,136260,5405,74704,4783,37699,2794,23857,2689,678916,11648,412227,10432,307591,8315,62686,5235,41950,4650,266689,6752,219113,6382,22431,2190,25145,2575,605490,9447,432902,8608,346159,8416,50140,3487,36603,3367,172588,5460,144230,5211,11429,1725,16929,1809,948044,12782,728458,11417,601555,10744,35628,3483,91275,5274,219586,6694,183893,6273,8032,1689,27661,2916,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,652636,1396,72355,4513,31961,3271,19287,2673,10785,1680,1889,764,40394,2855,32043,2609,6173,1197,2178,838,194810,6308,107098,4789,97312,4802,6586,1683,3200,928,87712,4407,80565,3927,3525,1139,3622,976,183542,5947,124600,5362,113435,5463,4767,1351,6398,1296,58942,3656,54603,3512,1637,646,2702,877,201929,5995,148268,5835,127095,5319,5280,1730,15893,1644,53661,2732,45678,2430,1398,578,6585,1286,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,472884,163,48249,3893,21305,2655,9112,1608,10494,2495,1699,630,26944,2706,23388,2385,2216,963,1340,647,82181,4424,44931,3473,38889,3047,4107,1451,1935,773,37250,2669,33779,2449,1994,892,1477,605,74109,4063,49291,3703,41027,3107,4426,1283,3838,1204,24818,2250,22773,2149,557,342,1488,570,268345,4913,227882,5133,188805,5875,14306,2240,24771,2842,40463,2988,32791,2439,2709,818,4963,1185,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14394281,8274,1781252,24475,762790,17716,343026,9962,335877,12691,83887,5413,1018462,17407,576543,13317,346007,12028,95912,5914,4201879,37461,2250479,27278,1516728,22087,569089,15860,164662,8983,1951400,25342,1543914,22242,295461,11083,112025,6327,4318812,35908,2727176,30136,1972468,22804,563781,15983,190927,9264,1591636,20180,1304117,19214,202547,7846,84972,5393,4092338,35512,2741499,28651,1925673,23289,534840,13891,280986,11102,1350839,19654,1067084,18056,166340,6936,117415,5842,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
