GEO_ID,B98022_001E,B98022_002E,B98022_003E,B98022_004E,B98022_005E,B98022_006E,B98022_007E,B98022_008E,B98022_009E,B98022_010E,NAME,B98022_001EA,B98022_002EA,B98022_003EA,B98022_004EA,B98022_005EA,B98022_006EA,B98022_007EA,B98022_008EA,B98022_009EA,B98022_010EA,state
0400000US01,95.5,4.5,0.8,0.3,1.0,0.0,0.4,1.0,0.6,0.4,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,84.5,15.5,0.9,0.2,0.0,0.0,0.7,3.1,1.0,9.6,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,91.5,8.5,1.0,0.0,0.1,0.0,0.0,5.1,1.6,0.7,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,98.3,1.7,0.9,0.1,0.0,0.0,0.0,0.1,0.5,0.0,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,96.2,3.8,1.2,0.2,0.0,0.0,0.0,0.5,1.2,0.6,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,96.0,4.0,1.4,0.1,0.4,0.0,0.0,0.7,0.5,0.8,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,96.7,3.3,0.2,0.0,0.1,0.0,0.0,1.9,1.0,0.0,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,87.1,12.9,1.7,0.0,0.0,0.0,0.0,11.2,0.0,0.1,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,92.3,7.7,0.5,0.0,0.1,0.0,0.1,1.3,0.0,5.7,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,96.2,3.8,1.4,0.0,0.0,0.0,0.0,1.1,1.1,0.1,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,97.3,2.7,0.4,0.1,0.1,0.0,0.0,1.2,0.6,0.3,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,95.4,4.6,1.0,0.1,0.3,0.0,0.3,1.8,0.0,1.1,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,91.5,8.5,1.8,0.9,0.1,0.0,0.1,0.1,3.7,1.8,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,97.3,2.7,0.9,0.1,0.0,0.0,0.1,1.2,0.4,0.1,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,94.7,5.3,2.3,0.3,0.0,0.0,0.1,1.8,0.9,0.0,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,99.2,0.8,0.1,0.2,0.0,0.0,0.0,0.1,0.4,0.0,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,98.4,1.6,0.4,0.0,0.0,0.0,0.0,0.1,1.2,0.0,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,96.0,4.0,1.5,0.0,0.1,0.0,0.0,1.7,0.3,0.3,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,96.9,3.1,0.7,0.1,0.0,0.0,0.0,1.8,0.3,0.3,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,71.9,28.1,2.1,1.5,1.5,0.0,2.6,6.7,10.3,3.5,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,94.5,5.5,1.3,0.0,0.1,0.0,0.0,1.7,2.3,0.0,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,92.6,7.4,2.3,0.1,0.8,0.0,0.7,2.2,0.6,0.6,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,94.7,5.3,1.6,0.1,0.2,0.0,0.0,1.9,1.4,0.0,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,96.8,3.2,0.9,0.0,0.0,0.0,0.4,0.9,0.3,0.5,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,92.5,7.5,0.8,0.4,0.1,0.0,0.0,1.3,2.7,2.2,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,99.0,1.0,0.1,0.0,0.0,0.0,0.1,0.4,0.2,0.2,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,93.7,6.3,0.0,0.1,0.0,0.0,0.0,0.1,2.1,4.0,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,97.7,2.3,0.1,0.6,0.0,0.0,0.0,0.0,1.6,0.0,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,99.0,1.0,0.0,0.1,0.5,0.0,0.0,0.4,0.0,0.0,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,90.9,9.1,3.3,0.1,0.0,0.0,0.0,2.5,1.1,2.2,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,93.1,6.9,2.8,0.4,0.0,0.0,0.7,0.7,1.9,0.3,New Jersey,null,null,null,null,null,null,null,null,null,null,34
