GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001EA,B12002I_001MA,B12002I_002EA,B12002I_002MA,B12002I_003MA,B12002I_003EA,B12002I_004EA,B12002I_004MA,B12002I_005MA,B12002I_005EA,B12002I_006EA,B12002I_006MA,B12002I_007EA,B12002I_007MA,B12002I_008EA,B12002I_008MA,B12002I_009EA,B12002I_009MA,B12002I_010EA,B12002I_010MA,B12002I_011MA,B12002I_011EA,B12002I_012EA,B12002I_012MA,B12002I_013EA,B12002I_013MA,state
0400000US28,61281,2547,35972,2558,18159,2723,14435,1479,1345,707,243,161,1790,749,25309,1979,8805,1229,12405,1851,362,293,1098,555,2639,963,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,163418,2629,83943,1993,36988,2321,35990,2656,1951,631,1526,768,7488,1432,79475,2070,28208,2242,35359,2494,2171,790,4603,837,9134,1402,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,25631,903,13240,1175,6118,935,5314,994,29,54,332,284,1447,529,12391,984,4755,1046,4670,806,71,98,978,527,1917,809,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,128943,930,66415,1136,30202,1760,28306,1918,1504,648,512,346,5891,1350,62528,1208,23746,1836,28024,1823,3033,823,2302,748,5423,1255,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,584347,549,295372,669,132366,4058,124423,4785,8799,2161,3555,1017,26229,2977,288975,737,111375,4057,121529,4458,10679,2008,13952,1854,31440,2827,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31834,782,15857,753,7813,939,6613,911,156,252,279,275,996,522,15977,966,5962,1072,7324,1079,194,188,801,465,1696,605,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1326979,685,664577,1028,308646,5727,284855,5062,16113,2495,9468,1761,45495,3620,662402,1055,266113,5580,262378,6029,24891,2369,36722,2434,72298,4136,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,754917,916,372546,1117,158975,4493,160633,4811,6589,1493,8130,1354,38219,3013,382371,973,134835,4061,157372,4737,10175,1792,31081,2700,48908,3174,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2864737,1758,1402705,1853,717835,11767,532433,11294,43304,3565,19496,2199,89637,5929,1462032,1776,647691,10010,492384,9388,79559,4359,86401,4064,155997,5966,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,608155,2966,320366,3577,144859,5949,148968,6151,9725,2035,2113,801,14701,2153,287789,3442,107103,4106,137628,4344,12523,2067,7750,1724,22785,2756,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,17587,1186,9115,1229,4367,812,3608,753,395,433,73,75,672,676,8472,1269,3300,1023,3816,858,14,37,348,296,994,594,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,282149,2333,146170,2412,73911,3049,55892,3123,3655,1222,1529,652,11183,1895,135979,2296,53945,2671,55491,2524,4441,1162,6099,980,16003,2021,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,261673,1162,138236,1289,60539,2157,62730,2747,4497,988,1862,611,8608,1214,123437,1006,45035,2257,58962,2470,3840,825,4822,828,10778,1290,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,352459,1320,184982,1758,84933,3130,78193,3693,5853,1834,2320,1015,13683,2126,167477,1535,65770,3256,74429,3582,7161,1808,6645,1480,13472,1803,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,613815,1674,310446,2087,164066,4202,109734,4386,9183,1628,3992,1007,23471,2276,303369,1672,142274,3768,101167,4325,16453,2025,12257,1790,31218,3089,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,110114,281,54706,485,27554,2095,21921,2431,1368,739,302,347,3561,1163,55408,476,24831,1603,17761,2163,2875,850,1843,572,8098,1503,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,183796,2263,102498,2345,44782,3064,46968,2871,3270,1047,1058,602,6420,1445,81298,1482,29587,2559,40396,2897,1831,745,3217,982,6267,1507,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20550,1208,11421,948,5484,1078,4305,1004,314,330,318,280,1000,491,9129,992,3917,1116,3733,634,268,313,504,325,707,448,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,216952,2876,116773,2598,45998,2847,56991,2942,2129,837,1799,966,9856,1931,100179,1875,36626,2904,51018,2853,3609,1170,3303,909,5623,1109,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7683821,3279,3843789,4051,1599201,15289,1804194,15458,104801,6685,65525,4433,270068,9767,3840032,3697,1344581,15533,1728173,15496,180029,7580,227134,6223,360115,9943,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,275095,960,140657,1231,59393,3206,68284,3413,3177,1076,1204,569,8599,1870,134438,1151,45898,3036,66195,3213,6199,1670,4924,1122,11222,1843,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8418,711,4146,745,2489,762,1426,355,0,149,0,149,231,142,4272,598,1353,375,1770,483,42,70,542,316,565,350,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,543343,3309,282908,2804,129120,4664,130398,5170,5372,1361,2990,1226,15028,1768,260435,2518,99344,3790,117079,3962,9626,2286,9317,1676,25069,2827,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,598498,718,314747,1628,148929,4483,133979,5216,6909,1799,3158,1179,21772,2942,283751,1546,118676,3711,123216,4093,10402,1349,9306,1634,22151,2335,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19236,1663,11440,1513,5831,1328,4176,835,516,479,0,189,917,469,7796,1257,2690,819,3954,865,236,241,511,382,405,324,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,254897,1567,134036,1760,64494,3027,55402,2588,3161,864,1190,444,9789,1442,120861,1845,50373,2311,50954,2802,4585,1163,4538,1044,10411,1387,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,41705,2507,20907,1581,8495,1531,9149,1185,753,770,281,316,2229,827,20798,2106,8078,2643,9365,1855,452,454,717,412,2186,811,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2848839,3570,1335047,3661,582777,8090,517062,9166,33057,3158,40968,3355,161183,6864,1513792,3349,549517,9036,515376,10051,47356,3462,161902,4780,239641,6775,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
