GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001EA,B12002I_001MA,B12002I_002EA,B12002I_002MA,B12002I_003MA,B12002I_003EA,B12002I_004EA,B12002I_004MA,B12002I_005MA,B12002I_005EA,B12002I_006EA,B12002I_006MA,B12002I_007EA,B12002I_007MA,B12002I_008EA,B12002I_008MA,B12002I_009EA,B12002I_009MA,B12002I_010EA,B12002I_010MA,B12002I_011MA,B12002I_011EA,B12002I_012EA,B12002I_012MA,B12002I_013EA,B12002I_013MA,state
0400000US01,126206,2497,67474,3237,30045,2477,28630,2420,1306,806,619,503,6874,2255,58732,2573,21215,2487,27082,2351,2323,847,3744,1068,4368,1516,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37727,605,19104,805,10007,1398,6503,1342,372,227,32,55,2190,804,18623,875,7117,1145,8499,1041,620,495,734,451,1653,611,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1510121,358,753822,670,356316,6367,304449,7321,12708,2057,10573,1527,69776,4466,756299,593,303590,5990,300283,8190,25121,2449,40239,2979,87066,4798,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,137440,2372,72784,2082,31756,2519,34205,2336,1305,667,673,464,4845,1494,64656,1575,19975,1977,35304,2497,2061,711,3141,1013,4175,1095,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11227141,1334,5622764,1609,2658366,14593,2419035,15876,130546,7132,81059,4185,333758,8713,5604377,1283,2314090,13970,2320866,17988,210105,8123,298531,7866,460785,11313,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,832321,932,424537,1720,182046,4736,190859,4459,8395,1637,7479,1259,35758,3121,407784,1700,145697,4327,182723,5002,12137,2030,20723,1954,46504,3809,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,407558,364,202127,671,102214,3899,77867,3933,5205,1613,2173,771,14668,2061,205431,683,96992,3268,69848,3487,7857,1551,7748,1180,22986,2205,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,58928,572,30879,634,14605,1637,13875,1640,322,270,344,275,1733,755,28049,444,10599,1113,12528,1276,1492,797,933,426,2497,763,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,55425,-555555555,28726,318,16000,1691,10534,1552,65,113,223,189,1904,779,26699,318,13856,1365,8906,1319,580,500,1447,751,1910,744,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3945441,2079,1923416,2204,778871,9816,856104,13255,54324,5351,39853,3820,194264,9504,2022025,2883,658012,9867,829983,11786,86715,6389,154452,5907,292863,9269,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,650493,2966,343950,3063,148660,6211,163787,6102,6510,1766,3292,890,21701,2795,306543,2702,114474,4688,148128,5194,10311,2032,10196,2050,23434,3010,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,100564,310,53438,688,25051,1984,22370,1628,673,386,901,549,4443,894,47126,576,18658,1634,20955,1923,801,437,1897,547,4815,1134,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,134287,1522,68309,1673,30616,2512,29179,2332,1399,730,721,466,6394,1518,65978,1264,26299,1997,29397,2000,634,477,2329,815,7319,1464,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1563876,1912,803543,2229,367643,6601,362312,7462,16324,2199,10970,1676,46294,3577,760333,1948,304888,5567,340270,7015,29415,3562,31046,2589,54714,3981,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,296708,2626,153492,2763,71295,3461,64413,3243,3971,1138,1492,676,12321,2070,143216,2707,61627,3276,58505,3211,3437,875,4965,1145,14682,2002,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,115747,1702,59840,2017,29277,2245,24652,2027,1688,855,461,262,3762,1006,55907,1662,24824,1898,23192,1749,2647,720,1631,520,3613,1001,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,225550,1497,116933,1604,53167,2272,50571,2321,1773,725,1738,693,9684,1473,108617,1514,39883,2133,50268,2209,3768,1007,4658,1029,10040,1686,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,97228,2438,51503,1963,21996,2113,22111,2310,1615,785,497,302,5284,1156,45725,2403,18033,2108,19712,1490,1422,459,2255,694,4303,1178,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,168913,2723,90929,2338,40771,3053,39369,3102,2648,907,1914,617,6227,1372,77984,2587,27950,2399,33965,2519,2976,1219,5225,945,7868,1782,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14595,864,6259,850,2996,768,2746,695,135,156,156,189,226,206,8336,857,4215,1030,2903,823,71,85,444,241,703,376,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,410771,1326,214410,1534,101607,3876,93504,3911,4376,1275,1728,598,13195,1913,196361,1819,79425,3611,87690,3744,5941,1232,7059,1182,16246,2323,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,556212,846,273104,824,154415,4185,89817,4320,6596,1371,2834,1103,19442,2313,283108,925,139268,3865,83864,4023,16862,2371,12670,1671,30444,3209,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,333271,1369,169194,1413,80586,3241,68281,3086,2459,663,1734,567,16134,1948,164077,1339,67420,2575,66037,3150,4174,1067,7970,1162,18476,1809,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,187594,1496,98060,1738,46998,2562,40218,2230,2165,935,1743,826,6936,1149,89534,1758,34740,2449,38937,2396,2825,995,3680,897,9352,1553,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
