GEO_ID,B01001A_001E,B01001A_001M,B01001A_002E,B01001A_002M,B01001A_003E,B01001A_003M,B01001A_004E,B01001A_004M,B01001A_005E,B01001A_005M,B01001A_006E,B01001A_006M,B01001A_007E,B01001A_007M,B01001A_008E,B01001A_008M,B01001A_009E,B01001A_009M,B01001A_010E,B01001A_010M,B01001A_011E,B01001A_011M,B01001A_012E,B01001A_012M,B01001A_013E,B01001A_013M,B01001A_014E,B01001A_014M,B01001A_015E,B01001A_015M,B01001A_016E,B01001A_016M,B01001A_017E,B01001A_017M,B01001A_018E,B01001A_018M,B01001A_019E,B01001A_019M,B01001A_020E,B01001A_020M,B01001A_021E,B01001A_021M,B01001A_022E,B01001A_022M,B01001A_023E,B01001A_023M,B01001A_024E,B01001A_024M,B01001A_025E,B01001A_025M,B01001A_026E,B01001A_026M,B01001A_027E,B01001A_027M,B01001A_028E,B01001A_028M,B01001A_029E,B01001A_029M,B01001A_030E,B01001A_030M,B01001A_031E,B01001A_031M,NAME,B01001A_001EA,B01001A_001MA,B01001A_002EA,B01001A_002MA,B01001A_003MA,B01001A_003EA,B01001A_004MA,B01001A_004EA,B01001A_005MA,B01001A_005EA,B01001A_006EA,B01001A_006MA,B01001A_007EA,B01001A_007MA,B01001A_008EA,B01001A_008MA,B01001A_009MA,B01001A_009EA,B01001A_010MA,B01001A_010EA,B01001A_011MA,B01001A_011EA,B01001A_012EA,B01001A_012MA,B01001A_013EA,B01001A_013MA,B01001A_014MA,B01001A_014EA,B01001A_015MA,B01001A_015EA,B01001A_016MA,B01001A_016EA,B01001A_017EA,B01001A_017MA,B01001A_018EA,B01001A_018MA,B01001A_019EA,B01001A_019MA,B01001A_020MA,B01001A_020EA,B01001A_021MA,B01001A_021EA,B01001A_022MA,B01001A_022EA,B01001A_023MA,B01001A_023EA,B01001A_024EA,B01001A_024MA,B01001A_025EA,B01001A_025MA,B01001A_026MA,B01001A_026EA,B01001A_027MA,B01001A_027EA,B01001A_028EA,B01001A_028MA,B01001A_029EA,B01001A_029MA,B01001A_030EA,B01001A_030MA,B01001A_031EA,B01001A_031MA,state
0400000US01,3329913,5703,1632627,4586,92489,2307,100351,4494,99511,4291,62385,1560,42322,2536,107617,2577,101785,1622,101889,1873,203679,2279,228787,1457,224728,1141,165653,770,78915,1966,22516,1971,1697286,4446,85300,1789,96393,3990,93403,3629,62356,1883,42274,2457,103030,2758,104716,1421,100196,1463,204618,1749,230062,1435,236353,792,187422,655,107301,2296,43862,2204,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,481314,3176,256855,1967,14770,496,13312,1416,15256,1342,8716,430,5969,775,21993,1021,23046,723,20750,1041,32463,686,34575,532,37636,452,20373,322,6003,727,1993,701,224459,2034,14694,525,14543,1165,10941,1138,8134,695,4971,605,15273,752,17855,717,16831,545,29378,818,30668,486,33777,489,18129,436,6599,586,2666,538,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5285994,24068,2621616,12388,152556,2449,164478,4582,168397,5264,99759,2026,68654,2340,178522,2908,177131,3103,169569,2588,321790,3433,330638,2703,324143,2592,275732,1707,143619,2945,46628,2750,2664378,13728,144929,2739,159505,5311,158788,4802,95427,2372,67402,2213,164426,2839,166133,2520,160590,2727,313901,3340,333105,3162,358589,2048,305449,1729,163527,3573,72607,3299,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2308047,6642,1138948,3901,67341,1371,73418,2759,72669,2969,46898,1558,31610,2295,71780,2299,73077,1893,72909,1665,141069,2007,153331,1577,147606,679,113580,594,54178,1643,19482,1572,1169099,4189,65931,1848,67285,3091,67775,3417,39435,1338,28052,2109,72877,2655,74320,1692,71436,1368,140200,1664,152395,1467,157934,895,127722,738,70050,2360,33687,2323,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23824254,64923,11895279,35545,710891,7687,737506,13072,742730,11658,455602,5186,309224,4507,856810,7183,897963,8015,843841,7596,1533527,9269,1628493,8535,1517385,5684,996141,3954,477746,5568,187420,5295,11928975,33751,694157,8528,703469,12546,700420,11010,434262,4866,292268,4488,795192,6688,826706,6992,802652,6427,1466043,8532,1602686,8603,1565767,6237,1107061,4698,604190,7210,334102,6673,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4607390,13594,2312734,7223,133947,2457,146648,4758,146627,4261,85942,2056,62335,1995,165033,2781,179095,2589,176224,2153,313779,2360,306990,2345,298482,1481,191418,1208,76235,2249,29979,2007,2294656,8554,128906,2188,136447,4184,141358,4343,80807,1686,56514,1695,146825,2560,165190,2115,165394,1912,298347,2874,307495,1967,312570,1290,206937,1591,100853,2401,47013,2369,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2747943,12766,1335947,7503,62389,1587,71854,3710,79120,3661,53540,1033,39140,834,88925,1753,78223,1801,76279,1877,152282,2071,211018,1895,205758,1219,128407,803,61566,1773,27446,1697,1411996,6685,62043,1560,70010,3239,75595,3467,50377,1059,37797,1252,84616,1759,75411,1536,76308,1529,159188,1818,218481,1859,217818,1028,145484,830,84159,2756,54709,2687,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,654904,4740,319020,2761,17568,539,15520,1710,19662,1744,10777,502,8039,478,19879,905,22294,617,19281,737,36054,764,44154,703,46190,377,36643,437,16668,977,6291,951,335884,2557,15993,482,15694,1874,18597,1731,10597,439,7929,675,18657,571,22393,676,19578,483,36860,831,46097,678,50845,448,41316,302,20531,1088,10797,1026,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,269143,3524,133725,2033,7179,593,4099,780,3214,662,1241,204,4306,1045,11398,1144,19471,545,19717,658,24024,797,15586,550,11404,528,7536,134,2965,477,1585,457,135418,1941,7056,555,3334,798,3782,813,1306,244,6126,1389,13624,1402,21686,644,20569,722,20560,649,12183,620,10049,394,9086,477,4051,501,2006,521,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15357374,27705,7524791,16106,371208,4878,391861,9320,403249,8717,249260,2958,175216,3738,449913,4715,481868,4552,457146,4753,897362,6318,1058923,4044,1019154,3589,884979,2744,502525,5602,182127,5239,7832583,15553,351209,3774,379114,10078,379784,10069,243872,3300,165224,3513,425249,4367,461708,3302,443449,4191,891671,5120,1073444,4065,1125826,2813,1002937,3275,586017,7073,303079,7261,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
